Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Aug 8 2009,15:00,BST/+0100,Aldershot Town,3-1,2-0,Darlington FC,2009-08-08T14:00Z
1,Sat Aug 8 2009,15:00,BST/+0100,Bury FC,0-3,0-2,AFC Bournemouth,2009-08-08T14:00Z
1,Sat Aug 8 2009,15:00,BST/+0100,Cheltenham Town,2-1,0-1,Grimsby Town,2009-08-08T14:00Z
1,Sat Aug 8 2009,15:00,BST/+0100,Crewe Alexandra,1-2,0-1,Dagenham & Redbridge,2009-08-08T14:00Z
1,Sat Aug 8 2009,15:00,BST/+0100,Lincoln City,1-0,0-0,Barnet FC,2009-08-08T14:00Z
1,Sat Aug 8 2009,15:00,BST/+0100,Morecambe FC,2-2,1-1,Hereford United,2009-08-08T14:00Z
1,Sat Aug 8 2009,15:00,BST/+0100,Northampton Town,0-0,0-0,Macclesfield Town,2009-08-08T14:00Z
1,Sat Aug 8 2009,15:00,BST/+0100,Notts County,5-0,3-0,Bradford City,2009-08-08T14:00Z
1,Sat Aug 8 2009,15:00,BST/+0100,Port Vale FC,1-1,0-0,Rochdale AFC,2009-08-08T14:00Z
1,Sat Aug 8 2009,15:00,BST/+0100,Rotherham United,1-0,0-0,Accrington Stanley,2009-08-08T14:00Z
1,Sat Aug 8 2009,15:00,BST/+0100,Shrewsbury Town,3-1,1-0,Burton Albion,2009-08-08T14:00Z
1,Sat Aug 8 2009,15:00,BST/+0100,Torquay United,2-0,1-0,Chesterfield FC,2009-08-08T14:00Z
2,Sat Aug 15 2009,15:00,BST/+0100,Accrington Stanley,1-0,0-0,Lincoln City,2009-08-15T14:00Z
2,Sat Aug 15 2009,15:00,BST/+0100,Barnet FC,2-2,2-1,Shrewsbury Town,2009-08-15T14:00Z
2,Sat Aug 15 2009,15:00,BST/+0100,AFC Bournemouth,1-0,1-0,Rotherham United,2009-08-15T14:00Z
2,Sat Aug 15 2009,15:00,BST/+0100,Bradford City,0-0,0-0,Port Vale FC,2009-08-15T14:00Z
2,Sat Aug 15 2009,15:00,BST/+0100,Burton Albion,5-2,3-1,Morecambe FC,2009-08-15T14:00Z
2,Sat Aug 15 2009,15:00,BST/+0100,Chesterfield FC,1-0,1-0,Northampton Town,2009-08-15T14:00Z
2,Sat Aug 15 2009,15:00,BST/+0100,Dagenham & Redbridge,5-3,1-0,Torquay United,2009-08-15T14:00Z
2,Sat Aug 15 2009,15:00,BST/+0100,Darlington FC,0-1,0-0,Bury FC,2009-08-15T14:00Z
2,Sat Aug 15 2009,15:00,BST/+0100,Grimsby Town,0-4,0-2,Crewe Alexandra,2009-08-15T14:00Z
2,Sat Aug 15 2009,15:00,BST/+0100,Hereford United,1-1,0-0,Cheltenham Town,2009-08-15T14:00Z
2,Sat Aug 15 2009,15:00,BST/+0100,Macclesfield Town,0-4,0-2,Notts County,2009-08-15T14:00Z
2,Sat Aug 15 2009,15:00,BST/+0100,Rochdale AFC,1-0,0-0,Aldershot Town,2009-08-15T14:00Z
3,Tue Aug 18 2009,19:45,BST/+0100,Accrington Stanley,0-3,0-2,Northampton Town,2009-08-18T18:45Z
3,Tue Aug 18 2009,19:45,BST/+0100,Barnet FC,2-0,1-0,Morecambe FC,2009-08-18T18:45Z
3,Tue Aug 18 2009,19:45,BST/+0100,AFC Bournemouth,1-0,0-0,Aldershot Town,2009-08-18T18:45Z
3,Tue Aug 18 2009,19:45,BST/+0100,Bradford City,0-2,0-0,Lincoln City,2009-08-18T18:45Z
3,Tue Aug 18 2009,19:45,BST/+0100,Burton Albion,0-2,0-2,Torquay United,2009-08-18T18:45Z
3,Tue Aug 18 2009,19:45,BST/+0100,Dagenham & Redbridge,5-0,4-0,Shrewsbury Town,2009-08-18T18:45Z
3,Tue Aug 18 2009,19:45,BST/+0100,Darlington FC,0-1,0-0,Crewe Alexandra,2009-08-18T18:45Z
3,Tue Aug 18 2009,19:45,BST/+0100,Grimsby Town,1-2,0-0,Rotherham United,2009-08-18T18:45Z
3,Tue Aug 18 2009,19:45,BST/+0100,Hereford United,1-3,1-1,Bury FC,2009-08-18T18:45Z
3,Tue Aug 18 2009,19:45,BST/+0100,Rochdale AFC,0-1,0-0,Cheltenham Town,2009-08-18T18:45Z
3,Tue Aug 18 2009,19:55,BST/+0100,Macclesfield Town,2-0,1-0,Port Vale FC,2009-08-18T18:55Z
3,Wed Aug 19 2009,19:30,BST/+0100,Chesterfield FC,2-1,0-0,Notts County,2009-08-19T18:30Z
4,Sat Aug 22 2009,15:00,BST/+0100,Aldershot Town,3-1,2-0,Accrington Stanley,2009-08-22T14:00Z
4,Sat Aug 22 2009,15:00,BST/+0100,Bury FC,0-1,0-1,Grimsby Town,2009-08-22T14:00Z
4,Sat Aug 22 2009,15:00,BST/+0100,Cheltenham Town,4-5,3-3,Bradford City,2009-08-22T14:00Z
4,Sat Aug 22 2009,15:00,BST/+0100,Crewe Alexandra,1-0,1-0,Hereford United,2009-08-22T14:00Z
4,Sat Aug 22 2009,15:00,BST/+0100,Lincoln City,0-2,0-1,Burton Albion,2009-08-22T14:00Z
