Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
3,Fri Feb 10 2023,21:30,-0300,Colón de Santa Fe,0-2,0-1,Sarmiento de Junín,2023-02-11T00:30Z
3,Fri Feb 10 2023,21:30,-0300,Central Córdoba SdE,0-1,0-0,Belgrano de Córdoba,2023-02-11T00:30Z
3,Sat Feb 11 2023,17:00,-0300,San Lorenzo,1-0,0-0,Godoy Cruz,2023-02-11T20:00Z
3,Sat Feb 11 2023,17:00,-0300,Defensa y Justicia,1-0,1-0,Newell's Old Boys,2023-02-11T20:00Z
3,Sat Feb 11 2023,19:15,-0300,Platense,1-1,1-0,Atlético Tucumán,2023-02-11T22:15Z
3,Sat Feb 11 2023,21:30,-0300,Talleres de Córdoba,2-1,1-0,Boca Juniors,2023-02-12T00:30Z
3,Sat Feb 11 2023,21:30,-0300,Vélez Sarsfield,0-0,0-0,Independiente,2023-02-12T00:30Z
3,Sun Feb 12 2023,17:00,-0300,Rosario Central,2-1,1-1,Arsenal de Sarandí,2023-02-12T20:00Z
3,Sun Feb 12 2023,17:00,-0300,Banfield,0-0,0-0,Gimnasia de La Plata,2023-02-12T20:00Z
3,Sun Feb 12 2023,19:15,-0300,River Plate,2-1,0-1,Argentinos Juniors,2023-02-12T22:15Z
3,Sun Feb 12 2023,21:30,-0300,Racing Club,2-2,1-1,Tigre,2023-02-13T00:30Z
3,Sun Feb 12 2023,21:30,-0300,Instituto de Córdoba,0-0,0-0,Huracán,2023-02-13T00:30Z
3,Mon Feb 13 2023,20:00,-0300,Estudiantes,0-2,0-1,Lanús,2023-02-13T23:00Z
3,Mon Feb 13 2023,17:00,-0300,Barracas Central,1-1,1-1,Unión de Santa Fe,2023-02-13T20:00Z
4,Fri Feb 17 2023,21:30,-0300,Huracán,2-0,1-0,Barracas Central,2023-02-18T00:30Z
4,Fri Feb 17 2023,21:30,-0300,Arsenal de Sarandí,0-3,0-3,Racing Club,2023-02-18T00:30Z
4,Fri Feb 17 2023,18:00,-0300,Gimnasia de La Plata,2-0,1-0,Instituto de Córdoba,2023-02-17T21:00Z
4,Sat Feb 18 2023,17:00,-0300,Lanús,3-0,0-0,Rosario Central,2023-02-18T20:00Z
4,Sat Feb 18 2023,18:00,-0300,Tigre,0-1,0-0,River Plate,2023-02-18T21:00Z
4,Sat Feb 18 2023,19:15,-0300,Godoy Cruz,0-1,0-1,Estudiantes,2023-02-18T22:15Z
4,Sat Feb 18 2023,19:15,-0300,Argentinos Juniors,3-0,1-0,Belgrano de Córdoba,2023-02-18T22:15Z
4,Sat Feb 18 2023,21:00,-0300,Newell's Old Boys,2-0,0-0,Banfield,2023-02-19T00:00Z
4,Sun Feb 19 2023,19:15,-0300,Boca Juniors,3-1,2-1,Platense,2023-02-19T22:15Z
4,Sun Feb 19 2023,21:30,-0300,Talleres de Córdoba,2-0,2-0,Central Córdoba SdE,2023-02-20T00:30Z
4,Sun Feb 19 2023,21:30,-0300,Independiente,0-2,0-2,Defensa y Justicia,2023-02-20T00:30Z
4,Sun Feb 19 2023,17:00,-0300,Unión de Santa Fe,1-1,1-0,Colón de Santa Fe,2023-02-19T20:00Z
4,Mon Feb 20 2023,21:30,-0300,Atlético Tucumán,1-1,0-0,Vélez Sarsfield,2023-02-21T00:30Z
4,Mon Feb 20 2023,19:15,-0300,Sarmiento de Junín,0-1,0-0,San Lorenzo,2023-02-20T22:15Z
5,Fri Feb 24 2023,21:00,-0300,Rosario Central,1-0,1-0,Godoy Cruz,2023-02-25T00:00Z
5,Fri Feb 24 2023,21:00,-0300,Belgrano de Córdoba,0-2,0-0,Tigre,2023-02-25T00:00Z
5,Sat Feb 25 2023,17:00,-0300,San Lorenzo,1-0,0-0,Unión de Santa Fe,2023-02-25T20:00Z
5,Sat Feb 25 2023,19:15,-0300,Estudiantes,1-1,0-0,Sarmiento de Junín,2023-02-25T22:15Z
5,Sat Feb 25 2023,19:15,-0300,Platense,2-4,0-3,Talleres de Córdoba,2023-02-25T22:15Z
5,Sat Feb 25 2023,21:30,-0300,Vélez Sarsfield,1-2,0-1,Boca Juniors,2023-02-26T00:30Z
5,Sun Feb 26 2023,17:00,-0300,Defensa y Justicia,3-0,3-0,Atlético Tucumán,2023-02-26T20:00Z
5,Sun Feb 26 2023,19:15,-0300,River Plate,1-2,1-0,Arsenal de Sarandí,2023-02-26T22:15Z
5,Sun Feb 26 2023,21:30,-0300,Instituto de Córdoba,3-1,2-0,Newell's Old Boys,2023-02-27T00:30Z
5,Sun Feb 26 2023,21:30,-0300,Banfield,0-0,0-0,Independiente,2023-02-27T00:30Z
5,Sun Feb 26 2023,17:00,-0300,Colón de Santa Fe,1-1,1-1,Huracán,2023-02-26T20:00Z
5,Mon Feb 27 2023,19:15,-0300,Racing Club,2-1,1-1,Lanús,2023-02-27T22:15Z
5,Mon Feb 27 2023,21:30,-0300,Central Córdoba SdE,1-0,1-0,Argentinos Juniors,2023-02-28T00:30Z
5,Mon Feb 27 2023,17:00,-0300,Barracas Central,1-0,1-0,Gimnasia de La Plata,2023-02-27T20:00Z
6,Fri Mar 3 2023,20:00,-0300,Unión de Santa Fe,2-0,0-0,Estudiantes,2023-03-03T23:00Z
6,Fri Mar 3 2023,20:00,-0300,Sarmiento de Junín,4-1,0-1,Rosario Central,2023-03-03T23:00Z
6,Sat Mar 4 2023,17:00,-0300,Platense,1-1,0-0,Central Córdoba SdE,2023-03-04T20:00Z
6,Sat Mar 4 2023,17:00,-0300,Gimnasia de La Plata,0-0,0-0,Colón de Santa Fe,2023-03-04T20:00Z
6,Sat Mar 4 2023,19:15,-0300,Lanús,0-2,0-1,River Plate,2023-03-04T22:15Z
6,Sat Mar 4 2023,21:30,-0300,Atlético Tucumán,1-0,1-0,Banfield,2023-03-05T00:30Z
6,Sat Mar 4 2023,21:30,-0300,Newell's Old Boys,1-0,1-0,Barracas Central,2023-03-05T00:30Z
6,Sun Mar 5 2023,19:15,-0300,Huracán,1-1,1-1,San Lorenzo,2023-03-05T22:15Z
6,Sun Mar 5 2023,21:30,-0300,Talleres de Córdoba,1-2,0-2,Vélez Sarsfield,2023-03-06T00:30Z
6,Sun Mar 5 2023,21:30,-0300,Tigre,0-1,0-1,Argentinos Juniors,2023-03-06T00:30Z
6,Sun Mar 5 2023,17:00,-0300,Independiente,2-2,2-1,Instituto de Córdoba,2023-03-05T20:00Z
6,Mon Mar 6 2023,17:00,-0300,Godoy Cruz,2-0,1-0,Racing Club,2023-03-06T20:00Z
6,Mon Mar 6 2023,17:00,-0300,Arsenal de Sarandí,0-1,0-1,Belgrano de Córdoba,2023-03-06T20:00Z
6,Mon Mar 6 2023,21:00,-0300,Boca Juniors,0-0,0-0,Defensa y Justicia,2023-03-07T00:00Z
7,Fri Mar 10 2023,21:00,-0300,Argentinos Juniors,1-1,0-0,Arsenal de Sarandí,2023-03-11T00:00Z
7,Fri Mar 10 2023,21:00,-0300,Instituto de Córdoba,1-1,1-0,Atlético Tucumán,2023-03-11T00:00Z
7,Fri Mar 10 2023,17:00,-0300,Barracas Central,1-1,1-1,Independiente,2023-03-10T20:00Z
7,Sat Mar 11 2023,19:15,-0300,Defensa y Justicia,1-1,1-1,Talleres de Córdoba,2023-03-11T22:15Z
7,Sat Mar 11 2023,21:30,-0300,Central Córdoba SdE,2-0,0-0,Tigre,2023-03-12T00:30Z
7,Sat Mar 11 2023,21:30,-0300,Belgrano de Córdoba,0-0,0-0,Lanús,2023-03-12T00:30Z
7,Sat Mar 11 2023,17:00,-0300,San Lorenzo,4-0,1-0,Gimnasia de La Plata,2023-03-11T20:00Z
7,Sun Mar 12 2023,17:00,-0300,Racing Club,1-0,1-0,Sarmiento de Junín,2023-03-12T20:00Z
7,Sun Mar 12 2023,19:15,-0300,River Plate,3-0,1-0,Godoy Cruz,2023-03-12T22:15Z
7,Sun Mar 12 2023,19:15,-0300,Estudiantes,2-1,1-0,Huracán,2023-03-12T22:15Z
7,Sun Mar 12 2023,21:30,-0300,Rosario Central,1-1,0-1,Unión de Santa Fe,2023-03-13T00:30Z
7,Sun Mar 12 2023,21:30,-0300,Banfield,1-0,1-0,Boca Juniors,2023-03-13T00:30Z
7,Mon Mar 13 2023,21:00,-0300,Vélez Sarsfield,1-1,1-0,Platense,2023-03-14T00:00Z
7,Mon Mar 13 2023,21:00,-0300,Colón de Santa Fe,1-1,1-0,Newell's Old Boys,2023-03-14T00:00Z
8,Fri Mar 17 2023,21:00,-0300,Unión de Santa Fe,1-3,0-1,Racing Club,2023-03-18T00:00Z
8,Sat Mar 18 2023,19:00,-0300,Platense,1-0,1-0,Defensa y Justicia,2023-03-18T22:00Z
8,Sat Mar 18 2023,19:00,-0300,Independiente,2-2,1-1,Colón de Santa Fe,2023-03-18T22:00Z
8,Sat Mar 18 2023,21:30,-0300,Atlético Tucumán,1-1,1-0,Barracas Central,2023-03-19T00:30Z
8,Sat Mar 18 2023,21:30,-0300,Godoy Cruz,3-1,2-1,Belgrano de Córdoba,2023-03-19T00:30Z
8,Sat Mar 18 2023,16:30,-0300,Arsenal de Sarandí,2-0,0-0,Tigre,2023-03-18T19:30Z
8,Sun Mar 19 2023,16:30,-0300,Gimnasia de La Plata,2-1,0-1,Estudiantes,2023-03-19T19:30Z
8,Sun Mar 19 2023,19:00,-0300,Boca Juniors,2-3,1-2,Instituto de Córdoba,2023-03-19T22:00Z
8,Sun Mar 19 2023,21:30,-0300,Talleres de Córdoba,0-1,0-0,Banfield,2023-03-20T00:30Z
8,Sun Mar 19 2023,21:30,-0300,Sarmiento de Junín,0-2,0-1,River Plate,2023-03-20T00:30Z
8,Mon Mar 20 2023,21:00,-0300,Huracán,0-2,0-2,Rosario Central,2023-03-21T00:00Z
8,Mon Mar 20 2023,21:00,-0300,Lanús,0-0,0-0,Argentinos Juniors,2023-03-21T00:00Z
8,Mon Mar 20 2023,18:30,-0300,Newell's Old Boys,1-0,0-0,San Lorenzo,2023-03-20T21:30Z
8,Tue Mar 21 2023,21:00,-0300,Vélez Sarsfield,4-0,1-0,Central Córdoba SdE,2023-03-22T00:00Z
9,Thu Mar 30 2023,20:00,-0300,Defensa y Justicia,0-0,0-0,Vélez Sarsfield,2023-03-30T23:00Z
9,Thu Mar 30 2023,21:30,-0300,Argentinos Juniors,3-0,0-0,Godoy Cruz,2023-03-31T00:30Z
9,Fri Mar 31 2023,19:00,-0300,Estudiantes,3-0,2-0,Newell's Old Boys,2023-03-31T22:00Z
9,Fri Mar 31 2023,21:30,-0300,River Plate,1-0,1-0,Unión de Santa Fe,2023-04-01T00:30Z
9,Fri Mar 31 2023,19:00,-0300,Rosario Central,3-1,1-1,Gimnasia de La Plata,2023-03-31T22:00Z
9,Sat Apr 1 2023,15:30,-0300,Barracas Central,0-3,0-3,Boca Juniors,2023-04-01T18:30Z
9,Sat Apr 1 2023,19:00,-0300,San Lorenzo,0-0,0-0,Independiente,2023-04-01T22:00Z
9,Sat Apr 1 2023,19:30,-0300,Racing Club,2-1,0-0,Huracán,2023-04-01T22:30Z
9,Sat Apr 1 2023,21:30,-0300,Tigre,2-1,1-0,Lanús,2023-04-02T00:30Z
9,Sun Apr 2 2023,19:00,-0300,Colón de Santa Fe,0-0,0-0,Atlético Tucumán,2023-04-02T22:00Z
9,Sun Apr 2 2023,21:30,-0300,Banfield,0-2,0-2,Platense,2023-04-03T00:30Z
9,Sun Apr 2 2023,16:30,-0300,Instituto de Córdoba,0-3,0-1,Talleres de Córdoba,2023-04-02T19:30Z
9,Mon Apr 3 2023,20:00,-0300,Belgrano de Córdoba,0-0,0-0,Sarmiento de Junín,2023-04-03T23:00Z
9,Mon Apr 3 2023,21:30,-0300,Central Córdoba SdE,1-0,1-0,Arsenal de Sarandí,2023-04-04T00:30Z
10,Fri Apr 7 2023,19:00,-0300,Lanús,3-0,2-0,Arsenal de Sarandí,2023-04-07T22:00Z
10,Fri Apr 7 2023,21:30,-0300,Vélez Sarsfield,3-3,3-1,Banfield,2023-04-08T00:30Z
10,Fri Apr 7 2023,21:30,-0300,Talleres de Córdoba,3-0,0-0,Barracas Central,2023-04-08T00:30Z
10,Fri Apr 7 2023,19:00,-0300,Platense,1-0,0-0,Instituto de Córdoba,2023-04-07T22:00Z
10,Sat Apr 8 2023,15:30,-0300,Sarmiento de Junín,2-0,0-0,Argentinos Juniors,2023-04-08T18:30Z
10,Sat Apr 8 2023,18:00,-0300,Gimnasia de La Plata,3-1,1-0,Racing Club,2023-04-08T21:00Z
10,Sat Apr 8 2023,18:00,-0300,Unión de Santa Fe,0-3,0-2,Belgrano de Córdoba,2023-04-08T21:00Z
10,Sat Apr 8 2023,20:30,-0300,Defensa y Justicia,1-2,0-1,Central Córdoba SdE,2023-04-08T23:30Z
10,Sat Apr 8 2023,20:30,-0300,Atlético Tucumán,1-3,1-2,San Lorenzo,2023-04-08T23:30Z
10,Sun Apr 9 2023,14:00,-0300,Godoy Cruz,1-1,1-1,Tigre,2023-04-09T17:00Z
10,Sun Apr 9 2023,16:30,-0300,Newell's Old Boys,0-0,0-0,Rosario Central,2023-04-09T19:30Z
10,Sun Apr 9 2023,19:00,-0300,Huracán,0-3,0-2,River Plate,2023-04-09T22:00Z
10,Sun Apr 9 2023,21:30,-0300,Boca Juniors,1-2,0-1,Colón de Santa Fe,2023-04-10T00:30Z
10,Sun Apr 9 2023,14:00,-0300,Independiente,1-2,0-0,Estudiantes,2023-04-09T17:00Z
11,Tue Apr 11 2023,14:00,-0300,Barracas Central,1-0,1-0,Platense,2023-04-11T17:00Z
11,Tue Apr 11 2023,19:00,-0300,Argentinos Juniors,5-1,3-0,Unión de Santa Fe,2023-04-11T22:00Z
11,Tue Apr 11 2023,21:30,-0300,Central Córdoba SdE,1-1,1-0,Lanús,2023-04-12T00:30Z
11,Tue Apr 11 2023,21:30,-0300,Instituto de Córdoba,1-0,1-0,Vélez Sarsfield,2023-04-12T00:30Z
11,Tue Apr 11 2023,21:30,-0300,Banfield,0-3,0-1,Defensa y Justicia,2023-04-12T00:30Z
11,Wed Apr 12 2023,17:30,-0300,San Lorenzo,1-0,1-0,Boca Juniors,2023-04-12T20:30Z
11,Wed Apr 12 2023,19:00,-0300,Belgrano de Córdoba,2-0,1-0,Huracán,2023-04-12T22:00Z
11,Wed Apr 12 2023,19:30,-0300,Racing Club,0-1,0-0,Newell's Old Boys,2023-04-12T22:30Z
11,Wed Apr 12 2023,21:30,-0300,Rosario Central,1-0,1-0,Independiente,2023-04-13T00:30Z
11,Wed Apr 12 2023,21:30,-0300,Estudiantes,0-0,0-0,Atlético Tucumán,2023-04-13T00:30Z
11,Thu Apr 13 2023,16:30,-0300,Colón de Santa Fe,2-2,2-0,Talleres de Córdoba,2023-04-13T19:30Z
11,Thu Apr 13 2023,19:30,-0300,River Plate,3-0,1-0,Gimnasia de La Plata,2023-04-13T22:30Z
11,Thu Apr 13 2023,21:30,-0300,Tigre,1-0,1-0,Sarmiento de Junín,2023-04-14T00:30Z
11,Thu Apr 13 2023,14:00,-0300,Arsenal de Sarandí,2-3,1-0,Godoy Cruz,2023-04-13T17:00Z
12,Sat Apr 15 2023,16:30,-0300,Defensa y Justicia,1-0,0-0,Instituto de Córdoba,2023-04-15T19:30Z
12,Sat Apr 15 2023,19:00,-0300,Boca Juniors,0-1,0-0,Estudiantes,2023-04-15T22:00Z
12,Sat Apr 15 2023,21:30,-0300,Gimnasia de La Plata,0-2,0-1,Belgrano de Córdoba,2023-04-16T00:30Z
12,Sat Apr 15 2023,21:30,-0300,Huracán,0-0,0-0,Argentinos Juniors,2023-04-16T00:30Z
12,Sun Apr 16 2023,14:00,-0300,Unión de Santa Fe,0-0,0-0,Tigre,2023-04-16T17:00Z
12,Sun Apr 16 2023,16:30,-0300,Independiente,1-1,1-1,Racing Club,2023-04-16T19:30Z
12,Sun Apr 16 2023,19:00,-0300,Newell's Old Boys,0-1,0-0,River Plate,2023-04-16T22:00Z
12,Sun Apr 16 2023,21:30,-0300,Talleres de Córdoba,0-0,0-0,San Lorenzo,2023-04-17T00:30Z
12,Sun Apr 16 2023,14:00,-0300,Vélez Sarsfield,0-0,0-0,Barracas Central,2023-04-16T17:00Z
12,Mon Apr 17 2023,16:30,-0300,Platense,0-0,0-0,Colón de Santa Fe,2023-04-17T19:30Z
12,Mon Apr 17 2023,19:00,-0300,Banfield,1-0,1-0,Central Córdoba SdE,2023-04-17T22:00Z
12,Mon Apr 17 2023,19:00,-0300,Sarmiento de Junín,1-0,1-0,Arsenal de Sarandí,2023-04-17T22:00Z
12,Mon Apr 17 2023,21:30,-0300,Atlético Tucumán,2-2,1-0,Rosario Central,2023-04-18T00:30Z
12,Mon Apr 17 2023,21:30,-0300,Godoy Cruz,4-4,3-4,Lanús,2023-04-18T00:30Z
13,Fri Apr 21 2023,20:30,-0300,Colón de Santa Fe,2-1,2-0,Vélez Sarsfield,2023-04-21T23:30Z
13,Sat Apr 22 2023,15:30,-0300,Arsenal de Sarandí,2-1,0-0,Unión de Santa Fe,2023-04-22T18:30Z
13,Sat Apr 22 2023,20:30,-0300,Central Córdoba SdE,0-2,0-0,Godoy Cruz,2023-04-22T23:30Z
13,Sat Apr 22 2023,20:30,-0300,Belgrano de Córdoba,1-0,1-0,Newell's Old Boys,2023-04-22T23:30Z
13,Sat Apr 22 2023,15:30,-0300,Lanús,2-1,2-0,Sarmiento de Junín,2023-04-22T18:30Z
13,Sun Apr 23 2023,11:00,-0300,San Lorenzo,1-0,0-0,Platense,2023-04-23T14:00Z
13,Sun Apr 23 2023,15:30,-0300,Rosario Central,2-2,1-0,Boca Juniors,2023-04-23T18:30Z
13,Sun Apr 23 2023,17:30,-0300,Instituto de Córdoba,1-1,0-1,Banfield,2023-04-23T20:30Z
13,Sun Apr 23 2023,18:00,-0300,Estudiantes,1-0,0-0,Talleres de Córdoba,2023-04-23T21:00Z
13,Sun Apr 23 2023,20:30,-0300,River Plate,2-0,1-0,Independiente,2023-04-23T23:30Z
13,Mon Apr 24 2023,19:00,-0300,Racing Club,1-3,0-1,Atlético Tucumán,2023-04-24T22:00Z
13,Mon Apr 24 2023,21:30,-0300,Argentinos Juniors,2-4,1-2,Gimnasia de La Plata,2023-04-25T00:30Z
13,Mon Apr 24 2023,15:30,-0300,Barracas Central,0-2,0-0,Defensa y Justicia,2023-04-24T18:30Z
13,Tue Apr 25 2023,19:30,-0300,Tigre,1-0,1-0,Huracán,2023-04-25T22:30Z
14,Thu Apr 27 2023,20:00,-0300,Platense,1-2,1-2,Estudiantes,2023-04-27T23:00Z
14,Thu Apr 27 2023,20:00,-0300,Sarmiento de Junín,1-1,1-0,Godoy Cruz,2023-04-27T23:00Z
14,Fri Apr 28 2023,19:00,-0300,Huracán,2-1,2-1,Arsenal de Sarandí,2023-04-28T22:00Z
14,Fri Apr 28 2023,21:30,-0300,Atlético Tucumán,1-1,1-0,River Plate,2023-04-29T00:30Z
14,Fri Apr 28 2023,19:00,-0300,Newell's Old Boys,0-0,0-0,Argentinos Juniors,2023-04-28T22:00Z
14,Sat Apr 29 2023,14:00,-0300,Vélez Sarsfield,0-0,0-0,San Lorenzo,2023-04-29T17:00Z
14,Sat Apr 29 2023,16:30,-0300,Gimnasia de La Plata,1-1,1-0,Tigre,2023-04-29T19:30Z
14,Sat Apr 29 2023,19:00,-0300,Instituto de Córdoba,0-2,0-0,Central Córdoba SdE,2023-04-29T22:00Z
14,Sat Apr 29 2023,19:00,-0300,Banfield,0-0,0-0,Barracas Central,2023-04-29T22:00Z
14,Sat Apr 29 2023,21:30,-0300,Boca Juniors,3-1,2-0,Racing Club,2023-04-30T00:30Z
14,Sun Apr 30 2023,18:00,-0300,Independiente,2-0,1-0,Belgrano de Córdoba,2023-04-30T21:00Z
14,Sun Apr 30 2023,20:30,-0300,Talleres de Córdoba,3-1,1-1,Rosario Central,2023-04-30T23:30Z
14,Sun Apr 30 2023,15:30,-0300,Defensa y Justicia,2-0,1-0,Colón de Santa Fe,2023-04-30T18:30Z
15,Fri May 5 2023,15:30,-0300,Barracas Central,3-0,1-0,Instituto de Córdoba,2023-05-05T18:30Z
15,Fri May 5 2023,15:30,-0300,Godoy Cruz,0-0,0-0,Unión de Santa Fe,2023-05-05T18:30Z
15,Sat May 6 2023,15:30,-0300,Lanús,1-0,1-0,Huracán,2023-05-06T18:30Z
15,Sat May 6 2023,18:00,-0300,Belgrano de Córdoba,1-0,1-0,Atlético Tucumán,2023-05-06T21:00Z
15,Sat May 6 2023,18:00,-0300,Colón de Santa Fe,2-0,2-0,Banfield,2023-05-06T21:00Z
15,Sat May 6 2023,20:30,-0300,Argentinos Juniors,2-2,0-1,Independiente,2023-05-06T23:30Z
15,Sun May 7 2023,21:00,-0300,Estudiantes,2-0,0-0,Vélez Sarsfield,2023-05-08T00:00Z
15,Sun May 7 2023,14:00,-0300,Rosario Central,4-0,2-0,Platense,2023-05-07T17:00Z
15,Sun May 7 2023,17:30,-0300,River Plate,1-0,0-0,Boca Juniors,2023-05-07T20:30Z
15,Sun May 7 2023,21:00,-0300,Tigre,2-2,2-1,Newell's Old Boys,2023-05-08T00:00Z
15,Mon May 8 2023,15:30,-0300,Arsenal de Sarandí,0-1,0-1,Gimnasia de La Plata,2023-05-08T18:30Z
15,Mon May 8 2023,17:00,-0300,San Lorenzo,0-0,0-0,Defensa y Justicia,2023-05-08T20:00Z
15,Mon May 8 2023,19:30,-0300,Racing Club,2-4,0-2,Talleres de Córdoba,2023-05-08T22:30Z
15,Mon May 8 2023,21:30,-0300,Central Córdoba SdE,0-1,0-1,Sarmiento de Junín,2023-05-09T00:30Z
16,Fri May 12 2023,20:00,-0300,Huracán,0-0,0-0,Godoy Cruz,2023-05-12T23:00Z
16,Fri May 12 2023,21:30,-0300,Atlético Tucumán,1-2,1-1,Argentinos Juniors,2023-05-13T00:30Z
16,Sat May 13 2023,20:30,-0300,Newell's Old Boys,2-0,1-0,Arsenal de Sarandí,2023-05-13T23:30Z
16,Sat May 13 2023,15:30,-0300,Independiente,2-1,1-1,Tigre,2023-05-13T18:30Z
16,Sat May 13 2023,18:00,-0300,Banfield,1-2,1-1,San Lorenzo,2023-05-13T21:00Z
16,Sat May 13 2023,20:30,-0300,Instituto de Córdoba,1-0,0-0,Colón de Santa Fe,2023-05-13T23:30Z
16,Sun May 14 2023,14:00,-0300,Defensa y Justicia,1-1,1-1,Estudiantes,2023-05-14T17:00Z
16,Sun May 14 2023,16:30,-0300,Platense,3-0,2-0,Racing Club,2023-05-14T19:30Z
16,Sun May 14 2023,19:00,-0300,Boca Juniors,2-0,0-0,Belgrano de Córdoba,2023-05-14T22:00Z
16,Sun May 14 2023,21:30,-0300,Talleres de Córdoba,2-1,0-0,River Plate,2023-05-15T00:30Z
16,Mon May 15 2023,18:00,-0300,Gimnasia de La Plata,1-0,0-0,Lanús,2023-05-15T21:00Z
16,Mon May 15 2023,15:30,-0300,Barracas Central,2-2,0-2,Central Córdoba SdE,2023-05-15T18:30Z
16,Mon May 15 2023,15:30,-0300,Unión de Santa Fe,0-2,0-1,Sarmiento de Junín,2023-05-15T18:30Z
16,Mon May 15 2023,20:30,-0300,Vélez Sarsfield,0-0,0-0,Rosario Central,2023-05-15T23:30Z
17,Thu May 18 2023,21:00,-0300,Arsenal de Sarandí,2-1,1-0,Independiente,2023-05-19T00:00Z
17,Fri May 19 2023,15:30,-0300,Godoy Cruz,2-0,1-0,Gimnasia de La Plata,2023-05-19T18:30Z
17,Fri May 19 2023,19:00,-0300,Central Córdoba SdE,0-1,0-0,Unión de Santa Fe,2023-05-19T22:00Z
17,Fri May 19 2023,19:00,-0300,Rosario Central,2-1,1-1,Defensa y Justicia,2023-05-19T22:00Z
17,Fri May 19 2023,19:20,-0300,Estudiantes,1-0,0-0,Banfield,2023-05-19T22:20Z
17,Fri May 19 2023,21:30,-0300,Argentinos Juniors,0-1,0-0,Boca Juniors,2023-05-20T00:30Z
17,Sat May 20 2023,21:30,-0300,Tigre,0-0,0-0,Atlético Tucumán,2023-05-21T00:30Z
17,Sat May 20 2023,14:00,-0300,San Lorenzo,2-0,0-0,Instituto de Córdoba,2023-05-20T17:00Z
17,Sat May 20 2023,21:30,-0300,Lanús,1-0,1-0,Newell's Old Boys,2023-05-21T00:30Z
17,Sun May 21 2023,20:30,-0300,River Plate,2-1,1-1,Platense,2023-05-21T23:30Z
