Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
5,Sat Apr 1 2023,19:30,EEST/+0300,JK Nõmme Kalju,2-0,2-0,JK Narva Trans,2023-04-01T16:30Z
5,Sat Apr 1 2023,17:00,EEST/+0300,Paide Linnameeskond,1-0,1-0,Harju JK,2023-04-01T14:00Z
5,Sat Apr 1 2023,14:30,EEST/+0300,FC Flora,1-1,0-1,JK Tammeka,2023-04-01T11:30Z
5,Sun Apr 2 2023,19:00,EEST/+0300,FCI Levadia,4-1,3-1,FC Kuressaare,2023-04-02T16:00Z
5,Sun Apr 2 2023,14:30,EEST/+0300,Pärnu JK Vaprus,0-2,0-1,JK Tallinna Kalev,2023-04-02T11:30Z
6,Sat Apr 8 2023,14:30,EEST/+0300,Harju JK,1-2,1-1,JK Narva Trans,2023-04-08T11:30Z
6,Sat Apr 8 2023,19:30,EEST/+0300,Pärnu JK Vaprus,1-0,0-0,JK Tammeka,2023-04-08T16:30Z
6,Sat Apr 8 2023,17:00,EEST/+0300,FC Kuressaare,1-4,1-3,FC Flora,2023-04-08T14:00Z
6,Sun Apr 9 2023,14:30,EEST/+0300,JK Nõmme Kalju,1-1,0-0,Paide Linnameeskond,2023-04-09T11:30Z
6,Sun Apr 9 2023,19:00,EEST/+0300,JK Tallinna Kalev,0-2,0-2,FCI Levadia,2023-04-09T16:00Z
7,Sat Apr 15 2023,14:30,EEST/+0300,Paide Linnameeskond,0-1,0-1,JK Tallinna Kalev,2023-04-15T11:30Z
7,Sat Apr 15 2023,17:00,EEST/+0300,FCI Levadia,6-1,3-1,Harju JK,2023-04-15T14:00Z
7,Sun Apr 16 2023,12:30,EEST/+0300,JK Tammeka,0-2,0-1,JK Nõmme Kalju,2023-04-16T09:30Z
7,Sun Apr 16 2023,14:30,EEST/+0300,FC Flora,4-0,4-0,Pärnu JK Vaprus,2023-04-16T11:30Z
7,Sun Apr 16 2023,17:00,EEST/+0300,JK Narva Trans,0-1,0-0,FC Kuressaare,2023-04-16T14:00Z
2,Tue Apr 18 2023,18:00,EEST/+0300,Paide Linnameeskond,1-1,0-0,FCI Levadia,2023-04-18T15:00Z
2,Wed Apr 19 2023,19:00,EEST/+0300,JK Nõmme Kalju,2-2,2-0,FC Flora,2023-04-19T16:00Z
2,Wed Apr 19 2023,18:00,EEST/+0300,Pärnu JK Vaprus,1-0,1-0,JK Narva Trans,2023-04-19T15:00Z
2,Wed Apr 19 2023,18:00,EEST/+0300,JK Tammeka,1-2,0-1,JK Tallinna Kalev,2023-04-19T15:00Z
8,Sat Apr 22 2023,19:30,EEST/+0300,JK Narva Trans,2-1,0-1,JK Tallinna Kalev,2023-04-22T16:30Z
8,Sun Apr 23 2023,12:30,EEST/+0300,Harju JK,2-3,2-2,JK Tammeka,2023-04-23T09:30Z
8,Sun Apr 23 2023,14:30,EEST/+0300,FC Flora,0-2,0-0,FCI Levadia,2023-04-23T11:30Z
8,Sun Apr 23 2023,17:00,EEST/+0300,FC Kuressaare,2-0,1-0,JK Nõmme Kalju,2023-04-23T14:00Z
8,Sun Apr 23 2023,19:00,EEST/+0300,Pärnu JK Vaprus,2-2,2-1,Paide Linnameeskond,2023-04-23T16:00Z
9,Fri Apr 28 2023,18:00,EEST/+0300,JK Tammeka,1-1,0-1,JK Narva Trans,2023-04-28T15:00Z
9,Fri Apr 28 2023,18:00,EEST/+0300,Harju JK,1-2,1-0,Pärnu JK Vaprus,2023-04-28T15:00Z
9,Sat Apr 29 2023,19:30,EEST/+0300,JK Nõmme Kalju,0-1,0-0,FCI Levadia,2023-04-29T16:30Z
9,Sat Apr 29 2023,14:00,EEST/+0300,JK Tallinna Kalev,0-3,0-1,FC Kuressaare,2023-04-29T11:00Z
9,Sat Apr 29 2023,17:00,EEST/+0300,Paide Linnameeskond,1-3,0-2,FC Flora,2023-04-29T14:00Z
10,Tue May 2 2023,20:00,EEST/+0300,JK Nõmme Kalju,1-2,0-0,JK Tallinna Kalev,2023-05-02T17:00Z
10,Tue May 2 2023,18:00,EEST/+0300,JK Narva Trans,2-0,0-0,Harju JK,2023-05-02T15:00Z
10,Wed May 3 2023,18:00,EEST/+0300,JK Tammeka,0-3,0-3,FC Flora,2023-05-03T15:00Z
10,Wed May 3 2023,19:00,EEST/+0300,FCI Levadia,2-0,2-0,Paide Linnameeskond,2023-05-03T16:00Z
10,Wed May 3 2023,20:00,EEST/+0300,Pärnu JK Vaprus,1-2,0-0,FC Kuressaare,2023-05-03T17:00Z
11,Sat May 6 2023,17:00,EEST/+0300,Harju JK,2-1,0-1,FCI Levadia,2023-05-06T14:00Z
11,Sun May 7 2023,19:00,EEST/+0300,JK Tallinna Kalev,1-1,0-0,JK Tammeka,2023-05-07T16:00Z
11,Sun May 7 2023,12:30,EEST/+0300,FC Kuressaare,1-4,0-2,Paide Linnameeskond,2023-05-07T09:30Z
11,Sun May 7 2023,14:30,EEST/+0300,FC Flora,3-1,1-1,JK Nõmme Kalju,2023-05-07T11:30Z
11,Sun May 7 2023,17:00,EEST/+0300,Pärnu JK Vaprus,2-0,2-0,JK Narva Trans,2023-05-07T14:00Z
12,Fri May 12 2023,19:00,EEST/+0300,JK Nõmme Kalju,1-1,1-0,Harju JK,2023-05-12T16:00Z
12,Sat May 13 2023,17:00,EEST/+0300,Pärnu JK Vaprus,0-2,0-0,JK Tallinna Kalev,2023-05-13T14:00Z
12,Sat May 13 2023,19:30,EEST/+0300,Paide Linnameeskond,0-0,0-0,JK Tammeka,2023-05-13T16:30Z
12,Sun May 14 2023,14:30,EEST/+0300,FC Kuressaare,0-3,0-2,FC Flora,2023-05-14T11:30Z
12,Sun May 14 2023,17:00,EEST/+0300,JK Narva Trans,0-1,0-1,FCI Levadia,2023-05-14T14:00Z
13,Fri May 19 2023,19:00,EEST/+0300,Harju JK,0-1,0-1,FC Flora,2023-05-19T16:00Z
13,Sat May 20 2023,17:00,EEST/+0300,JK Narva Trans,0-2,0-1,JK Nõmme Kalju,2023-05-20T14:00Z
13,Sat May 20 2023,19:30,EEST/+0300,FC Kuressaare,1-2,1-0,JK Tallinna Kalev,2023-05-20T16:30Z
13,Sun May 21 2023,14:30,EEST/+0300,JK Tammeka,2-2,2-1,FCI Levadia,2023-05-21T11:30Z
13,Sun May 21 2023,17:00,EEST/+0300,Paide Linnameeskond,0-1,0-0,Pärnu JK Vaprus,2023-05-21T14:00Z
14,Tue May 23 2023,20:00,EEST/+0300,Harju JK,1-1,1-1,FC Kuressaare,2023-05-23T17:00Z
14,Tue May 23 2023,18:00,EEST/+0300,JK Narva Trans,0-1,0-1,FC Flora,2023-05-23T15:00Z
14,Wed May 24 2023,18:00,EEST/+0300,JK Nõmme Kalju,1-2,1-0,JK Tammeka,2023-05-24T15:00Z
14,Wed May 24 2023,18:00,EEST/+0300,JK Tallinna Kalev,1-1,0-0,Paide Linnameeskond,2023-05-24T15:00Z
14,Wed May 24 2023,19:00,EEST/+0300,Pärnu JK Vaprus,0-0,0-0,FCI Levadia,2023-05-24T16:00Z
15,Sat May 27 2023,17:00,EEST/+0300,JK Tammeka,0-0,0-0,FC Kuressaare,2023-05-27T14:00Z
15,Sat May 27 2023,19:30,EEST/+0300,FC Flora,3-0,2-0,JK Tallinna Kalev,2023-05-27T16:30Z
15,Sun May 28 2023,14:30,EEST/+0300,FCI Levadia,2-1,2-0,JK Nõmme Kalju,2023-05-28T11:30Z
15,Sun May 28 2023,17:00,EEST/+0300,Pärnu JK Vaprus,0-1,0-1,Harju JK,2023-05-28T14:00Z
15,Sun May 28 2023,19:00,EEST/+0300,Paide Linnameeskond,1-2,1-1,JK Narva Trans,2023-05-28T16:00Z
16,Tue Jun 6 2023,18:00,EEST/+0300,FC Kuressaare,0-2,0-0,FCI Levadia,2023-06-06T15:00Z
16,Tue Jun 6 2023,20:00,EEST/+0300,JK Nõmme Kalju,1-0,1-0,Pärnu JK Vaprus,2023-06-06T17:00Z
16,Wed Jun 7 2023,18:00,EEST/+0300,JK Tammeka,2-0,0-0,Harju JK,2023-06-07T15:00Z
16,Wed Jun 7 2023,18:00,EEST/+0300,JK Tallinna Kalev,0-1,0-1,JK Narva Trans,2023-06-07T15:00Z
16,Wed Jun 7 2023,19:00,EEST/+0300,FC Flora,0-0,0-0,Paide Linnameeskond,2023-06-07T16:00Z
17,Sat Jun 10 2023,17:00,EEST/+0300,Pärnu JK Vaprus,1-5,1-1,FC Flora,2023-06-10T14:00Z
17,Sat Jun 10 2023,19:30,EEST/+0300,JK Nõmme Kalju,2-0,0-0,FC Kuressaare,2023-06-10T16:30Z
17,Sun Jun 11 2023,14:30,EEST/+0300,Harju JK,0-1,0-0,Paide Linnameeskond,2023-06-11T11:30Z
17,Sun Jun 11 2023,17:00,EEST/+0300,FCI Levadia,2-1,1-1,JK Tallinna Kalev,2023-06-11T14:00Z
17,Sun Jun 11 2023,19:00,EEST/+0300,JK Narva Trans,2-0,1-0,JK Tammeka,2023-06-11T16:00Z
18,Tue Jun 27 2023,20:00,EEST/+0300,Paide Linnameeskond,0-0,0-0,JK Nõmme Kalju,2023-06-27T17:00Z
18,Tue Jun 27 2023,18:00,EEST/+0300,FC Kuressaare,3-0,1-0,JK Narva Trans,2023-06-27T15:00Z
18,Tue Jun 27 2023,19:00,EEST/+0300,JK Tammeka,2-3,1-1,Pärnu JK Vaprus,2023-06-27T16:00Z
18,Wed Jun 28 2023,19:00,EEST/+0300,FCI Levadia,0-0,0-0,FC Flora,2023-06-28T16:00Z
18,Wed Jun 28 2023,18:00,EEST/+0300,JK Tallinna Kalev,1-1,1-0,Harju JK,2023-06-28T15:00Z
19,Fri Jun 30 2023,20:00,EEST/+0300,Pärnu JK Vaprus,1-1,0-1,Paide Linnameeskond,2023-06-30T17:00Z
19,Sat Jul 1 2023,17:00,EEST/+0300,Harju JK,1-1,1-0,FC Kuressaare,2023-07-01T14:00Z
19,Sat Jul 1 2023,19:30,EEST/+0300,FCI Levadia,3-0,1-0,JK Narva Trans,2023-07-01T16:30Z
19,Sun Jul 2 2023,17:00,EEST/+0300,JK Nõmme Kalju,1-2,1-0,JK Tallinna Kalev,2023-07-02T14:00Z
19,Sun Jul 2 2023,19:00,EEST/+0300,FC Flora,3-0,1-0,JK Tammeka,2023-07-02T16:00Z
20,Fri Jul 7 2023,19:00,EEST/+0300,Paide Linnameeskond,0-0,0-0,FC Flora,2023-07-07T16:00Z
20,Sat Jul 8 2023,19:30,EEST/+0300,JK Tallinna Kalev,1-3,0-2,FC Kuressaare,2023-07-08T16:30Z
20,Sat Jul 8 2023,17:00,EEST/+0300,JK Narva Trans,0-4,0-2,Pärnu JK Vaprus,2023-07-08T14:00Z
20,Sun Jul 9 2023,17:00,EEST/+0300,Harju JK,3-0,0-0,JK Tammeka,2023-07-09T14:00Z
20,Sun Jul 9 2023,19:00,EEST/+0300,FCI Levadia,3-0,3-0,JK Nõmme Kalju,2023-07-09T16:00Z
21,Sat Jul 22 2023,17:00,EEST/+0300,JK Tallinna Kalev,1-1,0-0,Pärnu JK Vaprus,2023-07-22T14:00Z
21,Sat Jul 22 2023,19:30,EEST/+0300,JK Nõmme Kalju,1-0,1-0,Harju JK,2023-07-22T16:30Z
21,Sun Jul 23 2023,16:00,EEST/+0300,FC Kuressaare,0-4,0-2,Paide Linnameeskond,2023-07-23T13:00Z
21,Sun Jul 23 2023,18:00,EEST/+0300,JK Tammeka,0-0,0-0,FCI Levadia,2023-07-23T15:00Z
21,Sun Jul 23 2023,20:00,EEST/+0300,FC Flora,1-4,0-3,JK Narva Trans,2023-07-23T17:00Z
23,Fri Jul 28 2023,19:00,EEST/+0300,FC Flora,1-1,0-0,Pärnu JK Vaprus,2023-07-28T16:00Z
1,Mon Jul 31 2023,19:45,EEST/+0300,FC Kuressaare,3-1,1-1,JK Tammeka,2023-07-31T16:45Z
22,Fri Aug 4 2023,19:00,EEST/+0300,FC Flora,4-0,2-0,FC Kuressaare,2023-08-04T16:00Z
22,Sat Aug 5 2023,19:30,EEST/+0300,JK Tallinna Kalev,1-1,0-0,JK Tammeka,2023-08-05T16:30Z
22,Sat Aug 5 2023,17:00,EEST/+0300,JK Nõmme Kalju,4-0,2-0,JK Narva Trans,2023-08-05T14:00Z
22,Sun Aug 6 2023,19:00,EEST/+0300,Pärnu JK Vaprus,0-3,0-2,FCI Levadia,2023-08-06T16:00Z
22,Sun Aug 6 2023,17:00,EEST/+0300,Harju JK,0-1,0-0,Paide Linnameeskond,2023-08-06T14:00Z
23,Sat Aug 12 2023,17:00,EEST/+0300,Paide Linnameeskond,1-1,0-0,JK Tallinna Kalev,2023-08-12T14:00Z
23,Sat Aug 12 2023,19:30,EEST/+0300,FCI Levadia,1-1,0-0,Harju JK,2023-08-12T16:30Z
23,Sun Aug 13 2023,19:00,EEST/+0300,JK Narva Trans,2-0,0-0,FC Kuressaare,2023-08-13T16:00Z
23,Sun Aug 13 2023,17:00,EEST/+0300,JK Tammeka,1-1,1-0,JK Nõmme Kalju,2023-08-13T14:00Z
24,Fri Aug 18 2023,19:00,EEST/+0300,Harju JK,0-2,0-1,JK Narva Trans,2023-08-18T16:00Z
24,Sat Aug 19 2023,19:00,EEST/+0300,Pärnu JK Vaprus,3-3,0-2,JK Nõmme Kalju,2023-08-19T16:00Z
24,Sat Aug 19 2023,17:00,EEST/+0300,Paide Linnameeskond,6-3,3-3,JK Tammeka,2023-08-19T14:00Z
24,Sun Aug 20 2023,14:30,EEST/+0300,FC Kuressaare,2-1,2-0,FCI Levadia,2023-08-20T11:30Z
24,Sun Aug 20 2023,18:00,EEST/+0300,JK Tallinna Kalev,1-1,1-1,FC Flora,2023-08-20T15:00Z
25,Fri Aug 25 2023,19:00,EEST/+0300,FC Flora,2-0,0-0,Harju JK,2023-08-25T16:00Z
25,Sat Aug 26 2023,19:00,EEST/+0300,FCI Levadia,1-1,0-0,JK Tallinna Kalev,2023-08-26T16:00Z
25,Sat Aug 26 2023,17:00,EEST/+0300,JK Tammeka,0-0,0-0,Pärnu JK Vaprus,2023-08-26T14:00Z
25,Sun Aug 27 2023,17:00,EEST/+0300,JK Narva Trans,0-0,0-0,Paide Linnameeskond,2023-08-27T14:00Z
25,Sun Aug 27 2023,18:30,EEST/+0300,JK Nõmme Kalju,4-1,2-1,FC Kuressaare,2023-08-27T15:30Z
26,Fri Sep 1 2023,18:00,EEST/+0300,JK Narva Trans,2-1,1-0,JK Tallinna Kalev,2023-09-01T15:00Z
26,Sat Sep 2 2023,17:00,EEST/+0300,FC Kuressaare,1-1,1-1,JK Tammeka,2023-09-02T14:00Z
26,Sat Sep 2 2023,14:30,EEST/+0300,Harju JK,0-4,0-2,Pärnu JK Vaprus,2023-09-02T11:30Z
26,Sun Sep 3 2023,17:00,EEST/+0300,FC Flora,2-2,1-1,FCI Levadia,2023-09-03T14:00Z
26,Sun Sep 3 2023,14:30,EEST/+0300,Paide Linnameeskond,2-0,1-0,JK Nõmme Kalju,2023-09-03T11:30Z
27,Fri Sep 15 2023,19:00,EEST/+0300,JK Tammeka,3-0,0-0,JK Narva Trans,2023-09-15T16:00Z
27,Sat Sep 16 2023,19:30,EEST/+0300,FCI Levadia,1-0,0-0,Paide Linnameeskond,2023-09-16T16:30Z
27,Sat Sep 16 2023,17:00,EEST/+0300,JK Tallinna Kalev,2-1,0-1,Harju JK,2023-09-16T14:00Z
27,Sun Sep 17 2023,17:00,EEST/+0300,Pärnu JK Vaprus,3-1,1-0,FC Kuressaare,2023-09-17T14:00Z
27,Sun Sep 17 2023,14:30,EEST/+0300,JK Nõmme Kalju,0-0,0-0,FC Flora,2023-09-17T11:30Z
28,Fri Sep 22 2023,19:45,EEST/+0300,FC Flora,1-0,1-0,JK Tallinna Kalev,2023-09-22T16:45Z
28,Sat Sep 23 2023,14:30,EEST/+0300,Paide Linnameeskond,3-0,3-0,Pärnu JK Vaprus,2023-09-23T11:30Z
28,Sat Sep 23 2023,17:00,EEST/+0300,JK Nõmme Kalju,4-1,1-1,JK Tammeka,2023-09-23T14:00Z
28,Sat Sep 23 2023,19:30,EEST/+0300,FCI Levadia,4-0,2-0,FC Kuressaare,2023-09-23T16:30Z
28,Sat Sep 23 2023,14:30,EEST/+0300,JK Narva Trans,1-3,0-1,Harju JK,2023-09-23T11:30Z
29,Tue Sep 26 2023,17:15,EEST/+0300,FC Kuressaare,0-2,0-1,JK Nõmme Kalju,2023-09-26T14:15Z
29,Tue Sep 26 2023,19:45,EEST/+0300,Harju JK,0-1,0-0,FCI Levadia,2023-09-26T16:45Z
29,Wed Sep 27 2023,19:00,EEST/+0300,Pärnu JK Vaprus,3-2,1-0,JK Narva Trans,2023-09-27T16:00Z
29,Wed Sep 27 2023,19:00,EEST/+0300,JK Tammeka,1-2,1-0,FC Flora,2023-09-27T16:00Z
29,Wed Sep 27 2023,17:00,EEST/+0300,JK Tallinna Kalev,2-1,1-0,Paide Linnameeskond,2023-09-27T14:00Z
30,Sat Sep 30 2023,17:00,EEST/+0300,JK Tammeka,1-2,0-2,Paide Linnameeskond,2023-09-30T14:00Z
30,Sat Sep 30 2023,14:30,EEST/+0300,Harju JK,1-0,1-0,JK Nõmme Kalju,2023-09-30T11:30Z
30,Sun Oct 1 2023,14:30,EEST/+0300,FC Kuressaare,1-1,1-1,JK Tallinna Kalev,2023-10-01T11:30Z
30,Sun Oct 1 2023,17:00,EEST/+0300,Pärnu JK Vaprus,0-1,0-0,FC Flora,2023-10-01T14:00Z
30,Sun Oct 1 2023,19:00,EEST/+0300,FCI Levadia,3-0,2-0,JK Narva Trans,2023-10-01T16:00Z
31,Sat Oct 7 2023,14:30,EEST/+0300,JK Tallinna Kalev,1-2,0-0,FCI Levadia,2023-10-07T11:30Z
31,Sat Oct 7 2023,17:00,EEST/+0300,JK Narva Trans,2-0,2-0,JK Tammeka,2023-10-07T14:00Z
31,Sat Oct 7 2023,19:30,EEST/+0300,FC Flora,3-0,1-0,FC Kuressaare,2023-10-07T16:30Z
31,Sat Oct 7 2023,12:30,EEST/+0300,JK Nõmme Kalju,1-1,0-1,Pärnu JK Vaprus,2023-10-07T09:30Z
31,Sun Oct 8 2023,14:30,EEST/+0300,Paide Linnameeskond,4-0,2-0,Harju JK,2023-10-08T11:30Z
32,Sat Oct 21 2023,14:30,EEST/+0300,JK Narva Trans,2-1,1-1,JK Nõmme Kalju,2023-10-21T11:30Z
32,Sat Oct 21 2023,17:00,EEST/+0300,FCI Levadia,2-1,2-0,JK Tammeka,2023-10-21T14:00Z
32,Sat Oct 21 2023,12:30,EEST/+0300,JK Tallinna Kalev,1-0,1-0,Pärnu JK Vaprus,2023-10-21T09:30Z
32,Sun Oct 22 2023,14:30,EEST/+0300,Paide Linnameeskond,1-0,0-0,FC Kuressaare,2023-10-22T11:30Z
32,Sun Oct 22 2023,17:00,EEST/+0300,Harju JK,2-3,0-2,FC Flora,2023-10-22T14:00Z
33,Fri Oct 27 2023,19:00,EEST/+0300,JK Tammeka,2-7,2-2,JK Tallinna Kalev,2023-10-27T16:00Z
33,Fri Oct 27 2023,19:00,EEST/+0300,Pärnu JK Vaprus,0-0,0-0,Harju JK,2023-10-27T16:00Z
33,Sat Oct 28 2023,14:30,EEST/+0300,FC Flora,2-1,0-1,Paide Linnameeskond,2023-10-28T11:30Z
33,Sat Oct 28 2023,17:00,EEST/+0300,JK Nõmme Kalju,4-3,1-1,FCI Levadia,2023-10-28T14:00Z
33,Sat Oct 28 2023,12:30,EEST/+0300,FC Kuressaare,1-0,0-0,JK Narva Trans,2023-10-28T09:30Z
34,Tue Oct 31 2023,18:00,EET/+0200,Harju JK,0-2,0-0,JK Tallinna Kalev,2023-10-31T16:00Z
34,Tue Oct 31 2023,19:45,EET/+0200,JK Nõmme Kalju,3-3,3-2,Paide Linnameeskond,2023-10-31T17:45Z
34,Wed Nov 1 2023,18:00,EET/+0200,FCI Levadia,0-0,0-0,Pärnu JK Vaprus,2023-11-01T16:00Z
34,Wed Nov 1 2023,19:00,EET/+0200,JK Narva Trans,1-3,0-2,FC Flora,2023-11-01T17:00Z
34,Wed Nov 1 2023,18:00,EET/+0200,JK Tammeka,0-1,0-0,FC Kuressaare,2023-11-01T16:00Z
35,Sat Nov 4 2023,12:30,EET/+0200,FC Kuressaare,1-1,0-1,Harju JK,2023-11-04T10:30Z
35,Sat Nov 4 2023,14:30,EET/+0200,Paide Linnameeskond,3-1,2-0,JK Narva Trans,2023-11-04T12:30Z
35,Sun Nov 5 2023,14:30,EET/+0200,FCI Levadia,2-1,1-0,FC Flora,2023-11-05T12:30Z
35,Sun Nov 5 2023,17:00,EET/+0200,Pärnu JK Vaprus,2-0,1-0,JK Tammeka,2023-11-05T15:00Z
35,Sun Nov 5 2023,12:30,EET/+0200,JK Tallinna Kalev,1-1,1-1,JK Nõmme Kalju,2023-11-05T10:30Z
36,Fri Nov 10 2023,19:00,EET/+0200,JK Tammeka,2-1,1-0,Harju JK,2023-11-10T17:00Z
36,Sat Nov 11 2023,14:00,EET/+0200,FC Flora,0-0,0-0,JK Nõmme Kalju,2023-11-11T12:00Z
36,Sat Nov 11 2023,14:00,EET/+0200,JK Tallinna Kalev,5-0,2-0,JK Narva Trans,2023-11-11T12:00Z
36,Sat Nov 11 2023,14:00,EET/+0200,Paide Linnameeskond,2-2,2-0,FCI Levadia,2023-11-11T12:00Z
36,Sat Nov 11 2023,14:00,EET/+0200,FC Kuressaare,1-0,0-0,Pärnu JK Vaprus,2023-11-11T12:00Z
