Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
6,Sun Apr 16 2023,15:00,EEST/+0300,SK Super Nova,1-0,1-0,Valmiera FC,2023-04-16T12:00Z
7,Tue Apr 18 2023,17:30,EEST/+0300,FK Tukums 2000,0-3,0-2,FK Liepāja,2023-04-18T14:30Z
7,Wed Apr 19 2023,19:00,EEST/+0300,FS Jelgava,0-0,0-0,FK Auda,2023-04-19T16:00Z
7,Wed Apr 19 2023,17:30,EEST/+0300,BFC Daugavpils,0-5,0-2,Rīgas Futbola skola,2023-04-19T14:30Z
7,Thu Apr 20 2023,17:00,EEST/+0300,SK Super Nova,0-4,0-2,Riga FC,2023-04-20T14:00Z
7,Thu Apr 20 2023,18:00,EEST/+0300,FK Metta,0-1,0-0,Valmiera FC,2023-04-20T15:00Z
8,Sun Apr 23 2023,16:00,EEST/+0300,FK Liepāja,1-0,0-0,BFC Daugavpils,2023-04-23T13:00Z
8,Mon Apr 24 2023,17:30,EEST/+0300,Valmiera FC,2-0,2-0,FS Jelgava,2023-04-24T14:30Z
8,Mon Apr 24 2023,17:30,EEST/+0300,FK Auda,0-3,0-1,FK Tukums 2000,2023-04-24T14:30Z
8,Mon Apr 24 2023,19:00,EEST/+0300,Rīgas Futbola skola,2-1,1-1,SK Super Nova,2023-04-24T16:00Z
8,Tue Apr 25 2023,18:00,EEST/+0300,Riga FC,4-0,2-0,FK Metta,2023-04-25T15:00Z
9,Fri Apr 28 2023,17:00,EEST/+0300,SK Super Nova,2-6,1-1,FK Liepāja,2023-04-28T14:00Z
9,Fri Apr 28 2023,17:30,EEST/+0300,BFC Daugavpils,0-2,0-0,FK Auda,2023-04-28T14:30Z
9,Sat Apr 29 2023,18:00,EEST/+0300,FK Metta,0-0,0-0,Rīgas Futbola skola,2023-04-29T15:00Z
9,Sat Apr 29 2023,16:00,EEST/+0300,FS Jelgava,2-2,1-0,FK Tukums 2000,2023-04-29T13:00Z
9,Sun Apr 30 2023,17:00,EEST/+0300,Riga FC,3-0,2-0,Valmiera FC,2023-04-30T14:00Z
10,Tue May 2 2023,18:00,EEST/+0300,SK Super Nova,0-2,0-1,FK Auda,2023-05-02T15:00Z
10,Wed May 3 2023,17:30,EEST/+0300,FK Liepāja,1-1,0-1,FK Metta,2023-05-03T14:30Z
10,Wed May 3 2023,18:00,EEST/+0300,BFC Daugavpils,3-3,2-1,FK Tukums 2000,2023-05-03T15:00Z
10,Thu May 4 2023,15:00,EEST/+0300,Rīgas Futbola skola,2-1,1-1,Valmiera FC,2023-05-04T12:00Z
10,Thu May 4 2023,17:00,EEST/+0300,FS Jelgava,1-3,0-1,Riga FC,2023-05-04T14:00Z
11,Sun May 7 2023,15:00,EEST/+0300,FK Auda,0-4,0-0,FK Liepāja,2023-05-07T12:00Z
11,Mon May 8 2023,17:30,EEST/+0300,Valmiera FC,3-1,2-0,SK Super Nova,2023-05-08T14:30Z
11,Mon May 8 2023,18:30,EEST/+0300,Riga FC,1-0,0-0,BFC Daugavpils,2023-05-08T15:30Z
11,Tue May 9 2023,18:00,EEST/+0300,FS Jelgava,2-3,1-0,FK Metta,2023-05-09T15:00Z
11,Tue May 9 2023,17:00,EEST/+0300,FK Tukums 2000,1-7,1-3,Rīgas Futbola skola,2023-05-09T14:00Z
12,Fri May 12 2023,18:00,EEST/+0300,Valmiera FC,1-1,1-0,FK Auda,2023-05-12T15:00Z
12,Fri May 12 2023,18:00,EEST/+0300,FK Liepāja,0-4,0-2,Riga FC,2023-05-12T15:00Z
12,Sat May 13 2023,13:00,EEST/+0300,FK Metta,3-2,2-1,FK Tukums 2000,2023-05-13T10:00Z
12,Sat May 13 2023,16:00,EEST/+0300,Rīgas Futbola skola,4-0,2-0,FS Jelgava,2023-05-13T13:00Z
12,Sun May 14 2023,16:00,EEST/+0300,SK Super Nova,0-4,0-3,BFC Daugavpils,2023-05-14T13:00Z
13,Tue May 16 2023,18:00,EEST/+0300,FK Auda,0-2,0-1,Riga FC,2023-05-16T15:00Z
13,Wed May 17 2023,17:00,EEST/+0300,FK Tukums 2000,0-0,0-0,Valmiera FC,2023-05-17T14:00Z
13,Wed May 17 2023,18:00,EEST/+0300,FK Liepāja,0-3,0-0,Rīgas Futbola skola,2023-05-17T15:00Z
13,Thu May 18 2023,18:00,EEST/+0300,BFC Daugavpils,1-1,0-0,FK Metta,2023-05-18T15:00Z
13,Thu May 18 2023,17:00,EEST/+0300,SK Super Nova,2-2,2-1,FS Jelgava,2023-05-18T14:00Z
14,Sun May 21 2023,16:00,EEST/+0300,Rīgas Futbola skola,2-0,2-0,FK Auda,2023-05-21T13:00Z
14,Sun May 21 2023,14:00,EEST/+0300,Riga FC,5-1,2-0,FK Tukums 2000,2023-05-21T11:00Z
14,Mon May 22 2023,17:30,EEST/+0300,Valmiera FC,1-0,1-0,BFC Daugavpils,2023-05-22T14:30Z
14,Mon May 22 2023,18:30,EEST/+0300,FS Jelgava,2-1,1-0,FK Liepāja,2023-05-22T15:30Z
14,Tue May 23 2023,18:00,EEST/+0300,FK Metta,4-1,1-1,SK Super Nova,2023-05-23T15:00Z
15,Fri May 26 2023,18:00,EEST/+0300,BFC Daugavpils,5-2,1-0,FS Jelgava,2023-05-26T15:00Z
15,Fri May 26 2023,19:00,EEST/+0300,Rīgas Futbola skola,0-0,0-0,Riga FC,2023-05-26T16:00Z
15,Sat May 27 2023,14:00,EEST/+0300,FK Tukums 2000,3-2,2-0,SK Super Nova,2023-05-27T11:00Z
15,Sat May 27 2023,16:00,EEST/+0300,FK Liepāja,1-2,1-0,Valmiera FC,2023-05-27T13:00Z
15,Sun May 28 2023,16:00,EEST/+0300,FK Auda,3-1,1-0,FK Metta,2023-05-28T13:00Z
16,Tue May 30 2023,18:00,EEST/+0300,Rīgas Futbola skola,3-1,1-1,BFC Daugavpils,2023-05-30T15:00Z
16,Wed May 31 2023,18:00,EEST/+0300,Valmiera FC,1-1,0-0,FK Metta,2023-05-31T15:00Z
16,Wed May 31 2023,20:00,EEST/+0300,Riga FC,5-1,4-0,SK Super Nova,2023-05-31T17:00Z
16,Thu Jun 1 2023,17:00,EEST/+0300,FK Liepāja,0-1,0-0,FK Tukums 2000,2023-06-01T14:00Z
16,Thu Jun 1 2023,19:00,EEST/+0300,FK Auda,1-0,1-0,FS Jelgava,2023-06-01T16:00Z
17,Sun Jun 4 2023,15:00,EEST/+0300,FK Metta,0-2,0-2,Riga FC,2023-06-04T12:00Z
17,Sun Jun 4 2023,18:00,EEST/+0300,SK Super Nova,1-6,1-1,Rīgas Futbola skola,2023-06-04T15:00Z
17,Mon Jun 5 2023,17:30,EEST/+0300,BFC Daugavpils,1-2,1-2,FK Liepāja,2023-06-05T14:30Z
17,Mon Jun 5 2023,19:00,EEST/+0300,FS Jelgava,2-0,0-0,Valmiera FC,2023-06-05T16:00Z
17,Tue Jun 6 2023,18:00,EEST/+0300,FK Tukums 2000,2-2,1-2,FK Auda,2023-06-06T15:00Z
18,Fri Jun 9 2023,19:00,EEST/+0300,FK Liepāja,2-1,2-1,SK Super Nova,2023-06-09T16:00Z
18,Fri Jun 9 2023,18:00,EEST/+0300,FK Metta,0-6,0-2,Rīgas Futbola skola,2023-06-09T15:00Z
18,Fri Jun 9 2023,18:00,EEST/+0300,Valmiera FC,1-0,0-0,Riga FC,2023-06-09T15:00Z
18,Sat Jun 10 2023,18:00,EEST/+0300,FK Tukums 2000,2-0,0-0,FS Jelgava,2023-06-10T15:00Z
18,Sat Jun 10 2023,17:00,EEST/+0300,FK Auda,1-1,0-1,BFC Daugavpils,2023-06-10T14:00Z
19,Sun Jun 25 2023,19:00,EEST/+0300,SK Super Nova,0-5,0-4,FK Auda,2023-06-25T16:00Z
19,Sun Jun 25 2023,16:00,EEST/+0300,FK Liepāja,3-2,1-0,FK Metta,2023-06-25T13:00Z
19,Sun Jun 25 2023,18:00,EEST/+0300,Rīgas Futbola skola,3-0,1-0,Valmiera FC,2023-06-25T15:00Z
19,Sun Jun 25 2023,19:00,EEST/+0300,FS Jelgava,1-3,1-1,Riga FC,2023-06-25T16:00Z
19,Mon Jun 26 2023,18:00,EEST/+0300,BFC Daugavpils,3-1,2-1,FK Tukums 2000,2023-06-26T15:00Z
20,Thu Jun 29 2023,18:00,EEST/+0300,Valmiera FC,1-1,0-1,FK Liepāja,2023-06-29T15:00Z
20,Thu Jun 29 2023,19:00,EEST/+0300,FK Metta,0-1,0-0,FK Auda,2023-06-29T16:00Z
20,Fri Jun 30 2023,20:00,EEST/+0300,Riga FC,2-2,1-2,Rīgas Futbola skola,2023-06-30T17:00Z
20,Fri Jun 30 2023,18:00,EEST/+0300,SK Super Nova,2-5,1-3,FK Tukums 2000,2023-06-30T15:00Z
20,Fri Jun 30 2023,18:00,EEST/+0300,BFC Daugavpils,1-1,0-0,FS Jelgava,2023-06-30T15:00Z
21,Mon Jul 3 2023,20:00,EEST/+0300,FK Auda,0-0,0-0,Valmiera FC,2023-07-03T17:00Z
21,Mon Jul 3 2023,18:00,EEST/+0300,FK Tukums 2000,1-1,0-1,FK Metta,2023-07-03T15:00Z
21,Tue Jul 4 2023,20:30,EEST/+0300,Riga FC,3-1,1-0,FK Liepāja,2023-07-04T17:30Z
21,Tue Jul 4 2023,17:30,EEST/+0300,Rīgas Futbola skola,1-0,0-0,FS Jelgava,2023-07-04T14:30Z
21,Wed Jul 5 2023,18:00,EEST/+0300,BFC Daugavpils,2-0,0-0,SK Super Nova,2023-07-05T15:00Z
22,Fri Jul 7 2023,18:00,EEST/+0300,Valmiera FC,6-0,3-0,FK Tukums 2000,2023-07-07T15:00Z
22,Sat Jul 8 2023,18:00,EEST/+0300,FK Liepāja,1-1,0-1,Rīgas Futbola skola,2023-07-08T15:00Z
22,Sat Jul 8 2023,20:00,EEST/+0300,Riga FC,1-0,0-0,FK Auda,2023-07-08T17:00Z
22,Sun Jul 9 2023,16:00,EEST/+0300,FS Jelgava,2-2,1-1,SK Super Nova,2023-07-09T13:00Z
22,Mon Jul 10 2023,18:00,EEST/+0300,FK Metta,0-0,0-0,BFC Daugavpils,2023-07-10T15:00Z
23,Fri Jul 21 2023,19:00,EEST/+0300,FS Jelgava,3-2,1-1,FK Liepāja,2023-07-21T16:00Z
23,Fri Jul 21 2023,18:00,EEST/+0300,SK Super Nova,1-3,0-1,FK Metta,2023-07-21T15:00Z
23,Sat Jul 22 2023,14:00,EEST/+0300,Valmiera FC,0-1,0-1,BFC Daugavpils,2023-07-22T11:00Z
23,Sun Jul 23 2023,19:00,EEST/+0300,FK Tukums 2000,0-6,0-3,Riga FC,2023-07-23T16:00Z
23,Sun Jul 23 2023,17:00,EEST/+0300,FK Auda,2-5,0-0,Rīgas Futbola skola,2023-07-23T14:00Z
1,Wed Jul 26 2023,18:00,EEST/+0300,FK Metta,1-1,0-1,FK Liepāja,2023-07-26T15:00Z
24,Sat Jul 29 2023,18:00,EEST/+0300,Rīgas Futbola skola,7-0,5-0,FK Tukums 2000,2023-07-29T15:00Z
24,Sun Jul 30 2023,20:00,EEST/+0300,Riga FC,3-0,1-0,BFC Daugavpils,2023-07-30T17:00Z
24,Sun Jul 30 2023,16:00,EEST/+0300,FK Auda,1-1,1-0,FK Liepāja,2023-07-30T13:00Z
24,Mon Jul 31 2023,18:00,EEST/+0300,FK Metta,0-1,0-1,FS Jelgava,2023-07-31T15:00Z
25,Sat Aug 5 2023,18:00,EEST/+0300,FK Tukums 2000,1-2,1-2,FK Liepāja,2023-08-05T15:00Z
25,Sun Aug 6 2023,16:00,EEST/+0300,FK Auda,3-0,2-0,FS Jelgava,2023-08-06T13:00Z
25,Sun Aug 6 2023,18:00,EEST/+0300,Valmiera FC,2-1,0-1,FK Metta,2023-08-06T15:00Z
25,Sun Aug 6 2023,18:00,EEST/+0300,SK Super Nova,1-5,1-2,Riga FC,2023-08-06T15:00Z
25,Tue Aug 8 2023,18:00,EEST/+0300,BFC Daugavpils,0-1,0-0,Rīgas Futbola skola,2023-08-08T15:00Z
26,Sat Aug 12 2023,18:00,EEST/+0300,FK Tukums 2000,2-2,0-1,FK Auda,2023-08-12T15:00Z
26,Sat Aug 12 2023,16:00,EEST/+0300,FK Liepāja,2-1,1-1,BFC Daugavpils,2023-08-12T13:00Z
26,Sun Aug 13 2023,14:00,EEST/+0300,Valmiera FC,2-2,1-0,FS Jelgava,2023-08-13T11:00Z
26,Sun Aug 13 2023,18:00,EEST/+0300,Rīgas Futbola skola,5-0,3-0,SK Super Nova,2023-08-13T15:00Z
26,Sun Aug 13 2023,20:00,EEST/+0300,Riga FC,1-0,1-0,FK Metta,2023-08-13T17:00Z
27,Sat Aug 26 2023,20:00,EEST/+0300,Riga FC,3-0,1-0,Valmiera FC,2023-08-26T17:00Z
27,Sat Aug 26 2023,16:00,EEST/+0300,FS Jelgava,2-0,1-0,FK Tukums 2000,2023-08-26T13:00Z
27,Sun Aug 27 2023,15:00,EEST/+0300,BFC Daugavpils,0-2,0-2,FK Auda,2023-08-27T12:00Z
27,Sun Aug 27 2023,17:00,EEST/+0300,Rīgas Futbola skola,5-0,2-0,FK Metta,2023-08-27T14:00Z
27,Mon Aug 28 2023,17:30,EEST/+0300,SK Super Nova,0-2,0-2,FK Liepāja,2023-08-28T14:30Z
28,Fri Sep 1 2023,19:00,EEST/+0300,Riga FC,3-5,2-3,FS Jelgava,2023-09-01T16:00Z
28,Fri Sep 1 2023,17:00,EEST/+0300,FK Tukums 2000,3-0,2-0,BFC Daugavpils,2023-09-01T14:00Z
28,Sat Sep 2 2023,14:00,EEST/+0300,Valmiera FC,1-0,1-0,Rīgas Futbola skola,2023-09-02T11:00Z
28,Sat Sep 2 2023,16:00,EEST/+0300,FK Metta,1-1,1-0,FK Liepāja,2023-09-02T13:00Z
28,Sat Sep 2 2023,18:00,EEST/+0300,FK Auda,1-0,1-0,SK Super Nova,2023-09-02T15:00Z
29,Fri Sep 15 2023,18:00,EEST/+0300,FK Auda,3-1,2-1,FK Metta,2023-09-15T15:00Z
29,Sat Sep 16 2023,14:00,EEST/+0300,FS Jelgava,0-0,0-0,BFC Daugavpils,2023-09-16T11:00Z
29,Sat Sep 16 2023,16:00,EEST/+0300,Rīgas Futbola skola,0-0,0-0,Riga FC,2023-09-16T13:00Z
29,Sun Sep 17 2023,14:00,EEST/+0300,FK Liepāja,1-4,0-2,Valmiera FC,2023-09-17T11:00Z
29,Sun Sep 17 2023,16:00,EEST/+0300,FK Tukums 2000,1-0,0-0,SK Super Nova,2023-09-17T13:00Z
30,Sat Sep 23 2023,16:00,EEST/+0300,SK Super Nova,0-1,0-1,BFC Daugavpils,2023-09-23T13:00Z
30,Sat Sep 23 2023,14:00,EEST/+0300,FK Metta,1-1,0-0,FK Tukums 2000,2023-09-23T11:00Z
30,Sun Sep 24 2023,14:00,EEST/+0300,Valmiera FC,1-2,0-0,FK Auda,2023-09-24T11:00Z
30,Sun Sep 24 2023,16:00,EEST/+0300,FS Jelgava,0-1,0-1,Rīgas Futbola skola,2023-09-24T13:00Z
30,Mon Sep 25 2023,18:00,EEST/+0300,Riga FC,3-1,2-0,FK Liepāja,2023-09-25T15:00Z
24,Wed Sep 27 2023,16:00,EEST/+0300,Valmiera FC,1-1,1-1,SK Super Nova,2023-09-27T13:00Z
31,Fri Sep 29 2023,18:00,EEST/+0300,BFC Daugavpils,4-2,1-2,FK Metta,2023-09-29T15:00Z
31,Sat Sep 30 2023,20:00,EEST/+0300,FK Auda,0-1,0-0,Riga FC,2023-09-30T17:00Z
31,Sat Sep 30 2023,14:00,EEST/+0300,Rīgas Futbola skola,3-1,2-0,FK Liepāja,2023-09-30T11:00Z
31,Sun Oct 1 2023,16:00,EEST/+0300,FK Tukums 2000,3-2,1-1,Valmiera FC,2023-10-01T13:00Z
31,Sun Oct 1 2023,14:00,EEST/+0300,SK Super Nova,1-1,0-0,FS Jelgava,2023-10-01T11:00Z
32,Fri Oct 6 2023,18:00,EEST/+0300,Riga FC,4-0,1-0,FK Tukums 2000,2023-10-06T15:00Z
32,Sat Oct 7 2023,13:00,EEST/+0300,BFC Daugavpils,0-0,0-0,Valmiera FC,2023-10-07T10:00Z
32,Sat Oct 7 2023,15:00,EEST/+0300,FK Liepāja,1-1,0-0,FS Jelgava,2023-10-07T12:00Z
32,Sat Oct 7 2023,15:00,EEST/+0300,Rīgas Futbola skola,3-0,1-0,FK Auda,2023-10-07T12:00Z
32,Sun Oct 8 2023,13:00,EEST/+0300,FK Metta,0-1,0-1,SK Super Nova,2023-10-08T10:00Z
33,Sat Oct 21 2023,15:00,EEST/+0300,FK Liepāja,1-1,0-0,FK Auda,2023-10-21T12:00Z
33,Sat Oct 21 2023,15:00,EEST/+0300,FK Tukums 2000,4-5,1-1,Rīgas Futbola skola,2023-10-21T12:00Z
33,Sat Oct 21 2023,13:00,EEST/+0300,BFC Daugavpils,0-2,0-0,Riga FC,2023-10-21T10:00Z
33,Sun Oct 22 2023,15:00,EEST/+0300,SK Super Nova,0-2,0-2,Valmiera FC,2023-10-22T12:00Z
33,Sun Oct 22 2023,13:00,EEST/+0300,FK Metta,0-1,0-0,FS Jelgava,2023-10-22T10:00Z
34,Sat Oct 28 2023,14:00,EEST/+0300,FS Jelgava,0-2,0-0,FK Auda,2023-10-28T11:00Z
34,Sat Oct 28 2023,13:00,EEST/+0300,FK Liepāja,1-0,1-0,FK Tukums 2000,2023-10-28T10:00Z
34,Sun Oct 29 2023,13:00,EET/+0200,FK Metta,4-1,1-1,Valmiera FC,2023-10-29T11:00Z
34,Sun Oct 29 2023,15:00,EET/+0200,Riga FC,1-1,0-1,SK Super Nova,2023-10-29T13:00Z
34,Sun Oct 29 2023,18:00,EET/+0200,Rīgas Futbola skola,3-1,1-1,BFC Daugavpils,2023-10-29T16:00Z
35,Sun Nov 5 2023,13:00,EET/+0200,FK Auda,1-0,1-0,FK Tukums 2000,2023-11-05T11:00Z
35,Sun Nov 5 2023,13:00,EET/+0200,FS Jelgava,0-1,0-1,Valmiera FC,2023-11-05T11:00Z
35,Sun Nov 5 2023,13:00,EET/+0200,FK Metta,1-3,0-2,Riga FC,2023-11-05T11:00Z
35,Sun Nov 5 2023,13:00,EET/+0200,SK Super Nova,0-4,0-3,Rīgas Futbola skola,2023-11-05T11:00Z
35,Sun Nov 5 2023,13:00,EET/+0200,BFC Daugavpils,2-1,1-0,FK Liepāja,2023-11-05T11:00Z
36,Sat Nov 11 2023,13:00,EET/+0200,Valmiera FC,1-1,0-0,Riga FC,2023-11-11T11:00Z
36,Sat Nov 11 2023,13:00,EET/+0200,FK Auda,1-0,0-0,BFC Daugavpils,2023-11-11T11:00Z
36,Sat Nov 11 2023,13:00,EET/+0200,FK Liepāja,2-0,1-0,SK Super Nova,2023-11-11T11:00Z
36,Sat Nov 11 2023,13:00,EET/+0200,FK Tukums 2000,0-0,0-0,FS Jelgava,2023-11-11T11:00Z
36,Sat Nov 11 2023,13:00,EET/+0200,Rīgas Futbola skola,1-0,0-0,FK Metta,2023-11-11T11:00Z
