Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
5,Sun Apr 9 2023,21:00,+0600,FK Ordabasy,1-1,0-0,FK Aktobe,,2023-04-09T15:00Z
6,Sat Apr 15 2023,17:00,+0600,Shakter Karaganda,3-0,3-0,FK Makhtaaral,,2023-04-15T11:00Z
6,Sat Apr 15 2023,17:00,+0600,Zhetysu Taldykorgan,0-2,0-1,Kaysar Kyzylorda,,2023-04-15T11:00Z
6,Sat Apr 15 2023,15:00,+0600,Kaspiy Aktau,2-1,2-0,FK Okzhetpes,,2023-04-15T09:00Z
6,Sun Apr 16 2023,15:00,+0600,FK Aksu,0-2,0-0,FK Kyzylzhar,,2023-04-16T09:00Z
6,Sun Apr 16 2023,17:00,+0600,FK Aktobe,4-0,1-0,FK Atyrau,,2023-04-16T11:00Z
6,Sun Apr 16 2023,19:00,+0600,FK Astana,0-3,0-1,FK Kairat,,2023-04-16T13:00Z
6,Sun Apr 16 2023,21:00,+0600,FK Ordabasy,4-1,1-1,Tobyl Kostanay,,2023-04-16T15:00Z
7,Sat Apr 22 2023,17:00,+0600,FK Makhtaaral,1-2,0-2,Zhetysu Taldykorgan,,2023-04-22T11:00Z
7,Sat Apr 22 2023,15:00,+0600,FK Kyzylzhar,1-1,1-1,Kaspiy Aktau,,2023-04-22T09:00Z
7,Sun Apr 23 2023,14:00,+0600,FK Okzhetpes,1-1,0-0,Shakter Karaganda,,2023-04-23T08:00Z
7,Sun Apr 23 2023,16:00,+0600,FK Atyrau,2-1,0-0,FK Aksu,,2023-04-23T10:00Z
7,Sun Apr 23 2023,16:00,+0600,Tobyl Kostanay,2-2,0-1,FK Aktobe,,2023-04-23T10:00Z
7,Sun Apr 23 2023,18:00,+0600,FK Kairat,2-2,1-0,FK Ordabasy,,2023-04-23T12:00Z
7,Sun Apr 23 2023,20:00,+0600,Kaysar Kyzylorda,1-2,0-0,FK Astana,,2023-04-23T14:00Z
8,Sat May 6 2023,17:00,+0600,Tobyl Kostanay,2-3,1-0,FK Kairat,,2023-05-06T11:00Z
8,Sat May 6 2023,19:00,+0600,FK Astana,2-0,2-0,FK Makhtaaral,,2023-05-06T13:00Z
8,Sat May 6 2023,21:00,+0600,FK Ordabasy,4-0,1-0,Kaysar Kyzylorda,,2023-05-06T15:00Z
8,Sat May 6 2023,17:00,+0600,FK Aktobe,2-1,1-0,FK Aksu,,2023-05-06T11:00Z
8,Sun May 7 2023,17:00,+0600,Kaspiy Aktau,1-1,0-0,FK Atyrau,,2023-05-07T11:00Z
8,Sun May 7 2023,19:00,+0600,Shakter Karaganda,1-0,0-0,FK Kyzylzhar,,2023-05-07T13:00Z
8,Sun May 7 2023,15:00,+0600,Zhetysu Taldykorgan,1-0,0-0,FK Okzhetpes,,2023-05-07T09:00Z
19,Wed May 10 2023,18:00,+0600,FK Makhtaaral,0-1,0-1,FK Astana,,2023-05-10T12:00Z
9,Sat May 13 2023,19:00,+0600,FK Atyrau,2-1,1-1,Shakter Karaganda,,2023-05-13T13:00Z
9,Sat May 13 2023,21:00,+0600,FK Makhtaaral,1-2,0-1,FK Ordabasy,,2023-05-13T15:00Z
9,Sat May 13 2023,15:00,+0600,FK Aksu,0-1,0-1,Kaspiy Aktau,,2023-05-13T09:00Z
9,Sat May 13 2023,17:00,+0600,FK Kyzylzhar,1-0,0-0,Zhetysu Taldykorgan,,2023-05-13T11:00Z
9,Sun May 14 2023,17:00,+0600,FK Kairat,2-1,0-0,FK Aktobe,,2023-05-14T11:00Z
9,Sun May 14 2023,19:00,+0600,Kaysar Kyzylorda,1-0,0-0,Tobyl Kostanay,,2023-05-14T13:00Z
9,Sun May 14 2023,15:00,+0600,FK Okzhetpes,0-0,0-0,FK Astana,,2023-05-14T09:00Z
10,Sat May 20 2023,19:00,+0600,FK Astana,3-2,2-1,FK Kyzylzhar,,2023-05-20T13:00Z
10,Sat May 20 2023,17:00,+0600,Zhetysu Taldykorgan,0-3,0-2,FK Atyrau,,2023-05-20T11:00Z
10,Sat May 20 2023,17:00,+0600,Shakter Karaganda,2-1,1-1,FK Aksu,,2023-05-20T11:00Z
10,Sun May 21 2023,20:00,+0600,FK Aktobe,0-0,0-0,Kaspiy Aktau,,2023-05-21T14:00Z
10,Sun May 21 2023,21:00,+0600,FK Ordabasy,1-0,1-0,FK Okzhetpes,,2023-05-21T15:00Z
10,Sun May 21 2023,18:00,+0600,FK Kairat,0-3,0-3,Kaysar Kyzylorda,,2023-05-21T12:00Z
10,Sun May 21 2023,16:00,+0600,Tobyl Kostanay,1-0,0-0,FK Makhtaaral,,2023-05-21T10:00Z
15,Wed May 24 2023,20:00,+0600,FK Aksu,0-1,0-0,FK Astana,,2023-05-24T14:00Z
11,Sat May 27 2023,18:00,+0600,FK Makhtaaral,3-1,2-0,FK Kairat,,2023-05-27T12:00Z
11,Sat May 27 2023,15:00,+0600,FK Aksu,2-1,1-0,Zhetysu Taldykorgan,,2023-05-27T09:00Z
11,Sat May 27 2023,17:00,+0600,Kaspiy Aktau,1-1,0-0,Shakter Karaganda,,2023-05-27T11:00Z
11,Sun May 28 2023,18:00,+0600,FK Atyrau,0-0,0-0,FK Astana,,2023-05-28T12:00Z
11,Sun May 28 2023,20:00,+0600,Kaysar Kyzylorda,0-1,0-0,FK Aktobe,,2023-05-28T14:00Z
11,Sun May 28 2023,16:00,+0600,FK Kyzylzhar,0-1,0-0,FK Ordabasy,,2023-05-28T10:00Z
11,Sun May 28 2023,14:00,+0600,FK Okzhetpes,1-2,1-1,Tobyl Kostanay,,2023-05-28T08:00Z
12,Sat Jun 3 2023,19:00,+0600,FK Kairat,2-1,1-0,FK Okzhetpes,,2023-06-03T13:00Z
12,Sat Jun 3 2023,21:00,+0600,FK Ordabasy,2-1,2-0,FK Atyrau,,2023-06-03T15:00Z
12,Sat Jun 3 2023,21:00,+0600,FK Aktobe,2-0,1-0,Shakter Karaganda,,2023-06-03T15:00Z
12,Sat Jun 3 2023,20:00,+0600,Tobyl Kostanay,1-0,0-0,FK Kyzylzhar,,2023-06-03T14:00Z
12,Sat Jun 3 2023,20:00,+0600,FK Astana,1-0,1-0,FK Aksu,,2023-06-03T14:00Z
12,Sun Jun 4 2023,20:00,+0600,Kaysar Kyzylorda,0-2,0-1,FK Makhtaaral,,2023-06-04T14:00Z
12,Sun Jun 4 2023,18:00,+0600,Zhetysu Taldykorgan,3-2,1-2,Kaspiy Aktau,,2023-06-04T12:00Z
13,Sat Jun 24 2023,21:00,+0600,FK Aksu,0-1,0-0,FK Ordabasy,,2023-06-24T15:00Z
13,Sat Jun 24 2023,20:00,+0600,Shakter Karaganda,0-1,0-1,Zhetysu Taldykorgan,,2023-06-24T14:00Z
13,Sat Jun 24 2023,19:00,+0600,FK Atyrau,3-0,1-0,Tobyl Kostanay,,2023-06-24T13:00Z
14,Sat Jun 24 2023,18:00,+0600,FK Kairat,3-0,1-0,FK Kyzylzhar,,2023-06-24T12:00Z
14,Sat Jun 24 2023,18:00,+0600,FK Astana,3-1,2-0,Kaspiy Aktau,,2023-06-24T12:00Z
13,Sun Jun 25 2023,20:00,+0600,FK Aktobe,1-1,1-0,FK Makhtaaral,,2023-06-25T14:00Z
13,Sun Jun 25 2023,18:00,+0600,FK Okzhetpes,0-1,0-0,Kaysar Kyzylorda,,2023-06-25T12:00Z
14,Sat Jul 1 2023,18:00,+0600,FK Makhtaaral,1-2,1-1,FK Aktobe,,2023-07-01T12:00Z
14,Sat Jul 1 2023,18:00,+0600,Zhetysu Taldykorgan,1-3,0-2,Shakter Karaganda,,2023-07-01T12:00Z
14,Sat Jul 1 2023,21:00,+0600,Kaysar Kyzylorda,0-1,0-1,FK Okzhetpes,,2023-07-01T15:00Z
14,Sun Jul 2 2023,21:00,+0600,FK Ordabasy,2-0,1-0,FK Aksu,,2023-07-02T15:00Z
13,Sun Jul 2 2023,17:00,+0600,FK Kyzylzhar,2-1,2-0,FK Kairat,,2023-07-02T11:00Z
13,Sun Jul 2 2023,19:00,+0600,Kaspiy Aktau,1-2,0-1,FK Astana,,2023-07-02T13:00Z
14,Sun Jul 2 2023,20:00,+0600,Tobyl Kostanay,1-0,0-0,FK Atyrau,,2023-07-02T14:00Z
17,Mon Jul 10 2023,20:00,+0600,FK Okzhetpes,0-4,0-2,FK Ordabasy,,2023-07-10T14:00Z
15,Sat Jul 15 2023,19:00,+0600,Shakter Karaganda,0-1,0-0,FK Aktobe,,2023-07-15T13:00Z
15,Sat Jul 15 2023,19:00,+0600,FK Makhtaaral,2-2,1-1,Kaysar Kyzylorda,,2023-07-15T13:00Z
15,Sat Jul 15 2023,20:00,+0600,FK Atyrau,1-1,1-0,FK Ordabasy,,2023-07-15T14:00Z
15,Sat Jul 15 2023,17:00,+0600,FK Okzhetpes,0-1,0-1,FK Kairat,,2023-07-15T11:00Z
15,Sun Jul 16 2023,20:00,+0600,Kaspiy Aktau,1-2,1-0,Zhetysu Taldykorgan,,2023-07-16T14:00Z
16,Sat Jul 22 2023,19:00,+0600,FK Astana,0-0,0-0,FK Atyrau,,2023-07-22T13:00Z
16,Sat Jul 22 2023,21:00,+0600,FK Ordabasy,2-1,0-1,FK Kyzylzhar,,2023-07-22T15:00Z
16,Sat Jul 22 2023,20:00,+0600,FK Aktobe,1-0,1-0,Kaysar Kyzylorda,,2023-07-22T14:00Z
16,Sat Jul 22 2023,18:00,+0600,Zhetysu Taldykorgan,1-1,1-1,FK Aksu,,2023-07-22T12:00Z
16,Sun Jul 23 2023,21:00,+0600,Tobyl Kostanay,2-0,1-0,FK Okzhetpes,,2023-07-23T15:00Z
16,Sun Jul 23 2023,19:00,+0600,FK Kairat,2-2,2-2,FK Makhtaaral,,2023-07-23T13:00Z
16,Sun Jul 23 2023,18:00,+0600,Shakter Karaganda,1-0,1-0,Kaspiy Aktau,,2023-07-23T12:00Z
17,Sat Jul 29 2023,19:00,+0600,FK Kyzylzhar,1-0,0-0,FK Astana,,2023-07-29T13:00Z
17,Sat Jul 29 2023,21:00,+0600,FK Aksu,2-1,1-0,Shakter Karaganda,,2023-07-29T15:00Z
17,Sat Jul 29 2023,21:00,+0600,Kaysar Kyzylorda,0-0,0-0,FK Kairat,,2023-07-29T15:00Z
17,Sun Jul 30 2023,20:00,+0600,FK Atyrau,0-1,0-0,Zhetysu Taldykorgan,,2023-07-30T14:00Z
17,Sun Jul 30 2023,19:00,+0600,Kaspiy Aktau,2-2,2-1,FK Aktobe,,2023-07-30T13:00Z
18,Sat Aug 5 2023,18:00,+0600,Zhetysu Taldykorgan,1-1,1-1,FK Kyzylzhar,,2023-08-05T12:00Z
18,Sat Aug 5 2023,19:00,+0600,Kaspiy Aktau,3-1,2-0,FK Aksu,,2023-08-05T13:00Z
18,Sat Aug 5 2023,21:00,+0600,Shakter Karaganda,2-2,2-1,FK Atyrau,,2023-08-05T15:00Z
18,Sun Aug 6 2023,21:00,+0600,FK Aktobe,4-2,2-2,FK Kairat,,2023-08-06T15:00Z
18,Sun Aug 6 2023,19:45,+0600,Tobyl Kostanay,0-2,0-1,Kaysar Kyzylorda,,2023-08-06T13:45Z
19,Sat Aug 12 2023,17:00,+0600,FK Okzhetpes,2-1,1-0,Zhetysu Taldykorgan,,2023-08-12T11:00Z
19,Sat Aug 12 2023,19:00,+0600,FK Atyrau,1-0,1-0,Kaspiy Aktau,,2023-08-12T13:00Z
19,Sun Aug 13 2023,17:00,+0600,FK Kyzylzhar,1-1,1-1,Shakter Karaganda,,2023-08-13T11:00Z
19,Sun Aug 13 2023,21:00,+0600,Kaysar Kyzylorda,2-3,0-2,FK Ordabasy,,2023-08-13T15:00Z
19,Sun Aug 13 2023,21:00,+0600,FK Aksu,1-1,0-1,FK Aktobe,,2023-08-13T15:00Z
19,Sun Aug 13 2023,19:00,+0600,FK Kairat,3-0 (*),,Tobyl Kostanay,awd.,2023-08-13T13:00Z
20,Sat Aug 19 2023,19:00,+0600,Kaspiy Aktau,1-2,0-0,FK Kyzylzhar,,2023-08-19T13:00Z
20,Sat Aug 19 2023,17:00,+0600,Shakter Karaganda,2-0,0-0,FK Okzhetpes,,2023-08-19T11:00Z
20,Sat Aug 19 2023,21:00,+0600,FK Aksu,4-1,1-1,FK Atyrau,,2023-08-19T15:00Z
20,Sun Aug 20 2023,19:00,+0600,FK Astana,1-1,0-0,Kaysar Kyzylorda,,2023-08-20T13:00Z
20,Sun Aug 20 2023,20:00,+0600,FK Aktobe,1-1,0-1,Tobyl Kostanay,,2023-08-20T14:00Z
20,Sun Aug 20 2023,21:00,+0600,FK Ordabasy,1-0,0-0,FK Kairat,,2023-08-20T15:00Z
20,Sun Aug 20 2023,17:00,+0600,Zhetysu Taldykorgan,0-1,0-0,FK Makhtaaral,,2023-08-20T11:00Z
21,Sat Aug 26 2023,18:00,+0600,FK Makhtaaral,3-1,3-1,Shakter Karaganda,,2023-08-26T12:00Z
21,Sat Aug 26 2023,21:00,+0600,Kaysar Kyzylorda,1-1,1-0,Zhetysu Taldykorgan,,2023-08-26T15:00Z
21,Sat Aug 26 2023,17:00,+0600,FK Okzhetpes,3-3,2-1,Kaspiy Aktau,,2023-08-26T11:00Z
21,Sun Aug 27 2023,21:00,+0600,Tobyl Kostanay,0-0,0-0,FK Ordabasy,,2023-08-27T15:00Z
21,Sun Aug 27 2023,19:00,+0600,FK Kairat,1-0,0-0,FK Astana,,2023-08-27T13:00Z
21,Sun Aug 27 2023,17:00,+0600,FK Kyzylzhar,1-0,1-0,FK Aksu,,2023-08-27T11:00Z
21,Sun Aug 27 2023,19:00,+0600,FK Atyrau,0-0,0-0,FK Aktobe,,2023-08-27T13:00Z
22,Fri Sep 15 2023,17:00,+0600,Kaspiy Aktau,0-2,0-1,FK Makhtaaral,,2023-09-15T11:00Z
22,Fri Sep 15 2023,15:00,+0600,FK Aksu,0-1,0-1,FK Okzhetpes,,2023-09-15T09:00Z
22,Sat Sep 16 2023,18:00,+0600,FK Atyrau,0-0,0-0,FK Kyzylzhar,,2023-09-16T12:00Z
22,Sat Sep 16 2023,21:00,+0600,FK Aktobe,2-1,0-1,FK Ordabasy,,2023-09-16T15:00Z
22,Sat Sep 16 2023,19:00,+0600,FK Astana,2-1,1-0,Tobyl Kostanay,,2023-09-16T13:00Z
22,Sun Sep 17 2023,18:00,+0600,Shakter Karaganda,2-2,0-0,Kaysar Kyzylorda,,2023-09-17T12:00Z
22,Sun Sep 17 2023,16:00,+0600,Zhetysu Taldykorgan,1-2,1-1,FK Kairat,,2023-09-17T10:00Z
23,Sat Sep 23 2023,19:00,+0600,FK Kairat,0-0,0-0,Shakter Karaganda,,2023-09-23T13:00Z
23,Sat Sep 23 2023,20:00,+0600,Kaysar Kyzylorda,3-1,0-1,Kaspiy Aktau,,2023-09-23T14:00Z
23,Sat Sep 23 2023,15:00,+0600,FK Kyzylzhar,0-0,0-0,FK Aktobe,,2023-09-23T09:00Z
23,Sat Sep 23 2023,17:00,+0600,FK Makhtaaral,2-0,1-0,FK Aksu,,2023-09-23T11:00Z
23,Sun Sep 24 2023,19:00,+0600,FK Ordabasy,1-2,0-1,FK Astana,,2023-09-24T13:00Z
23,Sun Sep 24 2023,18:00,+0600,Tobyl Kostanay,1-2,1-1,Zhetysu Taldykorgan,,2023-09-24T12:00Z
23,Sun Sep 24 2023,15:00,+0600,FK Okzhetpes,0-0,0-0,FK Atyrau,,2023-09-24T09:00Z
18,Wed Sep 27 2023,19:00,+0600,FK Astana,5-2,3-0,FK Okzhetpes,,2023-09-27T13:00Z
15,Wed Sep 27 2023,15:00,+0600,FK Kyzylzhar,1-1,0-1,Tobyl Kostanay,,2023-09-27T09:00Z
18,Wed Sep 27 2023,20:00,+0600,FK Ordabasy,1-0,0-0,FK Makhtaaral,,2023-09-27T14:00Z
24,Sat Sep 30 2023,17:00,+0600,Shakter Karaganda,2-1,0-1,Tobyl Kostanay,,2023-09-30T11:00Z
24,Sat Sep 30 2023,19:00,+0600,FK Aktobe,2-0,1-0,FK Astana,,2023-09-30T13:00Z
24,Sun Oct 1 2023,15:00,+0600,FK Aksu,2-0,1-0,Kaysar Kyzylorda,,2023-10-01T09:00Z
24,Sun Oct 1 2023,15:00,+0600,FK Kyzylzhar,1-2,0-2,FK Okzhetpes,,2023-10-01T09:00Z
24,Sun Oct 1 2023,16:00,+0600,Zhetysu Taldykorgan,1-2,0-0,FK Ordabasy,,2023-10-01T10:00Z
24,Sun Oct 1 2023,17:00,+0600,FK Atyrau,2-0,2-0,FK Makhtaaral,,2023-10-01T11:00Z
24,Sun Oct 1 2023,17:00,+0600,Kaspiy Aktau,1-1,1-0,FK Kairat,,2023-10-01T11:00Z
17,Thu Oct 5 2023,16:00,+0600,FK Makhtaaral,1-1,0-1,Tobyl Kostanay,,2023-10-05T10:00Z
25,Sat Oct 21 2023,16:00,+0600,FK Makhtaaral,2-1,1-0,FK Kyzylzhar,,2023-10-21T10:00Z
25,Sat Oct 21 2023,18:00,+0600,FK Kairat,4-1,2-0,FK Aksu,,2023-10-21T12:00Z
25,Sat Oct 21 2023,18:00,+0600,Tobyl Kostanay,1-1,1-0,Kaspiy Aktau,,2023-10-21T12:00Z
25,Sat Oct 21 2023,20:00,+0600,FK Astana,2-1,1-0,Zhetysu Taldykorgan,,2023-10-21T14:00Z
25,Sun Oct 22 2023,17:00,+0600,Kaysar Kyzylorda,1-0,0-0,FK Atyrau,,2023-10-22T11:00Z
25,Sun Oct 22 2023,19:00,+0600,FK Ordabasy,3-1,3-0,Shakter Karaganda,,2023-10-22T13:00Z
25,Sun Oct 22 2023,14:00,+0600,FK Okzhetpes,1-1,1-0,FK Aktobe,,2023-10-22T08:00Z
26,Sun Oct 29 2023,15:00,+0600,FK Aksu,0-3,0-0,Tobyl Kostanay,,2023-10-29T09:00Z
26,Sun Oct 29 2023,15:00,+0600,FK Atyrau,0-0,0-0,FK Kairat,,2023-10-29T09:00Z
26,Sun Oct 29 2023,15:00,+0600,FK Kyzylzhar,0-1,0-0,Kaysar Kyzylorda,,2023-10-29T09:00Z
26,Sun Oct 29 2023,17:00,+0600,FK Aktobe,2-2,1-2,Zhetysu Taldykorgan,,2023-10-29T11:00Z
26,Sun Oct 29 2023,17:00,+0600,Kaspiy Aktau,1-0,0-0,FK Ordabasy,,2023-10-29T11:00Z
26,Sun Oct 29 2023,17:00,+0600,FK Okzhetpes,1-1,0-1,FK Makhtaaral,,2023-10-29T11:00Z
26,Sun Oct 29 2023,17:00,+0600,Shakter Karaganda,1-1,0-1,FK Astana,,2023-10-29T11:00Z
