Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Feb 25 2023,19:00,+0400,Dila Gori,1-2,1-1,Dinamo Tbilisi,2023-02-25T15:00Z
1,Sat Feb 25 2023,15:00,+0400,FC Samtredia,1-0,0-0,FC Telavi,2023-02-25T11:00Z
1,Sun Feb 26 2023,17:00,+0400,FC Saburtalo,0-0,0-0,Torpedo Kutaisi,2023-02-26T13:00Z
1,Sun Feb 26 2023,20:00,+0400,Dinamo Batumi,2-1,1-0,Shukura Kobuleti,2023-02-26T16:00Z
1,Sun Feb 26 2023,15:00,+0400,FC Gagra,3-4,1-2,Samgurali Tskhaltubo,2023-02-26T11:00Z
2,Fri Mar 3 2023,20:00,+0400,Dinamo Batumi,3-1,0-1,FC Saburtalo,2023-03-03T16:00Z
2,Sat Mar 4 2023,15:30,+0400,Torpedo Kutaisi,0-0,0-0,Dila Gori,2023-03-04T11:30Z
2,Sat Mar 4 2023,17:00,+0400,FC Telavi,0-0,0-0,FC Gagra,2023-03-04T13:00Z
2,Sat Mar 4 2023,19:00,+0400,Dinamo Tbilisi,4-0,2-0,FC Samtredia,2023-03-04T15:00Z
2,Sat Mar 4 2023,14:30,+0400,Shukura Kobuleti,2-1,1-0,Samgurali Tskhaltubo,2023-03-04T10:30Z
3,Wed Mar 8 2023,14:30,+0400,FC Gagra,3-5,1-2,Dinamo Tbilisi,2023-03-08T10:30Z
3,Wed Mar 8 2023,15:00,+0400,Samgurali Tskhaltubo,1-0,1-0,FC Telavi,2023-03-08T11:00Z
3,Wed Mar 8 2023,15:30,+0400,FC Samtredia,0-2,0-1,Torpedo Kutaisi,2023-03-08T11:30Z
3,Wed Mar 8 2023,17:00,+0400,FC Saburtalo,2-1,2-1,Shukura Kobuleti,2023-03-08T13:00Z
3,Wed Mar 8 2023,20:00,+0400,Dila Gori,1-1,1-0,Dinamo Batumi,2023-03-08T16:00Z
4,Sun Mar 12 2023,15:30,+0400,Torpedo Kutaisi,3-1,2-1,FC Gagra,2023-03-12T11:30Z
4,Sun Mar 12 2023,17:00,+0400,FC Saburtalo,0-0,0-0,Dila Gori,2023-03-12T13:00Z
4,Sun Mar 12 2023,20:00,+0400,Dinamo Batumi,3-2,1-1,FC Samtredia,2023-03-12T16:00Z
4,Sun Mar 12 2023,15:00,+0400,Shukura Kobuleti,1-2,1-1,FC Telavi,2023-03-12T11:00Z
4,Mon Mar 13 2023,19:00,+0400,Dinamo Tbilisi,2-0,0-0,Samgurali Tskhaltubo,2023-03-13T15:00Z
5,Sat Mar 18 2023,15:00,+0400,FC Gagra,1-4,0-3,Dinamo Batumi,2023-03-18T11:00Z
5,Sat Mar 18 2023,15:30,+0400,FC Samtredia,3-3,2-2,FC Saburtalo,2023-03-18T11:30Z
5,Sat Mar 18 2023,18:00,+0400,FC Telavi,2-2,1-2,Dinamo Tbilisi,2023-03-18T14:00Z
5,Sat Mar 18 2023,20:00,+0400,Dila Gori,2-0,1-0,Shukura Kobuleti,2023-03-18T16:00Z
5,Sun Mar 19 2023,15:30,+0400,Samgurali Tskhaltubo,0-0,0-0,Torpedo Kutaisi,2023-03-19T11:30Z
6,Sat Apr 1 2023,18:00,+0400,FC Saburtalo,3-0,2-0,FC Gagra,2023-04-01T14:00Z
6,Sat Apr 1 2023,20:00,+0400,Dila Gori,1-0,0-0,FC Samtredia,2023-04-01T16:00Z
6,Sat Apr 1 2023,15:30,+0400,Torpedo Kutaisi,2-1,0-0,FC Telavi,2023-04-01T11:30Z
6,Sun Apr 2 2023,14:00,+0400,Shukura Kobuleti,1-2,1-1,Dinamo Tbilisi,2023-04-02T10:00Z
6,Sun Apr 2 2023,21:00,+0400,Dinamo Batumi,2-0,2-0,Samgurali Tskhaltubo,2023-04-02T17:00Z
7,Sat Apr 8 2023,18:00,+0400,FC Telavi,1-4,1-1,Dinamo Batumi,2023-04-08T14:00Z
7,Sat Apr 8 2023,20:00,+0400,Dinamo Tbilisi,2-1,1-0,Torpedo Kutaisi,2023-04-08T16:00Z
7,Sat Apr 8 2023,16:00,+0400,FC Samtredia,0-2,0-2,Shukura Kobuleti,2023-04-08T12:00Z
7,Sun Apr 9 2023,16:00,+0400,Samgurali Tskhaltubo,2-1,0-0,FC Saburtalo,2023-04-09T12:00Z
7,Sun Apr 9 2023,14:30,+0400,FC Gagra,0-0,0-0,Dila Gori,2023-04-09T10:30Z
8,Wed Apr 12 2023,14:00,+0400,Shukura Kobuleti,0-2,0-1,Torpedo Kutaisi,2023-04-12T10:00Z
8,Wed Apr 12 2023,20:00,+0400,Dinamo Batumi,2-2,2-1,Dinamo Tbilisi,2023-04-12T16:00Z
8,Thu Apr 13 2023,18:00,+0400,FC Saburtalo,3-0,2-0,FC Telavi,2023-04-13T14:00Z
8,Thu Apr 13 2023,20:00,+0400,Dila Gori,0-3,0-1,Samgurali Tskhaltubo,2023-04-13T16:00Z
8,Thu Apr 13 2023,16:00,+0400,FC Samtredia,1-2,0-1,FC Gagra,2023-04-13T12:00Z
9,Fri Apr 21 2023,16:00,+0400,Torpedo Kutaisi,0-0,0-0,Dinamo Batumi,2023-04-21T12:00Z
9,Fri Apr 21 2023,19:00,+0400,FC Telavi,2-2,1-1,Dila Gori,2023-04-21T15:00Z
9,Fri Apr 21 2023,21:00,+0400,Dinamo Tbilisi,1-3,1-0,FC Saburtalo,2023-04-21T17:00Z
9,Sat Apr 22 2023,16:30,+0400,Samgurali Tskhaltubo,2-1,0-0,FC Samtredia,2023-04-22T12:30Z
9,Sat Apr 22 2023,15:30,+0400,FC Gagra,2-0,1-0,Shukura Kobuleti,2023-04-22T11:30Z
10,Tue Apr 25 2023,20:00,+0400,Dinamo Tbilisi,1-2,0-0,Dila Gori,2023-04-25T16:00Z
10,Tue Apr 25 2023,16:00,+0400,Torpedo Kutaisi,0-3,0-2,FC Saburtalo,2023-04-25T12:00Z
10,Wed Apr 26 2023,15:30,+0400,Samgurali Tskhaltubo,1-0,0-0,FC Gagra,2023-04-26T11:30Z
10,Wed Apr 26 2023,16:30,+0400,Shukura Kobuleti,1-3,0-1,Dinamo Batumi,2023-04-26T12:30Z
10,Wed Apr 26 2023,18:00,+0400,FC Telavi,0-1,0-0,FC Samtredia,2023-04-26T14:00Z
11,Sun Apr 30 2023,15:30,+0400,Samgurali Tskhaltubo,4-1,1-1,Shukura Kobuleti,2023-04-30T11:30Z
11,Sun Apr 30 2023,16:30,+0400,FC Samtredia,0-2,0-1,Dinamo Tbilisi,2023-04-30T12:30Z
11,Sun Apr 30 2023,19:00,+0400,FC Saburtalo,3-3,0-1,Dinamo Batumi,2023-04-30T15:00Z
