Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Aug 6 2005,15:00,BST/+0100,Barnsley FC,2-0,1-0,Swindon Town,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Blackpool FC,1-3,1-2,Chesterfield FC,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Brentford FC,2-0,0-0,Scunthorpe United,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Bristol City,0-0,0-0,Doncaster Rovers,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Gillingham FC,2-1,0-0,Colchester United,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Hartlepool United,0-2,0-1,Bradford City,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Milton Keynes Dons,2-2,1-0,AFC Bournemouth,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Nottingham Forest,2-1,1-0,Huddersfield Town,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Oldham Athletic,2-0,2-0,Yeovil Town,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Rotherham United,1-2,1-1,Walsall FC,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Southend United,1-2,0-2,Port Vale FC,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Swansea City,1-0,1-0,Tranmere Rovers,2005-08-06T14:00Z
2,Tue Aug 9 2005,19:30,BST/+0100,Scunthorpe United,2-1,1-1,Barnsley FC,2005-08-09T18:30Z
2,Tue Aug 9 2005,19:45,BST/+0100,AFC Bournemouth,1-1,0-0,Hartlepool United,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Bradford City,0-2,0-1,Southend United,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Colchester United,1-2,0-1,Swansea City,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Doncaster Rovers,1-1,0-0,Milton Keynes Dons,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Huddersfield Town,1-0,0-0,Bristol City,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Port Vale FC,0-0,0-0,Gillingham FC,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Swindon Town,2-3,0-2,Oldham Athletic,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Tranmere Rovers,2-2,2-1,Blackpool FC,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Walsall FC,3-2,0-1,Nottingham Forest,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Yeovil Town,0-0,0-0,Rotherham United,2005-08-09T18:45Z
2,Wed Aug 10 2005,19:30,BST/+0100,Chesterfield FC,1-3,1-1,Brentford FC,2005-08-10T18:30Z
3,Fri Aug 12 2005,19:45,BST/+0100,Tranmere Rovers,4-0,1-0,Oldham Athletic,2005-08-12T18:45Z
3,Sat Aug 13 2005,15:00,BST/+0100,AFC Bournemouth,2-0,1-0,Bristol City,2005-08-13T14:00Z
3,Sat Aug 13 2005,15:00,BST/+0100,Bradford City,2-0,1-0,Milton Keynes Dons,2005-08-13T14:00Z
3,Sat Aug 13 2005,15:00,BST/+0100,Chesterfield FC,0-1,0-0,Rotherham United,2005-08-13T14:00Z
3,Sat Aug 13 2005,15:00,BST/+0100,Colchester United,1-0,0-0,Barnsley FC,2005-08-13T14:00Z
3,Sat Aug 13 2005,15:00,BST/+0100,Doncaster Rovers,0-1,0-1,Hartlepool United,2005-08-13T14:00Z
3,Sat Aug 13 2005,15:00,BST/+0100,Huddersfield Town,3-1,2-1,Swansea City,2005-08-13T14:00Z
3,Sat Aug 13 2005,15:00,BST/+0100,Scunthorpe United,1-1,0-0,Gillingham FC,2005-08-13T14:00Z
3,Sat Aug 13 2005,15:00,BST/+0100,Swindon Town,2-1,1-1,Nottingham Forest,2005-08-13T14:00Z
