Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Aug 6 2005,15:00,BST/+0100,Barnet FC,1-1,0-0,Bristol Rovers,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Cheltenham Town,2-1,1-1,Bury FC,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Grimsby Town,1-1,0-0,Oxford United,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Leyton Orient,2-1,1-0,Macclesfield Town,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Lincoln City,1-1,0-0,Northampton Town,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Peterborough United,0-1,0-0,Chester City,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Rushden & Diamonds FC,1-1,0-0,Darlington FC,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Shrewsbury Town,0-1,0-1,Rochdale AFC,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Stockport County,2-2,0-2,Mansfield Town,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Torquay United,0-0,0-0,Notts County,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Wrexham AFC,2-0,1-0,Boston United,2005-08-06T14:00Z
1,Sat Aug 6 2005,15:00,BST/+0100,Wycombe Wanderers,1-1,1-1,Carlisle United,2005-08-06T14:00Z
2,Tue Aug 9 2005,19:30,BST/+0100,Darlington FC,2-0,1-0,Stockport County,2005-08-09T18:30Z
2,Tue Aug 9 2005,19:45,BST/+0100,Bristol Rovers,1-2,0-0,Grimsby Town,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Bury FC,1-2,0-1,Leyton Orient,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Carlisle United,1-0,1-0,Peterborough United,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Chester City,2-2,0-2,Lincoln City,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Macclesfield Town,2-2,0-1,Cheltenham Town,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Mansfield Town,0-1,0-1,Rushden & Diamonds FC,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Northampton Town,1-2,1-0,Barnet FC,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Notts County,1-0,0-0,Wrexham AFC,2005-08-09T18:45Z
2,Tue Aug 9 2005,19:45,BST/+0100,Rochdale AFC,1-2,0-2,Wycombe Wanderers,2005-08-09T18:45Z
2,Wed Aug 10 2005,19:45,BST/+0100,Oxford United,1-0,0-0,Torquay United,2005-08-10T18:45Z
2,Wed Aug 10 2005,19:45,BST/+0100,Boston United,1-1,0-0,Shrewsbury Town,2005-08-10T18:45Z
3,Sat Aug 13 2005,15:00,BST/+0100,Boston United,2-2,0-0,Stockport County,2005-08-13T14:00Z
3,Sat Aug 13 2005,15:00,BST/+0100,Bristol Rovers,2-3,1-2,Peterborough United,2005-08-13T14:00Z
3,Sat Aug 13 2005,15:00,BST/+0100,Bury FC,2-0,0-0,Shrewsbury Town,2005-08-13T14:00Z
3,Sat Aug 13 2005,15:00,BST/+0100,Carlisle United,1-3,1-0,Barnet FC,2005-08-13T14:00Z
3,Sat Aug 13 2005,15:00,BST/+0100,Darlington FC,0-1,0-1,Leyton Orient,2005-08-13T14:00Z
