Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Apr 14 2018,19:00,-0300,Vitória BA,2-2,1-1,Flamengo RJ,2018-04-14T22:00Z
1,Sat Apr 14 2018,21:00,-0300,Santos FC,2-0,1-0,Ceará CE,2018-04-15T00:00Z
1,Sat Apr 14 2018,16:00,-0300,Cruzeiro,0-1,0-0,Grêmio Porto Alegre,2018-04-14T19:00Z
1,Sun Apr 15 2018,11:00,-0300,América MG,3-0,3-0,Sport Recife PE,2018-04-15T14:00Z
1,Sun Apr 15 2018,16:00,-0300,Vasco da Gama RJ,2-1,0-1,Atlético Mineiro,2018-04-15T19:00Z
1,Sun Apr 15 2018,16:00,-0300,Corinthians SP,2-1,1-0,Fluminense RJ,2018-04-15T19:00Z
1,Sun Apr 15 2018,16:00,-0300,Internacional,2-0,1-0,Bahia BA,2018-04-15T19:00Z
1,Sun Apr 15 2018,19:00,-0300,Athletico Paranaense,5-1,0-0,Chapecoense,2018-04-15T22:00Z
1,Mon Apr 16 2018,20:00,-0300,São Paulo FC,1-0,1-0,Paraná Clube,2018-04-16T23:00Z
1,Mon Apr 16 2018,20:00,-0300,Botafogo RJ,1-1,0-0,Palmeiras,2018-04-16T23:00Z
2,Sat Apr 21 2018,16:00,-0300,Bahia BA,1-0,0-0,Santos FC,2018-04-21T19:00Z
2,Sat Apr 21 2018,19:00,-0300,Flamengo RJ,2-0,2-0,América MG,2018-04-21T22:00Z
2,Sun Apr 22 2018,16:00,-0300,Atlético Mineiro,2-1,1-0,Vitória BA,2018-04-22T19:00Z
2,Sun Apr 22 2018,16:00,-0300,Chapecoense,1-1,1-0,Vasco da Gama RJ,2018-04-22T19:00Z
2,Sun Apr 22 2018,16:00,-0300,Fluminense RJ,1-0,0-0,Cruzeiro,2018-04-22T19:00Z
2,Sun Apr 22 2018,16:00,-0300,Ceará CE,0-0,0-0,São Paulo FC,2018-04-22T19:00Z
2,Sun Apr 22 2018,16:00,-0300,Palmeiras,1-0,1-0,Internacional,2018-04-22T19:00Z
2,Sun Apr 22 2018,19:00,-0300,Grêmio Porto Alegre,0-0,0-0,Athletico Paranaense,2018-04-22T22:00Z
2,Sun Apr 22 2018,11:00,-0300,Paraná Clube,0-4,0-2,Corinthians SP,2018-04-22T14:00Z
2,Mon Apr 23 2018,20:00,-0300,Sport Recife PE,1-1,0-0,Botafogo RJ,2018-04-23T23:00Z
3,Sat Apr 28 2018,16:00,-0300,Botafogo RJ,2-1,1-1,Grêmio Porto Alegre,2018-04-28T19:00Z
3,Sun Apr 29 2018,16:00,-0300,Paraná Clube,1-2,0-1,Sport Recife PE,2018-04-29T19:00Z
3,Sun Apr 29 2018,16:00,-0300,Bahia BA,0-0,0-0,Athletico Paranaense,2018-04-29T19:00Z
3,Sun Apr 29 2018,16:00,-0300,Fluminense RJ,1-1,0-1,São Paulo FC,2018-04-29T19:00Z
3,Sun Apr 29 2018,16:00,-0300,Ceará CE,0-3,0-1,Flamengo RJ,2018-04-29T19:00Z
3,Sun Apr 29 2018,16:00,-0300,Palmeiras,0-0,0-0,Chapecoense,2018-04-29T19:00Z
3,Sun Apr 29 2018,19:00,-0300,Internacional,0-0,0-0,Cruzeiro,2018-04-29T22:00Z
3,Sun Apr 29 2018,16:00,-0300,Atlético Mineiro,1-0,0-0,Corinthians SP,2018-04-29T19:00Z
3,Mon Apr 30 2018,20:00,-0300,América MG,2-1,2-0,Vitória BA,2018-04-30T23:00Z
4,Sat May 5 2018,19:00,-0300,São Paulo FC,2-2,1-0,Atlético Mineiro,2018-05-05T22:00Z
4,Sat May 5 2018,19:00,-0300,Vasco da Gama RJ,4-1,0-1,América MG,2018-05-05T22:00Z
4,Sun May 6 2018,16:00,-0300,Flamengo RJ,2-0,0-0,Internacional,2018-05-06T19:00Z
4,Sun May 6 2018,11:00,-0300,Corinthians SP,1-1,1-1,Ceará CE,2018-05-06T14:00Z
4,Sun May 6 2018,16:00,-0300,Cruzeiro,1-0,0-0,Botafogo RJ,2018-05-06T19:00Z
4,Sun May 6 2018,16:00,-0300,Athletico Paranaense,1-3,0-1,Palmeiras,2018-05-06T19:00Z
4,Sun May 6 2018,16:00,-0300,Vitória BA,1-2,1-0,Fluminense RJ,2018-05-06T19:00Z
4,Sun May 6 2018,19:00,-0300,Grêmio Porto Alegre,5-1,2-1,Santos FC,2018-05-06T22:00Z
4,Sun May 6 2018,19:00,-0300,Sport Recife PE,2-0,1-0,Bahia BA,2018-05-06T22:00Z
4,Mon May 7 2018,20:00,-0300,Chapecoense,1-1,0-0,Paraná Clube,2018-05-07T23:00Z
5,Sat May 12 2018,16:00,-0300,Grêmio Porto Alegre,0-0,0-0,Internacional,2018-05-12T19:00Z
5,Sun May 13 2018,19:00,-0300,Santos FC,3-1,0-0,Paraná Clube,2018-05-13T22:00Z
5,Sun May 13 2018,11:00,-0300,Cruzeiro,2-0,1-0,Sport Recife PE,2018-05-13T14:00Z
5,Sun May 13 2018,16:00,-0300,Athletico Paranaense,1-2,1-0,Atlético Mineiro,2018-05-13T19:00Z
5,Sun May 13 2018,16:00,-0300,Chapecoense,3-2,1-0,Flamengo RJ,2018-05-13T19:00Z
5,Sun May 13 2018,16:00,-0300,Bahia BA,2-2,2-1,São Paulo FC,2018-05-13T19:00Z
5,Sun May 13 2018,16:00,-0300,Vasco da Gama RJ,2-3,1-1,Vitória BA,2018-05-13T19:00Z
5,Sun May 13 2018,16:00,-0300,Corinthians SP,1-0,1-0,Palmeiras,2018-05-13T19:00Z
5,Mon May 14 2018,20:00,-0300,Botafogo RJ,2-1,1-1,Fluminense RJ,2018-05-14T23:00Z
5,Mon May 14 2018,20:00,-0300,Ceará CE,2-2,1-2,América MG,2018-05-14T23:00Z
6,Sat May 19 2018,16:00,-0300,Atlético Mineiro,1-0,0-0,Cruzeiro,2018-05-19T19:00Z
6,Sat May 19 2018,19:00,-0300,Flamengo RJ,1-1,1-1,Vasco da Gama RJ,2018-05-19T22:00Z
6,Sat May 19 2018,21:00,-0300,Palmeiras,3-0,3-0,Bahia BA,2018-05-20T00:00Z
6,Sun May 20 2018,16:00,-0300,América MG,1-0,0-0,Botafogo RJ,2018-05-20T19:00Z
6,Sun May 20 2018,11:00,-0300,Vitória BA,2-1,1-0,Ceará CE,2018-05-20T14:00Z
6,Sun May 20 2018,16:00,-0300,Paraná Clube,0-0,0-0,Grêmio Porto Alegre,2018-05-20T19:00Z
6,Sun May 20 2018,19:00,-0300,Fluminense RJ,2-0,2-0,Athletico Paranaense,2018-05-20T22:00Z
6,Sun May 20 2018,16:00,-0300,São Paulo FC,1-0,0-0,Santos FC,2018-05-20T19:00Z
6,Sun May 20 2018,16:00,-0300,Sport Recife PE,1-1,0-0,Corinthians SP,2018-05-20T19:00Z
6,Mon May 21 2018,20:00,-0300,Internacional,3-0,1-0,Chapecoense,2018-05-21T23:00Z
7,Sat May 26 2018,21:00,-0300,Atlético Mineiro,0-1,0-0,Flamengo RJ,2018-05-27T00:00Z
7,Sat May 26 2018,16:00,-0300,Fluminense RJ,3-1,2-0,Chapecoense,2018-05-26T19:00Z
7,Sat May 26 2018,19:00,-0300,Palmeiras,2-3,1-0,Sport Recife PE,2018-05-26T22:00Z
7,Sun May 27 2018,16:00,-0300,Botafogo RJ,1-1,1-1,Vitória BA,2018-05-27T19:00Z
7,Sun May 27 2018,11:00,-0300,Paraná Clube,0-0,0-0,Athletico Paranaense,2018-05-27T14:00Z
7,Sun May 27 2018,16:00,-0300,Bahia BA,3-0,0-0,Vasco da Gama RJ,2018-05-27T19:00Z
7,Sun May 27 2018,19:00,-0300,Ceará CE,0-1,0-0,Grêmio Porto Alegre,2018-05-27T22:00Z
7,Sun May 27 2018,16:00,-0300,Santos FC,0-1,0-0,Cruzeiro,2018-05-27T19:00Z
7,Sun May 27 2018,16:00,-0300,Internacional,2-1,0-1,Corinthians SP,2018-05-27T19:00Z
7,Sun May 27 2018,19:00,-0300,América MG,1-3,1-2,São Paulo FC,2018-05-27T22:00Z
8,Wed May 30 2018,19:30,-0300,Vitória BA,2-3,1-2,Internacional,2018-05-30T22:30Z
8,Wed May 30 2018,19:30,-0300,Vasco da Gama RJ,1-0,1-0,Paraná Clube,2018-05-30T22:30Z
8,Wed May 30 2018,19:30,-0300,Sport Recife PE,3-2,1-0,Atlético Mineiro,2018-05-30T22:30Z
8,Wed May 30 2018,21:00,-0300,Chapecoense,2-0,0-0,Ceará CE,2018-05-31T00:00Z
8,Wed May 30 2018,21:45,-0300,Grêmio Porto Alegre,0-0,0-0,Fluminense RJ,2018-05-31T00:45Z
8,Wed May 30 2018,21:45,-0300,Cruzeiro,1-0,0-0,Palmeiras,2018-05-31T00:45Z
8,Wed May 30 2018,21:00,-0300,São Paulo FC,3-2,3-1,Botafogo RJ,2018-05-31T00:00Z
8,Thu May 31 2018,21:00,-0300,Athletico Paranaense,2-0,1-0,Santos FC,2018-06-01T00:00Z
8,Thu May 31 2018,16:00,-0300,Flamengo RJ,2-0,2-0,Bahia BA,2018-05-31T19:00Z
8,Thu May 31 2018,18:00,-0300,Corinthians SP,1-0,0-0,América MG,2018-05-31T21:00Z
9,Sat Jun 2 2018,21:00,-0300,Palmeiras,3-1,0-1,São Paulo FC,2018-06-03T00:00Z
9,Sat Jun 2 2018,16:00,-0300,Atlético Mineiro,3-3,2-2,Chapecoense,2018-06-02T19:00Z
9,Sat Jun 2 2018,16:00,-0300,Internacional,0-0,0-0,Sport Recife PE,2018-06-02T19:00Z
9,Sat Jun 2 2018,19:00,-0300,Vasco da Gama RJ,1-2,0-2,Botafogo RJ,2018-06-02T22:00Z
9,Sun Jun 3 2018,19:00,-0300,Ceará CE,0-1,0-1,Cruzeiro,2018-06-03T22:00Z
9,Sun Jun 3 2018,16:00,-0300,América MG,3-1,1-1,Athletico Paranaense,2018-06-03T19:00Z
9,Sun Jun 3 2018,16:00,-0300,Bahia BA,0-2,0-1,Grêmio Porto Alegre,2018-06-03T19:00Z
9,Sun Jun 3 2018,16:00,-0300,Flamengo RJ,1-0,0-0,Corinthians SP,2018-06-03T19:00Z
9,Sun Jun 3 2018,16:00,-0300,Santos FC,5-2,4-0,Vitória BA,2018-06-03T19:00Z
9,Mon Jun 4 2018,20:00,-0300,Paraná Clube,2-1,0-0,Fluminense RJ,2018-06-04T23:00Z
10,Tue Jun 5 2018,21:30,-0300,São Paulo FC,0-0,0-0,Internacional,2018-06-06T00:30Z
10,Wed Jun 6 2018,21:45,-0300,Grêmio Porto Alegre,0-2,0-0,Palmeiras,2018-06-07T00:45Z
10,Wed Jun 6 2018,19:30,-0300,Vitória BA,1-0,0-0,Chapecoense,2018-06-06T22:30Z
10,Wed Jun 6 2018,19:30,-0300,Botafogo RJ,0-0,0-0,Ceará CE,2018-06-06T22:30Z
10,Wed Jun 6 2018,21:00,-0300,Sport Recife PE,1-0,0-0,Athletico Paranaense,2018-06-07T00:00Z
10,Wed Jun 6 2018,21:00,-0300,Corinthians SP,1-1,0-0,Santos FC,2018-06-07T00:00Z
10,Wed Jun 6 2018,21:45,-0300,Cruzeiro,1-1,0-1,Vasco da Gama RJ,2018-06-07T00:45Z
10,Thu Jun 7 2018,20:00,-0300,Paraná Clube,1-0,0-0,Bahia BA,2018-06-07T23:00Z
10,Thu Jun 7 2018,20:00,-0300,Fluminense RJ,0-2,0-1,Flamengo RJ,2018-06-07T23:00Z
10,Thu Jun 7 2018,21:00,-0300,América MG,1-3,0-2,Atlético Mineiro,2018-06-08T00:00Z
11,Sat Jun 9 2018,21:00,-0300,Corinthians SP,0-0,0-0,Vitória BA,2018-06-10T00:00Z
11,Sat Jun 9 2018,16:00,-0300,Athletico Paranaense,0-1,0-0,São Paulo FC,2018-06-09T19:00Z
11,Sat Jun 9 2018,19:00,-0300,Chapecoense,2-0,0-0,Cruzeiro,2018-06-09T22:00Z
11,Sat Jun 9 2018,19:00,-0300,Vasco da Gama RJ,3-2,2-1,Sport Recife PE,2018-06-09T22:00Z
11,Sun Jun 10 2018,16:00,-0300,Ceará CE,2-2,1-2,Palmeiras,2018-06-10T19:00Z
11,Sun Jun 10 2018,16:00,-0300,Atlético Mineiro,5-2,2-2,Fluminense RJ,2018-06-10T19:00Z
11,Sun Jun 10 2018,16:00,-0300,Bahia BA,3-3,1-1,Botafogo RJ,2018-06-10T19:00Z
11,Sun Jun 10 2018,19:00,-0300,Santos FC,1-2,0-1,Internacional,2018-06-10T22:00Z
11,Sun Jun 10 2018,16:00,-0300,Grêmio Porto Alegre,1-0,1-0,América MG,2018-06-10T19:00Z
11,Sun Jun 10 2018,19:00,-0300,Flamengo RJ,2-0,1-0,Paraná Clube,2018-06-10T22:00Z
12,Tue Jun 12 2018,21:30,-0300,São Paulo FC,3-0,2-0,Vitória BA,2018-06-13T00:30Z
12,Wed Jun 13 2018,19:30,-0300,Sport Recife PE,0-0,0-0,Grêmio Porto Alegre,2018-06-13T22:30Z
12,Wed Jun 13 2018,16:00,-0300,América MG,0-0,0-0,Chapecoense,2018-06-13T19:00Z
12,Wed Jun 13 2018,19:00,-0300,Fluminense RJ,0-1,0-0,Santos FC,2018-06-13T22:00Z
12,Wed Jun 13 2018,19:30,-0300,Paraná Clube,1-1,0-0,Cruzeiro,2018-06-13T22:30Z
12,Wed Jun 13 2018,21:45,-0300,Internacional,3-1,2-0,Vasco da Gama RJ,2018-06-14T00:45Z
12,Wed Jun 13 2018,21:00,-0300,Botafogo RJ,2-0,1-0,Athletico Paranaense,2018-06-14T00:00Z
12,Wed Jun 13 2018,21:00,-0300,Palmeiras,1-1,1-0,Flamengo RJ,2018-06-14T00:00Z
12,Wed Jun 13 2018,21:45,-0300,Atlético Mineiro,2-1,0-0,Ceará CE,2018-06-14T00:45Z
12,Wed Jun 13 2018,21:45,-0300,Bahia BA,1-0,0-0,Corinthians SP,2018-06-14T00:45Z
13,Wed Jul 18 2018,21:45,-0300,Grêmio Porto Alegre,2-0,0-0,Atlético Mineiro,2018-07-19T00:45Z
