Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Aug 14 2010,12:45,BST/+0100,Tottenham Hotspur,0-0,0-0,Manchester City,2010-08-14T11:45Z
1,Sat Aug 14 2010,15:00,BST/+0100,Wigan Athletic,0-4,0-3,Blackpool FC,2010-08-14T14:00Z
1,Sat Aug 14 2010,15:00,BST/+0100,Bolton Wanderers,0-0,0-0,Fulham FC,2010-08-14T14:00Z
1,Sat Aug 14 2010,15:00,BST/+0100,Wolverhampton Wanderers,2-1,2-0,Stoke City,2010-08-14T14:00Z
1,Sat Aug 14 2010,15:00,BST/+0100,Aston Villa,3-0,2-0,West Ham United,2010-08-14T14:00Z
1,Sat Aug 14 2010,15:00,BST/+0100,Blackburn Rovers,1-0,1-0,Everton FC,2010-08-14T14:00Z
1,Sat Aug 14 2010,15:00,BST/+0100,Sunderland AFC,2-2,1-0,Birmingham City,2010-08-14T14:00Z
1,Sat Aug 14 2010,17:30,BST/+0100,Chelsea FC,6-0,2-0,West Bromwich Albion,2010-08-14T16:30Z
1,Sun Aug 15 2010,16:00,BST/+0100,Liverpool FC,1-1,0-0,Arsenal FC,2010-08-15T15:00Z
1,Mon Aug 16 2010,20:00,BST/+0100,Manchester United,3-0,2-0,Newcastle United,2010-08-16T19:00Z
2,Sat Aug 21 2010,15:00,BST/+0100,Arsenal FC,6-0,3-0,Blackpool FC,2010-08-21T14:00Z
2,Sat Aug 21 2010,15:00,BST/+0100,West Bromwich Albion,1-0,0-0,Sunderland AFC,2010-08-21T14:00Z
2,Sat Aug 21 2010,15:00,BST/+0100,West Ham United,1-3,0-0,Bolton Wanderers,2010-08-21T14:00Z
2,Sat Aug 21 2010,15:00,BST/+0100,Birmingham City,2-1,0-0,Blackburn Rovers,2010-08-21T14:00Z
2,Sat Aug 21 2010,15:00,BST/+0100,Stoke City,1-2,1-2,Tottenham Hotspur,2010-08-21T14:00Z
2,Sat Aug 21 2010,15:00,BST/+0100,Everton FC,1-1,1-0,Wolverhampton Wanderers,2010-08-21T14:00Z
2,Sat Aug 21 2010,17:15,BST/+0100,Wigan Athletic,0-6,0-1,Chelsea FC,2010-08-21T16:15Z
2,Sun Aug 22 2010,16:00,BST/+0100,Fulham FC,2-2,0-1,Manchester United,2010-08-22T15:00Z
2,Sun Aug 22 2010,13:30,BST/+0100,Newcastle United,6-0,3-0,Aston Villa,2010-08-22T12:30Z
2,Mon Aug 23 2010,20:00,BST/+0100,Manchester City,3-0,1-0,Liverpool FC,2010-08-23T19:00Z
3,Sat Aug 28 2010,12:45,BST/+0100,Blackburn Rovers,1-2,1-1,Arsenal FC,2010-08-28T11:45Z
