Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
1,Sat Jul 17 2010,18:30,CEST/+0200,SC Magna Wiener Neustadt,5-0,5-0,LASK Linz,,2010-07-17T16:30Z
1,Sat Jul 17 2010,18:30,CEST/+0200,SV Ried,0-3,0-2,Sturm Graz,,2010-07-17T16:30Z
1,Sat Jul 17 2010,18:30,CEST/+0200,KSV Superfund,0-0,0-0,RB Salzburg,,2010-07-17T16:30Z
1,Sun Jul 18 2010,16:00,CEST/+0200,FC Wacker Innsbruck,4-0,1-0,Rapid Wien,,2010-07-18T14:00Z
1,Sun Jul 18 2010,18:30,CEST/+0200,Austria Wien,2-0,1-0,SV Mattersburg,,2010-07-18T16:30Z
2,Sat Jul 24 2010,18:30,CEST/+0200,SV Mattersburg,1-4,0-1,SV Ried,,2010-07-24T16:30Z
2,Sat Jul 24 2010,18:30,CEST/+0200,Sturm Graz,2-0,0-0,KSV Superfund,,2010-07-24T16:30Z
2,Sun Jul 25 2010,18:30,CEST/+0200,Rapid Wien,1-2,0-2,SC Magna Wiener Neustadt,,2010-07-25T16:30Z
2,Sun Jul 25 2010,16:00,CEST/+0200,LASK Linz,3-4,0-2,Austria Wien,,2010-07-25T14:00Z
3,Sat Jul 31 2010,18:30,CEST/+0200,SV Ried,1-0,0-0,LASK Linz,,2010-07-31T16:30Z
3,Sat Jul 31 2010,18:30,CEST/+0200,KSV Superfund,3-1,1-1,SV Mattersburg,,2010-07-31T16:30Z
3,Sun Aug 1 2010,16:00,CEST/+0200,SC Magna Wiener Neustadt,0-0,0-0,Austria Wien,,2010-08-01T14:00Z
3,Sun Aug 1 2010,16:00,CEST/+0200,Rapid Wien,2-1,0-0,RB Salzburg,,2010-08-01T14:00Z
3,Sun Aug 1 2010,18:30,CEST/+0200,FC Wacker Innsbruck,2-2,1-2,Sturm Graz,,2010-08-01T16:30Z
4,Sat Aug 7 2010,18:30,CEST/+0200,SV Mattersburg,0-2,0-0,FC Wacker Innsbruck,,2010-08-07T16:30Z
4,Sat Aug 7 2010,18:30,CEST/+0200,RB Salzburg,4-2,2-1,SC Magna Wiener Neustadt,,2010-08-07T16:30Z
4,Sat Aug 7 2010,18:30,CEST/+0200,LASK Linz,0-1,0-0,KSV Superfund,,2010-08-07T16:30Z
4,Sun Aug 8 2010,18:30,CEST/+0200,Austria Wien,0-1,0-0,SV Ried,,2010-08-08T16:30Z
4,Sun Aug 8 2010,16:00,CEST/+0200,Sturm Graz,0-2,0-1,Rapid Wien,,2010-08-08T14:00Z
5,Sat Aug 21 2010,18:30,CEST/+0200,KSV Superfund,1-1,1-1,Austria Wien,,2010-08-21T16:30Z
5,Sat Aug 21 2010,18:30,CEST/+0200,FC Wacker Innsbruck,2-0,0-0,LASK Linz,,2010-08-21T16:30Z
5,Sat Aug 21 2010,18:30,CEST/+0200,SC Magna Wiener Neustadt,0-5,0-2,SV Ried,,2010-08-21T16:30Z
5,Sun Aug 22 2010,16:00,CEST/+0200,Rapid Wien,2-0,1-0,SV Mattersburg,,2010-08-22T14:00Z
6,Sat Aug 28 2010,18:30,CEST/+0200,SV Mattersburg,1-0,1-0,RB Salzburg,,2010-08-28T16:30Z
6,Sat Aug 28 2010,18:30,CEST/+0200,SV Ried,1-0,1-0,KSV Superfund,,2010-08-28T16:30Z
6,Sun Aug 29 2010,16:00,CEST/+0200,Austria Wien,0-3,0-0,FC Wacker Innsbruck,,2010-08-29T14:00Z
6,Sun Aug 29 2010,16:00,CEST/+0200,LASK Linz,1-0,0-0,Rapid Wien,,2010-08-29T14:00Z
6,Sun Aug 29 2010,18:30,CEST/+0200,Sturm Graz,4-2,1-1,SC Magna Wiener Neustadt,,2010-08-29T16:30Z
7,Sat Sep 11 2010,18:30,CEST/+0200,Sturm Graz,2-0,0-0,SV Mattersburg,,2010-09-11T16:30Z
7,Sat Sep 11 2010,18:30,CEST/+0200,SC Magna Wiener Neustadt,3-0,1-0,KSV Superfund,,2010-09-11T16:30Z
7,Sat Sep 11 2010,16:00,CEST/+0200,FC Wacker Innsbruck,1-0,1-0,SV Ried,,2010-09-11T14:00Z
7,Sat Sep 11 2010,18:30,CEST/+0200,RB Salzburg,0-0,0-0,LASK Linz,,2010-09-11T16:30Z
7,Sun Sep 12 2010,16:00,CEST/+0200,Rapid Wien,0-1,0-0,Austria Wien,,2010-09-12T14:00Z
8,Tue Sep 21 2010,20:30,CEST/+0200,LASK Linz,0-4,0-1,Sturm Graz,,2010-09-21T18:30Z
8,Wed Sep 22 2010,20:30,CEST/+0200,SV Ried,3-1,2-1,Rapid Wien,,2010-09-22T18:30Z
8,Wed Sep 22 2010,20:30,CEST/+0200,KSV Superfund,2-4,0-3,FC Wacker Innsbruck,,2010-09-22T18:30Z
8,Wed Sep 22 2010,20:30,CEST/+0200,Austria Wien,0-0,0-0,RB Salzburg,,2010-09-22T18:30Z
8,Wed Sep 22 2010,20:30,CEST/+0200,SV Mattersburg,0-3,0-2,SC Magna Wiener Neustadt,,2010-09-22T18:30Z
9,Sat Sep 25 2010,18:30,CEST/+0200,RB Salzburg,1-0,0-0,SV Ried,,2010-09-25T16:30Z
9,Sat Sep 25 2010,18:30,CEST/+0200,SV Mattersburg,3-3,1-1,LASK Linz,,2010-09-25T16:30Z
9,Sat Sep 25 2010,16:00,CEST/+0200,Rapid Wien,3-2,1-1,KSV Superfund,,2010-09-25T14:00Z
9,Sat Sep 25 2010,18:30,CEST/+0200,FC Wacker Innsbruck,0-0,0-0,SC Magna Wiener Neustadt,,2010-09-25T16:30Z
9,Sun Sep 26 2010,16:00,CEST/+0200,Sturm Graz,0-2,0-1,Austria Wien,,2010-09-26T14:00Z
10,Sat Oct 2 2010,18:30,CEST/+0200,Austria Wien,2-3,1-1,Sturm Graz,,2010-10-02T16:30Z
10,Sat Oct 2 2010,18:30,CEST/+0200,SC Magna Wiener Neustadt,1-0,1-0,FC Wacker Innsbruck,,2010-10-02T16:30Z
10,Sat Oct 2 2010,16:00,CEST/+0200,LASK Linz,0-1,0-1,SV Mattersburg,,2010-10-02T14:00Z
10,Sun Oct 3 2010,16:00,CEST/+0200,KSV Superfund,0-0,0-0,Rapid Wien,,2010-10-03T14:00Z
10,Sun Oct 3 2010,18:30,CEST/+0200,SV Ried,1-2,0-0,RB Salzburg,,2010-10-03T16:30Z
11,Sat Oct 16 2010,18:30,CEST/+0200,RB Salzburg,0-2,0-1,KSV Superfund,,2010-10-16T16:30Z
11,Sat Oct 16 2010,18:30,CEST/+0200,Rapid Wien,1-1,0-1,FC Wacker Innsbruck,,2010-10-16T16:30Z
11,Sat Oct 16 2010,16:00,CEST/+0200,Sturm Graz,0-1,0-0,SV Ried,,2010-10-16T14:00Z
11,Sat Oct 16 2010,18:30,CEST/+0200,LASK Linz,2-1,0-1,SC Magna Wiener Neustadt,,2010-10-16T16:30Z
11,Sun Oct 17 2010,16:00,CEST/+0200,SV Mattersburg,0-3,0-2,Austria Wien,,2010-10-17T14:00Z
12,Sat Oct 23 2010,18:30,CEST/+0200,SV Ried,1-3,1-2,SV Mattersburg,,2010-10-23T16:30Z
12,Sat Oct 23 2010,18:30,CEST/+0200,Austria Wien,4-1,3-0,LASK Linz,,2010-10-23T16:30Z
12,Sat Oct 23 2010,16:00,CEST/+0200,KSV Superfund,0-4,0-1,Sturm Graz,,2010-10-23T14:00Z
12,Sun Oct 24 2010,18:30,CEST/+0200,FC Wacker Innsbruck,0-1,0-0,RB Salzburg,,2010-10-24T16:30Z
12,Sun Oct 24 2010,16:00,CEST/+0200,SC Magna Wiener Neustadt,1-1,1-1,Rapid Wien,,2010-10-24T14:00Z
2,Wed Oct 27 2010,20:30,CEST/+0200,RB Salzburg,4-0,2-0,FC Wacker Innsbruck,,2010-10-27T18:30Z
13,Sat Oct 30 2010,18:30,CEST/+0200,LASK Linz,0-3,0-2,SV Ried,,2010-10-30T16:30Z
13,Sat Oct 30 2010,16:00,CEST/+0200,Austria Wien,1-1,1-1,SC Magna Wiener Neustadt,,2010-10-30T14:00Z
13,Sat Oct 30 2010,18:30,CEST/+0200,Sturm Graz,2-0,0-0,FC Wacker Innsbruck,,2010-10-30T16:30Z
13,Sat Oct 30 2010,18:30,CEST/+0200,SV Mattersburg,0-1,0-1,KSV Superfund,,2010-10-30T16:30Z
13,Sun Oct 31 2010,16:00,CET/+0100,RB Salzburg,1-1,1-0,Rapid Wien,,2010-10-31T15:00Z
14,Sat Nov 6 2010,16:00,CET/+0100,FC Wacker Innsbruck,2-1,0-0,SV Mattersburg,,2010-11-06T15:00Z
14,Sat Nov 6 2010,18:30,CET/+0100,SV Ried,2-1,1-1,Austria Wien,,2010-11-06T17:30Z
14,Sat Nov 6 2010,18:30,CET/+0100,KSV Superfund,4-1,1-1,LASK Linz,,2010-11-06T17:30Z
14,Sun Nov 7 2010,15:00,CET/+0100,Rapid Wien,3-1,1-1,Sturm Graz,,2010-11-07T14:00Z
14,Sun Nov 7 2010,18:30,CET/+0100,SC Magna Wiener Neustadt,1-0,1-0,RB Salzburg,,2010-11-07T17:30Z
15,Sat Nov 13 2010,16:00,CET/+0100,SV Ried,2-0,2-0,SC Magna Wiener Neustadt,,2010-11-13T15:00Z
15,Sat Nov 13 2010,18:30,CET/+0100,Austria Wien,5-1,1-0,KSV Superfund,,2010-11-13T17:30Z
15,Sat Nov 13 2010,18:30,CET/+0100,SV Mattersburg,2-2,1-0,Rapid Wien,,2010-11-13T17:30Z
15,Sat Nov 13 2010,18:30,CET/+0100,LASK Linz,0-0,0-0,FC Wacker Innsbruck,,2010-11-13T17:30Z
15,Sun Nov 14 2010,16:00,CET/+0100,Sturm Graz,0-0,0-0,RB Salzburg,,2010-11-14T15:00Z
16,Sat Nov 20 2010,18:30,CET/+0100,KSV Superfund,3-3,0-2,SV Ried,,2010-11-20T17:30Z
16,Sat Nov 20 2010,16:00,CET/+0100,SC Magna Wiener Neustadt,0-3,0-1,Sturm Graz,,2010-11-20T15:00Z
