Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
15,Fri Aug 13 2010,19:30,CEST/+0200,SV Schwechat,2-3,0-0,SC Columbia Floridsdorf,2010-08-13T17:30Z
15,Sat Aug 14 2010,19:00,CEST/+0200,SC Ritzing,2-1,1-0,ASK Baumgarten,2010-08-14T17:00Z
15,Tue Aug 17 2010,17:30,CEST/+0200,SC Ostbahn XI,0-3,0-2,SC/ESV Parndorf,2010-08-17T15:30Z
15,Tue Aug 17 2010,19:30,CEST/+0200,SV Mattersburg II,2-3,1-3,FC Waidhofen/Ybbs,2010-08-17T17:30Z
15,Tue Aug 17 2010,19:30,CEST/+0200,SC Neusiedl/See 1919,2-0,1-0,Austria Wien II,2010-08-17T17:30Z
15,Tue Aug 17 2010,19:30,CEST/+0200,Rapid Wien II,4-2,2-1,Wiener Sportklub,2010-08-17T17:30Z
15,Tue Aug 17 2010,19:30,CEST/+0200,FAC Team für Wien,1-2,1-2,FC Trenkwalder Admira II,2010-08-17T17:30Z
15,Tue Aug 17 2010,19:30,CEST/+0200,SC Sollenau,1-2,0-2,SV Horn,2010-08-17T17:30Z
1,Fri Aug 20 2010,19:30,CEST/+0200,SV Horn,0-0,0-0,ASK Baumgarten,2010-08-20T17:30Z
1,Fri Aug 20 2010,19:30,CEST/+0200,Wiener Sportklub,0-1,0-1,SV Schwechat,2010-08-20T17:30Z
1,Fri Aug 20 2010,19:30,CEST/+0200,FC Waidhofen/Ybbs,2-2,0-1,SC Ostbahn XI,2010-08-20T17:30Z
1,Fri Aug 20 2010,19:00,CEST/+0200,Austria Wien II,2-0,1-0,SC Sollenau,2010-08-20T17:00Z
1,Sat Aug 21 2010,18:00,CEST/+0200,FC Trenkwalder Admira II,3-2,1-1,Rapid Wien II,2010-08-21T16:00Z
1,Sat Aug 21 2010,18:00,CEST/+0200,SC/ESV Parndorf,3-0,2-0,FAC Team für Wien,2010-08-21T16:00Z
1,Sat Aug 21 2010,19:00,CEST/+0200,SC Ritzing,1-0,1-0,SV Mattersburg II,2010-08-21T17:00Z
1,Sat Aug 21 2010,17:00,CEST/+0200,SC Columbia Floridsdorf,0-0,0-0,SC Neusiedl/See 1919,2010-08-21T15:00Z
2,Fri Aug 27 2010,19:00,CEST/+0200,FAC Team für Wien,2-1,0-0,FC Waidhofen/Ybbs,2010-08-27T17:00Z
2,Fri Aug 27 2010,19:30,CEST/+0200,SV Horn,2-2,1-1,Austria Wien II,2010-08-27T17:30Z
2,Fri Aug 27 2010,20:00,CEST/+0200,SC Sollenau,0-0,0-0,SC Columbia Floridsdorf,2010-08-27T18:00Z
2,Fri Aug 27 2010,19:30,CEST/+0200,ASK Baumgarten,1-3,1-1,SV Mattersburg II,2010-08-27T17:30Z
2,Fri Aug 27 2010,19:30,CEST/+0200,SV Schwechat,3-0,1-0,FC Trenkwalder Admira II,2010-08-27T17:30Z
2,Fri Aug 27 2010,19:30,CEST/+0200,Rapid Wien II,2-2,1-1,SC/ESV Parndorf,2010-08-27T17:30Z
2,Sat Aug 28 2010,16:00,CEST/+0200,SC Neusiedl/See 1919,0-2,0-0,Wiener Sportklub,2010-08-28T14:00Z
2,Sat Aug 28 2010,17:00,CEST/+0200,SC Ostbahn XI,0-2,0-1,SC Ritzing,2010-08-28T15:00Z
3,Tue Aug 31 2010,19:30,CEST/+0200,FC Waidhofen/Ybbs,2-0,1-0,Rapid Wien II,2010-08-31T17:30Z
4,Fri Sep 3 2010,19:00,CEST/+0200,Austria Wien II,3-1,1-0,SC Columbia Floridsdorf,2010-09-03T17:00Z
4,Fri Sep 3 2010,19:00,CEST/+0200,FAC Team für Wien,1-3,1-2,SV Mattersburg II,2010-09-03T17:00Z
4,Fri Sep 3 2010,19:00,CEST/+0200,SC Neusiedl/See 1919,4-2,0-2,SC/ESV Parndorf,2010-09-03T17:00Z
4,Fri Sep 3 2010,18:00,CEST/+0200,ASK Baumgarten,2-3,1-2,SC Ostbahn XI,2010-09-03T16:00Z
4,Fri Sep 3 2010,19:30,CEST/+0200,Rapid Wien II,1-2,0-1,SC Ritzing,2010-09-03T17:30Z
4,Fri Sep 3 2010,19:30,CEST/+0200,SV Schwechat,0-2,0-1,FC Waidhofen/Ybbs,2010-09-03T17:30Z
4,Fri Sep 3 2010,20:00,CEST/+0200,SC Sollenau,1-1,1-1,FC Trenkwalder Admira II,2010-09-03T18:00Z
4,Fri Sep 3 2010,19:30,CEST/+0200,SV Horn,2-1,2-0,Wiener Sportklub,2010-09-03T17:30Z
3,Tue Sep 7 2010,19:30,CEST/+0200,SC/ESV Parndorf,3-0,2-0,SV Schwechat,2010-09-07T17:30Z
3,Tue Sep 7 2010,17:30,CEST/+0200,SC Columbia Floridsdorf,1-0,0-0,SV Horn,2010-09-07T15:30Z
3,Tue Sep 7 2010,19:00,CEST/+0200,SV Mattersburg II,4-2,1-1,SC Ostbahn XI,2010-09-07T17:00Z
3,Tue Sep 7 2010,19:00,CEST/+0200,Austria Wien II,2-1,0-1,ASK Baumgarten,2010-09-07T17:00Z
5,Fri Sep 10 2010,19:30,CEST/+0200,ASK Baumgarten,3-1,1-1,SC Columbia Floridsdorf,2010-09-10T17:30Z
5,Fri Sep 10 2010,19:30,CEST/+0200,FC Waidhofen/Ybbs,2-2,1-1,SC Neusiedl/See 1919,2010-09-10T17:30Z
5,Fri Sep 10 2010,19:30,CEST/+0200,Wiener Sportklub,2-4,0-2,Austria Wien II,2010-09-10T17:30Z
5,Fri Sep 10 2010,19:00,CEST/+0200,SC/ESV Parndorf,2-0,0-0,SC Sollenau,2010-09-10T17:00Z
5,Sat Sep 11 2010,16:15,CEST/+0200,SC Ostbahn XI,0-2,0-1,FAC Team für Wien,2010-09-11T14:15Z
5,Sat Sep 11 2010,19:00,CEST/+0200,SC Ritzing,3-0,1-0,SV Schwechat,2010-09-11T17:00Z
