Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Mon Jul 12 2010,18:30,CEST/+0200,SKN St. Pölten,1-4,1-2,FC Trenkwalder Admira,2010-07-12T16:30Z
1,Tue Jul 13 2010,18:30,CEST/+0200,WAC/St. Andrä,4-1,2-1,FC Gratkorn,2010-07-13T16:30Z
1,Tue Jul 13 2010,18:30,CEST/+0200,SCR Altach,4-0,3-0,TSV Hartberg,2010-07-13T16:30Z
1,Tue Jul 13 2010,18:30,CEST/+0200,FC Lustenau,0-4,0-1,First Vienna FC,2010-07-13T16:30Z
1,Tue Jul 13 2010,18:30,CEST/+0200,SV Grödig,3-2,2-0,Austria Lustenau,2010-07-13T16:30Z
2,Fri Jul 16 2010,18:30,CEST/+0200,FC Trenkwalder Admira,1-1,1-0,FC Lustenau,2010-07-16T16:30Z
2,Fri Jul 16 2010,18:30,CEST/+0200,TSV Hartberg,2-2,2-0,SKN St. Pölten,2010-07-16T16:30Z
2,Fri Jul 16 2010,18:30,CEST/+0200,Austria Lustenau,0-1,0-1,WAC/St. Andrä,2010-07-16T16:30Z
2,Fri Jul 16 2010,18:30,CEST/+0200,First Vienna FC,3-2,2-1,SV Grödig,2010-07-16T16:30Z
2,Fri Jul 16 2010,20:30,CEST/+0200,FC Gratkorn,0-5,0-0,SCR Altach,2010-07-16T18:30Z
3,Fri Jul 23 2010,18:30,CEST/+0200,SKN St. Pölten,3-1,1-0,FC Gratkorn,2010-07-23T16:30Z
3,Fri Jul 23 2010,18:30,CEST/+0200,FC Trenkwalder Admira,5-1,1-1,TSV Hartberg,2010-07-23T16:30Z
3,Fri Jul 23 2010,18:30,CEST/+0200,WAC/St. Andrä,2-0,0-0,First Vienna FC,2010-07-23T16:30Z
3,Fri Jul 23 2010,18:30,CEST/+0200,FC Lustenau,1-1,0-0,SV Grödig,2010-07-23T16:30Z
3,Fri Jul 23 2010,20:30,CEST/+0200,SCR Altach,2-0,1-0,Austria Lustenau,2010-07-23T18:30Z
