Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Aug 6 2011,15:00,BST/+0100,Brentford FC,2-0,1-0,Yeovil Town,2011-08-06T14:00Z
1,Sat Aug 6 2011,15:00,BST/+0100,Carlisle United,0-3,0-3,Notts County,2011-08-06T14:00Z
1,Sat Aug 6 2011,15:00,BST/+0100,Charlton Athletic,3-0,1-0,AFC Bournemouth,2011-08-06T14:00Z
1,Sat Aug 6 2011,15:00,BST/+0100,Huddersfield Town,1-1,0-0,Bury FC,2011-08-06T14:00Z
1,Sat Aug 6 2011,15:00,BST/+0100,Milton Keynes Dons,2-2,0-1,Hartlepool United,2011-08-06T14:00Z
1,Sat Aug 6 2011,15:00,BST/+0100,Oldham Athletic,0-2,0-0,Sheffield United,2011-08-06T14:00Z
1,Sat Aug 6 2011,15:00,BST/+0100,Preston North End,2-4,0-1,Colchester United,2011-08-06T14:00Z
1,Sat Aug 6 2011,15:00,BST/+0100,Sheffield Wednesday,2-0,1-0,Rochdale AFC,2011-08-06T14:00Z
1,Sat Aug 6 2011,15:00,BST/+0100,Stevenage FC,0-0,0-0,Exeter City,2011-08-06T14:00Z
1,Sat Aug 6 2011,15:00,BST/+0100,Tranmere Rovers,1-0,0-0,Chesterfield FC,2011-08-06T14:00Z
1,Sat Aug 6 2011,15:00,BST/+0100,Walsall FC,1-0,1-0,Leyton Orient,2011-08-06T14:00Z
1,Sat Aug 6 2011,15:00,BST/+0100,Wycombe Wanderers,1-1,1-1,Scunthorpe United,2011-08-06T14:00Z
2,Sat Aug 13 2011,15:00,BST/+0100,AFC Bournemouth,2-0,1-0,Sheffield Wednesday,2011-08-13T14:00Z
2,Sat Aug 13 2011,15:00,BST/+0100,Bury FC,0-2,0-0,Carlisle United,2011-08-13T14:00Z
2,Sat Aug 13 2011,15:00,BST/+0100,Chesterfield FC,1-1,0-1,Stevenage FC,2011-08-13T14:00Z
2,Sat Aug 13 2011,15:00,BST/+0100,Colchester United,1-1,1-0,Wycombe Wanderers,2011-08-13T14:00Z
2,Sat Aug 13 2011,15:00,BST/+0100,Exeter City,0-2,0-1,Milton Keynes Dons,2011-08-13T14:00Z
2,Sat Aug 13 2011,15:00,BST/+0100,Hartlepool United,1-1,1-1,Walsall FC,2011-08-13T14:00Z
2,Sat Aug 13 2011,15:00,BST/+0100,Leyton Orient,0-1,0-0,Tranmere Rovers,2011-08-13T14:00Z
2,Sat Aug 13 2011,15:00,BST/+0100,Notts County,1-2,0-2,Charlton Athletic,2011-08-13T14:00Z
2,Sat Aug 13 2011,15:00,BST/+0100,Rochdale AFC,2-2,1-1,Huddersfield Town,2011-08-13T14:00Z
2,Sat Aug 13 2011,15:00,BST/+0100,Scunthorpe United,1-1,0-1,Preston North End,2011-08-13T14:00Z
2,Sat Aug 13 2011,15:00,BST/+0100,Sheffield United,2-0,0-0,Brentford FC,2011-08-13T14:00Z
2,Sat Aug 13 2011,15:00,BST/+0100,Yeovil Town,3-1,0-0,Oldham Athletic,2011-08-13T14:00Z
3,Tue Aug 16 2011,19:45,BST/+0100,AFC Bournemouth,1-3,0-1,Stevenage FC,2011-08-16T18:45Z
3,Tue Aug 16 2011,19:45,BST/+0100,Bury FC,2-1,2-0,Sheffield Wednesday,2011-08-16T18:45Z
3,Tue Aug 16 2011,19:45,BST/+0100,Chesterfield FC,0-2,0-1,Preston North End,2011-08-16T18:45Z
3,Tue Aug 16 2011,19:45,BST/+0100,Colchester United,0-2,0-2,Charlton Athletic,2011-08-16T18:45Z
3,Tue Aug 16 2011,19:45,BST/+0100,Exeter City,1-2,0-2,Brentford FC,2011-08-16T18:45Z
3,Tue Aug 16 2011,19:45,BST/+0100,Hartlepool United,0-0,0-0,Huddersfield Town,2011-08-16T18:45Z
3,Tue Aug 16 2011,19:45,BST/+0100,Leyton Orient,1-3,1-2,Wycombe Wanderers,2011-08-16T18:45Z
3,Tue Aug 16 2011,19:45,BST/+0100,Notts County,3-2,0-1,Tranmere Rovers,2011-08-16T18:45Z
3,Tue Aug 16 2011,19:45,BST/+0100,Rochdale AFC,0-0,0-0,Carlisle United,2011-08-16T18:45Z
3,Tue Aug 16 2011,19:45,BST/+0100,Scunthorpe United,1-2,0-1,Oldham Athletic,2011-08-16T18:45Z
3,Tue Aug 16 2011,19:45,BST/+0100,Sheffield United,3-2,0-0,Walsall FC,2011-08-16T18:45Z
3,Tue Aug 16 2011,19:45,BST/+0100,Yeovil Town,0-1,0-1,Milton Keynes Dons,2011-08-16T18:45Z
4,Sat Aug 20 2011,15:00,BST/+0100,Brentford FC,5-0,1-0,Leyton Orient,2011-08-20T14:00Z
4,Sat Aug 20 2011,15:00,BST/+0100,Carlisle United,2-1,0-0,AFC Bournemouth,2011-08-20T14:00Z
4,Sat Aug 20 2011,15:00,BST/+0100,Charlton Athletic,2-2,1-0,Scunthorpe United,2011-08-20T14:00Z
4,Sat Aug 20 2011,15:00,BST/+0100,Huddersfield Town,3-2,1-2,Colchester United,2011-08-20T14:00Z
4,Sat Aug 20 2011,15:00,BST/+0100,Milton Keynes Dons,6-2,1-1,Chesterfield FC,2011-08-20T14:00Z
4,Sat Aug 20 2011,15:00,BST/+0100,Oldham Athletic,2-0,2-0,Rochdale AFC,2011-08-20T14:00Z
4,Sat Aug 20 2011,15:00,BST/+0100,Preston North End,1-0,1-0,Exeter City,2011-08-20T14:00Z
4,Sat Aug 20 2011,15:00,BST/+0100,Sheffield Wednesday,2-1,0-1,Notts County,2011-08-20T14:00Z
4,Sat Aug 20 2011,15:00,BST/+0100,Stevenage FC,2-2,0-2,Hartlepool United,2011-08-20T14:00Z
4,Sat Aug 20 2011,15:00,BST/+0100,Tranmere Rovers,1-1,0-1,Sheffield United,2011-08-20T14:00Z
4,Sat Aug 20 2011,15:00,BST/+0100,Walsall FC,1-1,1-1,Yeovil Town,2011-08-20T14:00Z
4,Sat Aug 20 2011,15:00,BST/+0100,Wycombe Wanderers,0-2,0-1,Bury FC,2011-08-20T14:00Z
5,Sat Aug 27 2011,13:00,BST/+0100,Yeovil Town,0-1,0-1,Sheffield United,2011-08-27T12:00Z
5,Sat Aug 27 2011,15:00,BST/+0100,AFC Bournemouth,0-2,0-1,Walsall FC,2011-08-27T14:00Z
5,Sat Aug 27 2011,15:00,BST/+0100,Brentford FC,0-2,0-1,Tranmere Rovers,2011-08-27T14:00Z
5,Sat Aug 27 2011,15:00,BST/+0100,Bury FC,1-2,1-0,Charlton Athletic,2011-08-27T14:00Z
5,Sat Aug 27 2011,15:00,BST/+0100,Colchester United,4-1,2-1,Oldham Athletic,2011-08-27T14:00Z
5,Sat Aug 27 2011,15:00,BST/+0100,Exeter City,2-1,1-1,Chesterfield FC,2011-08-27T14:00Z
5,Sat Aug 27 2011,15:00,BST/+0100,Huddersfield Town,3-0,0-0,Wycombe Wanderers,2011-08-27T14:00Z
5,Sat Aug 27 2011,15:00,BST/+0100,Leyton Orient,1-2,0-0,Carlisle United,2011-08-27T14:00Z
5,Sat Aug 27 2011,15:00,BST/+0100,Milton Keynes Dons,1-0,0-0,Stevenage FC,2011-08-27T14:00Z
5,Sat Aug 27 2011,15:00,BST/+0100,Preston North End,2-0,0-0,Notts County,2011-08-27T14:00Z
5,Sat Aug 27 2011,15:00,BST/+0100,Rochdale AFC,1-3,1-1,Hartlepool United,2011-08-27T14:00Z
5,Sat Aug 27 2011,15:00,BST/+0100,Sheffield Wednesday,3-2,2-0,Scunthorpe United,2011-08-27T14:00Z
6,Sat Sep 3 2011,15:00,BST/+0100,Carlisle United,1-3,0-1,Milton Keynes Dons,2011-09-03T14:00Z
6,Sat Sep 3 2011,15:00,BST/+0100,Chesterfield FC,0-0,0-0,Leyton Orient,2011-09-03T14:00Z
6,Sat Sep 3 2011,15:00,BST/+0100,Hartlepool United,2-0,1-0,Exeter City,2011-09-03T14:00Z
6,Sat Sep 3 2011,15:00,BST/+0100,Notts County,3-1,1-0,AFC Bournemouth,2011-09-03T14:00Z
6,Sat Sep 3 2011,15:00,BST/+0100,Oldham Athletic,1-1,1-1,Huddersfield Town,2011-09-03T14:00Z
6,Sat Sep 3 2011,15:00,BST/+0100,Scunthorpe United,1-1,1-0,Colchester United,2011-09-03T14:00Z
6,Sat Sep 3 2011,15:00,BST/+0100,Sheffield United,4-0,1-0,Bury FC,2011-09-03T14:00Z
6,Sat Sep 3 2011,15:00,BST/+0100,Stevenage FC,4-2,3-1,Rochdale AFC,2011-09-03T14:00Z
6,Sat Sep 3 2011,15:00,BST/+0100,Tranmere Rovers,0-0,0-0,Yeovil Town,2011-09-03T14:00Z
6,Sat Sep 3 2011,15:00,BST/+0100,Walsall FC,0-1,0-1,Brentford FC,2011-09-03T14:00Z
6,Mon Sep 5 2011,19:45,BST/+0100,Charlton Athletic,1-1,1-0,Sheffield Wednesday,2011-09-05T18:45Z
7,Fri Sep 9 2011,19:45,BST/+0100,Preston North End,4-3,1-1,Yeovil Town,2011-09-09T18:45Z
7,Sat Sep 10 2011,15:00,BST/+0100,Wycombe Wanderers,0-1,0-1,Brentford FC,2011-09-10T14:00Z
7,Sat Sep 10 2011,15:00,BST/+0100,AFC Bournemouth,0-3,0-1,Chesterfield FC,2011-09-10T14:00Z
7,Sat Sep 10 2011,15:00,BST/+0100,Bury FC,2-4,1-3,Rochdale AFC,2011-09-10T14:00Z
7,Sat Sep 10 2011,15:00,BST/+0100,Carlisle United,1-2,0-2,Hartlepool United,2011-09-10T14:00Z
7,Sat Sep 10 2011,15:00,BST/+0100,Charlton Athletic,2-0,1-0,Exeter City,2011-09-10T14:00Z
7,Sat Sep 10 2011,15:00,BST/+0100,Colchester United,1-1,1-0,Leyton Orient,2011-09-10T14:00Z
7,Sat Sep 10 2011,15:00,BST/+0100,Huddersfield Town,2-0,1-0,Tranmere Rovers,2011-09-10T14:00Z
7,Sat Sep 10 2011,15:00,BST/+0100,Notts County,2-1,1-0,Walsall FC,2011-09-10T14:00Z
7,Sat Sep 10 2011,15:00,BST/+0100,Oldham Athletic,1-1,1-1,Stevenage FC,2011-09-10T14:00Z
7,Sat Sep 10 2011,15:00,BST/+0100,Scunthorpe United,1-1,1-0,Sheffield United,2011-09-10T14:00Z
7,Sat Sep 10 2011,15:00,BST/+0100,Sheffield Wednesday,3-1,0-0,Milton Keynes Dons,2011-09-10T14:00Z
8,Tue Sep 13 2011,19:45,BST/+0100,Rochdale AFC,1-0,0-0,Scunthorpe United,2011-09-13T18:45Z
8,Tue Sep 13 2011,19:45,BST/+0100,Brentford FC,1-1,0-0,Colchester United,2011-09-13T18:45Z
8,Tue Sep 13 2011,19:45,BST/+0100,Chesterfield FC,1-0,0-0,Bury FC,2011-09-13T18:45Z
8,Tue Sep 13 2011,19:45,BST/+0100,Exeter City,1-1,1-1,Notts County,2011-09-13T18:45Z
8,Tue Sep 13 2011,19:45,BST/+0100,Leyton Orient,1-3,1-1,AFC Bournemouth,2011-09-13T18:45Z
8,Tue Sep 13 2011,19:45,BST/+0100,Yeovil Town,1-0,1-0,Wycombe Wanderers,2011-09-13T18:45Z
8,Tue Sep 13 2011,19:45,BST/+0100,Sheffield United,0-3,0-3,Huddersfield Town,2011-09-13T18:45Z
8,Tue Sep 13 2011,19:45,BST/+0100,Stevenage FC,5-1,4-0,Sheffield Wednesday,2011-09-13T18:45Z
8,Tue Sep 13 2011,19:45,BST/+0100,Tranmere Rovers,1-2,0-2,Carlisle United,2011-09-13T18:45Z
8,Tue Sep 13 2011,19:45,BST/+0100,Walsall FC,0-1,0-1,Oldham Athletic,2011-09-13T18:45Z
9,Sat Sep 17 2011,15:00,BST/+0100,Yeovil Town,2-3,2-1,Sheffield Wednesday,2011-09-17T14:00Z
9,Sat Sep 17 2011,15:00,BST/+0100,Walsall FC,2-2,1-0,Scunthorpe United,2011-09-17T14:00Z
9,Sat Sep 17 2011,15:00,BST/+0100,Tranmere Rovers,2-0,1-0,Wycombe Wanderers,2011-09-17T14:00Z
9,Sat Sep 17 2011,15:00,BST/+0100,Brentford FC,1-3,1-2,Preston North End,2011-09-17T14:00Z
9,Sat Sep 17 2011,15:00,BST/+0100,Chesterfield FC,4-1,2-1,Carlisle United,2011-09-17T14:00Z
9,Sat Sep 17 2011,15:00,BST/+0100,Exeter City,0-2,0-1,AFC Bournemouth,2011-09-17T14:00Z
9,Sat Sep 17 2011,15:00,BST/+0100,Hartlepool United,3-0,1-0,Bury FC,2011-09-17T14:00Z
9,Sat Sep 17 2011,15:00,BST/+0100,Leyton Orient,1-3,1-0,Oldham Athletic,2011-09-17T14:00Z
9,Sat Sep 17 2011,15:00,BST/+0100,Milton Keynes Dons,1-1,0-1,Huddersfield Town,2011-09-17T14:00Z
9,Sat Sep 17 2011,15:00,BST/+0100,Rochdale AFC,2-3,0-2,Charlton Athletic,2011-09-17T14:00Z
9,Sat Sep 17 2011,15:00,BST/+0100,Sheffield United,3-0,2-0,Colchester United,2011-09-17T14:00Z
9,Sat Sep 17 2011,15:00,BST/+0100,Stevenage FC,0-2,0-1,Notts County,2011-09-17T14:00Z
10,Sat Sep 24 2011,15:00,BST/+0100,Sheffield Wednesday,3-0,2-0,Exeter City,2011-09-24T14:00Z
10,Sat Sep 24 2011,15:00,BST/+0100,Scunthorpe United,2-1,1-1,Yeovil Town,2011-09-24T14:00Z
10,Sat Sep 24 2011,15:00,BST/+0100,Preston North End,2-1,1-0,Tranmere Rovers,2011-09-24T14:00Z
10,Sat Sep 24 2011,15:00,BST/+0100,AFC Bournemouth,1-2,1-1,Hartlepool United,2011-09-24T14:00Z
10,Sat Sep 24 2011,15:00,BST/+0100,Bury FC,0-0,0-0,Milton Keynes Dons,2011-09-24T14:00Z
10,Sat Sep 24 2011,15:00,BST/+0100,Carlisle United,1-0,1-0,Stevenage FC,2011-09-24T14:00Z
10,Sat Sep 24 2011,15:00,BST/+0100,Charlton Athletic,3-1,2-0,Chesterfield FC,2011-09-24T14:00Z
10,Sat Sep 24 2011,15:00,BST/+0100,Colchester United,1-0,1-0,Walsall FC,2011-09-24T14:00Z
10,Sat Sep 24 2011,15:00,BST/+0100,Huddersfield Town,2-2,1-0,Leyton Orient,2011-09-24T14:00Z
10,Sat Sep 24 2011,15:00,BST/+0100,Notts County,2-0,1-0,Rochdale AFC,2011-09-24T14:00Z
10,Sat Sep 24 2011,15:00,BST/+0100,Oldham Athletic,0-2,0-1,Brentford FC,2011-09-24T14:00Z
10,Sat Sep 24 2011,15:00,BST/+0100,Wycombe Wanderers,1-0,1-0,Sheffield United,2011-09-24T14:00Z
8,Tue Sep 27 2011,19:45,BST/+0100,Milton Keynes Dons,1-1,1-0,Charlton Athletic,2011-09-27T18:45Z
6,Tue Sep 27 2011,19:45,BST/+0100,Wycombe Wanderers,3-4,3-2,Preston North End,2011-09-27T18:45Z
11,Sat Oct 1 2011,15:00,BST/+0100,Yeovil Town,1-3,1-1,Bury FC,2011-10-01T14:00Z
11,Sat Oct 1 2011,15:00,BST/+0100,Brentford FC,0-4,0-1,Huddersfield Town,2011-10-01T14:00Z
11,Sat Oct 1 2011,15:00,BST/+0100,Chesterfield FC,0-1,0-1,Colchester United,2011-10-01T14:00Z
11,Sat Oct 1 2011,15:00,BST/+0100,Exeter City,2-0,1-0,Oldham Athletic,2011-10-01T14:00Z
11,Sat Oct 1 2011,15:00,BST/+0100,Hartlepool United,0-1,0-1,Sheffield Wednesday,2011-10-01T14:00Z
11,Sat Oct 1 2011,15:00,BST/+0100,Leyton Orient,2-1,2-1,Preston North End,2011-10-01T14:00Z
11,Sat Oct 1 2011,15:00,BST/+0100,Milton Keynes Dons,3-0,1-0,Notts County,2011-10-01T14:00Z
11,Sat Oct 1 2011,15:00,BST/+0100,Rochdale AFC,2-1,1-1,Wycombe Wanderers,2011-10-01T14:00Z
11,Sat Oct 1 2011,15:00,BST/+0100,Sheffield United,0-2,0-0,Charlton Athletic,2011-10-01T14:00Z
11,Sat Oct 1 2011,15:00,BST/+0100,Stevenage FC,1-2,0-1,Scunthorpe United,2011-10-01T14:00Z
11,Sat Oct 1 2011,15:00,BST/+0100,Tranmere Rovers,0-0,0-0,AFC Bournemouth,2011-10-01T14:00Z
11,Sat Oct 1 2011,15:00,BST/+0100,Walsall FC,1-1,1-0,Carlisle United,2011-10-01T14:00Z
12,Sat Oct 8 2011,15:00,BST/+0100,Wycombe Wanderers,1-1,0-0,Walsall FC,2011-10-08T14:00Z
12,Sat Oct 8 2011,15:00,BST/+0100,AFC Bournemouth,1-1,0-1,Rochdale AFC,2011-10-08T14:00Z
12,Sat Oct 8 2011,15:00,BST/+0100,Bury FC,2-0,1-0,Exeter City,2011-10-08T14:00Z
12,Sat Oct 8 2011,15:00,BST/+0100,Carlisle United,2-2,1-1,Brentford FC,2011-10-08T14:00Z
12,Sat Oct 8 2011,15:00,BST/+0100,Charlton Athletic,1-1,0-1,Tranmere Rovers,2011-10-08T14:00Z
12,Sat Oct 8 2011,15:00,BST/+0100,Colchester United,2-2,1-1,Yeovil Town,2011-10-08T14:00Z
12,Sat Oct 8 2011,15:00,BST/+0100,Huddersfield Town,2-1,1-0,Stevenage FC,2011-10-08T14:00Z
12,Sat Oct 8 2011,15:00,BST/+0100,Scunthorpe United,2-3,1-0,Leyton Orient,2011-10-08T14:00Z
12,Sat Oct 8 2011,15:00,BST/+0100,Sheffield Wednesday,3-1,1-0,Chesterfield FC,2011-10-08T14:00Z
12,Sun Oct 9 2011,16:30,BST/+0100,Notts County,3-0,1-0,Hartlepool United,2011-10-09T15:30Z
12,Mon Oct 10 2011,19:45,BST/+0100,Oldham Athletic,2-1,1-0,Milton Keynes Dons,2011-10-10T18:45Z
13,Sat Oct 15 2011,15:00,BST/+0100,Yeovil Town,0-3,0-0,Carlisle United,2011-10-15T14:00Z
13,Sat Oct 15 2011,15:00,BST/+0100,Walsall FC,1-0,1-0,Preston North End,2011-10-15T14:00Z
13,Sat Oct 15 2011,15:00,BST/+0100,Brentford FC,0-0,0-0,Scunthorpe United,2011-10-15T14:00Z
13,Sat Oct 15 2011,15:00,BST/+0100,Chesterfield FC,1-3,0-2,Notts County,2011-10-15T14:00Z
13,Sat Oct 15 2011,15:00,BST/+0100,Exeter City,0-4,0-2,Huddersfield Town,2011-10-15T14:00Z
13,Sat Oct 15 2011,15:00,BST/+0100,Hartlepool United,1-3,0-2,Wycombe Wanderers,2011-10-15T14:00Z
13,Sat Oct 15 2011,15:00,BST/+0100,Leyton Orient,1-0,1-0,Bury FC,2011-10-15T14:00Z
13,Sat Oct 15 2011,15:00,BST/+0100,Milton Keynes Dons,2-2,1-0,AFC Bournemouth,2011-10-15T14:00Z
13,Sat Oct 15 2011,15:00,BST/+0100,Rochdale AFC,2-2,1-2,Colchester United,2011-10-15T14:00Z
13,Sat Oct 15 2011,15:00,BST/+0100,Stevenage FC,1-0,1-0,Charlton Athletic,2011-10-15T14:00Z
13,Sat Oct 15 2011,15:00,BST/+0100,Tranmere Rovers,1-0,1-0,Oldham Athletic,2011-10-15T14:00Z
13,Sun Oct 16 2011,12:00,BST/+0100,Sheffield United,2-2,2-0,Sheffield Wednesday,2011-10-16T11:00Z
12,Wed Oct 19 2011,19:45,BST/+0100,Preston North End,2-4,1-2,Sheffield United,2011-10-19T18:45Z
