Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Jul 16 2011,18:30,CEST/+0200,Rapid Wien,2-0,0-0,FC Trenkwalder Admira,2011-07-16T16:30Z
1,Sat Jul 16 2011,18:30,CEST/+0200,SV Ried,1-1,0-0,Sturm Graz,2011-07-16T16:30Z
1,Sat Jul 16 2011,18:30,CEST/+0200,Kapfenberger SV 1919,2-3,1-3,FC Wacker Innsbruck,2011-07-16T16:30Z
1,Sat Jul 16 2011,18:30,CEST/+0200,SV Mattersburg,1-2,0-1,1. Wiener Neustädter SC,2011-07-16T16:30Z
1,Sun Jul 17 2011,16:00,CEST/+0200,RB Salzburg,2-0,0-0,Austria Wien,2011-07-17T14:00Z
2,Sat Jul 23 2011,18:30,CEST/+0200,FC Trenkwalder Admira,1-1,0-0,Kapfenberger SV 1919,2011-07-23T16:30Z
2,Sat Jul 23 2011,18:30,CEST/+0200,1. Wiener Neustädter SC,0-2,0-0,Rapid Wien,2011-07-23T16:30Z
2,Sat Jul 23 2011,18:30,CEST/+0200,Sturm Graz,2-2,1-1,SV Mattersburg,2011-07-23T16:30Z
2,Sun Jul 24 2011,18:30,CEST/+0200,Austria Wien,2-1,1-0,SV Ried,2011-07-24T16:30Z
2,Sun Jul 24 2011,16:00,CEST/+0200,FC Wacker Innsbruck,0-1,0-0,RB Salzburg,2011-07-24T14:00Z
3,Sat Jul 30 2011,18:30,CEST/+0200,Kapfenberger SV 1919,3-0,1-0,Sturm Graz,2011-07-30T16:30Z
3,Sat Jul 30 2011,18:30,CEST/+0200,FC Trenkwalder Admira,3-0,3-0,1. Wiener Neustädter SC,2011-07-30T16:30Z
3,Sun Jul 31 2011,16:00,CEST/+0200,RB Salzburg,0-0,0-0,SV Mattersburg,2011-07-31T14:00Z
3,Sun Jul 31 2011,18:30,CEST/+0200,Rapid Wien,0-0,0-0,SV Ried,2011-07-31T16:30Z
3,Sun Jul 31 2011,16:00,CEST/+0200,FC Wacker Innsbruck,0-0,0-0,Austria Wien,2011-07-31T14:00Z
4,Sat Aug 13 2011,18:30,CEST/+0200,1. Wiener Neustädter SC,0-0,0-0,FC Wacker Innsbruck,2011-08-13T16:30Z
4,Sat Aug 13 2011,18:30,CEST/+0200,Austria Wien,5-0,2-0,Kapfenberger SV 1919,2011-08-13T16:30Z
4,Sat Aug 13 2011,18:30,CEST/+0200,Sturm Graz,1-0,0-0,Rapid Wien,2011-08-13T16:30Z
4,Sat Aug 13 2011,18:30,CEST/+0200,FC Trenkwalder Admira,2-1,1-0,SV Mattersburg,2011-08-13T16:30Z
4,Sun Aug 14 2011,16:00,CEST/+0200,SV Ried,1-3,1-3,RB Salzburg,2011-08-14T14:00Z
5,Sat Aug 20 2011,18:30,CEST/+0200,Kapfenberger SV 1919,0-2,0-1,1. Wiener Neustädter SC,2011-08-20T16:30Z
5,Sat Aug 20 2011,18:30,CEST/+0200,FC Wacker Innsbruck,2-2,1-0,FC Trenkwalder Admira,2011-08-20T16:30Z
5,Sun Aug 21 2011,16:00,CEST/+0200,SV Mattersburg,2-3,1-0,SV Ried,2011-08-21T14:00Z
5,Sun Aug 21 2011,16:00,CEST/+0200,Rapid Wien,0-3,0-1,Austria Wien,2011-08-21T14:00Z
5,Sun Aug 21 2011,18:30,CEST/+0200,RB Salzburg,1-1,0-0,Sturm Graz,2011-08-21T16:30Z
6,Sat Aug 27 2011,18:30,CEST/+0200,SV Mattersburg,1-1,1-1,FC Wacker Innsbruck,2011-08-27T16:30Z
6,Sat Aug 27 2011,18:30,CEST/+0200,Sturm Graz,5-0,1-0,1. Wiener Neustädter SC,2011-08-27T16:30Z
6,Sun Aug 28 2011,16:00,CEST/+0200,RB Salzburg,0-0,0-0,Rapid Wien,2011-08-28T14:00Z
6,Sun Aug 28 2011,18:30,CEST/+0200,Austria Wien,2-4,1-1,FC Trenkwalder Admira,2011-08-28T16:30Z
6,Sun Aug 28 2011,16:00,CEST/+0200,SV Ried,1-0,1-0,Kapfenberger SV 1919,2011-08-28T14:00Z
7,Sat Sep 10 2011,16:00,CEST/+0200,FC Wacker Innsbruck,0-5,0-3,SV Ried,2011-09-10T14:00Z
7,Sat Sep 10 2011,18:30,CEST/+0200,FC Trenkwalder Admira,4-2,3-0,Sturm Graz,2011-09-10T16:30Z
7,Sat Sep 10 2011,18:30,CEST/+0200,Rapid Wien,1-1,0-0,SV Mattersburg,2011-09-10T16:30Z
7,Sat Sep 10 2011,18:30,CEST/+0200,Kapfenberger SV 1919,1-3,1-2,RB Salzburg,2011-09-10T16:30Z
7,Sun Sep 11 2011,16:00,CEST/+0200,1. Wiener Neustädter SC,1-1,1-1,Austria Wien,2011-09-11T14:00Z
8,Sat Sep 17 2011,16:00,CEST/+0200,SV Ried,1-1,0-1,FC Trenkwalder Admira,2011-09-17T14:00Z
8,Sat Sep 17 2011,18:30,CEST/+0200,Rapid Wien,5-1,2-1,Kapfenberger SV 1919,2011-09-17T16:30Z
8,Sun Sep 18 2011,16:00,CEST/+0200,RB Salzburg,3-0,2-0,1. Wiener Neustädter SC,2011-09-18T14:00Z
8,Sun Sep 18 2011,18:30,CEST/+0200,SV Mattersburg,2-4,0-1,Austria Wien,2011-09-18T16:30Z
8,Sun Sep 18 2011,16:00,CEST/+0200,Sturm Graz,1-1,0-1,FC Wacker Innsbruck,2011-09-18T14:00Z
9,Sat Sep 24 2011,18:30,CEST/+0200,1. Wiener Neustädter SC,2-2,1-1,SV Ried,2011-09-24T16:30Z
9,Sat Sep 24 2011,18:30,CEST/+0200,Austria Wien,2-1,0-1,Sturm Graz,2011-09-24T16:30Z
9,Sat Sep 24 2011,18:30,CEST/+0200,Kapfenberger SV 1919,1-0,0-0,SV Mattersburg,2011-09-24T16:30Z
9,Sat Sep 24 2011,16:00,CEST/+0200,FC Wacker Innsbruck,0-3,0-2,Rapid Wien,2011-09-24T14:00Z
9,Sun Sep 25 2011,16:15,CEST/+0200,FC Trenkwalder Admira,2-1,2-0,RB Salzburg,2011-09-25T14:15Z
10,Sat Oct 1 2011,16:00,CEST/+0200,FC Wacker Innsbruck,3-1,1-0,Kapfenberger SV 1919,2011-10-01T14:00Z
10,Sat Oct 1 2011,18:30,CEST/+0200,FC Trenkwalder Admira,4-3,1-0,Rapid Wien,2011-10-01T16:30Z
10,Sat Oct 1 2011,18:30,CEST/+0200,1. Wiener Neustädter SC,1-2,0-1,SV Mattersburg,2011-10-01T16:30Z
10,Sun Oct 2 2011,18:30,CEST/+0200,Sturm Graz,1-0,0-0,SV Ried,2011-10-02T16:30Z
10,Sun Oct 2 2011,16:00,CEST/+0200,Austria Wien,3-2,1-1,RB Salzburg,2011-10-02T14:00Z
11,Sat Oct 15 2011,18:30,CEST/+0200,Rapid Wien,1-1,1-0,1. Wiener Neustädter SC,2011-10-15T16:30Z
11,Sat Oct 15 2011,18:30,CEST/+0200,SV Ried,2-1,1-1,Austria Wien,2011-10-15T16:30Z
11,Sat Oct 15 2011,18:30,CEST/+0200,RB Salzburg,1-1,1-1,FC Wacker Innsbruck,2011-10-15T16:30Z
11,Sat Oct 15 2011,16:00,CEST/+0200,Kapfenberger SV 1919,0-0,0-0,FC Trenkwalder Admira,2011-10-15T14:00Z
11,Sun Oct 16 2011,16:00,CEST/+0200,SV Mattersburg,3-3,1-1,Sturm Graz,2011-10-16T14:00Z
12,Sat Oct 22 2011,16:00,CEST/+0200,SV Ried,2-0,2-0,SV Mattersburg,2011-10-22T14:00Z
12,Sat Oct 22 2011,18:30,CEST/+0200,FC Trenkwalder Admira,3-2,0-0,FC Wacker Innsbruck,2011-10-22T16:30Z
12,Sat Oct 22 2011,18:30,CEST/+0200,1. Wiener Neustädter SC,2-0,0-0,Kapfenberger SV 1919,2011-10-22T16:30Z
12,Sun Oct 23 2011,18:30,CEST/+0200,Sturm Graz,2-1,2-0,RB Salzburg,2011-10-23T16:30Z
12,Sun Oct 23 2011,16:00,CEST/+0200,Austria Wien,1-1,1-1,Rapid Wien,2011-10-23T14:00Z
13,Sat Oct 29 2011,16:00,CEST/+0200,RB Salzburg,1-1,1-0,SV Ried,2011-10-29T14:00Z
13,Sat Oct 29 2011,18:30,CEST/+0200,Rapid Wien,3-2,0-0,Sturm Graz,2011-10-29T16:30Z
13,Sat Oct 29 2011,18:30,CEST/+0200,FC Wacker Innsbruck,2-0,0-0,1. Wiener Neustädter SC,2011-10-29T16:30Z
13,Sat Oct 29 2011,18:30,CEST/+0200,SV Mattersburg,0-0,0-0,FC Trenkwalder Admira,2011-10-29T16:30Z
13,Sun Oct 30 2011,16:00,CET/+0100,Kapfenberger SV 1919,2-2,1-1,Austria Wien,2011-10-30T15:00Z
14,Sat Nov 5 2011,18:30,CET/+0100,SV Ried,1-1,1-1,Rapid Wien,2011-11-05T17:30Z
14,Sat Nov 5 2011,16:00,CET/+0100,1. Wiener Neustädter SC,0-0,0-0,FC Trenkwalder Admira,2011-11-05T15:00Z
14,Sun Nov 6 2011,16:00,CET/+0100,Sturm Graz,1-0,0-0,Kapfenberger SV 1919,2011-11-06T15:00Z
14,Sun Nov 6 2011,16:00,CET/+0100,SV Mattersburg,3-0,0-0,RB Salzburg,2011-11-06T15:00Z
14,Sun Nov 6 2011,18:30,CET/+0100,Austria Wien,2-2,0-2,FC Wacker Innsbruck,2011-11-06T17:30Z
15,Sat Nov 19 2011,18:30,CET/+0100,FC Wacker Innsbruck,1-1,1-0,SV Mattersburg,2011-11-19T17:30Z
15,Sat Nov 19 2011,18:30,CET/+0100,FC Trenkwalder Admira,0-3,0-2,Austria Wien,2011-11-19T17:30Z
15,Sat Nov 19 2011,18:30,CET/+0100,Kapfenberger SV 1919,1-3,0-1,SV Ried,2011-11-19T17:30Z
15,Sat Nov 19 2011,16:00,CET/+0100,1. Wiener Neustädter SC,3-1,2-0,Sturm Graz,2011-11-19T15:00Z
15,Sun Nov 20 2011,16:00,CET/+0100,Rapid Wien,4-2,2-1,RB Salzburg,2011-11-20T15:00Z
16,Sat Nov 26 2011,16:00,CET/+0100,SV Ried,1-0,0-0,FC Wacker Innsbruck,2011-11-26T15:00Z
16,Sat Nov 26 2011,18:30,CET/+0100,Austria Wien,2-2,0-1,1. Wiener Neustädter SC,2011-11-26T17:30Z
16,Sat Nov 26 2011,18:30,CET/+0100,RB Salzburg,6-0,2-0,Kapfenberger SV 1919,2011-11-26T17:30Z
16,Sat Nov 26 2011,18:30,CET/+0100,SV Mattersburg,1-2,1-0,Rapid Wien,2011-11-26T17:30Z
16,Sun Nov 27 2011,15:00,CET/+0100,Sturm Graz,3-1,1-0,FC Trenkwalder Admira,2011-11-27T14:00Z
17,Sat Dec 3 2011,16:00,CET/+0100,Austria Wien,0-0,0-0,SV Mattersburg,2011-12-03T15:00Z
17,Sat Dec 3 2011,18:30,CET/+0100,Kapfenberger SV 1919,0-0,0-0,Rapid Wien,2011-12-03T17:30Z
17,Sat Dec 3 2011,18:30,CET/+0100,FC Trenkwalder Admira,1-1,1-0,SV Ried,2011-12-03T17:30Z
17,Sun Dec 4 2011,18:30,CET/+0100,1. Wiener Neustädter SC,0-0,0-0,RB Salzburg,2011-12-04T17:30Z
17,Sun Dec 4 2011,16:00,CET/+0100,FC Wacker Innsbruck,1-0,0-0,Sturm Graz,2011-12-04T15:00Z
18,Sat Dec 10 2011,18:30,CET/+0100,SV Ried,2-0,1-0,1. Wiener Neustädter SC,2011-12-10T17:30Z
18,Sat Dec 10 2011,18:30,CET/+0100,SV Mattersburg,2-0,2-0,Kapfenberger SV 1919,2011-12-10T17:30Z
18,Sat Dec 10 2011,18:30,CET/+0100,Sturm Graz,5-1,1-1,Austria Wien,2011-12-10T17:30Z
18,Sat Dec 10 2011,16:00,CET/+0100,Rapid Wien,0-0,0-0,FC Wacker Innsbruck,2011-12-10T15:00Z
18,Sun Dec 11 2011,16:00,CET/+0100,RB Salzburg,2-1,2-1,FC Trenkwalder Admira,2011-12-11T15:00Z
19,Sat Dec 17 2011,16:00,CET/+0100,SV Ried,1-1,0-1,Sturm Graz,2011-12-17T15:00Z
19,Sat Dec 17 2011,18:30,CET/+0100,Rapid Wien,2-1,1-0,FC Trenkwalder Admira,2011-12-17T17:30Z
19,Sat Dec 17 2011,18:30,CET/+0100,Kapfenberger SV 1919,0-1,0-0,FC Wacker Innsbruck,2011-12-17T17:30Z
19,Sat Dec 17 2011,18:30,CET/+0100,SV Mattersburg,0-1,0-0,1. Wiener Neustädter SC,2011-12-17T17:30Z
19,Sun Dec 18 2011,16:00,CET/+0100,RB Salzburg,3-0,1-0,Austria Wien,2011-12-18T15:00Z
20,Sat Feb 11 2012,18:30,CET/+0100,Sturm Graz,1-0,1-0,SV Mattersburg,2012-02-11T17:30Z
20,Sat Feb 11 2012,16:00,CET/+0100,Austria Wien,2-0,1-0,SV Ried,2012-02-11T15:00Z
20,Sun Feb 12 2012,16:00,CET/+0100,1. Wiener Neustädter SC,0-0,0-0,Rapid Wien,2012-02-12T15:00Z
21,Sat Feb 18 2012,18:30,CET/+0100,Rapid Wien,0-0,0-0,Austria Wien,2012-02-18T17:30Z
21,Sat Feb 18 2012,16:00,CET/+0100,FC Wacker Innsbruck,2-1,1-0,FC Trenkwalder Admira,2012-02-18T15:00Z
21,Sat Feb 18 2012,18:30,CET/+0100,SV Mattersburg,4-1,1-0,SV Ried,2012-02-18T17:30Z
21,Sun Feb 19 2012,16:00,CET/+0100,RB Salzburg,0-0,0-0,Sturm Graz,2012-02-19T15:00Z
22,Sat Feb 25 2012,18:30,CET/+0100,1. Wiener Neustädter SC,0-0,0-0,FC Wacker Innsbruck,2012-02-25T17:30Z
22,Sat Feb 25 2012,18:30,CET/+0100,Sturm Graz,0-0,0-0,Rapid Wien,2012-02-25T17:30Z
22,Sat Feb 25 2012,16:00,CET/+0100,FC Trenkwalder Admira,0-1,0-1,SV Mattersburg,2012-02-25T15:00Z
22,Sat Feb 25 2012,18:30,CET/+0100,Austria Wien,0-1,0-1,Kapfenberger SV 1919,2012-02-25T17:30Z
22,Sun Feb 26 2012,16:30,CET/+0100,SV Ried,0-1,0-1,RB Salzburg,2012-02-26T15:30Z
23,Sat Mar 3 2012,18:30,CET/+0100,RB Salzburg,0-1,0-1,SV Mattersburg,2012-03-03T17:30Z
23,Sat Mar 3 2012,18:30,CET/+0100,FC Wacker Innsbruck,0-1,0-0,Austria Wien,2012-03-03T17:30Z
23,Sat Mar 3 2012,16:00,CET/+0100,Rapid Wien,1-0,0-0,SV Ried,2012-03-03T15:00Z
23,Sat Mar 3 2012,18:30,CET/+0100,FC Trenkwalder Admira,2-0,0-0,1. Wiener Neustädter SC,2012-03-03T17:30Z
23,Sun Mar 4 2012,16:00,CET/+0100,Kapfenberger SV 1919,0-0,0-0,Sturm Graz,2012-03-04T15:00Z
20,Wed Mar 7 2012,18:30,CET/+0100,FC Trenkwalder Admira,3-1,1-1,Kapfenberger SV 1919,2012-03-07T17:30Z
20,Wed Mar 7 2012,18:30,CET/+0100,FC Wacker Innsbruck,1-1,1-1,RB Salzburg,2012-03-07T17:30Z
24,Sat Mar 10 2012,16:00,CET/+0100,Sturm Graz,0-1,0-1,1. Wiener Neustädter SC,2012-03-10T15:00Z
24,Sat Mar 10 2012,18:30,CET/+0100,SV Mattersburg,0-1,0-1,FC Wacker Innsbruck,2012-03-10T17:30Z
24,Sat Mar 10 2012,18:30,CET/+0100,RB Salzburg,3-1,1-0,Rapid Wien,2012-03-10T17:30Z
24,Sat Mar 10 2012,18:30,CET/+0100,SV Ried,3-0,0-0,Kapfenberger SV 1919,2012-03-10T17:30Z
24,Sun Mar 11 2012,16:30,CET/+0100,Austria Wien,2-1,1-1,FC Trenkwalder Admira,2012-03-11T15:30Z
21,Wed Mar 14 2012,18:30,CET/+0100,Kapfenberger SV 1919,1-0,0-0,1. Wiener Neustädter SC,2012-03-14T17:30Z
25,Sat Mar 17 2012,16:00,CET/+0100,Kapfenberger SV 1919,0-1,0-0,RB Salzburg,2012-03-17T15:00Z
25,Sat Mar 17 2012,18:30,CET/+0100,FC Wacker Innsbruck,0-0,0-0,SV Ried,2012-03-17T17:30Z
25,Sat Mar 17 2012,18:30,CET/+0100,Rapid Wien,1-1,0-0,SV Mattersburg,2012-03-17T17:30Z
25,Sat Mar 17 2012,18:30,CET/+0100,1. Wiener Neustädter SC,0-0,0-0,Austria Wien,2012-03-17T17:30Z
