Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Mon Jul 11 2011,18:30,CEST/+0200,SCR Altach,1-1,1-1,First Vienna FC,2011-07-11T16:30Z
1,Tue Jul 12 2011,18:30,CEST/+0200,FC Blau Weiß Linz,2-1,1-1,TSV Hartberg,2011-07-12T16:30Z
1,Tue Jul 12 2011,18:30,CEST/+0200,SV Grödig,1-2,0-1,Austria Lustenau,2011-07-12T16:30Z
1,Tue Jul 12 2011,18:30,CEST/+0200,FC Lustenau,1-1,0-1,LASK Linz,2011-07-12T16:30Z
1,Tue Jul 12 2011,18:30,CEST/+0200,SKN St. Pölten,0-2,0-0,WAC/St. Andrä,2011-07-12T16:30Z
2,Fri Jul 15 2011,18:30,CEST/+0200,Austria Lustenau,1-0,1-0,FC Blau Weiß Linz,2011-07-15T16:30Z
2,Fri Jul 15 2011,18:30,CEST/+0200,First Vienna FC,4-2,0-1,FC Lustenau,2011-07-15T16:30Z
2,Fri Jul 15 2011,18:30,CEST/+0200,LASK Linz,2-0,0-0,SKN St. Pölten,2011-07-15T16:30Z
2,Fri Jul 15 2011,18:30,CEST/+0200,WAC/St. Andrä,1-0,0-0,SV Grödig,2011-07-15T16:30Z
2,Fri Jul 15 2011,20:30,CEST/+0200,TSV Hartberg,0-4,0-2,SCR Altach,2011-07-15T18:30Z
3,Mon Jul 18 2011,18:30,CEST/+0200,FC Blau Weiß Linz,1-1,0-0,LASK Linz,2011-07-18T16:30Z
3,Tue Jul 19 2011,18:30,CEST/+0200,FC Lustenau,2-5,1-3,WAC/St. Andrä,2011-07-19T16:30Z
3,Tue Jul 19 2011,18:30,CEST/+0200,First Vienna FC,1-0,0-0,TSV Hartberg,2011-07-19T16:30Z
3,Tue Jul 19 2011,18:30,CEST/+0200,SCR Altach,1-1,1-0,Austria Lustenau,2011-07-19T16:30Z
3,Tue Jul 19 2011,18:30,CEST/+0200,SV Grödig,2-2,1-1,SKN St. Pölten,2011-07-19T16:30Z
4,Fri Jul 22 2011,18:30,CEST/+0200,WAC/St. Andrä,3-2,1-2,FC Blau Weiß Linz,2011-07-22T16:30Z
