Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri May 20 2011,21:00,-0300,Salgueiro PE,1-1,1-0,São Caetano SP,2011-05-21T00:00Z
1,Fri May 20 2011,21:00,-0300,Goiás GO,1-0,0-0,Grêmio Prudente,2011-05-21T00:00Z
1,Fri May 20 2011,21:00,-0300,CA Bragantino,1-1,1-1,ABC RN,2011-05-21T00:00Z
1,Sat May 21 2011,16:20,-0300,Portuguesa SP,4-0,1-0,Náutico PE,2011-05-21T19:20Z
1,Sat May 21 2011,16:20,-0300,Ponte Preta,5-0,4-0,ASA AL,2011-05-21T19:20Z
1,Sat May 21 2011,16:20,-0300,Sport Recife PE,1-0,1-0,Icasa CE,2011-05-21T19:20Z
1,Sat May 21 2011,16:20,-0300,Americana Futebol,1-1,0-0,Duque de Caxias RJ,2011-05-21T19:20Z
1,Sat May 21 2011,16:20,-0300,Criciúma SC,2-2,0-0,Guarani SP,2011-05-21T19:20Z
1,Sat May 21 2011,16:20,-0300,Vitória BA,1-0,0-0,Vila Nova GO,2011-05-21T19:20Z
1,Sat May 21 2011,21:00,-0300,Boa Esporte MG,1-2,0-0,Paraná Clube,2011-05-22T00:00Z
2,Tue May 24 2011,21:00,-0300,ASA AL,2-1,0-0,Americana Futebol,2011-05-25T00:00Z
2,Tue May 24 2011,21:00,-0300,Paraná Clube,1-1,1-0,Portuguesa SP,2011-05-25T00:00Z
2,Fri May 27 2011,21:00,-0300,Grêmio Prudente,3-2,0-1,CA Bragantino,2011-05-28T00:00Z
2,Fri May 27 2011,21:00,-0300,Vila Nova GO,3-1,1-1,Ponte Preta,2011-05-28T00:00Z
2,Fri May 27 2011,21:00,-0300,São Caetano SP,0-2,0-1,Boa Esporte MG,2011-05-28T00:00Z
2,Sat May 28 2011,16:20,-0300,Duque de Caxias RJ,1-2,0-2,Criciúma SC,2011-05-28T19:20Z
2,Sat May 28 2011,16:20,-0300,Náutico PE,1-0,0-0,Goiás GO,2011-05-28T19:20Z
2,Sat May 28 2011,16:20,-0300,Icasa CE,3-1,2-0,Vitória BA,2011-05-28T19:20Z
2,Sat May 28 2011,21:00,-0300,ABC RN,1-1,1-0,Salgueiro PE,2011-05-29T00:00Z
2,Sat May 28 2011,16:20,-0300,Guarani SP,1-1,1-0,Sport Recife PE,2011-05-28T19:20Z
3,Tue May 31 2011,21:00,-0300,Sport Recife PE,1-0,1-0,Grêmio Barueri SP,2011-06-01T00:00Z
3,Tue May 31 2011,21:00,-0300,Goiás GO,4-1,1-0,ASA AL,2011-06-01T00:00Z
3,Fri Jun 3 2011,21:00,-0300,Portuguesa SP,2-3,2-3,ABC RN,2011-06-04T00:00Z
3,Fri Jun 3 2011,21:00,-0300,Vitória BA,0-1,0-0,Guarani SP,2011-06-04T00:00Z
3,Fri Jun 3 2011,21:00,-0300,CA Bragantino,1-2,0-1,São Caetano SP,2011-06-04T00:00Z
3,Sat Jun 4 2011,16:20,-0300,Ponte Preta,4-1,4-0,Icasa CE,2011-06-04T19:20Z
3,Sat Jun 4 2011,16:20,-0300,Americana Futebol,1-0,0-0,Paraná Clube,2011-06-04T19:20Z
3,Sat Jun 4 2011,16:20,-0300,Salgueiro PE,2-0,1-0,Duque de Caxias RJ,2011-06-04T19:20Z
3,Sat Jun 4 2011,16:20,-0300,Criciúma SC,0-0,0-0,Náutico PE,2011-06-04T19:20Z
3,Sat Jun 4 2011,21:00,-0300,Boa Esporte MG,0-0,0-0,Vila Nova GO,2011-06-05T00:00Z
4,Tue Jun 7 2011,21:00,-0300,ABC RN,2-0,0-0,Goiás GO,2011-06-08T00:00Z
4,Wed Jun 8 2011,21:00,-0300,São Caetano SP,1-1,1-0,Ponte Preta,2011-06-09T00:00Z
4,Fri Jun 10 2011,21:00,-0300,Duque de Caxias RJ,2-3,1-1,Vitória BA,2011-06-11T00:00Z
4,Fri Jun 10 2011,21:00,-0300,Paraná Clube,1-0,1-0,Salgueiro PE,2011-06-11T00:00Z
4,Fri Jun 10 2011,21:00,-0300,Guarani SP,2-0,0-0,Boa Esporte MG,2011-06-11T00:00Z
4,Sat Jun 11 2011,16:20,-0300,Grêmio Barueri SP,1-1,0-0,Portuguesa SP,2011-06-11T19:20Z
4,Sat Jun 11 2011,16:20,-0300,ASA AL,1-1,1-0,Sport Recife PE,2011-06-11T19:20Z
4,Sat Jun 11 2011,16:20,-0300,Vila Nova GO,2-0,1-0,Criciúma SC,2011-06-11T19:20Z
4,Sat Jun 11 2011,21:00,-0300,Icasa CE,2-2,0-1,Americana Futebol,2011-06-12T00:00Z
4,Sat Jun 11 2011,16:20,-0300,Náutico PE,2-2,1-0,CA Bragantino,2011-06-11T19:20Z
5,Tue Jun 14 2011,19:30,-0300,Portuguesa SP,3-2,1-1,Guarani SP,2011-06-14T22:30Z
5,Tue Jun 14 2011,19:30,-0300,Salgueiro PE,0-2,0-0,Náutico PE,2011-06-14T22:30Z
5,Tue Jun 14 2011,19:30,-0300,Goiás GO,0-3,0-2,Paraná Clube,2011-06-14T22:30Z
5,Tue Jun 14 2011,19:30,-0300,Boa Esporte MG,1-0,0-0,Icasa CE,2011-06-14T22:30Z
5,Tue Jun 14 2011,19:30,-0300,Ponte Preta,2-0,2-0,Grêmio Barueri SP,2011-06-14T22:30Z
5,Tue Jun 14 2011,21:50,-0300,Vitória BA,1-1,1-1,ABC RN,2011-06-15T00:50Z
5,Tue Jun 14 2011,21:50,-0300,Americana Futebol,1-0,1-0,São Caetano SP,2011-06-15T00:50Z
5,Tue Jun 14 2011,21:50,-0300,CA Bragantino,1-0,0-0,Vila Nova GO,2011-06-15T00:50Z
5,Tue Jun 14 2011,21:50,-0300,Sport Recife PE,1-1,1-0,Duque de Caxias RJ,2011-06-15T00:50Z
5,Tue Jun 14 2011,21:50,-0300,Criciúma SC,1-0,0-0,ASA AL,2011-06-15T00:50Z
6,Fri Jun 17 2011,21:00,-0300,Portuguesa SP,5-0,2-0,CA Bragantino,2011-06-18T00:00Z
