Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
26,Sun Apr 28 2024,13:00,EEST/+0300,Zorya Lugansk,0-0,0-0,FK Obolon,,2024-04-28T10:00Z
26,Sun Apr 28 2024,15:30,EEST/+0300,Kolos Kovalivka,0-0,0-0,FK Oleksandriya,,2024-04-28T12:30Z
26,Mon Apr 29 2024,18:00,EEST/+0300,Polissya Zhytomyr,1-0,0-0,Vorskla Poltava,,2024-04-29T15:00Z
12,Wed May 1 2024,13:00,EEST/+0300,Chernomorets Odessa,1-4,1-3,Shakhtar Donetsk,,2024-05-01T10:00Z
5,Wed May 1 2024,15:30,EEST/+0300,Dinamo Kiev,3-0,1-0,NK Veres,,2024-05-01T12:30Z
27,Sat May 4 2024,13:00,EEST/+0300,FK Oleksandriya,2-2,1-1,Rukh Lviv,,2024-05-04T10:00Z
27,Sat May 4 2024,15:30,EEST/+0300,FK Obolon,1-0,1-0,FC LNZ Cherkasy,,2024-05-04T12:30Z
27,Sat May 4 2024,18:00,EEST/+0300,Metalist 1925 Kharkiv,3-2,2-1,Vorskla Poltava,,2024-05-04T15:00Z
27,Sun May 5 2024,18:00,EEST/+0300,Shakhtar Donetsk,3-0,2-0,Chernomorets Odessa,,2024-05-05T15:00Z
27,Sun May 5 2024,15:30,EEST/+0300,Dinamo Kiev,5-0,0-0,Kolos Kovalivka,,2024-05-05T12:30Z
27,Sun May 5 2024,13:00,EEST/+0300,Polissya Zhytomyr,1-1,1-0,Zorya Lugansk,,2024-05-05T10:00Z
27,Mon May 6 2024,13:00,EEST/+0300,SK Dnipro-1,1-0,0-0,Kryvbas Kryvyi Rih,,2024-05-06T10:00Z
27,Mon May 6 2024,18:00,EEST/+0300,NK Veres,3-1,1-1,FC Mynai,,2024-05-06T15:00Z
15,Thu May 9 2024,15:30,EEST/+0300,Kolos Kovalivka,0-1,0-1,Zorya Lugansk,,2024-05-09T12:30Z
28,Sat May 11 2024,15:30,EEST/+0300,FK Obolon,0-0,0-0,Rukh Lviv,,2024-05-11T12:30Z
28,Sat May 11 2024,18:00,EEST/+0300,Shakhtar Donetsk,1-0,1-0,Dinamo Kiev,,2024-05-11T15:00Z
28,Sat May 11 2024,13:00,EEST/+0300,Vorskla Poltava,2-3,1-0,FC Mynai,,2024-05-11T10:00Z
28,Sun May 12 2024,15:30,EEST/+0300,Chernomorets Odessa,3-0,1-0,Metalist 1925 Kharkiv,,2024-05-12T12:30Z
28,Sun May 12 2024,13:00,EEST/+0300,FK Oleksandriya,1-0,1-0,SK Dnipro-1,,2024-05-12T10:00Z
28,Mon May 13 2024,13:00,EEST/+0300,Kryvbas Kryvyi Rih,0-1,0-1,Polissya Zhytomyr,,2024-05-13T10:00Z
28,Mon May 13 2024,16:15,EEST/+0300,Kolos Kovalivka,1-3,1-1,FC LNZ Cherkasy,,2024-05-13T13:15Z
28,Mon May 13 2024,18:00,EEST/+0300,Zorya Lugansk,1-1,1-0,NK Veres,,2024-05-13T15:00Z
29,Sat May 18 2024,15:30,EEST/+0300,Dinamo Kiev,3-1,2-1,Kryvbas Kryvyi Rih,,2024-05-18T12:30Z
29,Sun May 19 2024,15:30,EEST/+0300,FC Mynai,3-2,1-1,Kolos Kovalivka,,2024-05-19T12:30Z
29,Sun May 19 2024,15:30,EEST/+0300,Metalist 1925 Kharkiv,3-3,1-3,Polissya Zhytomyr,,2024-05-19T12:30Z
29,Sun May 19 2024,15:30,EEST/+0300,NK Veres,2-2,2-1,FK Oleksandriya,,2024-05-19T12:30Z
29,Sun May 19 2024,15:30,EEST/+0300,Rukh Lviv,2-0,1-0,Chernomorets Odessa,,2024-05-19T12:30Z
29,Sun May 19 2024,15:30,EEST/+0300,SK Dnipro-1,1-1,1-1,Shakhtar Donetsk,,2024-05-19T12:30Z
29,Sun May 19 2024,15:30,EEST/+0300,Vorskla Poltava,3-1,2-0,FK Obolon,,2024-05-19T12:30Z
29,Sun May 19 2024,13:00,EEST/+0300,FC LNZ Cherkasy,2-1,0-1,Zorya Lugansk,,2024-05-19T10:00Z
30,Fri May 24 2024,15:30,EEST/+0300,FC LNZ Cherkasy,1-0,1-0,Vorskla Poltava,,2024-05-24T12:30Z
30,Sat May 25 2024,15:30,EEST/+0300,Metalist 1925 Kharkiv,1-2,0-1,NK Veres,,2024-05-25T12:30Z
30,Sat May 25 2024,15:30,EEST/+0300,FK Obolon,0-3,0-1,FK Oleksandriya,,2024-05-25T12:30Z
30,Sat May 25 2024,15:30,EEST/+0300,Rukh Lviv,1-2,0-0,Dinamo Kiev,,2024-05-25T12:30Z
30,Sat May 25 2024,15:30,EEST/+0300,Zorya Lugansk,0-1,0-0,Kolos Kovalivka,,2024-05-25T12:30Z
30,Sat May 25 2024,15:30,EEST/+0300,Chernomorets Odessa,0-2,0-1,SK Dnipro-1,,2024-05-25T12:30Z
30,Sat May 25 2024,15:30,EEST/+0300,Polissya Zhytomyr,2-0,2-0,Shakhtar Donetsk,,2024-05-25T12:30Z
30,Sat May 25 2024,15:30,EEST/+0300,Kryvbas Kryvyi Rih,3-0,2-0,FC Mynai,,2024-05-25T12:30Z
