Round,Date,Time,Team 1,FT,HT,Team 2
1,Sat Aug 5 2023,15:00,AS Saint-Étienne,0-1,0-0,Grenoble Foot 38
1,Sat Aug 5 2023,19:00,AC Ajaccio,1-1,1-1,Rodez AF
1,Sat Aug 5 2023,19:00,Paris FC,0-2,0-1,SM Caen
1,Sat Aug 5 2023,19:00,FC Annecy,1-4,1-0,EA Guingamp
1,Sat Aug 5 2023,19:00,Valenciennes FC,1-4,1-1,AJ Auxerre
1,Sat Aug 5 2023,19:00,Amiens SC,1-0,0-0,US Quevilly-Rouen
1,Sat Aug 5 2023,19:00,Stade Lavallois,1-0,0-0,Angers SCO
1,Sat Aug 5 2023,19:00,US Concarneau,0-0,0-0,SC Bastia
1,Sat Aug 5 2023,19:00,USL Dunkerque,2-2,1-2,ESTAC Troyes
1,Mon Aug 7 2023,20:45,Pau FC,3-0,2-0,Girondins Bordeaux
2,Sat Aug 12 2023,15:00,Rodez AF,2-1,1-0,AS Saint-Étienne
2,Sat Aug 12 2023,19:00,AJ Auxerre,0-1,0-0,Amiens SC
2,Sat Aug 12 2023,19:00,EA Guingamp,0-1,0-0,USL Dunkerque
2,Sat Aug 12 2023,19:00,ESTAC Troyes,3-1,2-0,Stade Lavallois
2,Sat Aug 12 2023,19:00,Grenoble Foot 38,2-0,0-0,Paris FC
2,Sat Aug 12 2023,19:00,SC Bastia,3-0,1-0,Valenciennes FC
2,Sat Aug 12 2023,19:00,Angers SCO,0-0,0-0,FC Annecy
2,Sat Aug 12 2023,19:00,SM Caen,2-0,2-0,Pau FC
2,Sat Aug 12 2023,19:00,US Quevilly-Rouen,0-1,0-1,AC Ajaccio
2,Mon Aug 14 2023,20:45,Girondins Bordeaux,1-0,0-0,US Concarneau
3,Sat Aug 19 2023,15:00,Angers SCO,2-2,1-1,AJ Auxerre
3,Sat Aug 19 2023,19:00,AS Saint-Étienne,2-1,2-0,US Quevilly-Rouen
3,Sat Aug 19 2023,19:00,Pau FC,2-0,1-0,Paris FC
3,Sat Aug 19 2023,19:00,FC Annecy,3-0,0-0,USL Dunkerque
3,Sat Aug 19 2023,19:00,Valenciennes FC,0-0,0-0,EA Guingamp
3,Sat Aug 19 2023,19:00,Grenoble Foot 38,0-0,0-0,ESTAC Troyes
3,Sat Aug 19 2023,19:00,Amiens SC,2-1,1-1,SC Bastia
3,Sat Aug 19 2023,19:00,Stade Lavallois,1-0,0-0,Rodez AF
3,Sat Aug 19 2023,19:00,US Concarneau,0-2,0-0,SM Caen
3,Mon Aug 21 2023,20:45,AC Ajaccio,0-0,0-0,Girondins Bordeaux
4,Sat Aug 26 2023,15:00,Girondins Bordeaux,2-0,0-0,Amiens SC
4,Sat Aug 26 2023,19:00,AJ Auxerre,0-0,0-0,Grenoble Foot 38
4,Sat Aug 26 2023,19:00,EA Guingamp,4-0,2-0,Pau FC
4,Sat Aug 26 2023,19:00,Paris FC,3-0,1-0,US Concarneau
4,Sat Aug 26 2023,19:00,Rodez AF,0-1,0-1,Valenciennes FC
4,Sat Aug 26 2023,19:00,SC Bastia,3-2,0-2,ESTAC Troyes
4,Sat Aug 26 2023,19:00,SM Caen,3-0,2-0,AC Ajaccio
4,Sat Aug 26 2023,19:00,US Quevilly-Rouen,0-0,0-0,Stade Lavallois
4,Sat Aug 26 2023,19:00,USL Dunkerque,0-1,0-0,Angers SCO
4,Mon Aug 28 2023,20:45,FC Annecy,1-1,1-0,AS Saint-Étienne
5,Sat Sep 2 2023,15:00,Girondins Bordeaux,2-4,1-2,AJ Auxerre
5,Sat Sep 2 2023,19:00,AC Ajaccio,2-2,0-1,USL Dunkerque
5,Sat Sep 2 2023,19:00,AS Saint-Étienne,0-0,0-0,Valenciennes FC
5,Sat Sep 2 2023,19:00,ESTAC Troyes,2-2,0-2,US Quevilly-Rouen
5,Sat Sep 2 2023,19:00,Pau FC,2-2,2-0,Rodez AF
5,Sat Sep 2 2023,19:00,Grenoble Foot 38,0-0,0-0,SC Bastia
5,Sat Sep 2 2023,19:00,Amiens SC,4-1,1-1,EA Guingamp
5,Sat Sep 2 2023,19:00,Angers SCO,2-0,1-0,Paris FC
5,Sat Sep 2 2023,19:00,Stade Lavallois,2-1,0-0,SM Caen
5,Sat Sep 2 2023,19:00,US Concarneau,1-1,0-1,FC Annecy
6,Sat Sep 16 2023,15:00,SM Caen,1-2,0-1,AS Saint-Étienne
6,Sat Sep 16 2023,19:00,AJ Auxerre,2-2,1-1,Pau FC
6,Sat Sep 16 2023,19:00,Paris FC,3-0,2-0,Amiens SC
6,Sat Sep 16 2023,19:00,FC Annecy,0-0,0-0,ESTAC Troyes
