Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Aug 11 2023,21:00,CEST/+0200,OGC Nice,1-1,1-0,Lille OSC,2023-08-11T19:00Z
1,Sat Aug 12 2023,21:00,CEST/+0200,Paris Saint-Germain,0-0,0-0,FC Lorient,2023-08-12T19:00Z
1,Sat Aug 12 2023,17:00,CEST/+0200,Olympique Marseille,2-1,1-1,Stade de Reims,2023-08-12T15:00Z
1,Sun Aug 13 2023,13:00,CEST/+0200,Stade Brestois 29,3-2,1-2,RC Lens,2023-08-13T11:00Z
1,Sun Aug 13 2023,15:00,CEST/+0200,Clermont Foot 63,2-4,1-2,AS Monaco,2023-08-13T13:00Z
1,Sun Aug 13 2023,15:00,CEST/+0200,FC Nantes,1-2,1-0,Toulouse FC,2023-08-13T13:00Z
1,Sun Aug 13 2023,15:00,CEST/+0200,Montpellier HSC,2-2,0-1,Havre AC,2023-08-13T13:00Z
1,Sun Aug 13 2023,17:05,CEST/+0200,Stade Rennais,5-1,1-1,FC Metz,2023-08-13T15:05Z
1,Sun Aug 13 2023,20:45,CEST/+0200,RC Strasbourg,2-1,0-0,Olympique Lyonnais,2023-08-13T18:45Z
2,Fri Aug 18 2023,21:00,CEST/+0200,FC Metz,2-2,0-1,Olympique Marseille,2023-08-18T19:00Z
2,Sat Aug 19 2023,21:00,CEST/+0200,Toulouse FC,1-1,0-0,Paris Saint-Germain,2023-08-19T19:00Z
2,Sat Aug 19 2023,19:00,CEST/+0200,Olympique Lyonnais,1-4,0-2,Montpellier HSC,2023-08-19T17:00Z
2,Sun Aug 20 2023,15:00,CEST/+0200,Havre AC,1-2,0-1,Stade Brestois 29,2023-08-20T13:00Z
2,Sun Aug 20 2023,15:00,CEST/+0200,FC Lorient,1-1,0-0,OGC Nice,2023-08-20T13:00Z
2,Sun Aug 20 2023,15:00,CEST/+0200,Stade de Reims,2-0,1-0,Clermont Foot 63,2023-08-20T13:00Z
2,Sun Aug 20 2023,19:00,CEST/+0200,AS Monaco,3-0,2-0,RC Strasbourg,2023-08-20T17:00Z
2,Sun Aug 20 2023,20:45,CEST/+0200,RC Lens,1-1,1-0,Stade Rennais,2023-08-20T18:45Z
2,Sun Aug 20 2023,13:00,CEST/+0200,Lille OSC,2-0,0-0,FC Nantes,2023-08-20T11:00Z
3,Fri Aug 25 2023,21:00,CEST/+0200,FC Nantes,3-3,2-1,AS Monaco,2023-08-25T19:00Z
3,Sat Aug 26 2023,21:00,CEST/+0200,Paris Saint-Germain,3-1,1-0,RC Lens,2023-08-26T19:00Z
3,Sat Aug 26 2023,19:00,CEST/+0200,Olympique Marseille,2-0,1-0,Stade Brestois 29,2023-08-26T17:00Z
3,Sun Aug 27 2023,13:00,CEST/+0200,Stade Rennais,2-2,2-1,Havre AC,2023-08-27T11:00Z
3,Sun Aug 27 2023,15:00,CEST/+0200,Clermont Foot 63,0-1,0-0,FC Metz,2023-08-27T13:00Z
3,Sun Aug 27 2023,15:00,CEST/+0200,Montpellier HSC,1-3,1-2,Stade de Reims,2023-08-27T13:00Z
3,Sun Aug 27 2023,15:00,CEST/+0200,RC Strasbourg,2-0,0-0,Toulouse FC,2023-08-27T13:00Z
3,Sun Aug 27 2023,17:05,CEST/+0200,FC Lorient,4-1,2-0,Lille OSC,2023-08-27T15:05Z
3,Sun Aug 27 2023,20:45,CEST/+0200,OGC Nice,0-0,0-0,Olympique Lyonnais,2023-08-27T18:45Z
4,Fri Sep 1 2023,21:00,CEST/+0200,FC Nantes,1-1,1-1,Olympique Marseille,2023-09-01T19:00Z
4,Sat Sep 2 2023,17:00,CEST/+0200,Stade Brestois 29,0-0,0-0,Stade Rennais,2023-09-02T15:00Z
4,Sat Sep 2 2023,21:00,CEST/+0200,AS Monaco,3-0,2-0,RC Lens,2023-09-02T19:00Z
4,Sun Sep 3 2023,15:00,CEST/+0200,Havre AC,3-0,0-0,FC Lorient,2023-09-03T13:00Z
4,Sun Sep 3 2023,15:00,CEST/+0200,FC Metz,2-2,1-1,Stade de Reims,2023-09-03T13:00Z
4,Sun Sep 3 2023,15:00,CEST/+0200,Lille OSC,1-0,1-0,Montpellier HSC,2023-09-03T13:00Z
4,Sun Sep 3 2023,17:05,CEST/+0200,OGC Nice,2-0,1-0,RC Strasbourg,2023-09-03T15:05Z
4,Sun Sep 3 2023,20:45,CEST/+0200,Olympique Lyonnais,1-4,0-4,Paris Saint-Germain,2023-09-03T18:45Z
4,Sun Sep 3 2023,13:00,CEST/+0200,Toulouse FC,2-2,2-1,Clermont Foot 63,2023-09-03T11:00Z
5,Fri Sep 15 2023,21:00,CEST/+0200,Paris Saint-Germain,2-3,1-1,OGC Nice,2023-09-15T19:00Z
5,Sat Sep 16 2023,17:00,CEST/+0200,Stade Rennais,2-2,0-1,Lille OSC,2023-09-16T15:00Z
5,Sat Sep 16 2023,21:00,CEST/+0200,RC Lens,0-1,0-1,FC Metz,2023-09-16T19:00Z
5,Sun Sep 17 2023,13:00,CEST/+0200,FC Lorient,2-2,1-1,AS Monaco,2023-09-17T11:00Z
5,Sun Sep 17 2023,15:00,CEST/+0200,Clermont Foot 63,0-1,0-0,FC Nantes,2023-09-17T13:00Z
5,Sun Sep 17 2023,15:00,CEST/+0200,RC Strasbourg,2-2,0-2,Montpellier HSC,2023-09-17T13:00Z
5,Sun Sep 17 2023,15:00,CEST/+0200,Stade de Reims,1-2,1-0,Stade Brestois 29,2023-09-17T13:00Z
5,Sun Sep 17 2023,17:05,CEST/+0200,Olympique Marseille,0-0,0-0,Toulouse FC,2023-09-17T15:05Z
5,Sun Sep 17 2023,20:45,CEST/+0200,Olympique Lyonnais,0-0,0-0,Havre AC,2023-09-17T18:45Z
6,Fri Sep 22 2023,21:00,CEST/+0200,AS Monaco,0-1,0-0,OGC Nice,2023-09-22T19:00Z
6,Sat Sep 23 2023,21:00,CEST/+0200,Stade Brestois 29,1-0,0-0,Olympique Lyonnais,2023-09-23T19:00Z
6,Sat Sep 23 2023,17:00,CEST/+0200,FC Nantes,5-3,1-1,FC Lorient,2023-09-23T15:00Z
6,Sun Sep 24 2023,13:00,CEST/+0200,FC Metz,0-1,0-0,RC Strasbourg,2023-09-24T11:00Z
6,Sun Sep 24 2023,15:00,CEST/+0200,Havre AC,2-1,2-1,Clermont Foot 63,2023-09-24T13:00Z
6,Sun Sep 24 2023,15:00,CEST/+0200,RC Lens,2-1,1-1,Toulouse FC,2023-09-24T13:00Z
6,Sun Sep 24 2023,17:05,CEST/+0200,Montpellier HSC,0-0,0-0,Stade Rennais,2023-09-24T15:05Z
6,Sun Sep 24 2023,20:45,CEST/+0200,Paris Saint-Germain,4-0,2-0,Olympique Marseille,2023-09-24T18:45Z
6,Tue Sep 26 2023,21:00,CEST/+0200,Lille OSC,1-2,0-2,Stade de Reims,2023-09-26T19:00Z
7,Fri Sep 29 2023,21:00,CEST/+0200,RC Strasbourg,0-1,0-1,RC Lens,2023-09-29T19:00Z
7,Sat Sep 30 2023,21:00,CEST/+0200,AS Monaco,3-2,2-2,Olympique Marseille,2023-09-30T19:00Z
7,Sat Sep 30 2023,17:00,CEST/+0200,Clermont Foot 63,0-0,0-0,Paris Saint-Germain,2023-09-30T15:00Z
7,Sun Oct 1 2023,13:00,CEST/+0200,Stade de Reims,2-0,1-0,Olympique Lyonnais,2023-10-01T11:00Z
7,Sun Oct 1 2023,15:00,CEST/+0200,Havre AC,0-2,0-1,Lille OSC,2023-10-01T13:00Z
7,Sun Oct 1 2023,15:00,CEST/+0200,Toulouse FC,3-0,2-0,FC Metz,2023-10-01T13:00Z
7,Sun Oct 1 2023,15:00,CEST/+0200,OGC Nice,0-0,0-0,Stade Brestois 29,2023-10-01T13:00Z
7,Sun Oct 1 2023,17:05,CEST/+0200,FC Lorient,0-3,0-1,Montpellier HSC,2023-10-01T15:05Z
7,Sun Oct 1 2023,20:45,CEST/+0200,Stade Rennais,3-1,1-1,FC Nantes,2023-10-01T18:45Z
8,Fri Oct 6 2023,21:00,CEST/+0200,RC Strasbourg,1-2,0-0,FC Nantes,2023-10-06T19:00Z
8,Sat Oct 7 2023,21:00,CEST/+0200,Stade de Reims,1-3,0-1,AS Monaco,2023-10-07T19:00Z
8,Sat Oct 7 2023,17:00,CEST/+0200,FC Metz,0-1,0-1,OGC Nice,2023-10-07T15:00Z
8,Sun Oct 8 2023,13:00,CEST/+0200,Olympique Marseille,3-0,2-0,Havre AC,2023-10-08T11:00Z
8,Sun Oct 8 2023,15:00,CEST/+0200,Olympique Lyonnais,3-3,3-1,FC Lorient,2023-10-08T13:00Z
8,Sun Oct 8 2023,15:00,CEST/+0200,Stade Brestois 29,1-1,0-1,Toulouse FC,2023-10-08T13:00Z
8,Sun Oct 8 2023,17:05,CEST/+0200,RC Lens,1-1,0-1,Lille OSC,2023-10-08T15:05Z
8,Sun Oct 8 2023,21:00,CEST/+0200,Stade Rennais,1-3,0-2,Paris Saint-Germain,2023-10-08T19:00Z
9,Fri Oct 20 2023,21:00,CEST/+0200,Havre AC,0-0,0-0,RC Lens,2023-10-20T19:00Z
9,Sat Oct 21 2023,17:00,CEST/+0200,Paris Saint-Germain,3-0,2-0,RC Strasbourg,2023-10-21T15:00Z
9,Sat Oct 21 2023,21:00,CEST/+0200,OGC Nice,1-0,0-0,Olympique Marseille,2023-10-21T19:00Z
