Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,4,Sat Aug 12 2023,18:00,CEST/+0200,FK Jablonec,1-5,0-5,AC Sparta Praha,2023-08-12T16:00Z
,4,Sun Aug 13 2023,15:00,CEST/+0200,FK Mladá Boleslav,0-1,0-0,Slavia Praha,2023-08-13T13:00Z
,4,Sun Aug 13 2023,15:00,CEST/+0200,FK Pardubice,2-1,1-0,MFK Karviná,2023-08-13T13:00Z
,4,Sun Aug 13 2023,15:00,CEST/+0200,Sigma Olomouc,2-1,0-0,FK Teplice,2023-08-13T13:00Z
,4,Sun Aug 13 2023,18:00,CEST/+0200,Dynamo České Budějovice,2-5,1-2,Viktoria Plzeň,2023-08-13T16:00Z
,4,Sun Aug 13 2023,15:00,CEST/+0200,Bohemians Praha 1905,0-1,0-1,1. FC Slovácko,2023-08-13T13:00Z
,5,Sat Aug 19 2023,15:00,CEST/+0200,1. FC Slovácko,2-2,1-1,FK Mladá Boleslav,2023-08-19T13:00Z
,5,Sat Aug 19 2023,15:00,CEST/+0200,MFK Karviná,1-1,0-0,FK Jablonec,2023-08-19T13:00Z
,5,Sat Aug 19 2023,15:00,CEST/+0200,Slovan Liberec,1-0,1-0,FK Pardubice,2023-08-19T13:00Z
,5,Sat Aug 19 2023,18:00,CEST/+0200,FK Teplice,1-1,0-1,AC Sparta Praha,2023-08-19T16:00Z
,5,Sun Aug 20 2023,15:00,CEST/+0200,FC Hradec Králové,2-0,1-0,FC Zlín,2023-08-20T13:00Z
,5,Sun Aug 20 2023,15:00,CEST/+0200,Viktoria Plzeň,2-1,2-1,Sigma Olomouc,2023-08-20T13:00Z
,5,Sun Aug 20 2023,18:00,CEST/+0200,Slavia Praha,1-0,0-0,Baník Ostrava,2023-08-20T16:00Z
,5,Sun Aug 20 2023,15:00,CEST/+0200,Dynamo České Budějovice,3-0,1-0,Bohemians Praha 1905,2023-08-20T13:00Z
,6,Sat Aug 26 2023,15:00,CEST/+0200,FC Zlín,2-1,0-0,FK Teplice,2023-08-26T13:00Z
,6,Sat Aug 26 2023,15:00,CEST/+0200,FK Pardubice,0-1,0-1,1. FC Slovácko,2023-08-26T13:00Z
,6,Sat Aug 26 2023,18:00,CEST/+0200,Baník Ostrava,2-0,0-0,Dynamo České Budějovice,2023-08-26T16:00Z
,6,Sun Aug 27 2023,15:00,CEST/+0200,FK Jablonec,1-1,1-0,Slavia Praha,2023-08-27T13:00Z
,6,Sun Aug 27 2023,15:00,CEST/+0200,Sigma Olomouc,2-0,0-0,Slovan Liberec,2023-08-27T13:00Z
,6,Sun Aug 27 2023,18:00,CEST/+0200,AC Sparta Praha,3-1,2-0,MFK Karviná,2023-08-27T16:00Z
,6,Sun Aug 27 2023,15:00,CEST/+0200,Bohemians Praha 1905,2-1,1-0,FC Hradec Králové,2023-08-27T13:00Z
,7,Sat Sep 2 2023,18:00,CEST/+0200,Baník Ostrava,2-0,0-0,FK Mladá Boleslav,2023-09-02T16:00Z
,7,Sat Sep 2 2023,15:00,CEST/+0200,1. FC Slovácko,1-0,0-0,FC Zlín,2023-09-02T13:00Z
,7,Sat Sep 2 2023,15:00,CEST/+0200,Dynamo České Budějovice,2-1,1-1,FK Jablonec,2023-09-02T13:00Z
,7,Sat Sep 2 2023,15:00,CEST/+0200,FK Teplice,0-1,0-0,FK Pardubice,2023-09-02T13:00Z
,7,Sun Sep 3 2023,15:00,CEST/+0200,Slovan Liberec,0-2,0-0,AC Sparta Praha,2023-09-03T13:00Z
,7,Sun Sep 3 2023,15:00,CEST/+0200,Viktoria Plzeň,2-0,2-0,Bohemians Praha 1905,2023-09-03T13:00Z
,7,Sun Sep 3 2023,18:00,CEST/+0200,Slavia Praha,5-1,3-1,MFK Karviná,2023-09-03T16:00Z
,7,Sun Sep 3 2023,20:00,CEST/+0200,FC Hradec Králové,1-3,1-1,Sigma Olomouc,2023-09-03T18:00Z
,8,Sat Sep 16 2023,15:00,CEST/+0200,FK Mladá Boleslav,5-1,3-0,FC Hradec Králové,2023-09-16T13:00Z
,8,Sat Sep 16 2023,15:00,CEST/+0200,Bohemians Praha 1905,1-1,0-0,Baník Ostrava,2023-09-16T13:00Z
,8,Sat Sep 16 2023,15:00,CEST/+0200,Sigma Olomouc,2-1,2-1,Dynamo České Budějovice,2023-09-16T13:00Z
,8,Sat Sep 16 2023,15:00,CEST/+0200,MFK Karviná,0-1,0-0,FK Teplice,2023-09-16T13:00Z
,8,Sat Sep 16 2023,18:00,CEST/+0200,FK Pardubice,0-1,0-1,Slavia Praha,2023-09-16T16:00Z
,8,Sun Sep 17 2023,18:00,CEST/+0200,AC Sparta Praha,5-0,3-0,1. FC Slovácko,2023-09-17T16:00Z
,8,Sun Sep 17 2023,15:00,CEST/+0200,FC Zlín,1-7,1-4,Viktoria Plzeň,2023-09-17T13:00Z
,8,Sun Sep 17 2023,15:00,CEST/+0200,FK Jablonec,1-1,0-1,Slovan Liberec,2023-09-17T13:00Z
,9,Sat Sep 23 2023,18:00,CEST/+0200,Bohemians Praha 1905,3-2,1-2,Sigma Olomouc,2023-09-23T16:00Z
,9,Sat Sep 23 2023,15:00,CEST/+0200,1. FC Slovácko,2-0,2-0,MFK Karviná,2023-09-23T13:00Z
,9,Sat Sep 23 2023,15:00,CEST/+0200,Baník Ostrava,5-1,1-1,FC Zlín,2023-09-23T13:00Z
,9,Sat Sep 23 2023,15:00,CEST/+0200,Dynamo České Budějovice,1-2,0-1,FK Mladá Boleslav,2023-09-23T13:00Z
,9,Sat Sep 23 2023,15:00,CEST/+0200,Slovan Liberec,3-3,3-2,FK Teplice,2023-09-23T13:00Z
,9,Sun Sep 24 2023,15:00,CEST/+0200,FC Hradec Králové,1-0,1-0,FK Jablonec,2023-09-24T13:00Z
,9,Sun Sep 24 2023,15:00,CEST/+0200,Viktoria Plzeň,6-2,3-1,FK Pardubice,2023-09-24T13:00Z
,9,Sun Sep 24 2023,18:00,CEST/+0200,Slavia Praha,1-1,0-0,AC Sparta Praha,2023-09-24T16:00Z
,10,Sat Sep 30 2023,15:00,CEST/+0200,MFK Karviná,5-2,3-1,Slovan Liberec,2023-09-30T13:00Z
,10,Sat Sep 30 2023,15:00,CEST/+0200,FC Zlín,1-1,0-1,Dynamo České Budějovice,2023-09-30T13:00Z
,10,Sat Sep 30 2023,15:00,CEST/+0200,FK Jablonec,2-0,2-0,1. FC Slovácko,2023-09-30T13:00Z
,10,Sat Sep 30 2023,15:00,CEST/+0200,Sigma Olomouc,0-3,0-2,Baník Ostrava,2023-09-30T13:00Z
,10,Sat Sep 30 2023,18:00,CEST/+0200,AC Sparta Praha,2-1,2-1,Viktoria Plzeň,2023-09-30T16:00Z
,10,Sun Oct 1 2023,18:00,CEST/+0200,FK Pardubice,1-1,1-0,FC Hradec Králové,2023-10-01T16:00Z
,10,Sun Oct 1 2023,15:00,CEST/+0200,FK Mladá Boleslav,2-1,1-0,Bohemians Praha 1905,2023-10-01T13:00Z
,10,Sun Oct 1 2023,15:00,CEST/+0200,FK Teplice,0-0,0-0,Slavia Praha,2023-10-01T13:00Z
,11,Sat Oct 7 2023,15:00,CEST/+0200,Dynamo České Budějovice,1-0,0-0,MFK Karviná,2023-10-07T13:00Z
,11,Sat Oct 7 2023,15:00,CEST/+0200,1. FC Slovácko,2-0,0-0,FK Teplice,2023-10-07T13:00Z
,11,Sat Oct 7 2023,15:00,CEST/+0200,Bohemians Praha 1905,0-0,0-0,FC Zlín,2023-10-07T13:00Z
,11,Sat Oct 7 2023,18:00,CEST/+0200,Baník Ostrava,1-1,0-1,FK Pardubice,2023-10-07T16:00Z
,11,Sat Oct 7 2023,15:00,CEST/+0200,Sigma Olomouc,4-0,1-0,FK Mladá Boleslav,2023-10-07T13:00Z
,11,Sun Oct 8 2023,15:00,CEST/+0200,FC Hradec Králové,1-3,0-2,AC Sparta Praha,2023-10-08T13:00Z
,11,Sun Oct 8 2023,18:00,CEST/+0200,Slovan Liberec,2-3,2-1,Slavia Praha,2023-10-08T16:00Z
,11,Sun Oct 8 2023,18:00,CEST/+0200,Viktoria Plzeň,3-2,2-2,FK Jablonec,2023-10-08T16:00Z
,12,Sat Oct 21 2023,15:00,CEST/+0200,FC Zlín,5-9,2-1,FK Mladá Boleslav,2023-10-21T13:00Z
,12,Sat Oct 21 2023,18:00,CEST/+0200,Slavia Praha,2-0,0-0,1. FC Slovácko,2023-10-21T16:00Z
,12,Sat Oct 21 2023,15:00,CEST/+0200,FK Pardubice,1-1,1-0,Sigma Olomouc,2023-10-21T13:00Z
,12,Sat Oct 21 2023,15:00,CEST/+0200,MFK Karviná,1-0,0-0,FC Hradec Králové,2023-10-21T13:00Z
,12,Sat Oct 21 2023,15:00,CEST/+0200,Slovan Liberec,3-0,1-0,Viktoria Plzeň,2023-10-21T13:00Z
,12,Sun Oct 22 2023,18:00,CEST/+0200,FK Jablonec,0-1,0-1,Bohemians Praha 1905,2023-10-22T16:00Z
,12,Sun Oct 22 2023,15:00,CEST/+0200,FK Teplice,0-1,0-0,Baník Ostrava,2023-10-22T13:00Z
,12,Sun Oct 22 2023,15:00,CEST/+0200,AC Sparta Praha,4-0,2-0,Dynamo České Budějovice,2023-10-22T13:00Z
,13,Sat Oct 28 2023,15:00,CEST/+0200,Sigma Olomouc,0-0,0-0,FC Zlín,2023-10-28T13:00Z
,13,Sat Oct 28 2023,15:00,CEST/+0200,1. FC Slovácko,1-1,1-1,Slovan Liberec,2023-10-28T13:00Z
,13,Sat Oct 28 2023,15:00,CEST/+0200,Dynamo České Budějovice,0-1,0-1,FK Pardubice,2023-10-28T13:00Z
,13,Sat Oct 28 2023,15:00,CEST/+0200,FC Hradec Králové,1-0,1-0,FK Teplice,2023-10-28T13:00Z
,13,Sat Oct 28 2023,18:00,CEST/+0200,Baník Ostrava,0-1,0-0,FK Jablonec,2023-10-28T16:00Z
,13,Sun Oct 29 2023,15:00,CET/+0100,FK Mladá Boleslav,3-1,2-1,AC Sparta Praha,2023-10-29T14:00Z
,13,Sun Oct 29 2023,15:00,CET/+0100,Viktoria Plzeň,0-1,0-0,MFK Karviná,2023-10-29T14:00Z
,13,Sun Oct 29 2023,18:00,CET/+0100,Bohemians Praha 1905,0-2,0-1,Slavia Praha,2023-10-29T17:00Z
,14,Sat Nov 4 2023,15:00,CET/+0100,FK Pardubice,0-1,0-1,FC Zlín,2023-11-04T14:00Z
,14,Sat Nov 4 2023,15:00,CET/+0100,1. FC Slovácko,0-0,0-0,FC Hradec Králové,2023-11-04T14:00Z
,14,Sat Nov 4 2023,15:00,CET/+0100,FK Jablonec,1-1,1-1,Sigma Olomouc,2023-11-04T14:00Z
,14,Sat Nov 4 2023,15:00,CET/+0100,FK Teplice,1-0,0-0,FK Mladá Boleslav,2023-11-04T14:00Z
,14,Sat Nov 4 2023,18:00,CET/+0100,AC Sparta Praha,2-0,0-0,Bohemians Praha 1905,2023-11-04T17:00Z
,14,Sun Nov 5 2023,18:00,CET/+0100,Slavia Praha,1-2,1-0,Viktoria Plzeň,2023-11-05T17:00Z
,14,Sun Nov 5 2023,15:00,CET/+0100,MFK Karviná,1-3,1-0,Baník Ostrava,2023-11-05T14:00Z
,14,Sun Nov 5 2023,15:00,CET/+0100,Slovan Liberec,1-0,0-0,Dynamo České Budějovice,2023-11-05T14:00Z
,15,Sat Nov 11 2023,15:00,CET/+0100,FC Zlín,1-1,1-0,FK Jablonec,2023-11-11T14:00Z
,15,Sat Nov 11 2023,15:00,CET/+0100,Dynamo České Budějovice,0-1,0-1,FK Teplice,2023-11-11T14:00Z
,15,Sat Nov 11 2023,15:00,CET/+0100,FC Hradec Králové,1-1,1-1,Slovan Liberec,2023-11-11T14:00Z
,15,Sat Nov 11 2023,18:00,CET/+0100,Bohemians Praha 1905,1-0,0-0,MFK Karviná,2023-11-11T17:00Z
,15,Sat Nov 11 2023,15:00,CET/+0100,FK Mladá Boleslav,1-0,0-0,FK Pardubice,2023-11-11T14:00Z
,15,Sun Nov 12 2023,15:00,CET/+0100,Baník Ostrava,0-1,0-0,AC Sparta Praha,2023-11-12T14:00Z
,15,Sun Nov 12 2023,15:00,CET/+0100,Viktoria Plzeň,1-4,1-1,1. FC Slovácko,2023-11-12T14:00Z
,15,Sun Nov 12 2023,18:00,CET/+0100,Sigma Olomouc,1-3,1-2,Slavia Praha,2023-11-12T17:00Z
,16,Sat Nov 25 2023,15:00,CET/+0100,FC Hradec Králové,1-1,1-0,Viktoria Plzeň,2023-11-25T14:00Z
,16,Sat Nov 25 2023,18:00,CET/+0100,Slavia Praha,2-1,1-1,Dynamo České Budějovice,2023-11-25T17:00Z
,16,Sat Nov 25 2023,15:00,CET/+0100,FK Teplice,1-1,1-0,Bohemians Praha 1905,2023-11-25T14:00Z
,16,Sat Nov 25 2023,15:00,CET/+0100,MFK Karviná,0-2,0-1,Sigma Olomouc,2023-11-25T14:00Z
,16,Sat Nov 25 2023,15:00,CET/+0100,Slovan Liberec,2-1,1-1,FK Mladá Boleslav,2023-11-25T14:00Z
,16,Sun Nov 26 2023,18:00,CET/+0100,AC Sparta Praha,2-0,2-0,FC Zlín,2023-11-26T17:00Z
,16,Sun Nov 26 2023,15:00,CET/+0100,1. FC Slovácko,2-0,1-0,Baník Ostrava,2023-11-26T14:00Z
,16,Sun Nov 26 2023,15:00,CET/+0100,FK Jablonec,2-1,1-1,FK Pardubice,2023-11-26T14:00Z
,17,Sat Dec 2 2023,15:00,CET/+0100,Sigma Olomouc,1-1,1-0,1. FC Slovácko,2023-12-02T14:00Z
,17,Sun Dec 3 2023,15:00,CET/+0100,FK Pardubice,1-2,1-1,AC Sparta Praha,2023-12-03T14:00Z
,6,Wed Dec 6 2023,17:00,CET/+0100,FK Mladá Boleslav,1-3,1-1,Viktoria Plzeň,2023-12-06T16:00Z
,17,Wed Dec 6 2023,17:00,CET/+0100,FK Jablonec,3-2,2-1,FK Teplice,2023-12-06T16:00Z
,18,Sat Dec 9 2023,18:00,CET/+0100,FC Hradec Králové,2-3,2-1,Baník Ostrava,2023-12-09T17:00Z
,18,Sat Dec 9 2023,15:00,CET/+0100,AC Sparta Praha,3-0,3-0,FK Jablonec,2023-12-09T14:00Z
,18,Sat Dec 9 2023,15:00,CET/+0100,Slovan Liberec,5-3,2-1,FC Zlín,2023-12-09T14:00Z
,18,Sat Dec 9 2023,15:00,CET/+0100,1. FC Slovácko,5-2,2-2,Bohemians Praha 1905,2023-12-09T14:00Z
,18,Sun Dec 10 2023,15:00,CET/+0100,Viktoria Plzeň,5-0,2-0,Dynamo České Budějovice,2023-12-10T14:00Z
,18,Sun Dec 10 2023,18:00,CET/+0100,Slavia Praha,2-0,0-0,FK Mladá Boleslav,2023-12-10T17:00Z
,17,Wed Dec 13 2023,17:00,CET/+0100,FK Mladá Boleslav,2-2,1-2,MFK Karviná,2023-12-13T16:00Z
,17,Wed Dec 13 2023,17:00,CET/+0100,Dynamo České Budějovice,0-2,0-2,FC Hradec Králové,2023-12-13T16:00Z
,17,Wed Dec 13 2023,18:00,CET/+0100,Bohemians Praha 1905,0-0,0-0,Slovan Liberec,2023-12-13T17:00Z
,19,Sat Dec 16 2023,15:00,CET/+0100,FK Jablonec,0-0,0-0,MFK Karviná,2023-12-16T14:00Z
,19,Sat Dec 16 2023,15:00,CET/+0100,FK Pardubice,2-0,1-0,Slovan Liberec,2023-12-16T14:00Z
,19,Sat Dec 16 2023,15:00,CET/+0100,FC Zlín,4-0,4-0,FC Hradec Králové,2023-12-16T14:00Z
,19,Sat Dec 16 2023,18:00,CET/+0100,Bohemians Praha 1905,0-0,0-0,Dynamo České Budějovice,2023-12-16T17:00Z
,19,Sat Dec 16 2023,15:00,CET/+0100,FK Mladá Boleslav,0-1,0-0,1. FC Slovácko,2023-12-16T14:00Z
,19,Sun Dec 17 2023,15:00,CET/+0100,Sigma Olomouc,1-3,1-2,Viktoria Plzeň,2023-12-17T14:00Z
,19,Sun Dec 17 2023,15:00,CET/+0100,Baník Ostrava,2-3,2-2,Slavia Praha,2023-12-17T14:00Z
,19,Sun Dec 17 2023,18:00,CET/+0100,AC Sparta Praha,2-1,0-1,FK Teplice,2023-12-17T17:00Z
,20,Sat Feb 10 2024,15:00,CET/+0100,MFK Karviná,0-3,0-1,AC Sparta Praha,2024-02-10T14:00Z
,20,Sat Feb 10 2024,18:00,CET/+0100,Viktoria Plzeň,1-1,0-0,FK Mladá Boleslav,2024-02-10T17:00Z
,20,Sat Feb 10 2024,15:00,CET/+0100,Slovan Liberec,2-0,0-0,Sigma Olomouc,2024-02-10T14:00Z
,20,Sat Feb 10 2024,15:00,CET/+0100,1. FC Slovácko,1-2,0-1,FK Pardubice,2024-02-10T14:00Z
,20,Sat Feb 10 2024,15:00,CET/+0100,Dynamo České Budějovice,3-0,0-0,Baník Ostrava,2024-02-10T14:00Z
,20,Sun Feb 11 2024,18:00,CET/+0100,Slavia Praha,4-3,3-2,FK Jablonec,2024-02-11T17:00Z
,20,Sun Feb 11 2024,15:00,CET/+0100,FC Hradec Králové,2-2,1-0,Bohemians Praha 1905,2024-02-11T14:00Z
,20,Sun Feb 11 2024,15:00,CET/+0100,FK Teplice,2-1,1-0,FC Zlín,2024-02-11T14:00Z
,17,Tue Feb 13 2024,18:00,CET/+0100,Baník Ostrava,0-1,0-0,Viktoria Plzeň,2024-02-13T17:00Z
,18,Wed Feb 14 2024,17:00,CET/+0100,MFK Karviná,0-3,0-1,FK Pardubice,2024-02-14T16:00Z
,17,Wed Feb 14 2024,18:00,CET/+0100,FC Zlín,1-1,0-1,Slavia Praha,2024-02-14T17:00Z
,21,Sat Feb 17 2024,15:00,CET/+0100,FK Jablonec,5-2,1-1,Dynamo České Budějovice,2024-02-17T14:00Z
,21,Sat Feb 17 2024,15:00,CET/+0100,FK Mladá Boleslav,1-3,1-3,Baník Ostrava,2024-02-17T14:00Z
,21,Sat Feb 17 2024,15:00,CET/+0100,FK Pardubice,1-1,1-0,FK Teplice,2024-02-17T14:00Z
,21,Sat Feb 17 2024,18:00,CET/+0100,Bohemians Praha 1905,0-2,0-2,Viktoria Plzeň,2024-02-17T17:00Z
,21,Sat Feb 17 2024,15:00,CET/+0100,Sigma Olomouc,0-0,0-0,FC Hradec Králové,2024-02-17T14:00Z
,21,Sun Feb 18 2024,18:00,CET/+0100,AC Sparta Praha,2-1,0-0,Slovan Liberec,2024-02-18T17:00Z
,21,Sun Feb 18 2024,15:00,CET/+0100,FC Zlín,2-1,0-1,1. FC Slovácko,2024-02-18T14:00Z
,21,Sun Feb 18 2024,15:00,CET/+0100,MFK Karviná,0-3,0-2,Slavia Praha,2024-02-18T14:00Z
,18,Wed Feb 21 2024,17:30,CET/+0100,FK Teplice,2-0,1-0,Sigma Olomouc,2024-02-21T16:30Z
,22,Sat Feb 24 2024,15:00,CET/+0100,Baník Ostrava,1-1,1-0,Bohemians Praha 1905,2024-02-24T14:00Z
,22,Sat Feb 24 2024,15:00,CET/+0100,FC Hradec Králové,0-0,0-0,FK Mladá Boleslav,2024-02-24T14:00Z
,22,Sat Feb 24 2024,15:00,CET/+0100,FK Teplice,2-2,0-1,MFK Karviná,2024-02-24T14:00Z
,22,Sat Feb 24 2024,15:00,CET/+0100,Slovan Liberec,3-3,0-1,FK Jablonec,2024-02-24T14:00Z
,22,Sat Feb 24 2024,18:00,CET/+0100,Viktoria Plzeň,3-0,1-0,FC Zlín,2024-02-24T17:00Z
,22,Sun Feb 25 2024,15:00,CET/+0100,Slavia Praha,3-0,0-0,FK Pardubice,2024-02-25T14:00Z
,22,Sun Feb 25 2024,18:00,CET/+0100,1. FC Slovácko,1-3,1-1,AC Sparta Praha,2024-02-25T17:00Z
,22,Sun Feb 25 2024,15:00,CET/+0100,Dynamo České Budějovice,2-1,0-0,Sigma Olomouc,2024-02-25T14:00Z
,23,Sat Mar 2 2024,15:00,CET/+0100,FK Jablonec,1-1,1-1,FC Hradec Králové,2024-03-02T14:00Z
,23,Sat Mar 2 2024,15:00,CET/+0100,FK Mladá Boleslav,3-1,2-1,Dynamo České Budějovice,2024-03-02T14:00Z
,23,Sat Mar 2 2024,15:00,CET/+0100,MFK Karviná,1-3,1-1,1. FC Slovácko,2024-03-02T14:00Z
,23,Sat Mar 2 2024,15:00,CET/+0100,Sigma Olomouc,2-2,2-2,Bohemians Praha 1905,2024-03-02T14:00Z
,23,Sat Mar 2 2024,18:00,CET/+0100,FK Pardubice,2-3,0-1,Viktoria Plzeň,2024-03-02T17:00Z
,23,Sun Mar 3 2024,15:00,CET/+0100,FC Zlín,0-1,0-1,Baník Ostrava,2024-03-03T14:00Z
,23,Sun Mar 3 2024,18:00,CET/+0100,AC Sparta Praha,0-0,0-0,Slavia Praha,2024-03-03T17:00Z
,23,Sun Mar 3 2024,14:00,CET/+0100,FK Teplice,2-0,2-0,Slovan Liberec,2024-03-03T13:00Z
,24,Sat Mar 9 2024,15:00,CET/+0100,1. FC Slovácko,0-1,0-0,FK Jablonec,2024-03-09T14:00Z
,24,Sat Mar 9 2024,15:00,CET/+0100,Bohemians Praha 1905,0-0,0-0,FK Mladá Boleslav,2024-03-09T14:00Z
,24,Sat Mar 9 2024,15:00,CET/+0100,FC Hradec Králové,2-0,0-0,FK Pardubice,2024-03-09T14:00Z
,24,Sat Mar 9 2024,15:00,CET/+0100,Slovan Liberec,1-0,0-0,MFK Karviná,2024-03-09T14:00Z
,24,Sat Mar 9 2024,18:00,CET/+0100,Baník Ostrava,1-2,0-2,Sigma Olomouc,2024-03-09T17:00Z
,24,Sun Mar 10 2024,15:00,CET/+0100,Slavia Praha,4-0,2-0,FK Teplice,2024-03-10T14:00Z
,24,Sun Mar 10 2024,18:00,CET/+0100,Viktoria Plzeň,4-0,1-0,AC Sparta Praha,2024-03-10T17:00Z
,24,Sun Mar 10 2024,15:00,CET/+0100,Dynamo České Budějovice,2-2,1-1,FC Zlín,2024-03-10T14:00Z
,25,Sat Mar 16 2024,15:00,CET/+0100,FK Mladá Boleslav,2-1,1-0,Sigma Olomouc,2024-03-16T14:00Z
,25,Sat Mar 16 2024,15:00,CET/+0100,MFK Karviná,2-1,1-1,Dynamo České Budějovice,2024-03-16T14:00Z
,25,Sat Mar 16 2024,18:00,CET/+0100,FK Teplice,1-1,1-1,1. FC Slovácko,2024-03-16T17:00Z
,25,Sat Mar 16 2024,15:00,CET/+0100,FC Zlín,2-2,0-1,Bohemians Praha 1905,2024-03-16T14:00Z
,25,Sun Mar 17 2024,15:00,CET/+0100,FK Jablonec,1-2,0-1,Viktoria Plzeň,2024-03-17T14:00Z
,25,Sun Mar 17 2024,15:00,CET/+0100,FK Pardubice,0-1,0-0,Baník Ostrava,2024-03-17T14:00Z
,25,Sun Mar 17 2024,15:00,CET/+0100,Slavia Praha,3-0,1-0,Slovan Liberec,2024-03-17T14:00Z
,25,Sun Mar 17 2024,18:00,CET/+0100,AC Sparta Praha,2-1,1-0,FC Hradec Králové,2024-03-17T17:00Z
,26,Sat Mar 30 2024,15:00,CET/+0100,Sigma Olomouc,0-2,0-1,FK Pardubice,2024-03-30T14:00Z
,26,Sat Mar 30 2024,15:00,CET/+0100,Viktoria Plzeň,1-3,0-0,Slovan Liberec,2024-03-30T14:00Z
,26,Sat Mar 30 2024,18:00,CET/+0100,1. FC Slovácko,1-3,1-2,Slavia Praha,2024-03-30T17:00Z
,26,Sat Mar 30 2024,15:00,CET/+0100,Bohemians Praha 1905,2-0,2-0,FK Jablonec,2024-03-30T14:00Z
,26,Sun Mar 31 2024,15:00,CEST/+0200,Baník Ostrava,4-1,2-0,FK Teplice,2024-03-31T13:00Z
,26,Sun Mar 31 2024,15:00,CEST/+0200,FC Hradec Králové,2-1,1-1,MFK Karviná,2024-03-31T13:00Z
,26,Sun Mar 31 2024,15:00,CEST/+0200,FK Mladá Boleslav,3-2,2-1,FC Zlín,2024-03-31T13:00Z
,26,Sun Mar 31 2024,18:00,CEST/+0200,Dynamo České Budějovice,0-1,0-1,AC Sparta Praha,2024-03-31T16:00Z
,27,Sat Apr 6 2024,15:00,CEST/+0200,MFK Karviná,0-0,0-0,Viktoria Plzeň,2024-04-06T13:00Z
