Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
Playoffs - Relegation,2,Sun Apr 14 2024,19:00,IDT/+0300,Hapoel Jerusalem,2-0,0-0,Maccabi Petach-Tikva,2024-04-14T16:00Z
Playoffs - Relegation,2,Sun Apr 14 2024,20:00,IDT/+0300,FC Ashdod,0-0,0-0,Maccabi Netanya,2024-04-14T17:00Z
Championship,3,Sun Apr 14 2024,19:45,IDT/+0300,Hapoel Haifa,2-0,2-0,Maccabi Bnei Raina,2024-04-14T16:45Z
Championship,3,Mon Apr 15 2024,20:30,IDT/+0300,Hapoel Be'er Sheva,1-0,0-0,Maccabi Tel Aviv,2024-04-15T17:30Z
Playoffs - Relegation,3,Sat Apr 20 2024,18:00,IDT/+0300,Maccabi Netanya,1-0,1-0,Hapoel Jerusalem,2024-04-20T15:00Z
Championship,4,Sat Apr 20 2024,18:00,IDT/+0300,Bnei Sachnin FC,0-2,0-0,Maccabi Bnei Raina,2024-04-20T15:00Z
Championship,4,Sat Apr 20 2024,20:00,IDT/+0300,Maccabi Haifa,4-1,2-0,Hapoel Be'er Sheva,2024-04-20T17:00Z
Playoffs - Relegation,3,Sat Apr 20 2024,20:00,IDT/+0300,Maccabi Petach-Tikva,4-2,2-0,Hapoel Tel Aviv,2024-04-20T17:00Z
Championship,4,Sat Apr 20 2024,17:00,IDT/+0300,Maccabi Tel Aviv,4-0,2-0,Hapoel Haifa,2024-04-20T14:00Z
Playoffs - Relegation,3,Sun Apr 21 2024,19:00,IDT/+0300,Hapoel Hadera,2-2,1-2,FC Ashdod,2024-04-21T16:00Z
Playoffs - Relegation,3,Sun Apr 21 2024,20:15,IDT/+0300,Hapoel Petach-Tikva,0-2,0-1,Beitar Jerusalem,2024-04-21T17:15Z
Playoffs - Relegation,4,Sat Apr 27 2024,18:00,IDT/+0300,Maccabi Petach-Tikva,0-2,0-1,Maccabi Netanya,2024-04-27T15:00Z
Championship,5,Sat Apr 27 2024,17:00,IDT/+0300,Maccabi Bnei Raina,2-3,1-3,Maccabi Tel Aviv,2024-04-27T14:00Z
Playoffs - Relegation,4,Sat Apr 27 2024,17:30,IDT/+0300,Hapoel Jerusalem,2-1,0-1,Hapoel Hadera,2024-04-27T14:30Z
Playoffs - Relegation,4,Sat Apr 27 2024,20:00,IDT/+0300,Hapoel Tel Aviv,1-5,0-1,Beitar Jerusalem,2024-04-27T17:00Z
Playoffs - Relegation,4,Sat Apr 27 2024,20:00,IDT/+0300,FC Ashdod,1-0,1-0,Hapoel Petach-Tikva,2024-04-27T17:00Z
Championship,5,Mon Apr 29 2024,20:00,IDT/+0300,Hapoel Be'er Sheva,2-1,0-0,Bnei Sachnin FC,2024-04-29T17:00Z
Championship,5,Mon Apr 29 2024,20:30,IDT/+0300,Hapoel Haifa,0-2,0-0,Maccabi Haifa,2024-04-29T17:30Z
Playoffs - Relegation,5,Sat May 4 2024,17:00,IDT/+0300,Maccabi Netanya,0-1,0-1,Hapoel Tel Aviv,2024-05-04T14:00Z
Playoffs - Relegation,5,Sat May 4 2024,20:00,IDT/+0300,Hapoel Petach-Tikva,1-0,0-0,Hapoel Jerusalem,2024-05-04T17:00Z
Championship,6,Sat May 4 2024,18:00,IDT/+0300,Hapoel Haifa,2-0,2-0,Hapoel Be'er Sheva,2024-05-04T15:00Z
Championship,6,Sat May 4 2024,20:00,IDT/+0300,Maccabi Bnei Raina,1-5,1-2,Maccabi Haifa,2024-05-04T17:00Z
Playoffs - Relegation,5,Mon May 6 2024,20:30,IDT/+0300,Hapoel Hadera,0-4,0-3,Maccabi Petach-Tikva,2024-05-06T17:30Z
Playoffs - Relegation,5,Mon May 6 2024,20:30,IDT/+0300,Beitar Jerusalem,0-0,0-0,FC Ashdod,2024-05-06T17:30Z
Championship,6,Mon May 6 2024,20:30,IDT/+0300,Bnei Sachnin FC,1-1,0-0,Maccabi Tel Aviv,2024-05-06T17:30Z
Championship,7,Thu May 9 2024,19:30,IDT/+0300,Hapoel Haifa,1-2,0-1,Bnei Sachnin FC,2024-05-09T16:30Z
Championship,7,Thu May 9 2024,19:30,IDT/+0300,Hapoel Be'er Sheva,2-1,2-1,Maccabi Bnei Raina,2024-05-09T16:30Z
Playoffs - Relegation,6,Sat May 11 2024,18:00,IDT/+0300,Hapoel Tel Aviv,0-2,0-0,FC Ashdod,2024-05-11T15:00Z
Playoffs - Relegation,6,Sat May 11 2024,18:00,IDT/+0300,Hapoel Jerusalem,3-0,0-0,Beitar Jerusalem,2024-05-11T15:00Z
Playoffs - Relegation,6,Sat May 11 2024,18:00,IDT/+0300,Maccabi Netanya,1-2,1-1,Hapoel Hadera,2024-05-11T15:00Z
Playoffs - Relegation,6,Sat May 11 2024,18:00,IDT/+0300,Maccabi Petach-Tikva,4-1,4-1,Hapoel Petach-Tikva,2024-05-11T15:00Z
Championship,7,Sat May 11 2024,20:30,IDT/+0300,Maccabi Haifa,0-1,0-1,Maccabi Tel Aviv,2024-05-11T17:30Z
Playoffs - Relegation,7,Sat May 18 2024,18:00,IDT/+0300,FC Ashdod,3-1,0-0,Hapoel Jerusalem,2024-05-18T15:00Z
Championship,8,Sat May 18 2024,20:30,IDT/+0300,Bnei Sachnin FC,1-2,0-0,Maccabi Haifa,2024-05-18T17:30Z
Championship,8,Sat May 18 2024,20:30,IDT/+0300,Maccabi Bnei Raina,0-1,0-1,Hapoel Haifa,2024-05-18T17:30Z
Championship,8,Sat May 18 2024,20:30,IDT/+0300,Maccabi Tel Aviv,3-0,2-0,Hapoel Be'er Sheva,2024-05-18T17:30Z
Playoffs - Relegation,7,Sat May 18 2024,18:00,IDT/+0300,Hapoel Hadera,0-1,0-1,Hapoel Tel Aviv,2024-05-18T15:00Z
Playoffs - Relegation,7,Sun May 19 2024,20:00,IDT/+0300,Hapoel Petach-Tikva,1-3,0-2,Maccabi Netanya,2024-05-19T17:00Z
Playoffs - Relegation,7,Mon May 20 2024,20:00,IDT/+0300,Beitar Jerusalem,1-1,1-0,Maccabi Petach-Tikva,2024-05-20T17:00Z
Championship,9,Tue May 21 2024,20:30,IDT/+0300,Hapoel Haifa,0-3,0-0,Maccabi Tel Aviv,2024-05-21T17:30Z
Championship,9,Tue May 21 2024,20:30,IDT/+0300,Hapoel Be'er Sheva,1-4,1-3,Maccabi Haifa,2024-05-21T17:30Z
Championship,9,Tue May 21 2024,20:30,IDT/+0300,Maccabi Bnei Raina,2-2,1-1,Bnei Sachnin FC,2024-05-21T17:30Z
Championship,10,Sat May 25 2024,18:30,IDT/+0300,Bnei Sachnin FC,4-1,1-0,Hapoel Be'er Sheva,2024-05-25T15:30Z
Championship,10,Sat May 25 2024,18:30,IDT/+0300,Maccabi Tel Aviv,2-0,2-0,Maccabi Bnei Raina,2024-05-25T15:30Z
Championship,10,Sat May 25 2024,18:30,IDT/+0300,Maccabi Haifa,0-2,0-1,Hapoel Haifa,2024-05-25T15:30Z
