Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Jul 21 2023,20:00,CEST/+0200,Dinamo Zagreb,1-2,1-0,Hajduk Split,2023-07-21T18:00Z
1,Sat Jul 22 2023,21:00,CEST/+0200,NK Osijek,6-1,3-1,Slaven Belupo,2023-07-22T19:00Z
1,Sat Jul 22 2023,18:55,CEST/+0200,HNK Rijeka,4-0,1-0,NK Rudeš,2023-07-22T16:55Z
1,Sun Jul 23 2023,21:00,CEST/+0200,Lokomotiva Zagreb,1-1,0-1,NK Istra 1961,2023-07-23T19:00Z
1,Sun Jul 23 2023,18:55,CEST/+0200,HNK Gorica,1-1,1-0,NK Varaždin,2023-07-23T16:55Z
2,Fri Jul 28 2023,20:00,CEST/+0200,NK Varaždin,2-2,2-0,Slaven Belupo,2023-07-28T18:00Z
2,Sat Jul 29 2023,21:00,CEST/+0200,NK Istra 1961,0-3,0-1,Dinamo Zagreb,2023-07-29T19:00Z
2,Sat Jul 29 2023,18:55,CEST/+0200,HNK Gorica,1-0,0-0,Lokomotiva Zagreb,2023-07-29T16:55Z
2,Sun Jul 30 2023,18:55,CEST/+0200,NK Rudeš,3-4,3-1,NK Osijek,2023-07-30T16:55Z
2,Sun Jul 30 2023,21:00,CEST/+0200,Hajduk Split,1-0,0-0,HNK Rijeka,2023-07-30T19:00Z
3,Fri Aug 4 2023,20:00,CEST/+0200,Lokomotiva Zagreb,3-3,0-2,NK Varaždin,2023-08-04T18:00Z
3,Sat Aug 5 2023,21:00,CEST/+0200,Dinamo Zagreb,0-0,0-0,HNK Gorica,2023-08-05T19:00Z
3,Sat Aug 5 2023,18:45,CEST/+0200,Slaven Belupo,3-2,1-1,NK Rudeš,2023-08-05T16:45Z
3,Sun Aug 6 2023,21:00,CEST/+0200,HNK Rijeka,6-0,3-0,NK Istra 1961,2023-08-06T19:00Z
4,Sat Aug 12 2023,20:00,CEST/+0200,NK Varaždin,2-0,0-0,NK Rudeš,2023-08-12T18:00Z
4,Sun Aug 13 2023,18:55,CEST/+0200,NK Istra 1961,4-4,1-1,NK Osijek,2023-08-13T16:55Z
4,Sun Aug 13 2023,21:05,CEST/+0200,Hajduk Split,3-0,0-0,Slaven Belupo,2023-08-13T19:05Z
5,Sat Aug 19 2023,18:30,CEST/+0200,Slaven Belupo,2-2,2-1,NK Istra 1961,2023-08-19T16:30Z
5,Sun Aug 20 2023,18:50,CEST/+0200,NK Rudeš,0-2,0-2,Hajduk Split,2023-08-20T16:50Z
5,Sun Aug 20 2023,21:00,CEST/+0200,NK Osijek,1-0,1-0,HNK Gorica,2023-08-20T19:00Z
5,Sun Aug 20 2023,21:05,CEST/+0200,HNK Rijeka,2-1,1-1,Lokomotiva Zagreb,2023-08-20T19:05Z
6,Fri Aug 25 2023,20:00,CEST/+0200,HNK Gorica,2-2,1-0,Slaven Belupo,2023-08-25T18:00Z
6,Sat Aug 26 2023,19:00,CEST/+0200,NK Varaždin,1-2,1-1,Hajduk Split,2023-08-26T17:00Z
6,Sat Aug 26 2023,21:05,CEST/+0200,Lokomotiva Zagreb,2-2,0-1,NK Osijek,2023-08-26T19:05Z
6,Sun Aug 27 2023,21:05,CEST/+0200,Dinamo Zagreb,2-1,1-0,HNK Rijeka,2023-08-27T19:05Z
6,Sun Aug 27 2023,18:30,CEST/+0200,NK Istra 1961,0-0,0-0,NK Rudeš,2023-08-27T16:30Z
7,Fri Sep 1 2023,20:00,CEST/+0200,Slaven Belupo,0-1,0-0,Lokomotiva Zagreb,2023-09-01T18:00Z
7,Sat Sep 2 2023,21:05,CEST/+0200,Hajduk Split,0-1,0-0,NK Istra 1961,2023-09-02T19:05Z
7,Sat Sep 2 2023,19:00,CEST/+0200,NK Rudeš,0-2,0-2,HNK Gorica,2023-09-02T17:00Z
7,Sun Sep 3 2023,18:30,CEST/+0200,HNK Rijeka,2-2,1-0,NK Varaždin,2023-09-03T16:30Z
7,Sun Sep 3 2023,21:05,CEST/+0200,NK Osijek,2-3,1-0,Dinamo Zagreb,2023-09-03T19:05Z
8,Fri Sep 15 2023,18:00,CEST/+0200,Lokomotiva Zagreb,1-0,1-0,NK Rudeš,2023-09-15T16:00Z
8,Sat Sep 16 2023,19:30,CEST/+0200,HNK Rijeka,2-1,0-0,NK Osijek,2023-09-16T17:30Z
8,Sat Sep 16 2023,17:00,CEST/+0200,Dinamo Zagreb,3-0,1-0,Slaven Belupo,2023-09-16T15:00Z
8,Sun Sep 17 2023,17:00,CEST/+0200,HNK Gorica,2-1,0-0,Hajduk Split,2023-09-17T15:00Z
8,Sun Sep 17 2023,19:15,CEST/+0200,NK Varaždin,1-0,0-0,NK Istra 1961,2023-09-17T17:15Z
9,Fri Sep 22 2023,18:00,CEST/+0200,NK Osijek,1-1,0-1,NK Varaždin,2023-09-22T16:00Z
9,Sat Sep 23 2023,19:15,CEST/+0200,Hajduk Split,1-0,0-0,Lokomotiva Zagreb,2023-09-23T17:15Z
9,Sat Sep 23 2023,17:00,CEST/+0200,NK Istra 1961,0-1,0-1,HNK Gorica,2023-09-23T15:00Z
9,Sun Sep 24 2023,17:00,CEST/+0200,Slaven Belupo,0-1,0-1,HNK Rijeka,2023-09-24T15:00Z
9,Sun Sep 24 2023,19:15,CEST/+0200,NK Rudeš,1-5,0-2,Dinamo Zagreb,2023-09-24T17:15Z
10,Sat Sep 30 2023,19:15,CEST/+0200,Slaven Belupo,1-0,0-0,NK Osijek,2023-09-30T17:15Z
10,Sat Sep 30 2023,17:00,CEST/+0200,NK Varaždin,1-0,1-0,HNK Gorica,2023-09-30T15:00Z
10,Sun Oct 1 2023,15:15,CEST/+0200,NK Rudeš,1-2,0-1,HNK Rijeka,2023-10-01T13:15Z
10,Sun Oct 1 2023,18:00,CEST/+0200,Hajduk Split,1-0,0-0,Dinamo Zagreb,2023-10-01T16:00Z
10,Mon Oct 2 2023,18:00,CEST/+0200,NK Istra 1961,0-4,0-2,Lokomotiva Zagreb,2023-10-02T16:00Z
11,Fri Oct 6 2023,18:00,CEST/+0200,Slaven Belupo,3-2,2-2,NK Varaždin,2023-10-06T16:00Z
11,Sat Oct 7 2023,16:00,CEST/+0200,NK Osijek,3-0,1-0,NK Rudeš,2023-10-07T14:00Z
11,Sat Oct 7 2023,18:30,CEST/+0200,HNK Rijeka,1-0,0-0,Hajduk Split,2023-10-07T16:30Z
11,Sun Oct 8 2023,17:15,CEST/+0200,Dinamo Zagreb,3-0,1-0,NK Istra 1961,2023-10-08T15:15Z
11,Sun Oct 8 2023,15:00,CEST/+0200,Lokomotiva Zagreb,1-1,0-0,HNK Gorica,2023-10-08T13:00Z
12,Fri Oct 20 2023,18:00,CEST/+0200,NK Rudeš,0-0,0-0,Slaven Belupo,2023-10-20T16:00Z
12,Sat Oct 21 2023,16:00,CEST/+0200,NK Varaždin,0-0,0-0,Lokomotiva Zagreb,2023-10-21T14:00Z
12,Sat Oct 21 2023,18:10,CEST/+0200,HNK Gorica,2-1,0-0,Dinamo Zagreb,2023-10-21T16:10Z
12,Sun Oct 22 2023,18:00,CEST/+0200,Hajduk Split,0-2,0-0,NK Osijek,2023-10-22T16:00Z
12,Sun Oct 22 2023,15:00,CEST/+0200,NK Istra 1961,1-1,0-1,HNK Rijeka,2023-10-22T13:00Z
13,Fri Oct 27 2023,18:00,CEST/+0200,Slaven Belupo,0-1,0-1,Hajduk Split,2023-10-27T16:00Z
13,Sat Oct 28 2023,18:10,CEST/+0200,NK Osijek,3-1,0-0,NK Istra 1961,2023-10-28T16:10Z
13,Sat Oct 28 2023,16:00,CEST/+0200,NK Rudeš,0-0,0-0,NK Varaždin,2023-10-28T14:00Z
13,Sun Oct 29 2023,17:10,CET/+0100,Dinamo Zagreb,2-1,0-1,Lokomotiva Zagreb,2023-10-29T16:10Z
13,Sun Oct 29 2023,15:00,CET/+0100,HNK Rijeka,1-0,1-0,HNK Gorica,2023-10-29T14:00Z
14,Fri Nov 3 2023,18:00,CET/+0100,Lokomotiva Zagreb,1-1,1-1,HNK Rijeka,2023-11-03T17:00Z
14,Sat Nov 4 2023,18:10,CET/+0100,Hajduk Split,1-0,0-0,NK Rudeš,2023-11-04T17:10Z
14,Sat Nov 4 2023,16:00,CET/+0100,HNK Gorica,3-0,1-0,NK Osijek,2023-11-04T15:00Z
14,Sun Nov 5 2023,15:00,CET/+0100,NK Varaždin,1-1,0-0,Dinamo Zagreb,2023-11-05T14:00Z
14,Sun Nov 5 2023,17:10,CET/+0100,NK Istra 1961,2-0,1-0,Slaven Belupo,2023-11-05T16:10Z
3,Wed Nov 8 2023,17:00,CET/+0100,NK Osijek,0-1,0-1,Hajduk Split,2023-11-08T16:00Z
15,Fri Nov 10 2023,18:00,CET/+0100,Slaven Belupo,0-0,0-0,HNK Gorica,2023-11-10T17:00Z
15,Sat Nov 11 2023,16:00,CET/+0100,NK Rudeš,0-4,0-3,NK Istra 1961,2023-11-11T15:00Z
15,Sat Nov 11 2023,18:10,CET/+0100,NK Osijek,1-1,0-1,Lokomotiva Zagreb,2023-11-11T17:10Z
15,Sun Nov 12 2023,19:00,CET/+0100,HNK Rijeka,2-2,0-1,Dinamo Zagreb,2023-11-12T18:00Z
15,Sun Nov 12 2023,16:30,CET/+0100,Hajduk Split,3-1,2-0,NK Varaždin,2023-11-12T15:30Z
16,Fri Nov 24 2023,18:00,CET/+0100,Lokomotiva Zagreb,1-3,1-2,Slaven Belupo,2023-11-24T17:00Z
16,Sat Nov 25 2023,15:00,CET/+0100,NK Varaždin,0-2,0-1,HNK Rijeka,2023-11-25T14:00Z
16,Sat Nov 25 2023,17:30,CET/+0100,Dinamo Zagreb,2-1,1-0,NK Osijek,2023-11-25T16:30Z
16,Sun Nov 26 2023,15:00,CET/+0100,NK Istra 1961,0-2,0-1,Hajduk Split,2023-11-26T14:00Z
16,Sun Nov 26 2023,17:10,CET/+0100,HNK Gorica,3-0,3-0,NK Rudeš,2023-11-26T16:10Z
17,Fri Dec 1 2023,17:00,CET/+0100,NK Istra 1961,2-0,1-0,NK Varaždin,2023-12-01T16:00Z
17,Sat Dec 2 2023,15:00,CET/+0100,NK Osijek,0-0,0-0,HNK Rijeka,2023-12-02T14:00Z
17,Sat Dec 2 2023,17:30,CET/+0100,Hajduk Split,3-0,1-0,HNK Gorica,2023-12-02T16:30Z
17,Sun Dec 3 2023,15:00,CET/+0100,NK Rudeš,0-0,0-0,Lokomotiva Zagreb,2023-12-03T14:00Z
17,Mon Dec 4 2023,17:00,CET/+0100,Slaven Belupo,0-2,0-1,Dinamo Zagreb,2023-12-04T16:00Z
18,Fri Dec 8 2023,17:30,CET/+0100,Lokomotiva Zagreb,1-1,1-0,Hajduk Split,2023-12-08T16:30Z
18,Sat Dec 9 2023,17:00,CET/+0100,Dinamo Zagreb,1-0,0-0,NK Rudeš,2023-12-09T16:00Z
18,Sat Dec 9 2023,14:50,CET/+0100,HNK Gorica,0-0,0-0,NK Istra 1961,2023-12-09T13:50Z
18,Sun Dec 10 2023,17:10,CET/+0100,HNK Rijeka,2-4,0-1,Slaven Belupo,2023-12-10T16:10Z
18,Sun Dec 10 2023,15:00,CET/+0100,NK Varaždin,2-2,1-1,NK Osijek,2023-12-10T14:00Z
19,Fri Dec 15 2023,17:00,CET/+0100,HNK Gorica,1-3,0-0,NK Varaždin,2023-12-15T16:00Z
19,Sat Dec 16 2023,17:00,CET/+0100,HNK Rijeka,3-0,1-0,NK Rudeš,2023-12-16T16:00Z
19,Sat Dec 16 2023,14:50,CET/+0100,Lokomotiva Zagreb,3-0,1-0,NK Istra 1961,2023-12-16T13:50Z
19,Sun Dec 17 2023,17:15,CET/+0100,Dinamo Zagreb,0-0,0-0,Hajduk Split,2023-12-17T16:15Z
19,Sun Dec 17 2023,14:30,CET/+0100,NK Osijek,4-1,2-0,Slaven Belupo,2023-12-17T13:30Z
4,Tue Jan 23 2024,17:00,CET/+0100,Dinamo Zagreb,0-3,0-2,Lokomotiva Zagreb,2024-01-23T16:00Z
4,Wed Jan 24 2024,17:00,CET/+0100,HNK Gorica,2-3,2-1,HNK Rijeka,2024-01-24T16:00Z
20,Fri Jan 26 2024,17:00,CET/+0100,NK Varaždin,1-2,1-1,Slaven Belupo,2024-01-26T16:00Z
20,Sat Jan 27 2024,14:50,CET/+0100,NK Osijek,2-0,2-0,NK Rudeš,2024-01-27T13:50Z
20,Sat Jan 27 2024,17:00,CET/+0100,NK Istra 1961,0-1,0-1,Dinamo Zagreb,2024-01-27T16:00Z
20,Sun Jan 28 2024,17:45,CET/+0100,Hajduk Split,1-2,1-0,HNK Rijeka,2024-01-28T16:45Z
20,Sun Jan 28 2024,15:00,CET/+0100,HNK Gorica,1-2,1-1,Lokomotiva Zagreb,2024-01-28T14:00Z
21,Fri Feb 2 2024,17:00,CET/+0100,Lokomotiva Zagreb,0-0,0-0,NK Varaždin,2024-02-02T16:00Z
21,Sat Feb 3 2024,14:50,CET/+0100,Slaven Belupo,4-0,1-0,NK Rudeš,2024-02-03T13:50Z
21,Sat Feb 3 2024,17:30,CET/+0100,NK Osijek,1-1,0-0,Hajduk Split,2024-02-03T16:30Z
