Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Aug 11 2023,22:00,CEST/+0200,Sevilla FC,1-2,0-0,Valencia CF,2023-08-11T20:00Z
1,Fri Aug 11 2023,19:30,CEST/+0200,UD Almería,0-2,0-2,Rayo Vallecano,2023-08-11T17:30Z
1,Sat Aug 12 2023,19:30,CEST/+0200,UD Las Palmas,1-1,1-0,RCD Mallorca,2023-08-12T17:30Z
1,Sat Aug 12 2023,21:30,CEST/+0200,Athletic Bilbao,0-2,0-2,Real Madrid,2023-08-12T19:30Z
1,Sat Aug 12 2023,17:00,CEST/+0200,Real Sociedad,1-1,1-0,Girona FC,2023-08-12T15:00Z
1,Sun Aug 13 2023,17:00,CEST/+0200,RC Celta,0-2,0-1,CA Osasuna,2023-08-13T15:00Z
1,Sun Aug 13 2023,19:30,CEST/+0200,Villarreal CF,1-2,0-1,Real Betis,2023-08-13T17:30Z
1,Sun Aug 13 2023,21:30,CEST/+0200,Getafe CF,0-0,0-0,FC Barcelona,2023-08-13T19:30Z
1,Mon Aug 14 2023,21:30,CEST/+0200,Atlético Madrid,3-1,1-0,Granada CF,2023-08-14T19:30Z
1,Mon Aug 14 2023,19:30,CEST/+0200,Cádiz CF,1-0,1-0,CD Alavés,2023-08-14T17:30Z
2,Fri Aug 18 2023,19:30,CEST/+0200,RCD Mallorca,0-1,0-0,Villarreal CF,2023-08-18T17:30Z
2,Fri Aug 18 2023,21:30,CEST/+0200,Valencia CF,1-0,0-0,UD Las Palmas,2023-08-18T19:30Z
2,Sat Aug 19 2023,19:30,CEST/+0200,UD Almería,1-3,1-1,Real Madrid,2023-08-19T17:30Z
2,Sat Aug 19 2023,21:30,CEST/+0200,CA Osasuna,0-2,0-2,Athletic Bilbao,2023-08-19T19:30Z
2,Sat Aug 19 2023,17:00,CEST/+0200,Real Sociedad,1-1,1-0,RC Celta,2023-08-19T15:00Z
2,Sun Aug 20 2023,19:00,CEST/+0200,Girona FC,3-0,1-0,Getafe CF,2023-08-20T17:00Z
2,Sun Aug 20 2023,19:30,CEST/+0200,FC Barcelona,2-0,0-0,Cádiz CF,2023-08-20T17:30Z
2,Sun Aug 20 2023,21:30,CEST/+0200,Real Betis,0-0,0-0,Atlético Madrid,2023-08-20T19:30Z
2,Mon Aug 21 2023,21:30,CEST/+0200,Granada CF,0-2,0-0,Rayo Vallecano,2023-08-21T19:30Z
2,Mon Aug 21 2023,19:00,CEST/+0200,CD Alavés,4-3,2-2,Sevilla FC,2023-08-21T17:00Z
3,Fri Aug 25 2023,21:30,CEST/+0200,RC Celta,0-1,0-0,Real Madrid,2023-08-25T19:30Z
3,Fri Aug 25 2023,19:30,CEST/+0200,UD Las Palmas,0-0,0-0,Real Sociedad,2023-08-25T17:30Z
3,Sat Aug 26 2023,19:00,CEST/+0200,Cádiz CF,1-1,0-0,UD Almería,2023-08-26T17:00Z
3,Sat Aug 26 2023,19:30,CEST/+0200,Granada CF,3-2,1-1,RCD Mallorca,2023-08-26T17:30Z
3,Sat Aug 26 2023,21:30,CEST/+0200,Sevilla FC,1-2,1-1,Girona FC,2023-08-26T19:30Z
3,Sun Aug 27 2023,19:30,CEST/+0200,Valencia CF,1-2,0-1,CA Osasuna,2023-08-27T17:30Z
3,Sun Aug 27 2023,21:30,CEST/+0200,Athletic Bilbao,4-2,3-2,Real Betis,2023-08-27T19:30Z
3,Sun Aug 27 2023,17:30,CEST/+0200,Villarreal CF,3-4,2-2,FC Barcelona,2023-08-27T15:30Z
3,Mon Aug 28 2023,21:30,CEST/+0200,Rayo Vallecano,0-7,0-3,Atlético Madrid,2023-08-28T19:30Z
3,Mon Aug 28 2023,19:30,CEST/+0200,Getafe CF,1-0,0-0,CD Alavés,2023-08-28T17:30Z
4,Fri Sep 1 2023,22:00,CEST/+0200,UD Almería,2-3,0-2,RC Celta,2023-09-01T20:00Z
4,Fri Sep 1 2023,19:30,CEST/+0200,Cádiz CF,3-1,2-1,Villarreal CF,2023-09-01T17:30Z
4,Sat Sep 2 2023,14:00,CEST/+0200,Real Sociedad,5-3,2-1,Granada CF,2023-09-02T12:00Z
4,Sat Sep 2 2023,16:15,CEST/+0200,Real Madrid,2-1,0-1,Getafe CF,2023-09-02T14:15Z
4,Sat Sep 2 2023,18:30,CEST/+0200,CD Alavés,1-0,1-0,Valencia CF,2023-09-02T16:30Z
4,Sat Sep 2 2023,21:00,CEST/+0200,Real Betis,1-0,0-0,Rayo Vallecano,2023-09-02T19:00Z
4,Sun Sep 3 2023,16:15,CEST/+0200,RCD Mallorca,0-0,0-0,Athletic Bilbao,2023-09-03T14:15Z
4,Sun Sep 3 2023,21:00,CEST/+0200,CA Osasuna,1-2,0-1,FC Barcelona,2023-09-03T19:00Z
4,Sun Sep 3 2023,14:00,CEST/+0200,Girona FC,1-0,0-0,UD Las Palmas,2023-09-03T12:00Z
5,Fri Sep 15 2023,21:00,CEST/+0200,Rayo Vallecano,2-0,1-0,CD Alavés,2023-09-15T19:00Z
5,Sat Sep 16 2023,14:00,CEST/+0200,Athletic Bilbao,3-0,0-0,Cádiz CF,2023-09-16T12:00Z
5,Sat Sep 16 2023,16:15,CEST/+0200,Valencia CF,3-0,2-0,Atlético Madrid,2023-09-16T14:15Z
5,Sat Sep 16 2023,18:30,CEST/+0200,RC Celta,0-1,0-0,RCD Mallorca,2023-09-16T16:30Z
5,Sat Sep 16 2023,21:00,CEST/+0200,FC Barcelona,5-0,2-0,Real Betis,2023-09-16T19:00Z
5,Sun Sep 17 2023,21:00,CEST/+0200,Real Madrid,2-1,0-1,Real Sociedad,2023-09-17T19:00Z
5,Sun Sep 17 2023,14:00,CEST/+0200,Getafe CF,3-2,1-1,CA Osasuna,2023-09-17T12:00Z
5,Sun Sep 17 2023,16:15,CEST/+0200,Villarreal CF,2-1,1-1,UD Almería,2023-09-17T14:15Z
5,Sun Sep 17 2023,18:30,CEST/+0200,Sevilla FC,1-0,0-0,UD Las Palmas,2023-09-17T16:30Z
5,Mon Sep 18 2023,21:00,CEST/+0200,Granada CF,2-4,0-3,Girona FC,2023-09-18T19:00Z
6,Fri Sep 22 2023,21:00,CEST/+0200,CD Alavés,0-2,0-1,Athletic Bilbao,2023-09-22T19:00Z
6,Sat Sep 23 2023,14:00,CEST/+0200,Girona FC,5-3,4-1,RCD Mallorca,2023-09-23T12:00Z
