Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Jul 28 2023,19:00,CEST/+0200,SC Neusiedl/See 1919,1-1,0-0,TWL Elektra,2023-07-28T17:00Z
1,Fri Jul 28 2023,19:30,CEST/+0200,ASV Draßburg,2-0,0-0,FC Marchfeld Donauauen,2023-07-28T17:30Z
1,Fri Jul 28 2023,19:30,CEST/+0200,SCU Ardagger,3-2,1-1,FCM Traiskirchen,2023-07-28T17:30Z
1,Fri Jul 28 2023,19:30,CEST/+0200,Favoritner AC,1-1,0-0,FC Mauerwerk,2023-07-28T17:30Z
1,Fri Jul 28 2023,19:30,CEST/+0200,Kremser SC,4-3,1-1,Rapid Wien II,2023-07-28T17:30Z
1,Fri Jul 28 2023,19:30,CEST/+0200,SV Oberwart,0-2,0-1,Wiener Sport-Club,2023-07-28T17:30Z
1,Fri Jul 28 2023,20:00,CEST/+0200,Austria Wien II,3-1,3-1,SC Wiener Viktoria,2023-07-28T18:00Z
1,Fri Jul 28 2023,18:00,CEST/+0200,SR Donaufeld,1-4,0-3,SV Leobendorf,2023-07-28T16:00Z
2,Fri Aug 4 2023,19:00,CEST/+0200,SC Neusiedl/See 1919,3-1,3-0,Favoritner AC,2023-08-04T17:00Z
2,Fri Aug 4 2023,19:00,CEST/+0200,Rapid Wien II,0-2,0-0,SR Donaufeld,2023-08-04T17:00Z
2,Fri Aug 4 2023,19:30,CEST/+0200,FC Marchfeld Donauauen,0-0,0-0,Austria Wien II,2023-08-04T17:30Z
2,Fri Aug 4 2023,19:30,CEST/+0200,TWL Elektra,2-2,0-1,FCM Traiskirchen,2023-08-04T17:30Z
2,Fri Aug 4 2023,19:30,CEST/+0200,Wiener Sport-Club,2-2,1-0,Kremser SC,2023-08-04T17:30Z
2,Sat Aug 5 2023,16:00,CEST/+0200,SC Wiener Viktoria,3-2,1-1,SCU Ardagger,2023-08-05T14:00Z
2,Sat Aug 5 2023,16:00,CEST/+0200,FC Mauerwerk,0-3,0-0,SV Oberwart,2023-08-05T14:00Z
2,Tue Aug 8 2023,19:00,CEST/+0200,SV Leobendorf,3-1,2-1,ASV Draßburg,2023-08-08T17:00Z
3,Fri Aug 11 2023,18:00,CEST/+0200,SR Donaufeld,3-3,2-2,Wiener Sport-Club,2023-08-11T16:00Z
3,Fri Aug 11 2023,19:30,CEST/+0200,SCU Ardagger,0-0,0-0,FC Marchfeld Donauauen,2023-08-11T17:30Z
3,Fri Aug 11 2023,19:30,CEST/+0200,ASV Draßburg,2-5,2-2,Rapid Wien II,2023-08-11T17:30Z
3,Fri Aug 11 2023,19:30,CEST/+0200,Austria Wien II,1-2,0-2,SV Leobendorf,2023-08-11T17:30Z
3,Fri Aug 11 2023,19:30,CEST/+0200,Favoritner AC,2-0,1-0,TWL Elektra,2023-08-11T17:30Z
3,Fri Aug 11 2023,19:30,CEST/+0200,FCM Traiskirchen,4-0,2-0,SC Wiener Viktoria,2023-08-11T17:30Z
3,Fri Aug 11 2023,19:30,CEST/+0200,Kremser SC,3-0,1-0,FC Mauerwerk,2023-08-11T17:30Z
3,Fri Aug 11 2023,19:30,CEST/+0200,SV Oberwart,1-2,1-0,SC Neusiedl/See 1919,2023-08-11T17:30Z
4,Fri Aug 18 2023,19:00,CEST/+0200,SC Neusiedl/See 1919,0-1,0-1,Kremser SC,2023-08-18T17:00Z
4,Fri Aug 18 2023,19:30,CEST/+0200,Rapid Wien II,3-2,1-1,Austria Wien II,2023-08-18T17:30Z
4,Fri Aug 18 2023,19:30,CEST/+0200,Favoritner AC,0-0,0-0,SV Oberwart,2023-08-18T17:30Z
4,Fri Aug 18 2023,19:30,CEST/+0200,FC Marchfeld Donauauen,0-1,0-1,FCM Traiskirchen,2023-08-18T17:30Z
4,Fri Aug 18 2023,19:30,CEST/+0200,TWL Elektra,1-1,1-1,SC Wiener Viktoria,2023-08-18T17:30Z
4,Fri Aug 18 2023,19:30,CEST/+0200,Wiener Sport-Club,2-1,0-0,ASV Draßburg,2023-08-18T17:30Z
4,Sat Aug 19 2023,16:30,CEST/+0200,SV Leobendorf,2-0,1-0,SCU Ardagger,2023-08-19T14:30Z
4,Sat Aug 19 2023,16:00,CEST/+0200,FC Mauerwerk,0-2,0-1,SR Donaufeld,2023-08-19T14:00Z
5,Fri Aug 25 2023,19:30,CEST/+0200,ASV Draßburg,1-1,0-1,FC Mauerwerk,2023-08-25T17:30Z
5,Fri Aug 25 2023,19:30,CEST/+0200,FCM Traiskirchen,3-2,2-1,SV Leobendorf,2023-08-25T17:30Z
5,Fri Aug 25 2023,19:30,CEST/+0200,Kremser SC,0-2,0-0,Favoritner AC,2023-08-25T17:30Z
5,Fri Aug 25 2023,19:30,CEST/+0200,SV Oberwart,0-3,0-3,TWL Elektra,2023-08-25T17:30Z
5,Fri Aug 25 2023,20:00,CEST/+0200,SCU Ardagger,2-2,1-0,Rapid Wien II,2023-08-25T18:00Z
5,Fri Aug 25 2023,20:00,CEST/+0200,Austria Wien II,1-1,0-0,Wiener Sport-Club,2023-08-25T18:00Z
5,Sat Aug 26 2023,17:00,CEST/+0200,SR Donaufeld,5-2,2-2,SC Neusiedl/See 1919,2023-08-26T15:00Z
5,Sat Aug 26 2023,16:00,CEST/+0200,SC Wiener Viktoria,4-1,1-1,FC Marchfeld Donauauen,2023-08-26T14:00Z
6,Fri Sep 1 2023,17:30,CEST/+0200,SV Leobendorf,2-4,1-1,SC Wiener Viktoria,2023-09-01T15:30Z
6,Fri Sep 1 2023,18:00,CEST/+0200,TWL Elektra,0-2,0-0,FC Marchfeld Donauauen,2023-09-01T16:00Z
6,Fri Sep 1 2023,19:00,CEST/+0200,SC Neusiedl/See 1919,2-0,0-0,ASV Draßburg,2023-09-01T17:00Z
6,Fri Sep 1 2023,19:00,CEST/+0200,Rapid Wien II,3-2,2-0,FCM Traiskirchen,2023-09-01T17:00Z
6,Fri Sep 1 2023,19:30,CEST/+0200,Favoritner AC,2-3,0-1,SR Donaufeld,2023-09-01T17:30Z
6,Fri Sep 1 2023,19:30,CEST/+0200,SV Oberwart,1-2,1-0,Kremser SC,2023-09-01T17:30Z
6,Fri Sep 1 2023,19:30,CEST/+0200,Wiener Sport-Club,1-0,1-0,SCU Ardagger,2023-09-01T17:30Z
6,Sat Sep 2 2023,19:00,CEST/+0200,FC Mauerwerk,1-6,0-2,Austria Wien II,2023-09-02T17:00Z
7,Fri Sep 8 2023,19:30,CEST/+0200,ASV Draßburg,2-1,0-0,Favoritner AC,2023-09-08T17:30Z
7,Fri Sep 8 2023,19:30,CEST/+0200,FC Marchfeld Donauauen,1-1,0-0,SV Leobendorf,2023-09-08T17:30Z
7,Fri Sep 8 2023,19:30,CEST/+0200,FCM Traiskirchen,1-0,1-0,Wiener Sport-Club,2023-09-08T17:30Z
7,Fri Sep 8 2023,19:30,CEST/+0200,Kremser SC,3-1,3-1,TWL Elektra,2023-09-08T17:30Z
7,Fri Sep 8 2023,19:30,CEST/+0200,SCU Ardagger,0-0,0-0,FC Mauerwerk,2023-09-08T17:30Z
7,Sat Sep 9 2023,16:00,CEST/+0200,SR Donaufeld,2-3,2-2,SV Oberwart,2023-09-09T14:00Z
7,Sat Sep 9 2023,16:00,CEST/+0200,SC Wiener Viktoria,2-0,2-0,Rapid Wien II,2023-09-09T14:00Z
8,Fri Sep 15 2023,20:00,CEST/+0200,SC Neusiedl/See 1919,0-0,0-0,SCU Ardagger,2023-09-15T18:00Z
8,Fri Sep 15 2023,17:30,CEST/+0200,TWL Elektra,1-0,0-0,SV Leobendorf,2023-09-15T15:30Z
8,Fri Sep 15 2023,19:00,CEST/+0200,Rapid Wien II,3-0,1-0,FC Marchfeld Donauauen,2023-09-15T17:00Z
8,Fri Sep 15 2023,19:30,CEST/+0200,Favoritner AC,1-4,1-2,Austria Wien II,2023-09-15T17:30Z
8,Fri Sep 15 2023,19:30,CEST/+0200,Kremser SC,1-1,0-1,SR Donaufeld,2023-09-15T17:30Z
8,Fri Sep 15 2023,19:30,CEST/+0200,SV Oberwart,2-0,0-0,ASV Draßburg,2023-09-15T17:30Z
8,Fri Sep 15 2023,19:30,CEST/+0200,Wiener Sport-Club,1-1,0-0,SC Wiener Viktoria,2023-09-15T17:30Z
8,Sat Sep 16 2023,16:00,CEST/+0200,FC Mauerwerk,0-8,0-4,FCM Traiskirchen,2023-09-16T14:00Z
7,Tue Sep 19 2023,19:00,CEST/+0200,Austria Wien II,3-2,2-1,SC Neusiedl/See 1919,2023-09-19T17:00Z
9,Fri Sep 22 2023,19:00,CEST/+0200,ASV Draßburg,1-3,0-2,Kremser SC,2023-09-22T17:00Z
9,Fri Sep 22 2023,19:30,CEST/+0200,FC Marchfeld Donauauen,3-1,1-1,Wiener Sport-Club,2023-09-22T17:30Z
9,Fri Sep 22 2023,19:30,CEST/+0200,FCM Traiskirchen,1-2,1-0,SC Neusiedl/See 1919,2023-09-22T17:30Z
9,Fri Sep 22 2023,20:00,CEST/+0200,SCU Ardagger,0-0,0-0,Favoritner AC,2023-09-22T18:00Z
9,Fri Sep 22 2023,20:00,CEST/+0200,Austria Wien II,1-0,0-0,SV Oberwart,2023-09-22T18:00Z
9,Sat Sep 23 2023,16:00,CEST/+0200,SR Donaufeld,4-2,2-2,TWL Elektra,2023-09-23T14:00Z
9,Sat Sep 23 2023,16:30,CEST/+0200,SV Leobendorf,1-4,1-2,Rapid Wien II,2023-09-23T14:30Z
9,Sat Sep 23 2023,16:00,CEST/+0200,SC Wiener Viktoria,2-0,0-0,FC Mauerwerk,2023-09-23T14:00Z
10,Fri Sep 29 2023,17:15,CEST/+0200,TWL Elektra,0-1,0-0,Rapid Wien II,2023-09-29T15:15Z
