Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Round 1,Sat Jul 22 2023,18:00,CEST/+0200,FC Pinzgau Saalfelden,3-2,3-2,SK Bischofshofen,,,2023-07-22T16:00Z
Round 1,Sat Jul 22 2023,18:30,CEST/+0200,Union Gurten,1-0,1-0,VfB Hohenems,,,2023-07-22T16:30Z
Round 1,Sat Jul 22 2023,18:30,CEST/+0200,SV Oberwart,1-3,1-3,SV Stripfing/Weiden,,,2023-07-22T16:30Z
Round 1,Sat Jul 22 2023,18:30,CEST/+0200,SV Wallern,1-5,0-1,FC Blau Weiß Linz,,,2023-07-22T16:30Z
Round 1,Sat Jul 22 2023,19:00,CEST/+0200,FC Kufstein,0-4,0-4,Wolfsberger AC,,,2023-07-22T17:00Z
Round 1,Sat Jul 22 2023,20:30,CEST/+0200,TuS Bad Gleichenberg,2-4,2-4,Grazer AK,,,2023-07-22T18:30Z
Round 1,Sat Jul 22 2023,20:30,CEST/+0200,Kremser SC,2-3,2-3,SKU Amstetten,,,2023-07-22T18:30Z
Round 1,Sat Jul 22 2023,20:30,CEST/+0200,Vorwärts Steyr,0-3,0-1,SK Austria Klagenfurt,,,2023-07-22T18:30Z
Round 1,Sat Jul 22 2023,20:30,CEST/+0200,WSC Hertha,1-3,1-0,SV Ried,,,2023-07-22T18:30Z
Round 1,Sun Jul 23 2023,10:30,CEST/+0200,ASK Klagenfurt,2-4,2-4,FC Admira Wacker,2-4,,2023-07-23T08:30Z
Round 1,Sun Jul 23 2023,11:00,CEST/+0200,SCU Ardagger,0-6,0-3,RB Salzburg,,,2023-07-23T09:00Z
Round 1,Sun Jul 23 2023,15:30,CEST/+0200,ATUS Ferlach,0-1,0-1,DSV Leoben,,,2023-07-23T13:30Z
Round 1,Sun Jul 23 2023,17:00,CEST/+0200,SV Haitzendorf,1-3,0-1,Floridsdorfer AC,,,2023-07-23T15:00Z
Round 1,Sun Jul 23 2023,17:45,CEST/+0200,SR Donaufeld,0-7,0-2,Rapid Wien,,,2023-07-23T15:45Z
Round 2,Tue Sep 26 2023,19:00,CEST/+0200,DSV Leoben,3-1,2-0,WSG Tirol,,,2023-09-26T17:00Z
Round 2,Tue Sep 26 2023,19:00,CEST/+0200,Grazer AK,2-1,2-0,SV Stripfing/Weiden,,,2023-09-26T17:00Z
Round 2,Tue Sep 26 2023,19:00,CEST/+0200,First Vienna FC,2-3,0-2,Austria Lustenau,,,2023-09-26T17:00Z
Round 2,Tue Sep 26 2023,19:00,CEST/+0200,Kapfenberger SV 1919,1-0,1-0,SV Lafnitz,,,2023-09-26T17:00Z
Round 2,Tue Sep 26 2023,19:00,CEST/+0200,FC Dornbirn,2-2,0-0,SKN St. Pölten,2-3,,2023-09-26T17:00Z
Round 2,Tue Sep 26 2023,20:45,CEST/+0200,Austria Salzburg,0-4,0-1,RB Salzburg,,,2023-09-26T18:45Z
Round 2,Tue Sep 26 2023,19:00,CEST/+0200,SV Ried,1-2,0-1,Wolfsberger AC,,,2023-09-26T17:00Z
Round 2,Wed Sep 27 2023,18:30,CEST/+0200,USV St. Anna,0-4,0-1,Austria Wien,,,2023-09-27T16:30Z
Round 2,Wed Sep 27 2023,18:30,CEST/+0200,FC Marchfeld Donauauen,2-3,1-2,SK Austria Klagenfurt,,,2023-09-27T16:30Z
Round 2,Wed Sep 27 2023,18:30,CEST/+0200,SC Imst,0-3,0-1,LASK,,,2023-09-27T16:30Z
Round 2,Wed Sep 27 2023,18:30,CEST/+0200,ASV Draßburg,0-2,0-0,FC Blau Weiß Linz,,,2023-09-27T16:30Z
Round 2,Wed Sep 27 2023,19:00,CEST/+0200,SV Leobendorf,0-3,0-1,Sturm Graz,,,2023-09-27T17:00Z
Round 2,Wed Sep 27 2023,19:00,CEST/+0200,FC Pinzgau Saalfelden,0-2,0-2,SCR Altach,,,2023-09-27T17:00Z
Round 2,Wed Sep 27 2023,19:00,CEST/+0200,SKU Amstetten,0-0,0-0,Floridsdorfer AC,1-0,,2023-09-27T17:00Z
Round 2,Wed Sep 27 2023,19:30,CEST/+0200,FC Admira Wacker,0-0,0-0,TSV Hartberg,0-1,,2023-09-27T17:30Z
Round 2,Wed Sep 27 2023,20:30,CEST/+0200,Union Gurten,2-2,1-1,Rapid Wien,2-5,,2023-09-27T18:30Z
Round of 16,Tue Oct 31 2023,19:00,CET/+0100,DSV Leoben,1-1,0-1,Wolfsberger AC,1-1,5-4,2023-10-31T18:00Z
Round of 16,Wed Nov 1 2023,18:00,CET/+0100,Kapfenberger SV 1919,0-0,0-0,LASK,0-0,5-6,2023-11-01T17:00Z
Round of 16,Wed Nov 1 2023,18:00,CET/+0100,TSV Hartberg,1-1,0-0,RB Salzburg,1-1,4-5,2023-11-01T17:00Z
Round of 16,Wed Nov 1 2023,18:00,CET/+0100,Austria Wien,1-0,1-0,SK Austria Klagenfurt,,,2023-11-01T17:00Z
Round of 16,Wed Nov 1 2023,20:30,CET/+0100,SKU Amstetten,1-5,0-2,Rapid Wien,,,2023-11-01T19:30Z
Round of 16,Wed Nov 1 2023,17:00,CET/+0100,SKN St. Pölten,4-0,3-0,Austria Lustenau,,,2023-11-01T16:00Z
Round of 16,Thu Nov 2 2023,18:00,CET/+0100,SCR Altach,2-0,1-0,FC Blau Weiß Linz,,,2023-11-02T17:00Z
Round of 16,Thu Nov 2 2023,20:30,CET/+0100,Grazer AK,2-3,2-1,Sturm Graz,,,2023-11-02T19:30Z
Quarterfinals,Fri Feb 2 2024,20:30,CET/+0100,Sturm Graz,2-0,2-0,Austria Wien,,,2024-02-02T19:30Z
Quarterfinals,Fri Feb 2 2024,18:00,CET/+0100,LASK,2-3,1-2,RB Salzburg,,,2024-02-02T17:00Z
Quarterfinals,Sat Feb 3 2024,19:15,CET/+0100,DSV Leoben,2-1,1-1,SCR Altach,,,2024-02-03T18:15Z
Quarterfinals,Sun Feb 4 2024,18:10,CET/+0100,Rapid Wien,3-1,1-1,SKN St. Pölten,,,2024-02-04T17:10Z
Semifinals,Wed Apr 3 2024,20:45,CEST/+0200,DSV Leoben,0-3,0-2,Rapid Wien,,,2024-04-03T18:45Z
Semifinals,Thu Apr 4 2024,20:45,CEST/+0200,RB Salzburg,3-4,1-1,Sturm Graz,,,2024-04-04T18:45Z
Final,Wed May 1 2024,17:00,CEST/+0200,Sturm Graz,2-1,0-1,Rapid Wien,,,2024-05-01T15:00Z
