Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,UTC
,22,Sat Jan 27 2024,14:00,CET/+0100,FC Südtirol,0-1,0-0,Cosenza Calcio,,2024-01-27T13:00Z
,22,Sat Jan 27 2024,14:00,CET/+0100,Venezia FC,1-0,0-0,Ternana Calcio,,2024-01-27T13:00Z
,22,Sat Jan 27 2024,14:00,CET/+0100,US Cremonese,1-0,1-0,Brescia Calcio,,2024-01-27T13:00Z
,22,Sat Jan 27 2024,16:15,CET/+0100,Feralpisalò,5-1,1-0,Calcio Lecco 1912,,2024-01-27T15:15Z
,22,Sat Jan 27 2024,16:15,CET/+0100,Pisa SC,2-3,1-3,Spezia Calcio,,2024-01-27T15:15Z
,22,Sat Jan 27 2024,16:15,CET/+0100,SSC Bari,0-2,0-1,AC Reggiana 1919,,2024-01-27T15:15Z
,22,Sun Jan 28 2024,16:15,CET/+0100,AS Cittadella,1-2,0-0,Sampdoria,,2024-01-28T15:15Z
,23,Fri Feb 2 2024,20:30,CET/+0100,Palermo FC,3-0,1-0,SSC Bari,,2024-02-02T19:30Z
,23,Sat Feb 3 2024,14:00,CET/+0100,Cosenza Calcio,1-1,0-0,Pisa SC,,2024-02-03T13:00Z
,23,Sat Feb 3 2024,14:00,CET/+0100,Parma Calcio 1913,2-1,1-1,Venezia FC,,2024-02-03T13:00Z
,23,Sat Feb 3 2024,14:00,CET/+0100,AC Reggiana 1919,1-1,0-0,Feralpisalò,,2024-02-03T13:00Z
,23,Sat Feb 3 2024,14:00,CET/+0100,Spezia Calcio,1-1,1-1,US Catanzaro,,2024-02-03T13:00Z
,23,Sat Feb 3 2024,14:00,CET/+0100,Brescia Calcio,2-0,0-0,AS Cittadella,,2024-02-03T13:00Z
,23,Sat Feb 3 2024,16:15,CET/+0100,Calcio Lecco 1912,0-1,0-0,US Cremonese,,2024-02-03T15:15Z
,23,Sat Feb 3 2024,16:15,CET/+0100,Sampdoria,2-2,2-0,Modena FC,,2024-02-03T15:15Z
,23,Sat Feb 3 2024,16:15,CET/+0100,Ternana Calcio,0-1,0-1,Como 1907,,2024-02-03T15:15Z
,23,Sun Feb 4 2024,16:15,CET/+0100,Ascoli Calcio,1-2,0-1,FC Südtirol,,2024-02-04T15:15Z
,24,Fri Feb 9 2024,20:30,CET/+0100,Como 1907,1-0,1-0,Brescia Calcio,,2024-02-09T19:30Z
,24,Sat Feb 10 2024,14:00,CET/+0100,Feralpisalò,1-2,0-0,Palermo FC,,2024-02-10T13:00Z
,24,Sat Feb 10 2024,14:00,CET/+0100,AS Cittadella,1-2,1-2,Parma Calcio 1913,,2024-02-10T13:00Z
,24,Sat Feb 10 2024,14:00,CET/+0100,Modena FC,1-1,1-1,Cosenza Calcio,,2024-02-10T13:00Z
,24,Sat Feb 10 2024,14:00,CET/+0100,FC Südtirol,0-3,0-1,Venezia FC,,2024-02-10T13:00Z
,24,Sat Feb 10 2024,14:00,CET/+0100,US Cremonese,1-1,0-0,AC Reggiana 1919,,2024-02-10T13:00Z
,24,Sat Feb 10 2024,16:15,CET/+0100,Pisa SC,2-0,0-0,Sampdoria,,2024-02-10T15:15Z
,24,Sat Feb 10 2024,16:15,CET/+0100,SSC Bari,3-1,1-0,Calcio Lecco 1912,,2024-02-10T15:15Z
,24,Sat Feb 10 2024,16:15,CET/+0100,US Catanzaro,3-2,1-2,Ascoli Calcio,,2024-02-10T15:15Z
,24,Sun Feb 11 2024,16:15,CET/+0100,Ternana Calcio,1-1,0-0,Spezia Calcio,,2024-02-11T15:15Z
,25,Fri Feb 16 2024,20:30,CET/+0100,Ascoli Calcio,0-0,0-0,US Cremonese,,2024-02-16T19:30Z
,25,Sat Feb 17 2024,14:00,CET/+0100,Calcio Lecco 1912,1-3,0-2,Cosenza Calcio,,2024-02-17T13:00Z
,25,Sat Feb 17 2024,14:00,CET/+0100,Parma Calcio 1913,3-2,1-1,Pisa SC,,2024-02-17T13:00Z
,25,Sat Feb 17 2024,14:00,CET/+0100,AC Reggiana 1919,0-2,0-1,Ternana Calcio,,2024-02-17T13:00Z
,25,Sat Feb 17 2024,14:00,CET/+0100,Spezia Calcio,4-2,2-1,AS Cittadella,,2024-02-17T13:00Z
,25,Sat Feb 17 2024,14:00,CET/+0100,SSC Bari,1-0,0-0,Feralpisalò,,2024-02-17T13:00Z
,25,Sat Feb 17 2024,16:15,CET/+0100,Palermo FC,3-0,1-0,Como 1907,,2024-02-17T15:15Z
,25,Sat Feb 17 2024,16:15,CET/+0100,US Catanzaro,2-2,1-1,FC Südtirol,,2024-02-17T15:15Z
,25,Sat Feb 17 2024,16:15,CET/+0100,Sampdoria,1-1,0-0,Brescia Calcio,,2024-02-17T15:15Z
,25,Sun Feb 18 2024,16:15,CET/+0100,Venezia FC,2-2,1-0,Modena FC,,2024-02-18T15:15Z
,26,Fri Feb 23 2024,20:30,CET/+0100,Cosenza Calcio,1-2,0-2,Sampdoria,,2024-02-23T19:30Z
,26,Sat Feb 24 2024,14:00,CET/+0100,Feralpisalò,0-1,0-1,Ascoli Calcio,,2024-02-24T13:00Z
,26,Sat Feb 24 2024,14:00,CET/+0100,AS Cittadella,1-2,1-1,US Catanzaro,,2024-02-24T13:00Z
,26,Sat Feb 24 2024,14:00,CET/+0100,FC Südtirol,1-0,0-0,SSC Bari,,2024-02-24T13:00Z
,26,Sat Feb 24 2024,14:00,CET/+0100,US Cremonese,2-2,0-2,Palermo FC,,2024-02-24T13:00Z
,26,Sat Feb 24 2024,14:00,CET/+0100,Brescia Calcio,0-0,0-0,AC Reggiana 1919,,2024-02-24T13:00Z
,26,Sat Feb 24 2024,16:15,CET/+0100,Como 1907,1-1,1-1,Parma Calcio 1913,,2024-02-24T15:15Z
,26,Sat Feb 24 2024,16:15,CET/+0100,Pisa SC,1-2,0-0,Venezia FC,,2024-02-24T15:15Z
,26,Sat Feb 24 2024,16:15,CET/+0100,Ternana Calcio,0-0,0-0,Calcio Lecco 1912,,2024-02-24T15:15Z
,26,Sun Feb 25 2024,16:15,CET/+0100,Modena FC,0-0,0-0,Spezia Calcio,,2024-02-25T15:15Z
,27,Tue Feb 27 2024,18:15,CET/+0100,AC Reggiana 1919,1-1,0-0,FC Südtirol,,2024-02-27T17:15Z
,27,Tue Feb 27 2024,18:15,CET/+0100,Ascoli Calcio,1-1,1-1,Brescia Calcio,,2024-02-27T17:15Z
,27,Tue Feb 27 2024,20:30,CET/+0100,Calcio Lecco 1912,0-3,0-2,Como 1907,,2024-02-27T19:30Z
,27,Tue Feb 27 2024,20:30,CET/+0100,Palermo FC,2-3,1-1,Ternana Calcio,,2024-02-27T19:30Z
,27,Tue Feb 27 2024,20:30,CET/+0100,Parma Calcio 1913,1-1,1-1,Cosenza Calcio,,2024-02-27T19:30Z
,27,Tue Feb 27 2024,20:30,CET/+0100,Sampdoria,1-2,1-1,US Cremonese,,2024-02-27T19:30Z
,27,Tue Feb 27 2024,20:30,CET/+0100,US Catanzaro,2-0,1-0,SSC Bari,,2024-02-27T19:30Z
,27,Wed Feb 28 2024,20:30,CET/+0100,Pisa SC,2-2,1-0,Modena FC,,2024-02-28T19:30Z
,27,Wed Feb 28 2024,20:30,CET/+0100,Spezia Calcio,0-2,0-1,Feralpisalò,,2024-02-28T19:30Z
,27,Wed Feb 28 2024,20:30,CET/+0100,Venezia FC,2-0,1-0,AS Cittadella,,2024-02-28T19:30Z
,28,Sat Mar 2 2024,14:00,CET/+0100,FC Südtirol,1-0,0-0,Calcio Lecco 1912,,2024-03-02T13:00Z
,28,Sat Mar 2 2024,14:00,CET/+0100,Ternana Calcio,1-3,0-2,Parma Calcio 1913,,2024-03-02T13:00Z
,28,Sat Mar 2 2024,14:00,CET/+0100,Brescia Calcio,4-2,4-2,Palermo FC,,2024-03-02T13:00Z
,28,Sun Mar 3 2024,16:15,CET/+0100,AS Cittadella,0-1,0-0,Pisa SC,,2024-03-03T15:15Z
,28,Sun Mar 3 2024,16:15,CET/+0100,Ascoli Calcio,0-0,0-0,AC Reggiana 1919,,2024-03-03T15:15Z
,28,Sun Mar 3 2024,16:15,CET/+0100,Como 1907,2-1,1-1,Venezia FC,,2024-03-03T15:15Z
,28,Sun Mar 3 2024,16:15,CET/+0100,Cosenza Calcio,0-2,0-1,US Catanzaro,,2024-03-03T15:15Z
,28,Sun Mar 3 2024,16:15,CET/+0100,SSC Bari,1-1,0-0,Spezia Calcio,,2024-03-03T15:15Z
,28,Sun Mar 3 2024,18:30,CET/+0100,Modena FC,0-1,0-0,US Cremonese,,2024-03-03T17:30Z
,28,Sun Mar 3 2024,16:15,CET/+0100,Feralpisalò,1-3,0-2,Sampdoria,,2024-03-03T15:15Z
,29,Fri Mar 8 2024,20:30,CET/+0100,Parma Calcio 1913,2-1,0-1,Brescia Calcio,,2024-03-08T19:30Z
,29,Sat Mar 9 2024,14:00,CET/+0100,Cosenza Calcio,0-0,0-0,AS Cittadella,,2024-03-09T13:00Z
,29,Sat Mar 9 2024,14:00,CET/+0100,Modena FC,2-3,1-2,Feralpisalò,,2024-03-09T13:00Z
,29,Sat Mar 9 2024,14:00,CET/+0100,Spezia Calcio,2-1,1-1,FC Südtirol,,2024-03-09T13:00Z
,29,Sat Mar 9 2024,16:15,CET/+0100,Pisa SC,1-0,0-0,Ternana Calcio,,2024-03-09T15:15Z
,29,Sat Mar 9 2024,16:15,CET/+0100,US Catanzaro,0-1,0-1,AC Reggiana 1919,,2024-03-09T15:15Z
,29,Sat Mar 9 2024,16:15,CET/+0100,US Cremonese,2-1,1-0,Como 1907,,2024-03-09T15:15Z
,29,Sun Mar 10 2024,16:15,CET/+0100,Venezia FC,3-1,2-1,SSC Bari,,2024-03-10T15:15Z
,29,Sun Mar 10 2024,16:15,CET/+0100,Calcio Lecco 1912,0-1,0-1,Palermo FC,,2024-03-10T15:15Z
,29,Mon Mar 11 2024,20:30,CET/+0100,Sampdoria,2-1,0-1,Ascoli Calcio,,2024-03-11T19:30Z
,30,Fri Mar 15 2024,20:30,CET/+0100,Palermo FC,0-3,0-2,Venezia FC,,2024-03-15T19:30Z
,30,Sat Mar 16 2024,14:00,CET/+0100,Feralpisalò,1-2,0-1,Parma Calcio 1913,,2024-03-16T13:00Z
,30,Sat Mar 16 2024,14:00,CET/+0100,Como 1907,3-1,2-0,Pisa SC,,2024-03-16T13:00Z
,30,Sat Mar 16 2024,14:00,CET/+0100,FC Südtirol,3-0,1-0,US Cremonese,,2024-03-16T13:00Z
,30,Sat Mar 16 2024,14:00,CET/+0100,Ternana Calcio,1-0,0-0,Cosenza Calcio,,2024-03-16T13:00Z
,30,Sat Mar 16 2024,14:00,CET/+0100,Brescia Calcio,1-1,0-1,US Catanzaro,,2024-03-16T13:00Z
,30,Sat Mar 16 2024,16:15,CET/+0100,AS Cittadella,1-1,1-1,Modena FC,,2024-03-16T15:15Z
,30,Sat Mar 16 2024,16:15,CET/+0100,AC Reggiana 1919,0-0,0-0,Spezia Calcio,,2024-03-16T15:15Z
,30,Sat Mar 16 2024,16:15,CET/+0100,SSC Bari,0-1,0-0,Sampdoria,,2024-03-16T15:15Z
,30,Sun Mar 17 2024,16:15,CET/+0100,Ascoli Calcio,4-1,2-1,Calcio Lecco 1912,,2024-03-17T15:15Z
,31,Mon Apr 1 2024,12:30,CEST/+0200,Modena FC,1-1,0-0,SSC Bari,,2024-04-01T10:30Z
,31,Mon Apr 1 2024,15:00,CEST/+0200,Calcio Lecco 1912,1-1,1-1,AS Cittadella,,2024-04-01T13:00Z
,31,Mon Apr 1 2024,15:00,CEST/+0200,Como 1907,2-0,1-0,FC Südtirol,,2024-04-01T13:00Z
,31,Mon Apr 1 2024,15:00,CEST/+0200,Venezia FC,2-3,2-1,AC Reggiana 1919,,2024-04-01T13:00Z
,31,Mon Apr 1 2024,15:00,CEST/+0200,Parma Calcio 1913,0-2,0-2,US Catanzaro,,2024-04-01T13:00Z
,31,Mon Apr 1 2024,15:00,CEST/+0200,Pisa SC,4-3,0-2,Palermo FC,,2024-04-01T13:00Z
,31,Mon Apr 1 2024,15:00,CEST/+0200,Spezia Calcio,2-1,1-1,Ascoli Calcio,,2024-04-01T13:00Z
,31,Mon Apr 1 2024,15:00,CEST/+0200,Cosenza Calcio,1-2,1-1,Brescia Calcio,,2024-04-01T13:00Z
,31,Mon Apr 1 2024,18:00,CEST/+0200,US Cremonese,0-1,0-0,Feralpisalò,,2024-04-01T16:00Z
,31,Mon Apr 1 2024,20:30,CEST/+0200,Sampdoria,4-1,1-0,Ternana Calcio,,2024-04-01T18:30Z
,32,Fri Apr 5 2024,20:30,CEST/+0200,SSC Bari,1-2,0-1,US Cremonese,,2024-04-05T18:30Z
,32,Sat Apr 6 2024,14:00,CEST/+0200,Feralpisalò,2-2,1-1,Cosenza Calcio,,2024-04-06T12:00Z
,32,Sat Apr 6 2024,14:00,CEST/+0200,FC Südtirol,0-0,0-0,Parma Calcio 1913,,2024-04-06T12:00Z
,32,Sat Apr 6 2024,14:00,CEST/+0200,Spezia Calcio,1-1,1-1,Calcio Lecco 1912,,2024-04-06T12:00Z
,32,Sat Apr 6 2024,14:00,CEST/+0200,Ternana Calcio,0-0,0-0,Modena FC,,2024-04-06T12:00Z
,32,Sat Apr 6 2024,14:00,CEST/+0200,Brescia Calcio,3-1,1-0,Pisa SC,,2024-04-06T12:00Z
,32,Sat Apr 6 2024,16:15,CEST/+0200,Palermo FC,2-2,2-1,Sampdoria,,2024-04-06T14:15Z
,32,Sat Apr 6 2024,16:15,CEST/+0200,AC Reggiana 1919,0-2,0-0,AS Cittadella,,2024-04-06T14:15Z
,32,Sat Apr 6 2024,16:15,CEST/+0200,US Catanzaro,1-2,1-0,Como 1907,,2024-04-06T14:15Z
,32,Sun Apr 7 2024,16:15,CEST/+0200,Ascoli Calcio,0-0,0-0,Venezia FC,,2024-04-07T14:15Z
,33,Fri Apr 12 2024,20:30,CEST/+0200,Modena FC,1-3,1-2,US Catanzaro,,2024-04-12T18:30Z
,33,Sat Apr 13 2024,14:00,CEST/+0200,AS Cittadella,0-0,0-0,Ascoli Calcio,,2024-04-13T12:00Z
,33,Sat Apr 13 2024,14:00,CEST/+0200,Como 1907,2-1,1-0,SSC Bari,,2024-04-13T12:00Z
,33,Sat Apr 13 2024,14:00,CEST/+0200,Pisa SC,3-1,2-0,Feralpisalò,,2024-04-13T12:00Z
,33,Sat Apr 13 2024,14:00,CEST/+0200,Sampdoria,0-1,0-0,FC Südtirol,,2024-04-13T12:00Z
,33,Sat Apr 13 2024,14:00,CEST/+0200,US Cremonese,1-2,1-1,Ternana Calcio,,2024-04-13T12:00Z
,33,Sat Apr 13 2024,16:15,CEST/+0200,Calcio Lecco 1912,1-0,0-0,AC Reggiana 1919,,2024-04-13T14:15Z
,33,Sat Apr 13 2024,16:15,CEST/+0200,Cosenza Calcio,1-1,0-1,Palermo FC,,2024-04-13T14:15Z
,33,Sat Apr 13 2024,16:15,CEST/+0200,Parma Calcio 1913,2-0,1-0,Spezia Calcio,,2024-04-13T14:15Z
,33,Sun Apr 14 2024,16:15,CEST/+0200,Venezia FC,2-0,1-0,Brescia Calcio,,2024-04-14T14:15Z
,34,Fri Apr 19 2024,20:30,CEST/+0200,Palermo FC,0-0,0-0,Parma Calcio 1913,,2024-04-19T18:30Z
,34,Fri Apr 19 2024,20:30,CEST/+0200,AC Reggiana 1919,0-4,0-2,Cosenza Calcio,,2024-04-19T18:30Z
,34,Sat Apr 20 2024,14:00,CEST/+0200,Feralpisalò,2-5,2-3,Como 1907,,2024-04-20T12:00Z
,34,Sat Apr 20 2024,14:00,CEST/+0200,Ascoli Calcio,0-0,0-0,Modena FC,,2024-04-20T12:00Z
,34,Sat Apr 20 2024,14:00,CEST/+0200,SSC Bari,1-1,0-1,Pisa SC,,2024-04-20T12:00Z
,34,Sat Apr 20 2024,14:00,CEST/+0200,Brescia Calcio,0-0,0-0,Ternana Calcio,,2024-04-20T12:00Z
,34,Sat Apr 20 2024,16:15,CEST/+0200,Calcio Lecco 1912,1-2,1-0,Venezia FC,,2024-04-20T14:15Z
,34,Sat Apr 20 2024,16:15,CEST/+0200,FC Südtirol,0-0,0-0,AS Cittadella,,2024-04-20T14:15Z
,34,Sat Apr 20 2024,16:15,CEST/+0200,Spezia Calcio,0-0,0-0,Sampdoria,,2024-04-20T14:15Z
,34,Sat Apr 20 2024,16:15,CEST/+0200,US Catanzaro,0-0,0-0,US Cremonese,,2024-04-20T14:15Z
,35,Fri Apr 26 2024,20:30,CEST/+0200,Pisa SC,2-2,0-1,US Catanzaro,,2024-04-26T18:30Z
,35,Fri Apr 26 2024,20:30,CEST/+0200,Venezia FC,2-1,0-1,US Cremonese,,2024-04-26T18:30Z
,35,Sat Apr 27 2024,14:00,CEST/+0200,Modena FC,1-0,0-0,FC Südtirol,,2024-04-27T12:00Z
,35,Sat Apr 27 2024,14:00,CEST/+0200,Parma Calcio 1913,4-0,3-0,Calcio Lecco 1912,,2024-04-27T12:00Z
,35,Sat Apr 27 2024,14:00,CEST/+0200,Ternana Calcio,0-1,0-0,Ascoli Calcio,,2024-04-27T12:00Z
,35,Sat Apr 27 2024,14:00,CEST/+0200,Brescia Calcio,0-0,0-0,Spezia Calcio,,2024-04-27T12:00Z
,35,Sat Apr 27 2024,16:15,CEST/+0200,AS Cittadella,1-1,1-0,Feralpisalò,,2024-04-27T14:15Z
,35,Sat Apr 27 2024,16:15,CEST/+0200,Cosenza Calcio,4-1,2-1,SSC Bari,,2024-04-27T14:15Z
,35,Sat Apr 27 2024,16:15,CEST/+0200,Palermo FC,1-2,1-0,AC Reggiana 1919,,2024-04-27T14:15Z
,35,Sat Apr 27 2024,16:15,CEST/+0200,Sampdoria,1-1,0-0,Como 1907,,2024-04-27T14:15Z
,36,Wed May 1 2024,12:30,CEST/+0200,US Cremonese,2-1,1-0,Pisa SC,,2024-05-01T10:30Z
,36,Wed May 1 2024,15:00,CEST/+0200,Ascoli Calcio,0-1,0-1,Cosenza Calcio,,2024-05-01T13:00Z
,36,Wed May 1 2024,15:00,CEST/+0200,Como 1907,2-1,0-0,AS Cittadella,,2024-05-01T13:00Z
,36,Wed May 1 2024,15:00,CEST/+0200,FC Südtirol,4-3,1-2,Ternana Calcio,,2024-05-01T13:00Z
,36,Wed May 1 2024,15:00,CEST/+0200,Spezia Calcio,1-0,1-0,Palermo FC,,2024-05-01T13:00Z
,36,Wed May 1 2024,15:00,CEST/+0200,US Catanzaro,3-2,1-1,Venezia FC,,2024-05-01T13:00Z
,36,Wed May 1 2024,18:00,CEST/+0200,Calcio Lecco 1912,0-1,0-0,Sampdoria,,2024-05-01T16:00Z
,36,Wed May 1 2024,18:00,CEST/+0200,AC Reggiana 1919,1-0,0-0,Modena FC,,2024-05-01T16:00Z
,36,Wed May 1 2024,18:00,CEST/+0200,SSC Bari,1-1,0-0,Parma Calcio 1913,,2024-05-01T16:00Z
,36,Wed May 1 2024,18:00,CEST/+0200,Feralpisalò,2-2,2-2,Brescia Calcio,,2024-05-01T16:00Z
,37,Sun May 5 2024,15:00,CEST/+0200,AS Cittadella,1-1,1-1,SSC Bari,,2024-05-05T13:00Z
,37,Sun May 5 2024,15:00,CEST/+0200,Cosenza Calcio,2-2,1-1,Spezia Calcio,,2024-05-05T13:00Z
,37,Sun May 5 2024,15:00,CEST/+0200,Modena FC,0-0,0-0,Como 1907,,2024-05-05T13:00Z
,37,Sun May 5 2024,15:00,CEST/+0200,Venezia FC,2-1,0-0,Feralpisalò,,2024-05-05T13:00Z
,37,Sun May 5 2024,15:00,CEST/+0200,Palermo FC,2-2,2-1,Ascoli Calcio,,2024-05-05T13:00Z
,37,Sun May 5 2024,15:00,CEST/+0200,Parma Calcio 1913,1-1,0-1,US Cremonese,,2024-05-05T13:00Z
,37,Sun May 5 2024,15:00,CEST/+0200,Pisa SC,2-2,1-0,FC Südtirol,,2024-05-05T13:00Z
,37,Sun May 5 2024,15:00,CEST/+0200,Sampdoria,1-0,1-0,AC Reggiana 1919,,2024-05-05T13:00Z
,37,Sun May 5 2024,15:00,CEST/+0200,Ternana Calcio,1-0,0-0,US Catanzaro,,2024-05-05T13:00Z
,37,Sun May 5 2024,15:00,CEST/+0200,Brescia Calcio,4-1,2-0,Calcio Lecco 1912,,2024-05-05T13:00Z
,38,Fri May 10 2024,20:30,CEST/+0200,Feralpisalò,0-1,0-1,Ternana Calcio,,2024-05-10T18:30Z
,38,Fri May 10 2024,20:30,CEST/+0200,Ascoli Calcio,2-1,1-0,Pisa SC,,2024-05-10T18:30Z
,38,Fri May 10 2024,20:30,CEST/+0200,Calcio Lecco 1912,2-3,1-3,Modena FC,,2024-05-10T18:30Z
,38,Fri May 10 2024,20:30,CEST/+0200,Como 1907,1-1,0-1,Cosenza Calcio,,2024-05-10T18:30Z
,38,Fri May 10 2024,20:30,CEST/+0200,FC Südtirol,0-1,0-0,Palermo FC,,2024-05-10T18:30Z
,38,Fri May 10 2024,20:30,CEST/+0200,AC Reggiana 1919,1-1,1-0,Parma Calcio 1913,,2024-05-10T18:30Z
,38,Fri May 10 2024,20:30,CEST/+0200,Spezia Calcio,2-1,0-1,Venezia FC,,2024-05-10T18:30Z
,38,Fri May 10 2024,20:30,CEST/+0200,US Catanzaro,1-3,1-1,Sampdoria,,2024-05-10T18:30Z
,38,Fri May 10 2024,20:30,CEST/+0200,US Cremonese,3-0,2-0,AS Cittadella,,2024-05-10T18:30Z
,38,Fri May 10 2024,20:30,CEST/+0200,SSC Bari,2-0,1-0,Brescia Calcio,,2024-05-10T18:30Z
Playout,Final,Thu May 16 2024,20:30,CEST/+0200,SSC Bari,1-1,0-0,Ternana Calcio,,2024-05-16T18:30Z
Playoff,Round 1,Fri May 17 2024,20:30,CEST/+0200,Palermo FC,2-0,1-0,Sampdoria,,2024-05-17T18:30Z
Playoff,Round 1,Sat May 18 2024,20:30,CEST/+0200,US Catanzaro,2-2,1-1,Brescia Calcio,4-2,2024-05-18T18:30Z
Playoff,Semifinals,Mon May 20 2024,20:30,CEST/+0200,Palermo FC,0-1,0-0,Venezia FC,,2024-05-20T18:30Z
Playoff,Semifinals,Tue May 21 2024,20:30,CEST/+0200,US Catanzaro,2-2,0-1,US Cremonese,,2024-05-21T18:30Z
Playout,Final,Thu May 23 2024,20:30,CEST/+0200,Ternana Calcio,0-3,0-1,SSC Bari,,2024-05-23T18:30Z
Playoff,Semifinals,Fri May 24 2024,20:30,CEST/+0200,Venezia FC,2-1,2-0,Palermo FC,,2024-05-24T18:30Z
Playoff,Semifinals,Sat May 25 2024,20:30,CEST/+0200,US Cremonese,4-1,3-0,US Catanzaro,,2024-05-25T18:30Z
Playoff,Final,Thu May 30 2024,20:30,CEST/+0200,US Cremonese,0-0,0-0,Venezia FC,,2024-05-30T18:30Z
Playoff,Final,Sun Jun 2 2024,20:30,CEST/+0200,Venezia FC,1-0,1-0,US Cremonese,,2024-06-02T18:30Z
