Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,3,Fri Sep 15 2023,20:45,CEST/+0200,Ancona 1905,1-0,1-0,ASD Pineto Calcio,2023-09-15T18:45Z
,3,Sat Sep 16 2023,20:45,CEST/+0200,Olbia Calcio,0-3,0-1,SEF Torres 1903,2023-09-16T18:45Z
,3,Sat Sep 16 2023,18:30,CEST/+0200,Carrarese Calcio,1-0,0-0,Vis Pesaro,2023-09-16T16:30Z
,3,Sat Sep 16 2023,18:30,CEST/+0200,US Recanatese,1-3,0-1,Lucchese,2023-09-16T16:30Z
,3,Sat Sep 16 2023,20:45,CEST/+0200,AS Gubbio,0-0,0-0,Fermana FC,2023-09-16T18:45Z
,3,Sat Sep 16 2023,20:45,CEST/+0200,Delfino Pescara,3-2,2-1,US Arezzo,2023-09-16T18:45Z
,3,Sat Sep 16 2023,20:45,CEST/+0200,Virtus Entella,0-1,0-1,USD Sestri Levante,2023-09-16T18:45Z
,4,Tue Sep 19 2023,20:45,CEST/+0200,USD Sestri Levante,1-2,1-1,Delfino Pescara,2023-09-19T18:45Z
,4,Tue Sep 19 2023,18:30,CEST/+0200,Vis Pesaro,2-0,1-0,Virtus Entella,2023-09-19T16:30Z
,4,Tue Sep 19 2023,18:30,CEST/+0200,Lucchese,0-0,0-0,AS Gubbio,2023-09-19T16:30Z
,4,Tue Sep 19 2023,18:30,CEST/+0200,ASD Pineto Calcio,1-0,0-0,AC Rimini,2023-09-19T16:30Z
,4,Tue Sep 19 2023,18:30,CEST/+0200,Fermana FC,0-1,0-0,US Recanatese,2023-09-19T16:30Z
,4,Tue Sep 19 2023,18:30,CEST/+0200,US Arezzo,1-1,0-0,Olbia Calcio,2023-09-19T16:30Z
,4,Tue Sep 19 2023,20:45,CEST/+0200,Juventus II,0-1,0-0,SPAL 2013 Ferrara,2023-09-19T18:45Z
,4,Tue Sep 19 2023,20:45,CEST/+0200,Cesena FC,4-0,1-0,Ancona 1905,2023-09-19T18:45Z
,4,Tue Sep 19 2023,20:45,CEST/+0200,AC Perugia Calcio,1-1,0-0,US Pontedera,2023-09-19T18:45Z
,4,Wed Sep 20 2023,18:30,CEST/+0200,SEF Torres 1903,2-0,0-0,Carrarese Calcio,2023-09-20T16:30Z
,5,Sat Sep 23 2023,20:45,CEST/+0200,AS Gubbio,1-0,1-0,Vis Pesaro,2023-09-23T18:45Z
,5,Sat Sep 23 2023,20:45,CEST/+0200,Fermana FC,0-4,0-3,Cesena FC,2023-09-23T18:45Z
,5,Sat Sep 23 2023,18:30,CEST/+0200,US Pontedera,2-2,1-2,US Recanatese,2023-09-23T16:30Z
,5,Sat Sep 23 2023,18:30,CEST/+0200,Virtus Entella,1-2,0-2,US Arezzo,2023-09-23T16:30Z
,5,Sat Sep 23 2023,20:45,CEST/+0200,AC Rimini,2-2,1-2,AC Perugia Calcio,2023-09-23T18:45Z
,5,Sat Sep 23 2023,20:45,CEST/+0200,Ancona 1905,1-2,1-1,Juventus II,2023-09-23T18:45Z
,5,Sun Sep 24 2023,16:15,CEST/+0200,Olbia Calcio,0-0,0-0,Carrarese Calcio,2023-09-24T14:15Z
,5,Sun Sep 24 2023,18:30,CEST/+0200,USD Sestri Levante,0-1,0-0,SEF Torres 1903,2023-09-24T16:30Z
,2,Wed Sep 27 2023,18:30,CEST/+0200,Juventus II,2-0,1-0,US Recanatese,2023-09-27T16:30Z
,2,Wed Sep 27 2023,20:45,CEST/+0200,Cesena FC,3-1,2-0,SPAL 2013 Ferrara,2023-09-27T18:45Z
,6,Sat Sep 30 2023,18:30,CEST/+0200,Carrarese Calcio,2-0,1-0,Virtus Entella,2023-09-30T16:30Z
,6,Sat Sep 30 2023,16:15,CEST/+0200,Lucchese,3-0,2-0,ASD Pineto Calcio,2023-09-30T14:15Z
,6,Sat Sep 30 2023,20:45,CEST/+0200,US Arezzo,1-1,1-0,US Pontedera,2023-09-30T18:45Z
,6,Sun Oct 1 2023,18:30,CEST/+0200,AC Perugia Calcio,1-0,1-0,USD Sestri Levante,2023-10-01T16:30Z
,6,Sun Oct 1 2023,20:45,CEST/+0200,US Recanatese,1-0,1-0,SPAL 2013 Ferrara,2023-10-01T18:45Z
,6,Sun Oct 1 2023,14:00,CEST/+0200,Juventus II,0-1,0-0,SEF Torres 1903,2023-10-01T12:00Z
,6,Sun Oct 1 2023,14:00,CEST/+0200,Olbia Calcio,0-1,0-0,Ancona 1905,2023-10-01T12:00Z
,6,Sun Oct 1 2023,16:15,CEST/+0200,Cesena FC,5-2,2-1,AC Rimini,2023-10-01T14:15Z
,6,Mon Oct 2 2023,20:30,CEST/+0200,Delfino Pescara,3-2,1-0,AS Gubbio,2023-10-02T18:30Z
,6,Mon Oct 2 2023,20:45,CEST/+0200,Vis Pesaro,2-2,1-2,Fermana FC,2023-10-02T18:45Z
,7,Sun Oct 8 2023,20:45,CEST/+0200,Ancona 1905,3-3,1-2,Vis Pesaro,2023-10-08T18:45Z
,7,Sun Oct 8 2023,14:00,CEST/+0200,Virtus Entella,3-1,1-1,Olbia Calcio,2023-10-08T12:00Z
,7,Sun Oct 8 2023,14:00,CEST/+0200,SEF Torres 1903,2-0,1-0,Lucchese,2023-10-08T12:00Z
,7,Sun Oct 8 2023,20:45,CEST/+0200,USD Sestri Levante,0-0,0-0,Juventus II,2023-10-08T18:45Z
,7,Sun Oct 8 2023,18:30,CEST/+0200,ASD Pineto Calcio,4-1,2-1,US Pontedera,2023-10-08T16:30Z
,7,Sun Oct 8 2023,18:30,CEST/+0200,SPAL 2013 Ferrara,1-2,1-1,Delfino Pescara,2023-10-08T16:30Z
,7,Sun Oct 8 2023,20:45,CEST/+0200,AC Rimini,2-3,1-2,US Recanatese,2023-10-08T18:45Z
,7,Mon Oct 9 2023,20:45,CEST/+0200,Fermana FC,0-2,0-1,AC Perugia Calcio,2023-10-09T18:45Z
,7,Mon Oct 9 2023,20:45,CEST/+0200,US Arezzo,0-2,0-0,Cesena FC,2023-10-09T18:45Z
,7,Mon Oct 9 2023,20:45,CEST/+0200,AS Gubbio,2-0,1-0,Carrarese Calcio,2023-10-09T18:45Z
,5,Wed Oct 11 2023,16:15,CEST/+0200,SPAL 2013 Ferrara,2-2,1-1,Lucchese,2023-10-11T14:15Z
,5,Wed Oct 11 2023,20:45,CEST/+0200,ASD Pineto Calcio,1-0,0-0,Delfino Pescara,2023-10-11T18:45Z
,8,Sun Oct 15 2023,14:00,CEST/+0200,AC Perugia Calcio,1-1,0-0,SEF Torres 1903,2023-10-15T12:00Z
,8,Sun Oct 15 2023,14:00,CEST/+0200,Virtus Entella,2-1,1-1,AS Gubbio,2023-10-15T12:00Z
,8,Sun Oct 15 2023,16:15,CEST/+0200,Carrarese Calcio,1-0,0-0,Ancona 1905,2023-10-15T14:15Z
,8,Sun Oct 15 2023,16:15,CEST/+0200,US Recanatese,2-0,1-0,US Arezzo,2023-10-15T14:15Z
,8,Sun Oct 15 2023,18:30,CEST/+0200,Cesena FC,2-2,1-1,USD Sestri Levante,2023-10-15T16:30Z
,8,Sun Oct 15 2023,18:30,CEST/+0200,SPAL 2013 Ferrara,0-0,0-0,Fermana FC,2023-10-15T16:30Z
,8,Mon Oct 16 2023,21:15,CEST/+0200,Delfino Pescara,0-0,0-0,Vis Pesaro,2023-10-16T19:15Z
,8,Mon Oct 16 2023,20:45,CEST/+0200,US Pontedera,4-0,3-0,AC Rimini,2023-10-16T18:45Z
,9,Sun Oct 22 2023,18:30,CEST/+0200,Vis Pesaro,1-0,0-0,US Recanatese,2023-10-22T16:30Z
,9,Sun Oct 22 2023,18:30,CEST/+0200,ASD Pineto Calcio,1-1,0-1,Cesena FC,2023-10-22T16:30Z
,9,Sun Oct 22 2023,14:00,CEST/+0200,Fermana FC,0-2,0-2,Virtus Entella,2023-10-22T12:00Z
,9,Sun Oct 22 2023,14:00,CEST/+0200,Juventus II,0-2,0-1,AC Perugia Calcio,2023-10-22T12:00Z
,9,Sun Oct 22 2023,14:00,CEST/+0200,SEF Torres 1903,0-0,0-0,US Pontedera,2023-10-22T12:00Z
,9,Sun Oct 22 2023,16:15,CEST/+0200,AS Gubbio,1-0,0-0,Olbia Calcio,2023-10-22T14:15Z
,9,Sun Oct 22 2023,18:30,CEST/+0200,AC Rimini,1-1,0-1,Ancona 1905,2023-10-22T16:30Z
,9,Sun Oct 22 2023,18:30,CEST/+0200,Lucchese,1-4,1-2,Delfino Pescara,2023-10-22T16:30Z
,9,Mon Oct 23 2023,20:30,CEST/+0200,USD Sestri Levante,1-0,1-0,Carrarese Calcio,2023-10-23T18:30Z
,9,Mon Oct 23 2023,20:45,CEST/+0200,US Arezzo,3-1,2-0,SPAL 2013 Ferrara,2023-10-23T18:45Z
,10,Wed Oct 25 2023,18:30,CEST/+0200,Olbia Calcio,2-1,0-1,Fermana FC,2023-10-25T16:30Z
,10,Wed Oct 25 2023,18:30,CEST/+0200,AS Gubbio,1-1,0-1,Juventus II,2023-10-25T16:30Z
,10,Wed Oct 25 2023,20:45,CEST/+0200,Delfino Pescara,1-2,0-0,SEF Torres 1903,2023-10-25T18:45Z
,10,Thu Oct 26 2023,20:45,CEST/+0200,US Recanatese,0-0,0-0,AC Perugia Calcio,2023-10-26T18:45Z
,10,Thu Oct 26 2023,18:30,CEST/+0200,US Pontedera,0-0,0-0,Vis Pesaro,2023-10-26T16:30Z
,10,Thu Oct 26 2023,18:30,CEST/+0200,AC Rimini,2-0,1-0,Lucchese,2023-10-26T16:30Z
,10,Thu Oct 26 2023,18:30,CEST/+0200,Ancona 1905,3-0,1-0,US Arezzo,2023-10-26T16:30Z
,10,Thu Oct 26 2023,18:30,CEST/+0200,Carrarese Calcio,1-1,1-0,ASD Pineto Calcio,2023-10-26T16:30Z
,10,Thu Oct 26 2023,18:30,CEST/+0200,SPAL 2013 Ferrara,1-0,0-0,USD Sestri Levante,2023-10-26T16:30Z
,11,Sun Oct 29 2023,20:45,CET/+0100,Fermana FC,1-1,1-1,Ancona 1905,2023-10-29T19:45Z
,11,Sun Oct 29 2023,18:30,CET/+0100,Delfino Pescara,2-3,1-0,US Recanatese,2023-10-29T17:30Z
,11,Sun Oct 29 2023,14:00,CET/+0100,Juventus II,3-1,0-0,Olbia Calcio,2023-10-29T13:00Z
,11,Sun Oct 29 2023,14:00,CET/+0100,SEF Torres 1903,1-1,0-1,SPAL 2013 Ferrara,2023-10-29T13:00Z
,11,Sun Oct 29 2023,20:45,CET/+0100,Lucchese,1-2,1-1,US Pontedera,2023-10-29T19:45Z
,11,Mon Oct 30 2023,20:45,CET/+0100,US Arezzo,1-0,0-0,AS Gubbio,2023-10-30T19:45Z
,11,Mon Oct 30 2023,20:45,CET/+0100,Cesena FC,2-1,1-0,Carrarese Calcio,2023-10-30T19:45Z
,11,Mon Oct 30 2023,20:45,CET/+0100,AC Perugia Calcio,2-1,2-1,Virtus Entella,2023-10-30T19:45Z
,11,Mon Oct 30 2023,20:45,CET/+0100,Vis Pesaro,1-1,1-1,ASD Pineto Calcio,2023-10-30T19:45Z
,8,Thu Nov 2 2023,18:30,CET/+0100,Olbia Calcio,1-0,1-0,ASD Pineto Calcio,2023-11-02T17:30Z
,12,Sun Nov 5 2023,14:00,CET/+0100,Virtus Entella,2-0,1-0,SEF Torres 1903,2023-11-05T13:00Z
,12,Sun Nov 5 2023,18:30,CET/+0100,Vis Pesaro,1-1,0-0,US Arezzo,2023-11-05T17:30Z
,12,Sun Nov 5 2023,18:30,CET/+0100,AS Gubbio,1-1,1-1,Cesena FC,2023-11-05T17:30Z
,12,Sun Nov 5 2023,14:00,CET/+0100,Carrarese Calcio,1-0,1-0,Delfino Pescara,2023-11-05T13:00Z
,12,Sun Nov 5 2023,14:00,CET/+0100,Olbia Calcio,0-0,0-0,Lucchese,2023-11-05T13:00Z
,12,Sun Nov 5 2023,16:15,CET/+0100,US Pontedera,1-0,1-0,Juventus II,2023-11-05T15:15Z
,12,Sun Nov 5 2023,20:45,CET/+0100,Ancona 1905,2-1,0-0,AC Perugia Calcio,2023-11-05T19:45Z
,12,Mon Nov 6 2023,20:45,CET/+0100,US Recanatese,2-2,2-1,USD Sestri Levante,2023-11-06T19:45Z
,12,Mon Nov 6 2023,20:45,CET/+0100,ASD Pineto Calcio,2-0,0-0,Fermana FC,2023-11-06T19:45Z
,12,Mon Nov 6 2023,20:30,CET/+0100,AC Rimini,1-0,0-0,SPAL 2013 Ferrara,2023-11-06T19:30Z
,13,Sun Nov 12 2023,16:15,CET/+0100,US Arezzo,1-2,0-0,ASD Pineto Calcio,2023-11-12T15:15Z
,13,Sun Nov 12 2023,20:45,CET/+0100,SPAL 2013 Ferrara,0-1,0-0,US Pontedera,2023-11-12T19:45Z
,13,Sun Nov 12 2023,20:45,CET/+0100,AC Perugia Calcio,1-0,1-0,AS Gubbio,2023-11-12T19:45Z
,13,Sun Nov 12 2023,14:00,CET/+0100,US Recanatese,4-1,0-0,Olbia Calcio,2023-11-12T13:00Z
,13,Sun Nov 12 2023,14:00,CET/+0100,SEF Torres 1903,1-0,0-0,Ancona 1905,2023-11-12T13:00Z
,13,Sun Nov 12 2023,20:45,CET/+0100,Juventus II,0-1,0-0,Carrarese Calcio,2023-11-12T19:45Z
,13,Sun Nov 12 2023,18:30,CET/+0100,USD Sestri Levante,3-0,1-0,Fermana FC,2023-11-12T17:30Z
,13,Sun Nov 12 2023,20:45,CET/+0100,Cesena FC,4-0,2-0,Vis Pesaro,2023-11-12T19:45Z
,13,Mon Nov 13 2023,20:45,CET/+0100,Lucchese,1-0,0-0,Virtus Entella,2023-11-13T19:45Z
,13,Mon Nov 13 2023,20:45,CET/+0100,Delfino Pescara,1-1,1-1,AC Rimini,2023-11-13T19:45Z
,10,Thu Nov 16 2023,20:45,CET/+0100,Virtus Entella,0-1,0-1,Cesena FC,2023-11-16T19:45Z
,11,Thu Nov 16 2023,18:00,CET/+0100,USD Sestri Levante,0-1,0-0,AC Rimini,2023-11-16T17:00Z
,14,Sat Nov 18 2023,16:15,CET/+0100,ASD Pineto Calcio,1-1,0-1,AC Perugia Calcio,2023-11-18T15:15Z
,14,Sat Nov 18 2023,18:30,CET/+0100,Ancona 1905,2-0,0-0,US Recanatese,2023-11-18T17:30Z
,14,Sun Nov 19 2023,16:15,CET/+0100,Carrarese Calcio,1-0,0-0,SPAL 2013 Ferrara,2023-11-19T15:15Z
,14,Sun Nov 19 2023,14:00,CET/+0100,Fermana FC,2-3,0-1,US Arezzo,2023-11-19T13:00Z
,14,Sun Nov 19 2023,16:15,CET/+0100,Cesena FC,3-0,0-0,Lucchese,2023-11-19T15:15Z
,14,Sun Nov 19 2023,16:15,CET/+0100,AS Gubbio,5-2,1-1,USD Sestri Levante,2023-11-19T15:15Z
,14,Mon Nov 20 2023,18:30,CET/+0100,Vis Pesaro,1-2,1-0,SEF Torres 1903,2023-11-20T17:30Z
,15,Sat Nov 25 2023,18:30,CET/+0100,Juventus II,1-0,1-0,US Arezzo,2023-11-25T17:30Z
,15,Sat Nov 25 2023,20:45,CET/+0100,US Pontedera,0-1,0-1,Virtus Entella,2023-11-25T19:45Z
,15,Sat Nov 25 2023,20:45,CET/+0100,Delfino Pescara,0-1,0-1,Cesena FC,2023-11-25T19:45Z
,15,Sat Nov 25 2023,20:45,CET/+0100,AC Rimini,1-0,1-0,Fermana FC,2023-11-25T19:45Z
,15,Sat Nov 25 2023,16:15,CET/+0100,Lucchese,1-2,0-2,Vis Pesaro,2023-11-25T15:15Z
,15,Sat Nov 25 2023,16:15,CET/+0100,SPAL 2013 Ferrara,2-2,1-1,Ancona 1905,2023-11-25T15:15Z
,15,Sat Nov 25 2023,18:30,CET/+0100,AC Perugia Calcio,1-1,1-1,Carrarese Calcio,2023-11-25T17:30Z
,15,Sun Nov 26 2023,14:00,CET/+0100,SEF Torres 1903,3-1,2-0,AS Gubbio,2023-11-26T13:00Z
,15,Sun Nov 26 2023,12:30,CET/+0100,USD Sestri Levante,2-2,1-0,Olbia Calcio,2023-11-26T11:30Z
,15,Mon Nov 27 2023,20:45,CET/+0100,US Recanatese,1-1,1-0,ASD Pineto Calcio,2023-11-27T19:45Z
,16,Sat Dec 2 2023,18:30,CET/+0100,Ancona 1905,0-1,0-1,US Pontedera,2023-12-02T17:30Z
,16,Sat Dec 2 2023,18:30,CET/+0100,AS Gubbio,0-0,0-0,SPAL 2013 Ferrara,2023-12-02T17:30Z
,16,Sat Dec 2 2023,18:30,CET/+0100,Carrarese Calcio,1-1,1-1,US Recanatese,2023-12-02T17:30Z
,16,Sat Dec 2 2023,16:15,CET/+0100,Virtus Entella,1-2,0-1,Delfino Pescara,2023-12-02T15:15Z
,16,Sat Dec 2 2023,16:15,CET/+0100,Cesena FC,1-0,0-0,Juventus II,2023-12-02T15:15Z
,16,Sat Dec 2 2023,20:45,CET/+0100,US Arezzo,1-1,0-0,Lucchese,2023-12-02T19:45Z
,16,Sun Dec 3 2023,14:00,CET/+0100,Fermana FC,1-1,1-0,SEF Torres 1903,2023-12-03T13:00Z
,16,Sun Dec 3 2023,20:45,CET/+0100,Vis Pesaro,1-1,1-0,AC Rimini,2023-12-03T19:45Z
,16,Sun Dec 3 2023,14:00,CET/+0100,ASD Pineto Calcio,1-0,0-0,USD Sestri Levante,2023-12-03T13:00Z
,16,Sun Dec 3 2023,14:00,CET/+0100,Olbia Calcio,0-1,0-1,AC Perugia Calcio,2023-12-03T13:00Z
,14,Tue Dec 5 2023,18:30,CET/+0100,US Pontedera,0-5,0-3,Delfino Pescara,2023-12-05T17:30Z
,8,Wed Dec 6 2023,16:15,CET/+0100,Lucchese,1-0,0-0,Juventus II,2023-12-06T15:15Z
,14,Wed Dec 6 2023,18:00,CET/+0100,Olbia Calcio,0-0,0-0,AC Rimini,2023-12-06T17:00Z
,17,Sat Dec 9 2023,16:15,CET/+0100,Delfino Pescara,4-0,3-0,Olbia Calcio,2023-12-09T15:15Z
,17,Sat Dec 9 2023,16:15,CET/+0100,Juventus II,2-2,0-0,ASD Pineto Calcio,2023-12-09T15:15Z
,17,Sat Dec 9 2023,16:15,CET/+0100,US Pontedera,2-1,2-1,AS Gubbio,2023-12-09T15:15Z
,17,Sat Dec 9 2023,18:30,CET/+0100,SPAL 2013 Ferrara,0-0,0-0,Virtus Entella,2023-12-09T17:30Z
,17,Sat Dec 9 2023,20:45,CET/+0100,US Recanatese,1-2,0-2,Cesena FC,2023-12-09T19:45Z
,17,Sun Dec 10 2023,16:15,CET/+0100,AC Perugia Calcio,2-2,2-1,Vis Pesaro,2023-12-10T15:15Z
,17,Sun Dec 10 2023,14:00,CET/+0100,AC Rimini,1-0,0-0,Carrarese Calcio,2023-12-10T13:00Z
,17,Sun Dec 10 2023,14:00,CET/+0100,Lucchese,0-0,0-0,Fermana FC,2023-12-10T13:00Z
,17,Sun Dec 10 2023,14:00,CET/+0100,SEF Torres 1903,3-2,2-1,US Arezzo,2023-12-10T13:00Z
,17,Sun Dec 10 2023,14:00,CET/+0100,USD Sestri Levante,3-2,0-2,Ancona 1905,2023-12-10T13:00Z
,18,Sat Dec 16 2023,16:15,CET/+0100,Fermana FC,2-1,0-0,Juventus II,2023-12-16T15:15Z
,18,Sat Dec 16 2023,16:15,CET/+0100,Virtus Entella,2-0,1-0,AC Rimini,2023-12-16T15:15Z
,18,Sat Dec 16 2023,20:45,CET/+0100,ASD Pineto Calcio,1-1,0-0,SPAL 2013 Ferrara,2023-12-16T19:45Z
,18,Sun Dec 17 2023,14:00,CET/+0100,Olbia Calcio,0-3,0-1,US Pontedera,2023-12-17T13:00Z
,18,Sun Dec 17 2023,14:00,CET/+0100,Cesena FC,1-1,0-0,SEF Torres 1903,2023-12-17T13:00Z
,18,Sun Dec 17 2023,20:45,CET/+0100,Carrarese Calcio,1-0,1-0,Lucchese,2023-12-17T19:45Z
,18,Sun Dec 17 2023,16:15,CET/+0100,Vis Pesaro,2-2,1-1,USD Sestri Levante,2023-12-17T15:15Z
,18,Sun Dec 17 2023,20:45,CET/+0100,Ancona 1905,1-1,1-1,Delfino Pescara,2023-12-17T19:45Z
,18,Mon Dec 18 2023,20:30,CET/+0100,US Arezzo,2-0,1-0,AC Perugia Calcio,2023-12-18T19:30Z
,14,Tue Dec 19 2023,20:30,CET/+0100,Virtus Entella,0-1,0-1,Juventus II,2023-12-19T19:30Z
,19,Fri Dec 22 2023,18:30,CET/+0100,Lucchese,1-0,0-0,Ancona 1905,2023-12-22T17:30Z
,19,Fri Dec 22 2023,18:30,CET/+0100,SEF Torres 1903,1-0,1-0,ASD Pineto Calcio,2023-12-22T17:30Z
,19,Fri Dec 22 2023,20:45,CET/+0100,AC Rimini,1-2,0-1,AS Gubbio,2023-12-22T19:45Z
,19,Fri Dec 22 2023,20:45,CET/+0100,US Pontedera,1-2,0-1,Carrarese Calcio,2023-12-22T19:45Z
,19,Sat Dec 23 2023,16:15,CET/+0100,Juventus II,1-1,1-0,Vis Pesaro,2023-12-23T15:15Z
,19,Sat Dec 23 2023,20:45,CET/+0100,Delfino Pescara,1-1,0-0,Fermana FC,2023-12-23T19:45Z
,19,Sat Dec 23 2023,18:30,CET/+0100,AC Perugia Calcio,0-3,0-2,Cesena FC,2023-12-23T17:30Z
,19,Sat Dec 23 2023,18:30,CET/+0100,US Recanatese,0-1,0-1,Virtus Entella,2023-12-23T17:30Z
,19,Sat Dec 23 2023,18:30,CET/+0100,SPAL 2013 Ferrara,2-0,1-0,Olbia Calcio,2023-12-23T17:30Z
,19,Sat Dec 23 2023,18:30,CET/+0100,USD Sestri Levante,0-0,0-0,US Arezzo,2023-12-23T17:30Z
,20,Sat Jan 6 2024,16:15,CET/+0100,Vis Pesaro,1-1,1-0,SPAL 2013 Ferrara,2024-01-06T15:15Z
,20,Sat Jan 6 2024,16:15,CET/+0100,Fermana FC,0-0,0-0,Carrarese Calcio,2024-01-06T15:15Z
,20,Sat Jan 6 2024,16:15,CET/+0100,US Arezzo,1-0,0-0,AC Rimini,2024-01-06T15:15Z
,20,Sun Jan 7 2024,14:00,CET/+0100,Juventus II,4-3,1-1,Delfino Pescara,2024-01-07T13:00Z
,20,Sun Jan 7 2024,14:00,CET/+0100,SEF Torres 1903,3-2,2-1,US Recanatese,2024-01-07T13:00Z
,20,Sun Jan 7 2024,16:15,CET/+0100,Cesena FC,1-0,1-0,Olbia Calcio,2024-01-07T15:15Z
,20,Sun Jan 7 2024,18:30,CET/+0100,USD Sestri Levante,0-2,0-0,US Pontedera,2024-01-07T17:30Z
,20,Sun Jan 7 2024,16:15,CET/+0100,Ancona 1905,0-1,0-0,Virtus Entella,2024-01-07T15:15Z
,20,Sun Jan 7 2024,16:15,CET/+0100,ASD Pineto Calcio,1-2,1-2,AS Gubbio,2024-01-07T15:15Z
,20,Sun Jan 7 2024,16:15,CET/+0100,AC Perugia Calcio,3-0,1-0,Lucchese,2024-01-07T15:15Z
,18,Wed Jan 10 2024,18:30,CET/+0100,AS Gubbio,3-1,3-0,US Recanatese,2024-01-10T17:30Z
,21,Sat Jan 13 2024,16:15,CET/+0100,US Pontedera,4-0,1-0,Fermana FC,2024-01-13T15:15Z
,21,Sun Jan 14 2024,14:00,CET/+0100,US Recanatese,1-1,0-0,Juventus II,2024-01-14T13:00Z
,21,Sun Jan 14 2024,14:00,CET/+0100,Virtus Entella,0-0,0-0,ASD Pineto Calcio,2024-01-14T13:00Z
,21,Sun Jan 14 2024,16:15,CET/+0100,AC Rimini,3-1,3-1,SEF Torres 1903,2024-01-14T15:15Z
,21,Sun Jan 14 2024,16:15,CET/+0100,Olbia Calcio,0-1,0-1,Vis Pesaro,2024-01-14T15:15Z
,21,Sun Jan 14 2024,18:30,CET/+0100,AS Gubbio,0-0,0-0,Ancona 1905,2024-01-14T17:30Z
,21,Sun Jan 14 2024,20:45,CET/+0100,Lucchese,1-3,1-1,USD Sestri Levante,2024-01-14T19:45Z
,21,Sun Jan 14 2024,20:45,CET/+0100,Carrarese Calcio,2-3,0-2,US Arezzo,2024-01-14T19:45Z
,21,Sun Jan 14 2024,20:45,CET/+0100,SPAL 2013 Ferrara,0-0,0-0,Cesena FC,2024-01-14T19:45Z
,21,Mon Jan 15 2024,20:30,CET/+0100,Delfino Pescara,0-1,0-0,AC Perugia Calcio,2024-01-15T19:30Z
,22,Sat Jan 20 2024,18:30,CET/+0100,Lucchese,3-1,2-0,US Recanatese,2024-01-20T17:30Z
,22,Sat Jan 20 2024,20:45,CET/+0100,Cesena FC,4-0,4-0,US Pontedera,2024-01-20T19:45Z
,22,Sat Jan 20 2024,16:15,CET/+0100,Juventus II,0-0,0-0,AC Rimini,2024-01-20T15:15Z
,22,Sun Jan 21 2024,16:00,CET/+0100,SEF Torres 1903,1-0,1-0,Olbia Calcio,2024-01-21T15:00Z
,22,Sun Jan 21 2024,16:15,CET/+0100,AC Perugia Calcio,3-1,0-1,SPAL 2013 Ferrara,2024-01-21T15:15Z
