Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,26,Fri Mar 29 2024,14:00,EET/+0200,Pirin Blagoevgrad,2-1,1-1,Etar Veliko Tarnovo,2024-03-29T12:00Z
,26,Fri Mar 29 2024,16:30,EET/+0200,Arda Kardzhali,1-1,1-1,FK Krumovgrad,2024-03-29T14:30Z
,26,Sat Mar 30 2024,14:00,EET/+0200,Botev Vratsa,3-2,1-0,Hebar Pazardzhik,2024-03-30T12:00Z
,26,Sat Mar 30 2024,16:30,EET/+0200,Lokomotiv Plovdiv,1-2,1-1,PFC Ludogorets Razgrad,2024-03-30T14:30Z
,26,Sat Mar 30 2024,19:00,EET/+0200,Lokomotiv Sofia,0-1,0-1,CSKA Sofia,2024-03-30T17:00Z
,26,Sun Mar 31 2024,19:00,EEST/+0300,CSKA 1948 Sofia,0-1,0-0,PFC Beroe,2024-03-31T16:00Z
,26,Sun Mar 31 2024,16:30,EEST/+0300,Botev Plovdiv,0-0,0-0,Cherno More Varna,2024-03-31T13:30Z
,27,Tue Apr 2 2024,19:30,EEST/+0300,Slavia Sofia,0-0,0-0,Pirin Blagoevgrad,2024-04-02T16:30Z
,27,Tue Apr 2 2024,17:00,EEST/+0300,Etar Veliko Tarnovo,2-1,1-0,Arda Kardzhali,2024-04-02T14:00Z
,27,Wed Apr 3 2024,19:30,EEST/+0300,PFC Ludogorets Razgrad,5-1,1-1,Levski Sofia,2024-04-03T16:30Z
,27,Wed Apr 3 2024,14:30,EEST/+0300,FK Krumovgrad,3-2,2-0,Hebar Pazardzhik,2024-04-03T11:30Z
,27,Wed Apr 3 2024,17:00,EEST/+0300,CSKA Sofia,1-2,0-0,Lokomotiv Plovdiv,2024-04-03T14:00Z
,27,Thu Apr 4 2024,14:30,EEST/+0300,CSKA 1948 Sofia,0-0,0-0,Botev Vratsa,2024-04-04T11:30Z
,27,Thu Apr 4 2024,17:00,EEST/+0300,PFC Beroe,0-3,0-2,Botev Plovdiv,2024-04-04T14:00Z
,27,Thu Apr 4 2024,19:30,EEST/+0300,Cherno More Varna,3-0,3-0,Lokomotiv Sofia,2024-04-04T16:30Z
,28,Sat Apr 6 2024,17:45,EEST/+0300,Hebar Pazardzhik,3-0,1-0,Etar Veliko Tarnovo,2024-04-06T14:45Z
,28,Sat Apr 6 2024,20:15,EEST/+0300,Arda Kardzhali,2-1,2-1,Slavia Sofia,2024-04-06T17:15Z
,28,Sun Apr 7 2024,14:45,EEST/+0300,Levski Sofia,0-2,0-0,CSKA Sofia,2024-04-07T11:45Z
,28,Sun Apr 7 2024,20:15,EEST/+0300,Pirin Blagoevgrad,0-2,0-0,PFC Ludogorets Razgrad,2024-04-07T17:15Z
,28,Sun Apr 7 2024,17:45,EEST/+0300,Botev Plovdiv,0-0,0-0,CSKA 1948 Sofia,2024-04-07T14:45Z
,28,Mon Apr 8 2024,17:00,EEST/+0300,Botev Vratsa,0-0,0-0,FK Krumovgrad,2024-04-08T14:00Z
,28,Mon Apr 8 2024,19:30,EEST/+0300,Lokomotiv Plovdiv,1-0,1-0,Cherno More Varna,2024-04-08T16:30Z
,28,Tue Apr 9 2024,18:30,EEST/+0300,Lokomotiv Sofia,1-0,1-0,PFC Beroe,2024-04-09T15:30Z
,8,Thu Apr 11 2024,18:45,EEST/+0300,CSKA 1948 Sofia,0-1,0-0,PFC Ludogorets Razgrad,2024-04-11T15:45Z
,29,Fri Apr 12 2024,20:15,EEST/+0300,CSKA Sofia,1-2,1-1,Pirin Blagoevgrad,2024-04-12T17:15Z
,29,Fri Apr 12 2024,17:45,EEST/+0300,Botev Plovdiv,2-0,1-0,Botev Vratsa,2024-04-12T14:45Z
,29,Sat Apr 13 2024,20:15,EEST/+0300,Cherno More Varna,3-1,1-0,Levski Sofia,2024-04-13T17:15Z
,29,Sat Apr 13 2024,17:45,EEST/+0300,Slavia Sofia,3-1,1-0,Hebar Pazardzhik,2024-04-13T14:45Z
,29,Sun Apr 14 2024,17:00,EEST/+0300,Etar Veliko Tarnovo,0-0,0-0,FK Krumovgrad,2024-04-14T14:00Z
,29,Sun Apr 14 2024,19:30,EEST/+0300,PFC Beroe,2-2,1-1,Lokomotiv Plovdiv,2024-04-14T16:30Z
,29,Mon Apr 15 2024,20:00,EEST/+0300,PFC Ludogorets Razgrad,2-0,2-0,Arda Kardzhali,2024-04-15T17:00Z
,29,Mon Apr 15 2024,17:30,EEST/+0300,CSKA 1948 Sofia,2-1,1-1,Lokomotiv Sofia,2024-04-15T14:30Z
,30,Fri Apr 19 2024,20:00,EEST/+0300,FK Krumovgrad,2-0,2-0,Slavia Sofia,2024-04-19T17:00Z
,30,Fri Apr 19 2024,17:30,EEST/+0300,Botev Vratsa,2-0,1-0,Etar Veliko Tarnovo,2024-04-19T14:30Z
,30,Sat Apr 20 2024,15:15,EEST/+0300,Pirin Blagoevgrad,0-0,0-0,Cherno More Varna,2024-04-20T12:15Z
,30,Sat Apr 20 2024,17:45,EEST/+0300,Hebar Pazardzhik,0-3,0-2,PFC Ludogorets Razgrad,2024-04-20T14:45Z
,30,Sat Apr 20 2024,20:15,EEST/+0300,Levski Sofia,1-0,0-0,PFC Beroe,2024-04-20T17:15Z
,30,Sun Apr 21 2024,17:45,EEST/+0300,Lokomotiv Sofia,0-4,0-2,Botev Plovdiv,2024-04-21T14:45Z
,30,Sun Apr 21 2024,20:15,EEST/+0300,Arda Kardzhali,2-3,2-1,CSKA Sofia,2024-04-21T17:15Z
,30,Sun Apr 21 2024,15:15,EEST/+0300,Lokomotiv Plovdiv,1-1,0-0,CSKA 1948 Sofia,2024-04-21T12:15Z
Playoffs - Relegation,1,Fri Apr 26 2024,20:00,EEST/+0300,Pirin Blagoevgrad,1-2,1-1,Botev Vratsa,2024-04-26T17:00Z
Conference League,1,Sat Apr 27 2024,19:00,EEST/+0300,Botev Plovdiv,0-1,0-1,Slavia Sofia,2024-04-27T16:00Z
Championship,1,Sat Apr 27 2024,16:15,EEST/+0300,CSKA Sofia,3-1,3-0,Levski Sofia,2024-04-27T13:15Z
Championship,1,Sun Apr 28 2024,20:15,EEST/+0300,Cherno More Varna,1-0,1-0,Lokomotiv Plovdiv,2024-04-28T17:15Z
Championship,1,Sun Apr 28 2024,17:45,EEST/+0300,PFC Ludogorets Razgrad,3-3,0-2,FK Krumovgrad,2024-04-28T14:45Z
Playoffs - Relegation,1,Sun Apr 28 2024,15:15,EEST/+0300,Hebar Pazardzhik,0-2,0-1,Lokomotiv Sofia,2024-04-28T12:15Z
Conference League,1,Mon Apr 29 2024,17:45,EEST/+0300,CSKA 1948 Sofia,1-1,0-1,Arda Kardzhali,2024-04-29T14:45Z
Playoffs - Relegation,1,Mon Apr 29 2024,20:15,EEST/+0300,PFC Beroe,3-0,2-0,Etar Veliko Tarnovo,2024-04-29T17:15Z
Conference League,2,Mon May 6 2024,17:45,EEST/+0300,Slavia Sofia,0-0,0-0,Arda Kardzhali,2024-05-06T14:45Z
Conference League,2,Mon May 6 2024,20:15,EEST/+0300,Botev Plovdiv,0-0,0-0,CSKA 1948 Sofia,2024-05-06T17:15Z
Conference League,3,Fri May 10 2024,16:45,EEST/+0300,CSKA 1948 Sofia,0-2,0-1,Slavia Sofia,2024-05-10T13:45Z
Championship,2,Fri May 10 2024,19:15,EEST/+0300,FK Krumovgrad,4-1,3-0,Lokomotiv Plovdiv,2024-05-10T16:15Z
Conference League,3,Sat May 11 2024,17:00,EEST/+0300,Arda Kardzhali,2-1,0-1,Botev Plovdiv,2024-05-11T14:00Z
Championship,2,Sat May 11 2024,19:30,EEST/+0300,PFC Ludogorets Razgrad,3-1,1-1,CSKA Sofia,2024-05-11T16:30Z
Playoffs - Relegation,2,Sun May 12 2024,17:00,EEST/+0300,PFC Beroe,2-0,2-0,Pirin Blagoevgrad,2024-05-12T14:00Z
Championship,2,Sun May 12 2024,19:30,EEST/+0300,Levski Sofia,0-0,0-0,Cherno More Varna,2024-05-12T16:30Z
Playoffs - Relegation,2,Mon May 13 2024,17:45,EEST/+0300,Etar Veliko Tarnovo,1-1,1-0,Lokomotiv Sofia,2024-05-13T14:45Z
Playoffs - Relegation,2,Mon May 13 2024,20:15,EEST/+0300,Botev Vratsa,1-0,1-0,Hebar Pazardzhik,2024-05-13T17:15Z
Playoffs - Relegation,3,Fri May 17 2024,15:15,EEST/+0300,Pirin Blagoevgrad,2-2,1-0,Etar Veliko Tarnovo,2024-05-17T12:15Z
Playoffs - Relegation,3,Fri May 17 2024,17:45,EEST/+0300,Lokomotiv Sofia,1-1,1-1,Botev Vratsa,2024-05-17T14:45Z
Playoffs - Relegation,3,Fri May 17 2024,20:15,EEST/+0300,Hebar Pazardzhik,0-1,0-0,PFC Beroe,2024-05-17T17:15Z
Championship,3,Sat May 18 2024,20:15,EEST/+0300,Lokomotiv Plovdiv,1-2,1-2,Levski Sofia,2024-05-18T17:15Z
Championship,3,Sat May 18 2024,17:45,EEST/+0300,CSKA Sofia,2-2,1-1,FK Krumovgrad,2024-05-18T14:45Z
Championship,3,Sun May 19 2024,20:30,EEST/+0300,Cherno More Varna,4-0,1-0,PFC Ludogorets Razgrad,2024-05-19T17:30Z
Conference League,4,Mon May 20 2024,20:15,EEST/+0300,Slavia Sofia,3-1,2-1,Botev Plovdiv,2024-05-20T17:15Z
Conference League,4,Mon May 20 2024,17:45,EEST/+0300,Arda Kardzhali,0-0,0-0,CSKA 1948 Sofia,2024-05-20T14:45Z
Playoffs - Relegation,4,Tue May 21 2024,16:30,EEST/+0300,Etar Veliko Tarnovo,1-1,1-1,Botev Vratsa,2024-05-21T13:30Z
Playoffs - Relegation,4,Tue May 21 2024,18:45,EEST/+0300,PFC Beroe,0-3,0-2,Lokomotiv Sofia,2024-05-21T15:45Z
Playoffs - Relegation,4,Tue May 21 2024,21:00,EEST/+0300,Pirin Blagoevgrad,0-0,0-0,Hebar Pazardzhik,2024-05-21T18:00Z
Championship,4,Wed May 22 2024,18:30,EEST/+0300,PFC Ludogorets Razgrad,3-0,3-0,Lokomotiv Plovdiv,2024-05-22T15:30Z
Championship,4,Wed May 22 2024,16:00,EEST/+0300,FK Krumovgrad,0-1,0-0,Levski Sofia,2024-05-22T13:00Z
Conference League,5,Thu May 23 2024,15:15,EEST/+0300,Arda Kardzhali,3-1,1-1,Slavia Sofia,2024-05-23T12:15Z
Conference League,5,Thu May 23 2024,17:45,EEST/+0300,CSKA 1948 Sofia,2-1,0-0,Botev Plovdiv,2024-05-23T14:45Z
Championship,4,Thu May 23 2024,20:15,EEST/+0300,CSKA Sofia,0-1,0-0,Cherno More Varna,2024-05-23T17:15Z
Playoffs - Relegation,5,Sat May 25 2024,20:30,EEST/+0300,Hebar Pazardzhik,3-1,0-1,Etar Veliko Tarnovo,2024-05-25T17:30Z
Playoffs - Relegation,5,Sat May 25 2024,20:30,EEST/+0300,Botev Vratsa,1-0,1-0,PFC Beroe,2024-05-25T17:30Z
Playoffs - Relegation,5,Sat May 25 2024,20:30,EEST/+0300,Lokomotiv Sofia,1-0,0-0,Pirin Blagoevgrad,2024-05-25T17:30Z
Championship,5,Sun May 26 2024,18:00,EEST/+0300,Levski Sofia,1-0,0-0,PFC Ludogorets Razgrad,2024-05-26T15:00Z
Championship,5,Sun May 26 2024,20:30,EEST/+0300,Lokomotiv Plovdiv,1-0,1-0,CSKA Sofia,2024-05-26T17:30Z
Championship,5,Sun May 26 2024,18:30,EEST/+0300,Cherno More Varna,3-1,1-1,FK Krumovgrad,2024-05-26T15:30Z
Conference League,6,Mon May 27 2024,20:00,EEST/+0300,Slavia Sofia,0-2,0-1,CSKA 1948 Sofia,2024-05-27T17:00Z
Conference League,6,Mon May 27 2024,20:00,EEST/+0300,Botev Plovdiv,0-1,0-1,Arda Kardzhali,2024-05-27T17:00Z
ECL Playoff,Final,Fri May 31 2024,20:00,EEST/+0300,CSKA Sofia,0-2,0-1,CSKA 1948 Sofia,2024-05-31T17:00Z
