Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Apertura,1,Fri Jul 21 2023,19:05,CST/-0600,Venados FC,3-1,1-1,Coyotes de Tlaxcala,,,2023-07-22T01:05Z
Apertura,1,Sat Jul 22 2023,19:05,CST/-0600,Correcaminos UAT,2-0,0-0,Dorados de Sinaloa,,,2023-07-23T01:05Z
Apertura,1,Sat Jul 22 2023,17:05,CST/-0600,Tapatío,0-0,0-0,Cancún FC,,,2023-07-22T23:05Z
Apertura,1,Sun Jul 23 2023,19:05,CST/-0600,Mineros de Zacatecas,4-0,2-0,Atlético Morelia,,,2023-07-24T01:05Z
Apertura,1,Sun Jul 23 2023,12:00,CST/-0600,Tepatitlán,1-1,0-0,Cimarrones de Sonora,,,2023-07-23T18:00Z
Apertura,1,Mon Jul 24 2023,19:05,CST/-0600,Atlante,1-0,1-0,Leones Negros,,,2023-07-25T01:05Z
Apertura,1,Wed Jul 26 2023,21:05,CST/-0600,Atlético La Paz,2-1,0-0,Club Celaya,,,2023-07-27T03:05Z
Apertura,2,Fri Jul 28 2023,21:05,CST/-0600,Correcaminos UAT,3-3,1-1,Mineros de Zacatecas,,,2023-07-29T03:05Z
Apertura,2,Sat Jul 29 2023,19:05,CST/-0600,Cancún FC,2-1,1-0,Venados FC,,,2023-07-30T01:05Z
Apertura,2,Sat Jul 29 2023,17:05,CST/-0600,Coyotes de Tlaxcala,1-2,0-1,Atlante,,,2023-07-29T23:05Z
Apertura,2,Sun Jul 30 2023,21:05,CST/-0600,Dorados de Sinaloa,3-4,0-1,Atlético La Paz,,,2023-07-31T03:05Z
Apertura,2,Sun Jul 30 2023,19:05,CST/-0600,Leones Negros,4-2,2-2,Cimarrones de Sonora,,,2023-07-31T01:05Z
Apertura,2,Mon Jul 31 2023,19:05,CST/-0600,Alebrijes de Oaxaca,1-1,0-1,Tapatío,,,2023-08-01T01:05Z
Apertura,3,Thu Aug 3 2023,19:05,CST/-0600,Leones Negros,5-0,4-0,Alebrijes de Oaxaca,,,2023-08-04T01:05Z
Apertura,3,Sat Aug 5 2023,21:05,CST/-0600,Cimarrones de Sonora,2-0,0-0,Dorados de Sinaloa,,,2023-08-06T03:05Z
Apertura,3,Sat Aug 5 2023,17:05,CST/-0600,Mineros de Zacatecas,5-1,2-0,Coyotes de Tlaxcala,,,2023-08-05T23:05Z
Apertura,3,Sat Aug 5 2023,19:05,CST/-0600,Cancún FC,2-1,0-0,Correcaminos UAT,,,2023-08-06T01:05Z
Apertura,3,Sun Aug 6 2023,12:00,CST/-0600,Atlante,2-2,2-1,Tepatitlán,,,2023-08-06T18:00Z
Apertura,3,Sun Aug 6 2023,17:05,CST/-0600,Atlético Morelia,1-0,0-0,Club Celaya,,,2023-08-06T23:05Z
Apertura,3,Sun Aug 6 2023,21:05,CST/-0600,Atlético La Paz,2-2,0-1,Tapatío,,,2023-08-07T03:05Z
Apertura,4,Thu Aug 10 2023,19:05,CST/-0600,Tapatío,1-1,1-0,Club Celaya,,,2023-08-11T01:05Z
Apertura,4,Fri Aug 11 2023,19:05,CST/-0600,Venados FC,1-3,0-2,Atlético La Paz,,,2023-08-12T01:05Z
Apertura,4,Fri Aug 11 2023,17:05,CST/-0600,Alebrijes de Oaxaca,1-1,0-1,Mineros de Zacatecas,,,2023-08-11T23:05Z
Apertura,4,Sat Aug 12 2023,19:05,CST/-0600,Dorados de Sinaloa,1-0,0-0,Cancún FC,,,2023-08-13T01:05Z
Apertura,4,Sat Aug 12 2023,21:05,CST/-0600,Tepatitlán,0-0,0-0,Leones Negros,,,2023-08-13T03:05Z
Apertura,4,Sun Aug 13 2023,17:05,CST/-0600,Atlético Morelia,2-0,0-0,Correcaminos UAT,,,2023-08-13T23:05Z
Apertura,4,Sun Aug 13 2023,21:05,CST/-0600,Cimarrones de Sonora,0-0,0-0,Atlante,,,2023-08-14T03:05Z
Apertura,5,Tue Aug 15 2023,21:05,CST/-0600,Dorados de Sinaloa,4-0,0-0,Mineros de Zacatecas,,,2023-08-16T03:05Z
Apertura,5,Tue Aug 15 2023,19:05,CST/-0600,Alebrijes de Oaxaca,2-1,2-1,Club Celaya,,,2023-08-16T01:05Z
Apertura,5,Wed Aug 16 2023,21:05,CST/-0600,Correcaminos UAT,2-2,0-2,Tapatío,,,2023-08-17T03:05Z
Apertura,5,Wed Aug 16 2023,17:05,CST/-0600,Atlante,3-0,0-0,Atlético La Paz,,,2023-08-16T23:05Z
Apertura,5,Thu Aug 17 2023,17:05,CST/-0600,Leones Negros,4-1,2-0,Venados FC,,,2023-08-17T23:05Z
Apertura,5,Fri Aug 18 2023,17:05,CST/-0600,Coyotes de Tlaxcala,1-2,1-1,Cimarrones de Sonora,,,2023-08-18T23:05Z
