Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sun Aug 6 2023,17:00,CEST/+0200,FK AP Brera Strumica,1-0,0-0,Vardar Skopje,2023-08-06T15:00Z
1,Sun Aug 6 2023,17:00,CEST/+0200,FC Struga,2-0,1-0,KF Gostivari,2023-08-06T15:00Z
1,Sun Aug 6 2023,17:00,CEST/+0200,GFK Tikvesh,1-0,1-0,Makedonija GP,2023-08-06T15:00Z
1,Sun Aug 6 2023,17:00,CEST/+0200,FK Voska Sport,0-1,0-0,KF Shkëndija 79,2023-08-06T15:00Z
1,Sun Aug 6 2023,17:00,CEST/+0200,FK Bregalnica Štip,2-1,2-1,Sileks Kratovo,2023-08-06T15:00Z
1,Mon Aug 7 2023,17:00,CEST/+0200,FK Rabotnički,3-1,1-0,KF Shkupi,2023-08-07T15:00Z
2,Sun Aug 13 2023,17:00,CEST/+0200,FK AP Brera Strumica,2-0,1-0,FK Voska Sport,2023-08-13T15:00Z
2,Sun Aug 13 2023,17:00,CEST/+0200,KF Gostivari,0-3,0-1,GFK Tikvesh,2023-08-13T15:00Z
2,Sun Aug 13 2023,17:00,CEST/+0200,Makedonija GP,1-0,0-0,FK Bregalnica Štip,2023-08-13T15:00Z
2,Sun Aug 13 2023,17:00,CEST/+0200,Sileks Kratovo,2-0,2-0,FK Rabotnički,2023-08-13T15:00Z
2,Sun Aug 13 2023,17:00,CEST/+0200,Vardar Skopje,0-1,0-0,KF Shkupi,2023-08-13T15:00Z
3,Sun Aug 20 2023,17:00,CEST/+0200,FK Bregalnica Štip,2-1,1-0,KF Gostivari,2023-08-20T15:00Z
3,Sun Aug 20 2023,17:00,CEST/+0200,FK Rabotnički,1-0,1-0,Makedonija GP,2023-08-20T15:00Z
3,Sun Aug 20 2023,17:00,CEST/+0200,KF Shkupi,1-1,1-0,Sileks Kratovo,2023-08-20T15:00Z
3,Sun Aug 20 2023,17:00,CEST/+0200,GFK Tikvesh,1-2,1-2,KF Shkëndija 79,2023-08-20T15:00Z
3,Sun Aug 20 2023,17:00,CEST/+0200,FK Voska Sport,3-2,2-0,Vardar Skopje,2023-08-20T15:00Z
3,Mon Aug 21 2023,17:00,CEST/+0200,FC Struga,1-2,0-1,FK AP Brera Strumica,2023-08-21T15:00Z
