Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Jul 22 2023,20:30,CEST/+0200,FK Dečić Tuzi,2-1,1-1,Jedinstvo Bijelo Polje,2023-07-22T18:30Z
1,Sat Jul 22 2023,20:30,CEST/+0200,OFK Petrovac,0-0,0-0,FK Mornar,2023-07-22T18:30Z
1,Sat Jul 22 2023,20:00,CEST/+0200,OFK Mladost DG,2-1,0-1,FK Budućnost Podgorica,2023-07-22T18:00Z
1,Sun Jul 23 2023,20:00,CEST/+0200,FK Jezero,0-1,0-1,FK Sutjeska,2023-07-23T18:00Z
1,Sun Jul 23 2023,20:00,CEST/+0200,FK Rudar Pljevlja,0-1,0-1,FK Arsenal,2023-07-23T18:00Z
2,Sat Jul 29 2023,20:30,CEST/+0200,Jedinstvo Bijelo Polje,1-0,0-0,FK Rudar Pljevlja,2023-07-29T18:30Z
2,Sat Jul 29 2023,20:00,CEST/+0200,OFK Petrovac,1-0,0-0,OFK Mladost DG,2023-07-29T18:00Z
2,Sun Jul 30 2023,20:30,CEST/+0200,FK Arsenal,2-2,1-1,FK Jezero,2023-07-30T18:30Z
2,Sun Jul 30 2023,20:00,CEST/+0200,FK Mornar,1-1,1-0,FK Sutjeska,2023-07-30T18:00Z
3,Sat Aug 5 2023,20:30,CEST/+0200,OFK Mladost DG,1-1,0-0,FK Mornar,2023-08-05T18:30Z
3,Sat Aug 5 2023,19:00,CEST/+0200,FK Rudar Pljevlja,0-4,0-2,FK Budućnost Podgorica,2023-08-05T17:00Z
3,Sat Aug 5 2023,20:00,CEST/+0200,FK Jezero,1-0,0-0,Jedinstvo Bijelo Polje,2023-08-05T18:00Z
3,Sun Aug 6 2023,20:00,CEST/+0200,FK Dečić Tuzi,1-2,0-0,OFK Petrovac,2023-08-06T18:00Z
3,Sun Aug 6 2023,20:00,CEST/+0200,FK Sutjeska,2-2,0-2,FK Arsenal,2023-08-06T18:00Z
2,Wed Aug 9 2023,20:00,CEST/+0200,FK Budućnost Podgorica,1-1,1-1,FK Dečić Tuzi,2023-08-09T18:00Z
4,Sat Aug 12 2023,20:30,CEST/+0200,OFK Petrovac,2-0,0-0,FK Rudar Pljevlja,2023-08-12T18:30Z
4,Sat Aug 12 2023,20:30,CEST/+0200,FK Mornar,0-1,0-0,FK Arsenal,2023-08-12T18:30Z
4,Sun Aug 13 2023,20:00,CEST/+0200,Jedinstvo Bijelo Polje,0-0,0-0,FK Sutjeska,2023-08-13T18:00Z
4,Sun Aug 13 2023,20:00,CEST/+0200,OFK Mladost DG,0-2,0-0,FK Dečić Tuzi,2023-08-13T18:00Z
4,Sun Aug 13 2023,20:00,CEST/+0200,FK Budućnost Podgorica,1-1,0-0,FK Jezero,2023-08-13T18:00Z
5,Sun Aug 20 2023,17:30,CEST/+0200,FK Arsenal,2-2,1-2,Jedinstvo Bijelo Polje,2023-08-20T15:30Z
5,Sun Aug 20 2023,18:00,CEST/+0200,FK Rudar Pljevlja,0-0,0-0,OFK Mladost DG,2023-08-20T16:00Z
5,Sun Aug 20 2023,19:30,CEST/+0200,FK Sutjeska,1-2,0-0,FK Budućnost Podgorica,2023-08-20T17:30Z
5,Sun Aug 20 2023,20:00,CEST/+0200,FK Dečić Tuzi,3-1,1-1,FK Mornar,2023-08-20T18:00Z
5,Sun Aug 20 2023,20:00,CEST/+0200,FK Jezero,2-0,0-0,OFK Petrovac,2023-08-20T18:00Z
6,Fri Aug 25 2023,19:00,CEST/+0200,OFK Mladost DG,1-2,0-2,FK Jezero,2023-08-25T17:00Z
6,Sat Aug 26 2023,20:00,CEST/+0200,FK Budućnost Podgorica,2-0,2-0,FK Arsenal,2023-08-26T18:00Z
6,Sat Aug 26 2023,20:00,CEST/+0200,FK Dečić Tuzi,0-1,0-1,FK Rudar Pljevlja,2023-08-26T18:00Z
6,Sat Aug 26 2023,20:00,CEST/+0200,FK Mornar,4-3,2-2,Jedinstvo Bijelo Polje,2023-08-26T18:00Z
6,Sat Aug 26 2023,18:30,CEST/+0200,OFK Petrovac,1-1,0-1,FK Sutjeska,2023-08-26T16:30Z
7,Sun Sep 3 2023,17:00,CEST/+0200,FK Arsenal,2-2,1-1,OFK Petrovac,2023-09-03T15:00Z
7,Sun Sep 3 2023,17:00,CEST/+0200,FK Rudar Pljevlja,0-0,0-0,FK Mornar,2023-09-03T15:00Z
7,Sun Sep 3 2023,19:00,CEST/+0200,Jedinstvo Bijelo Polje,1-4,1-3,FK Budućnost Podgorica,2023-09-03T17:00Z
7,Sun Sep 3 2023,19:30,CEST/+0200,FK Jezero,0-0,0-0,FK Dečić Tuzi,2023-09-03T17:30Z
7,Sun Sep 3 2023,20:00,CEST/+0200,FK Sutjeska,3-3,0-0,OFK Mladost DG,2023-09-03T18:00Z
