Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Jul 28 2023,17:45,CEST/+0200,Schwarz-Weiß Bregenz,2-0,2-0,First Vienna FC,2023-07-28T15:45Z
1,Fri Jul 28 2023,17:45,CEST/+0200,SV Lafnitz,3-0,1-0,Kapfenberger SV 1919,2023-07-28T15:45Z
1,Fri Jul 28 2023,17:45,CEST/+0200,Grazer AK,3-0,2-0,SKU Amstetten,2023-07-28T15:45Z
1,Fri Jul 28 2023,17:45,CEST/+0200,DSV Leoben,3-2,1-2,SV Horn,2023-07-28T15:45Z
1,Fri Jul 28 2023,17:45,CEST/+0200,FC Admira Wacker,1-0,0-0,SV Stripfing/Weiden,2023-07-28T15:45Z
1,Fri Jul 28 2023,17:45,CEST/+0200,FC Liefering,0-1,0-1,FC Dornbirn,2023-07-28T15:45Z
1,Sun Jul 30 2023,10:30,CEST/+0200,Floridsdorfer AC,1-1,0-0,SV Ried,2023-07-30T08:30Z
1,Sun Jul 30 2023,10:30,CEST/+0200,Sturm Graz II,1-4,0-1,SKN St. Pölten,2023-07-30T08:30Z
2,Fri Aug 4 2023,18:10,CEST/+0200,SV Stripfing/Weiden,1-4,0-1,DSV Leoben,2023-08-04T16:10Z
2,Fri Aug 4 2023,18:10,CEST/+0200,Kapfenberger SV 1919,1-1,0-0,Floridsdorfer AC,2023-08-04T16:10Z
2,Fri Aug 4 2023,18:10,CEST/+0200,FC Dornbirn,0-1,0-1,Grazer AK,2023-08-04T16:10Z
2,Fri Aug 4 2023,18:10,CEST/+0200,SKN St. Pölten,2-0,1-0,SV Lafnitz,2023-08-04T16:10Z
2,Fri Aug 4 2023,20:30,CEST/+0200,SV Ried,2-2,2-1,FC Admira Wacker,2023-08-04T18:30Z
2,Sat Aug 5 2023,20:00,CEST/+0200,SKU Amstetten,1-2,0-1,Schwarz-Weiß Bregenz,2023-08-05T18:00Z
2,Sun Aug 6 2023,10:30,CEST/+0200,First Vienna FC,2-2,1-0,Sturm Graz II,2023-08-06T08:30Z
3,Fri Aug 11 2023,20:30,CEST/+0200,First Vienna FC,2-3,2-0,Grazer AK,2023-08-11T18:30Z
3,Fri Aug 11 2023,18:10,CEST/+0200,SKN St. Pölten,0-1,0-1,FC Liefering,2023-08-11T16:10Z
3,Fri Aug 11 2023,18:10,CEST/+0200,FC Admira Wacker,1-0,1-0,SV Horn,2023-08-11T16:10Z
3,Fri Aug 11 2023,18:10,CEST/+0200,SV Stripfing/Weiden,1-0,1-0,SV Ried,2023-08-11T16:10Z
3,Sat Aug 12 2023,14:30,CEST/+0200,SV Lafnitz,1-0,0-0,FC Dornbirn,2023-08-12T12:30Z
3,Sat Aug 12 2023,14:30,CEST/+0200,Schwarz-Weiß Bregenz,0-2,0-1,Kapfenberger SV 1919,2023-08-12T12:30Z
3,Sun Aug 13 2023,10:30,CEST/+0200,Sturm Graz II,2-2,1-2,Floridsdorfer AC,2023-08-13T08:30Z
3,Sun Aug 13 2023,10:30,CEST/+0200,DSV Leoben,1-0,0-0,SKU Amstetten,2023-08-13T08:30Z
4,Fri Aug 18 2023,20:30,CEST/+0200,Grazer AK,1-0,1-0,Sturm Graz II,2023-08-18T18:30Z
4,Fri Aug 18 2023,18:10,CEST/+0200,SV Ried,2-0,1-0,DSV Leoben,2023-08-18T16:10Z
4,Fri Aug 18 2023,18:10,CEST/+0200,SV Horn,2-0,2-0,First Vienna FC,2023-08-18T16:10Z
4,Fri Aug 18 2023,18:10,CEST/+0200,Floridsdorfer AC,3-0,1-0,SV Lafnitz,2023-08-18T16:10Z
4,Fri Aug 18 2023,18:10,CEST/+0200,SKU Amstetten,1-1,0-0,SV Stripfing/Weiden,2023-08-18T16:10Z
4,Fri Aug 18 2023,18:10,CEST/+0200,FC Liefering,2-1,0-1,Schwarz-Weiß Bregenz,2023-08-18T16:10Z
4,Sat Aug 19 2023,14:30,CEST/+0200,FC Dornbirn,1-0,0-0,FC Admira Wacker,2023-08-19T12:30Z
4,Sun Aug 20 2023,12:30,CEST/+0200,Kapfenberger SV 1919,0-3,0-2,SKN St. Pölten,2023-08-20T10:30Z
2,Tue Aug 22 2023,18:30,CEST/+0200,SV Horn,2-1,1-1,FC Liefering,2023-08-22T16:30Z
5,Fri Aug 25 2023,18:10,CEST/+0200,SKN St. Pölten,2-0,1-0,Floridsdorfer AC,2023-08-25T16:10Z
5,Fri Aug 25 2023,18:10,CEST/+0200,DSV Leoben,0-1,0-0,First Vienna FC,2023-08-25T16:10Z
5,Fri Aug 25 2023,18:10,CEST/+0200,FC Admira Wacker,3-1,1-1,SKU Amstetten,2023-08-25T16:10Z
5,Fri Aug 25 2023,18:10,CEST/+0200,SV Stripfing/Weiden,3-1,1-1,SV Horn,2023-08-25T16:10Z
