Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Apertura,6,Sat Aug 26 2023,17:00,CST/-0600,Atlas Guadalajara,0-0,0-0,Deportivo Toluca,,,2023-08-26T23:00Z
Apertura,6,Sun Aug 27 2023,16:00,CST/-0600,Club Necaxa,0-1,0-0,Gallos Blancos,,,2023-08-27T22:00Z
Apertura,6,Sun Aug 27 2023,20:05,CST/-0600,CF Monterrey,1-2,1-1,Cruz Azul,,,2023-08-28T02:05Z
Apertura,6,Sun Aug 27 2023,18:05,CST/-0600,Pumas UNAM,2-1,0-0,UANL Tigres,,,2023-08-28T00:05Z
Apertura,6,Mon Aug 28 2023,21:10,CST/-0600,CF Pachuca,0-2,0-0,Atlético San Luis,,,2023-08-29T03:10Z
Apertura,5,Wed Aug 30 2023,19:00,CST/-0600,Deportivo Toluca,1-0,1-0,CF Monterrey,,,2023-08-31T01:00Z
Apertura,5,Wed Aug 30 2023,19:06,CST/-0600,Gallos Blancos,1-2,0-1,Atlas Guadalajara,,,2023-08-31T01:06Z
Apertura,5,Wed Aug 30 2023,21:00,CST/-0600,UANL Tigres,3-2,1-1,Santos Laguna,,,2023-08-31T03:00Z
Apertura,7,Fri Sep 1 2023,19:05,CST/-0600,FC Juárez,3-1,2-1,Mazatlán FC,,,2023-09-02T01:05Z
Apertura,7,Fri Sep 1 2023,21:10,CST/-0600,Puebla FC,3-0,2-0,Club Tijuana,,,2023-09-02T03:10Z
Apertura,7,Sat Sep 2 2023,21:10,CST/-0600,Cruz Azul,2-3,1-3,CF América,,,2023-09-03T03:10Z
Apertura,7,Sat Sep 2 2023,17:00,CST/-0600,Club León,1-1,0-1,Club Necaxa,,,2023-09-02T23:00Z
Apertura,7,Sat Sep 2 2023,19:00,CST/-0600,Santos Laguna,2-1,2-1,Pumas UNAM,,,2023-09-03T01:00Z
Apertura,7,Sat Sep 2 2023,19:05,CST/-0600,UANL Tigres,5-0,2-0,Gallos Blancos,,,2023-09-03T01:05Z
Apertura,7,Sun Sep 3 2023,12:00,CST/-0600,Deportivo Toluca,5-0,2-0,CF Pachuca,,,2023-09-03T18:00Z
Apertura,7,Sun Sep 3 2023,20:00,CST/-0600,Atlético San Luis,2-0,1-0,Atlas Guadalajara,,,2023-09-04T02:00Z
Apertura,7,Sun Sep 3 2023,17:05,CST/-0600,Deportivo Guadalajara,1-2,0-2,CF Monterrey,,,2023-09-03T23:05Z
Apertura,8,Fri Sep 15 2023,18:50,CST/-0600,Mazatlán FC,2-2,2-0,Cruz Azul,,,2023-09-16T00:50Z
Apertura,8,Fri Sep 15 2023,21:00,CST/-0600,Club Tijuana,2-1,2-0,Deportivo Toluca,,,2023-09-16T03:00Z
Apertura,8,Sat Sep 16 2023,17:00,CST/-0600,Club Necaxa,1-1,1-1,FC Juárez,,,2023-09-16T23:00Z
Apertura,8,Sat Sep 16 2023,19:00,CST/-0600,CF Monterrey,3-1,2-1,Club León,,,2023-09-17T01:00Z
Apertura,8,Sat Sep 16 2023,21:10,CST/-0600,CF América,4-0,2-0,Deportivo Guadalajara,,,2023-09-17T03:10Z
Apertura,8,Sun Sep 17 2023,12:00,CST/-0600,Pumas UNAM,3-2,0-1,Atlético San Luis,,,2023-09-17T18:00Z
Apertura,8,Sun Sep 17 2023,19:00,CST/-0600,Atlas Guadalajara,2-0,2-0,UANL Tigres,,,2023-09-18T01:00Z
Apertura,8,Sun Sep 17 2023,17:00,CST/-0600,Gallos Blancos,1-1,0-1,Puebla FC,,,2023-09-17T23:00Z
Apertura,8,Mon Sep 18 2023,21:00,CST/-0600,CF Pachuca,3-2,1-0,Santos Laguna,,,2023-09-19T03:00Z
Apertura,2,Wed Sep 20 2023,20:06,CST/-0600,Gallos Blancos,1-2,1-0,CF América,,,2023-09-21T02:06Z
Apertura,9,Fri Sep 22 2023,19:00,CST/-0600,Atlético San Luis,3-2,2-0,Mazatlán FC,,,2023-09-23T01:00Z
Apertura,9,Fri Sep 22 2023,21:10,CST/-0600,Puebla FC,0-2,0-1,Pumas UNAM,,,2023-09-23T03:10Z
Apertura,9,Fri Sep 22 2023,19:00,CST/-0600,FC Juárez,1-2,0-1,Atlas Guadalajara,,,2023-09-23T01:00Z
Apertura,9,Sat Sep 23 2023,19:00,CST/-0600,Deportivo Guadalajara,0-0,0-0,CF Pachuca,,,2023-09-24T01:00Z
Apertura,9,Sat Sep 23 2023,19:00,CST/-0600,Club León,1-0,0-0,Club Tijuana,,,2023-09-24T01:00Z
Apertura,9,Sat Sep 23 2023,21:05,CST/-0600,UANL Tigres,3-0,1-0,CF Monterrey,,,2023-09-24T03:05Z
Apertura,9,Sun Sep 24 2023,20:05,CST/-0600,Santos Laguna,2-5,0-1,Club Necaxa,,,2023-09-25T02:05Z
Apertura,9,Sun Sep 24 2023,12:00,CST/-0600,Deportivo Toluca,1-1,0-1,CF América,,,2023-09-24T18:00Z
Apertura,9,Sun Sep 24 2023,16:00,CST/-0600,Cruz Azul,1-3,1-0,Gallos Blancos,,,2023-09-24T22:00Z
Apertura,11,Tue Sep 26 2023,19:05,CST/-0600,Deportivo Guadalajara,1-3,0-2,Mazatlán FC,,,2023-09-27T01:05Z
Apertura,10,Thu Sep 28 2023,20:00,CST/-0600,Atlas Guadalajara,2-3,1-2,Puebla FC,,,2023-09-29T02:00Z
Apertura,10,Fri Sep 29 2023,21:00,CST/-0600,Atlético San Luis,1-2,0-0,Cruz Azul,,,2023-09-30T03:00Z
Apertura,10,Fri Sep 29 2023,21:10,CST/-0600,Club Tijuana,5-1,1-1,FC Juárez,,,2023-09-30T03:10Z
Apertura,10,Fri Sep 29 2023,19:00,CST/-0600,Gallos Blancos,1-1,0-1,Club León,,,2023-09-30T01:00Z
Apertura,10,Sat Sep 30 2023,17:00,CST/-0600,CF Pachuca,1-1,1-1,Club Necaxa,,,2023-09-30T23:00Z
Apertura,10,Sat Sep 30 2023,18:40,CST/-0600,CF América,1-0,0-0,Pumas UNAM,,,2023-10-01T00:40Z
Apertura,10,Sat Sep 30 2023,19:00,CST/-0600,Mazatlán FC,2-3,1-1,UANL Tigres,,,2023-10-01T01:00Z
Apertura,10,Sun Oct 1 2023,17:20,CST/-0600,Deportivo Toluca,1-1,0-0,Deportivo Guadalajara,,,2023-10-01T23:20Z
Apertura,11,Tue Oct 3 2023,19:00,CST/-0600,Puebla FC,1-1,1-1,CF Monterrey,,,2023-10-04T01:00Z
Apertura,11,Tue Oct 3 2023,21:00,CST/-0600,CF América,4-0,1-0,CF Pachuca,,,2023-10-04T03:00Z
Apertura,11,Wed Oct 4 2023,21:00,CST/-0600,UANL Tigres,2-2,1-1,Deportivo Toluca,,,2023-10-05T03:00Z
Apertura,11,Wed Oct 4 2023,21:00,CST/-0600,Santos Laguna,2-1,1-1,Club Tijuana,,,2023-10-05T03:00Z
Apertura,11,Wed Oct 4 2023,19:00,CST/-0600,Club Necaxa,1-3,0-1,Cruz Azul,,,2023-10-05T01:00Z
Apertura,11,Wed Oct 4 2023,19:00,CST/-0600,Pumas UNAM,4-0,2-0,Gallos Blancos,,,2023-10-05T01:00Z
Apertura,12,Fri Oct 6 2023,21:00,CST/-0600,Mazatlán FC,1-2,1-0,CF América,,,2023-10-07T03:00Z
Apertura,12,Sat Oct 7 2023,19:00,CST/-0600,CF Pachuca,1-1,1-1,UANL Tigres,,,2023-10-08T01:00Z
Apertura,12,Sat Oct 7 2023,19:00,CST/-0600,Deportivo Guadalajara,4-1,1-1,Atlas Guadalajara,,,2023-10-08T01:00Z
Apertura,12,Sat Oct 7 2023,17:00,CST/-0600,CF Monterrey,3-1,2-0,FC Juárez,,,2023-10-07T23:00Z
Apertura,12,Sat Oct 7 2023,21:10,CST/-0600,Cruz Azul,1-4,1-1,Pumas UNAM,,,2023-10-08T03:10Z
Apertura,12,Sun Oct 8 2023,17:00,CST/-0600,Club Necaxa,1-2,0-2,Puebla FC,,,2023-10-08T23:00Z
Apertura,12,Sun Oct 8 2023,21:00,CST/-0600,Club Tijuana,2-1,1-0,Atlético San Luis,,,2023-10-09T03:00Z
Apertura,12,Sun Oct 8 2023,19:05,CST/-0600,Santos Laguna,0-2,0-1,Club León,,,2023-10-09T01:05Z
Apertura,12,Sun Oct 8 2023,12:00,CST/-0600,Deportivo Toluca,3-1,1-1,Gallos Blancos,,,2023-10-08T18:00Z
Apertura,13,Fri Oct 20 2023,21:10,CST/-0600,Puebla FC,0-2,0-1,Deportivo Guadalajara,,,2023-10-21T03:10Z
Apertura,13,Fri Oct 20 2023,19:00,CST/-0600,Atlas Guadalajara,1-3,1-2,Mazatlán FC,,,2023-10-21T01:00Z
Apertura,13,Fri Oct 20 2023,19:06,CST/-0600,FC Juárez,0-1,0-0,CF Pachuca,,,2023-10-21T01:06Z
Apertura,13,Sat Oct 21 2023,17:00,CST/-0600,Club León,1-0,1-0,Deportivo Toluca,,,2023-10-21T23:00Z
Apertura,13,Sat Oct 21 2023,21:10,CST/-0600,UANL Tigres,2-1,0-1,Cruz Azul,,,2023-10-22T03:10Z
Apertura,13,Sat Oct 21 2023,19:00,CST/-0600,CF América,4-3,3-2,Santos Laguna,,,2023-10-22T01:00Z
Apertura,13,Sat Oct 21 2023,19:06,CST/-0600,Gallos Blancos,1-0,0-0,Club Tijuana,,,2023-10-22T01:06Z
Apertura,13,Sun Oct 22 2023,12:00,CST/-0600,Pumas UNAM,0-1,0-0,CF Monterrey,,,2023-10-22T18:00Z
Apertura,13,Sun Oct 22 2023,18:00,CST/-0600,Atlético San Luis,4-0,2-0,Club Necaxa,,,2023-10-23T00:00Z
Apertura,11,Tue Oct 24 2023,19:00,CST/-0600,Club León,1-1,0-1,Atlas Guadalajara,,,2023-10-25T01:00Z
Apertura,4,Wed Oct 25 2023,19:00,CST/-0600,CF Monterrey,3-1,2-0,Club Tijuana,,,2023-10-26T01:00Z
Apertura,11,Wed Oct 25 2023,21:00,CST/-0600,FC Juárez,3-2,2-0,Atlético San Luis,,,2023-10-26T03:00Z
Apertura,14,Fri Oct 27 2023,19:00,CST/-0600,Club Necaxa,1-0,0-0,Pumas UNAM,,,2023-10-28T01:00Z
Apertura,14,Fri Oct 27 2023,21:00,CST/-0600,Mazatlán FC,3-0,0-0,Gallos Blancos,,,2023-10-28T03:00Z
Apertura,14,Sat Oct 28 2023,17:00,CST/-0600,Cruz Azul,1-0,1-0,Club León,,,2023-10-28T23:00Z
Apertura,14,Sat Oct 28 2023,18:00,CST/-0600,CF Pachuca,1-1,1-1,Puebla FC,,,2023-10-29T00:00Z
Apertura,14,Sat Oct 28 2023,21:10,CST/-0600,CF Monterrey,0-3,0-3,CF América,,,2023-10-29T03:10Z
Apertura,14,Sat Oct 28 2023,18:05,CST/-0600,Deportivo Guadalajara,0-4,0-1,UANL Tigres,,,2023-10-29T00:05Z
Apertura,14,Sun Oct 29 2023,21:06,CST/-0600,Club Tijuana,2-0,1-0,Atlas Guadalajara,,,2023-10-30T03:06Z
Apertura,14,Sun Oct 29 2023,12:00,CST/-0600,Deportivo Toluca,3-1,1-0,Atlético San Luis,,,2023-10-29T18:00Z
Apertura,14,Sun Oct 29 2023,19:05,CST/-0600,Santos Laguna,5-1,2-1,FC Juárez,,,2023-10-30T01:05Z
Apertura,15,Tue Oct 31 2023,21:10,CST/-0600,Club León,1-1,0-1,Pumas UNAM,,,2023-11-01T03:10Z
Apertura,15,Tue Oct 31 2023,19:00,CST/-0600,Deportivo Toluca,0-1,0-0,Puebla FC,,,2023-11-01T01:00Z
Apertura,15,Tue Oct 31 2023,19:00,CST/-0600,Gallos Blancos,1-2,0-2,Deportivo Guadalajara,,,2023-11-01T01:00Z
Apertura,15,Tue Oct 31 2023,21:10,CST/-0600,CF Monterrey,3-0,1-0,Club Necaxa,,,2023-11-01T03:10Z
Apertura,15,Wed Nov 1 2023,19:00,CST/-0600,Atlas Guadalajara,0-2,0-1,CF Pachuca,,,2023-11-02T01:00Z
Apertura,15,Wed Nov 1 2023,19:00,CST/-0600,Cruz Azul,2-0,1-0,FC Juárez,,,2023-11-02T01:00Z
Apertura,15,Wed Nov 1 2023,21:00,CST/-0600,Atlético San Luis,0-1,0-1,CF América,,,2023-11-02T03:00Z
Apertura,15,Wed Nov 1 2023,21:00,CST/-0600,Mazatlán FC,3-1,2-1,Santos Laguna,,,2023-11-02T03:00Z
Apertura,15,Wed Nov 1 2023,21:06,CST/-0600,Club Tijuana,2-0,2-0,UANL Tigres,,,2023-11-02T03:06Z
Apertura,16,Fri Nov 3 2023,21:00,CST/-0600,Puebla FC,5-4,1-3,Club León,,,2023-11-04T03:00Z
Apertura,16,Sat Nov 4 2023,21:05,CST/-0600,Deportivo Guadalajara,1-0,0-0,Cruz Azul,,,2023-11-05T03:05Z
Apertura,16,Sat Nov 4 2023,16:55,CST/-0600,UANL Tigres,2-2,0-0,Atlético San Luis,,,2023-11-04T22:55Z
Apertura,16,Sat Nov 4 2023,19:00,CST/-0600,CF América,3-0,0-0,Club Tijuana,,,2023-11-05T01:00Z
Apertura,16,Sat Nov 4 2023,21:05,CST/-0600,CF Pachuca,0-2,0-2,CF Monterrey,,,2023-11-05T03:05Z
Apertura,16,Sun Nov 5 2023,12:00,CST/-0600,Pumas UNAM,3-0,1-0,Atlas Guadalajara,,,2023-11-05T18:00Z
Apertura,16,Sun Nov 5 2023,16:00,CST/-0600,Club Necaxa,4-0,2-0,Mazatlán FC,,,2023-11-05T22:00Z
Apertura,16,Sun Nov 5 2023,18:05,CST/-0600,Santos Laguna,3-1,1-0,Deportivo Toluca,,,2023-11-06T00:05Z
Apertura,16,Sun Nov 5 2023,20:06,CST/-0600,FC Juárez,0-3,0-1,Gallos Blancos,,,2023-11-06T02:06Z
Apertura,10,Wed Nov 8 2023,20:00,CST/-0600,CF Monterrey,3-0,1-0,Santos Laguna,,,2023-11-09T02:00Z
Apertura,17,Fri Nov 10 2023,19:05,CST/-0600,Mazatlán FC,1-0,0-0,Deportivo Toluca,,,2023-11-11T01:05Z
Apertura,17,Fri Nov 10 2023,21:10,CST/-0600,Club Tijuana,2-3,1-0,CF Pachuca,,,2023-11-11T03:10Z
Apertura,17,Fri Nov 10 2023,19:00,CST/-0600,Atlas Guadalajara,0-0,0-0,Club Necaxa,,,2023-11-11T01:00Z
Apertura,17,Sat Nov 11 2023,17:00,CST/-0600,Atlético San Luis,0-2,0-2,Santos Laguna,,,2023-11-11T23:00Z
Apertura,17,Sat Nov 11 2023,17:00,CST/-0600,Gallos Blancos,0-0,0-0,CF Monterrey,,,2023-11-11T23:00Z
Apertura,17,Sat Nov 11 2023,19:00,CST/-0600,Pumas UNAM,1-0,1-0,Deportivo Guadalajara,,,2023-11-12T01:00Z
Apertura,17,Sat Nov 11 2023,21:10,CST/-0600,UANL Tigres,0-0,0-0,CF América,,,2023-11-12T03:10Z
Apertura,17,Sun Nov 12 2023,20:00,CST/-0600,Club León,2-1,2-1,FC Juárez,,,2023-11-13T02:00Z
Apertura,17,Sun Nov 12 2023,18:00,CST/-0600,Cruz Azul,1-2,1-1,Puebla FC,,,2023-11-13T00:00Z
Apertura - Liguilla,Qual. 1. Runde,Thu Nov 23 2023,21:10,CST/-0600,Santos Laguna,2-1,1-0,Mazatlán FC,,,2023-11-24T03:10Z
Apertura - Liguilla,Qual. 1. Runde,Thu Nov 23 2023,19:00,CST/-0600,Atlético San Luis,3-2,2-1,Club León,,,2023-11-24T01:00Z
Apertura - Liguilla,Qual. 2. Runde,Sun Nov 26 2023,20:06,CST/-0600,Club León,3-2,2-0,Santos Laguna,,,2023-11-27T02:06Z
Apertura - Liguilla,Quarterfinals,Wed Nov 29 2023,21:10,CST/-0600,Atlético San Luis,1-0,1-0,CF Monterrey,,,2023-11-30T03:10Z
Apertura - Liguilla,Quarterfinals,Wed Nov 29 2023,19:06,CST/-0600,Club León,2-2,2-1,CF América,,,2023-11-30T01:06Z
Apertura - Liguilla,Quarterfinals,Thu Nov 30 2023,21:05,CST/-0600,Deportivo Guadalajara,1-0,1-0,Pumas UNAM,,,2023-12-01T03:05Z
Apertura - Liguilla,Quarterfinals,Thu Nov 30 2023,19:00,CST/-0600,Puebla FC,2-2,1-1,UANL Tigres,,,2023-12-01T01:00Z
Apertura - Liguilla,Quarterfinals,Sat Dec 2 2023,19:00,CST/-0600,CF América,2-0,0-0,Club León,,,2023-12-03T01:00Z
Apertura - Liguilla,Quarterfinals,Sat Dec 2 2023,21:10,CST/-0600,CF Monterrey,1-1,1-0,Atlético San Luis,,,2023-12-03T03:10Z
Apertura - Liguilla,Quarterfinals,Sun Dec 3 2023,20:10,CST/-0600,UANL Tigres,3-0,2-0,Puebla FC,,,2023-12-04T02:10Z
Apertura - Liguilla,Quarterfinals,Sun Dec 3 2023,18:00,CST/-0600,Pumas UNAM,3-0,2-0,Deportivo Guadalajara,,,2023-12-04T00:00Z
Apertura - Liguilla,Semifinals,Wed Dec 6 2023,21:00,CST/-0600,Atlético San Luis,0-5,0-2,CF América,,,2023-12-07T03:00Z
Apertura - Liguilla,Semifinals,Thu Dec 7 2023,21:00,CST/-0600,Pumas UNAM,0-1,0-0,UANL Tigres,,,2023-12-08T03:00Z
Apertura - Liguilla,Semifinals,Sat Dec 9 2023,20:00,CST/-0600,CF América,0-2,0-0,Atlético San Luis,,,2023-12-10T02:00Z
Apertura - Liguilla,Semifinals,Sun Dec 10 2023,20:00,CST/-0600,UANL Tigres,1-1,1-1,Pumas UNAM,,,2023-12-11T02:00Z
Apertura - Liguilla,Final,Thu Dec 14 2023,21:00,CST/-0600,UANL Tigres,1-1,0-0,CF América,,,2023-12-15T03:00Z
Apertura - Liguilla,Final,Sun Dec 17 2023,19:30,CST/-0600,CF América,0-0,0-0,UANL Tigres,3-0,,2023-12-18T01:30Z
Clausura,1,Fri Jan 12 2024,19:00,CST/-0600,Gallos Blancos,2-2,1-0,Deportivo Toluca,,,2024-01-13T01:00Z
Clausura,1,Fri Jan 12 2024,21:00,CST/-0600,Mazatlán FC,0-1,0-0,Atlético San Luis,,,2024-01-13T03:00Z
Clausura,1,Sat Jan 13 2024,19:05,CST/-0600,Deportivo Guadalajara,1-1,0-0,Santos Laguna,,,2024-01-14T01:05Z
Clausura,1,Sat Jan 13 2024,21:00,CST/-0600,CF Monterrey,2-0,0-0,Puebla FC,,,2024-01-14T03:00Z
Clausura,1,Sat Jan 13 2024,21:00,CST/-0600,Club Tijuana,0-2,0-0,CF América,,,2024-01-14T03:00Z
Clausura,1,Sat Jan 13 2024,19:00,CST/-0600,Cruz Azul,0-1,0-0,CF Pachuca,,,2024-01-14T01:00Z
Clausura,1,Sun Jan 14 2024,12:00,CST/-0600,Pumas UNAM,1-0,0-0,FC Juárez,,,2024-01-14T18:00Z
Clausura,1,Sun Jan 14 2024,18:00,CST/-0600,Club Necaxa,2-1,0-1,Atlas Guadalajara,,,2024-01-15T00:00Z
Clausura,1,Wed Jan 17 2024,19:00,CST/-0600,Club León,1-2,0-0,UANL Tigres,,,2024-01-18T01:00Z
Clausura,2,Fri Jan 19 2024,21:00,CST/-0600,Atlético San Luis,3-1,1-0,Pumas UNAM,,,2024-01-20T03:00Z
Clausura,2,Fri Jan 19 2024,21:10,CST/-0600,FC Juárez,0-0,0-0,Cruz Azul,,,2024-01-20T03:10Z
Clausura,2,Fri Jan 19 2024,19:00,CST/-0600,Puebla FC,1-2,0-0,Club Necaxa,,,2024-01-20T01:00Z
Clausura,2,Sat Jan 20 2024,17:00,CST/-0600,Deportivo Toluca,4-1,1-1,Mazatlán FC,,,2024-01-20T23:00Z
Clausura,2,Sat Jan 20 2024,19:05,CST/-0600,CF América,2-0,0-0,Gallos Blancos,,,2024-01-21T01:05Z
Clausura,2,Sat Jan 20 2024,21:10,CST/-0600,Atlas Guadalajara,0-0,0-0,Club Tijuana,,,2024-01-21T03:10Z
Clausura,2,Sun Jan 21 2024,20:05,CST/-0600,Santos Laguna,0-2,0-1,CF Monterrey,,,2024-01-22T02:05Z
Clausura,2,Sun Jan 21 2024,18:00,CST/-0600,UANL Tigres,1-0,0-0,Deportivo Guadalajara,,,2024-01-22T00:00Z
Clausura,4,Wed Jan 24 2024,21:06,CST/-0600,FC Juárez,0-2,0-1,CF América,,,2024-01-25T03:06Z
Clausura,4,Wed Jan 24 2024,19:00,CST/-0600,CF Monterrey,1-1,1-0,Gallos Blancos,,,2024-01-25T01:00Z
Clausura,4,Wed Jan 24 2024,19:00,CST/-0600,Atlético San Luis,1-2,1-0,UANL Tigres,,,2024-01-25T01:00Z
Clausura,3,Fri Jan 26 2024,19:00,CST/-0600,Puebla FC,1-1,1-1,Deportivo Toluca,,,2024-01-27T01:00Z
Clausura,3,Fri Jan 26 2024,21:00,CST/-0600,Club Tijuana,1-1,1-0,Deportivo Guadalajara,,,2024-01-27T03:00Z
Clausura,3,Sat Jan 27 2024,21:05,CST/-0600,Club Necaxa,0-0,0-0,CF América,,,2024-01-28T03:05Z
Clausura,3,Sat Jan 27 2024,19:00,CST/-0600,CF Monterrey,3-1,2-1,Atlético San Luis,,,2024-01-28T01:00Z
Clausura,3,Sat Jan 27 2024,17:00,CST/-0600,Cruz Azul,2-1,2-1,Mazatlán FC,,,2024-01-27T23:00Z
Clausura,3,Sat Jan 27 2024,17:00,CST/-0600,Club León,3-2,0-1,Santos Laguna,,,2024-01-27T23:00Z
Clausura,3,Sun Jan 28 2024,19:00,CST/-0600,Atlas Guadalajara,2-1,2-0,FC Juárez,,,2024-01-29T01:00Z
Clausura,3,Sun Jan 28 2024,17:15,CST/-0600,Pumas UNAM,3-1,2-1,CF Pachuca,,,2024-01-28T23:15Z
