Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
Phase I,5,Sun Sep 17 2023,19:00,EEST/+0300,FC Bălţi,1-1,0-0,Sparta Selemet,2023-09-17T16:00Z
Phase I,6,Sat Sep 23 2023,16:00,EEST/+0300,FC Floreşti,2-2,1-0,Dacia Buiucani,2023-09-23T13:00Z
Phase I,6,Sat Sep 23 2023,19:00,EEST/+0300,FC Bălţi,0-4,0-1,CS Petrocub,2023-09-23T16:00Z
Phase I,6,Sun Sep 24 2023,19:00,EEST/+0300,FC Zimbru,0-1,0-1,FC Sheriff,2023-09-24T16:00Z
Phase I,6,Sun Sep 24 2023,16:00,EEST/+0300,Sparta Selemet,1-2,1-0,FC Milsami,2023-09-24T13:00Z
Phase I,7,Sat Sep 30 2023,20:00,EEST/+0300,FC Sheriff,4-0,3-0,FC Bălţi,2023-09-30T17:00Z
Phase I,7,Sat Sep 30 2023,18:00,EEST/+0300,CS Petrocub,3-2,2-0,Sparta Selemet,2023-09-30T15:00Z
Phase I,7,Sun Oct 1 2023,16:00,EEST/+0300,Dacia Buiucani,1-3,0-1,FC Zimbru,2023-10-01T13:00Z
Phase I,7,Sun Oct 1 2023,18:00,EEST/+0300,FC Milsami,2-1,1-0,FC Floreşti,2023-10-01T15:00Z
Phase I,8,Sat Oct 7 2023,18:00,EEST/+0300,FC Milsami,1-0,0-0,FC Zimbru,2023-10-07T15:00Z
Phase I,8,Sat Oct 7 2023,15:00,EEST/+0300,Dacia Buiucani,1-5,1-2,FC Bălţi,2023-10-07T12:00Z
Phase I,8,Sun Oct 8 2023,18:00,EEST/+0300,FC Sheriff,0-0,0-0,CS Petrocub,2023-10-08T15:00Z
Phase I,8,Sun Oct 8 2023,15:00,EEST/+0300,Sparta Selemet,1-3,1-1,FC Floreşti,2023-10-08T12:00Z
Phase I,9,Sat Oct 21 2023,15:00,EEST/+0300,FC Zimbru,3-1,2-1,FC Floreşti,2023-10-21T12:00Z
Phase I,9,Sat Oct 21 2023,15:00,EEST/+0300,FC Sheriff,4-0,2-0,Sparta Selemet,2023-10-21T12:00Z
Phase I,9,Sat Oct 21 2023,17:00,EEST/+0300,FC Bălţi,3-0,0-0,FC Milsami,2023-10-21T14:00Z
Phase I,9,Sun Oct 22 2023,17:00,EEST/+0300,CS Petrocub,0-0,0-0,Dacia Buiucani,2023-10-22T14:00Z
Phase I,10,Sat Oct 28 2023,17:00,EEST/+0300,FC Milsami,1-1,1-1,CS Petrocub,2023-10-28T14:00Z
Phase I,10,Sat Oct 28 2023,14:00,EEST/+0300,Sparta Selemet,0-1,0-0,FC Zimbru,2023-10-28T11:00Z
Phase I,10,Sun Oct 29 2023,14:00,EET/+0200,FC Floreşti,2-3,1-1,FC Bălţi,2023-10-29T12:00Z
Phase I,10,Sun Oct 29 2023,14:00,EET/+0200,Dacia Buiucani,0-4,0-1,FC Sheriff,2023-10-29T12:00Z
Phase I,11,Sat Nov 4 2023,17:00,EET/+0200,CS Petrocub,6-0,4-0,FC Floreşti,2023-11-04T15:00Z
Phase I,11,Sat Nov 4 2023,13:00,EET/+0200,Dacia Buiucani,1-1,0-1,Sparta Selemet,2023-11-04T11:00Z
Phase I,11,Sun Nov 5 2023,15:00,EET/+0200,FC Bălţi,0-1,0-0,FC Zimbru,2023-11-05T13:00Z
Phase I,11,Sun Nov 5 2023,17:00,EET/+0200,FC Sheriff,2-1,1-0,FC Milsami,2023-11-05T15:00Z
Phase I,12,Fri Nov 10 2023,18:00,EET/+0200,FC Zimbru,1-1,1-0,CS Petrocub,2023-11-10T16:00Z
Phase I,12,Sat Nov 11 2023,17:00,EET/+0200,FC Milsami,3-0,1-0,Dacia Buiucani,2023-11-11T15:00Z
Phase I,12,Sat Nov 11 2023,13:00,EET/+0200,Sparta Selemet,1-5,0-1,FC Bălţi,2023-11-11T11:00Z
Phase I,12,Sun Nov 12 2023,13:00,EET/+0200,FC Floreşti,0-4,0-1,FC Sheriff,2023-11-12T11:00Z
Phase I,13,Sat Nov 25 2023,14:00,EET/+0200,FC Sheriff,2-0,2-0,FC Zimbru,2023-11-25T12:00Z
Phase I,13,Sat Nov 25 2023,16:00,EET/+0200,CS Petrocub,3-0,3-0,FC Bălţi,2023-11-25T14:00Z
Phase I,13,Sat Nov 25 2023,13:00,EET/+0200,FC Milsami,3-1,2-1,Sparta Selemet,2023-11-25T11:00Z
Phase I,13,Mon Nov 27 2023,13:00,EET/+0200,Dacia Buiucani,2-1,2-1,FC Floreşti,2023-11-27T11:00Z
Phase I,14,Sun Dec 3 2023,13:00,EET/+0200,Sparta Selemet,0-7,0-2,CS Petrocub,2023-12-03T11:00Z
Phase I,14,Sun Dec 3 2023,13:00,EET/+0200,FC Zimbru,1-2,1-1,Dacia Buiucani,2023-12-03T11:00Z
Phase I,14,Sun Dec 3 2023,13:00,EET/+0200,FC Floreşti,1-0,0-0,FC Milsami,2023-12-03T11:00Z
Phase I,14,Sun Dec 3 2023,13:00,EET/+0200,FC Bălţi,3-1,1-0,FC Sheriff,2023-12-03T11:00Z
Phase II,1,Sat Mar 9 2024,16:00,EET/+0200,CS Petrocub,5-0,2-0,FC Bălţi,2024-03-09T14:00Z
Phase II,1,Sat Mar 9 2024,14:00,EET/+0200,FC Sheriff,1-1,0-1,Dacia Buiucani,2024-03-09T12:00Z
Phase II,1,Sun Mar 10 2024,15:00,EET/+0200,FC Milsami,0-0,0-0,FC Zimbru,2024-03-10T13:00Z
Phase II,2,Sat Mar 16 2024,14:00,EET/+0200,Dacia Buiucani,0-2,0-1,FC Zimbru,2024-03-16T12:00Z
Phase II,2,Sat Mar 16 2024,16:00,EET/+0200,FC Sheriff,1-1,1-1,CS Petrocub,2024-03-16T14:00Z
Phase II,2,Sun Mar 17 2024,15:00,EET/+0200,FC Bălţi,1-0,1-0,FC Milsami,2024-03-17T13:00Z
Phase II,3,Sat Mar 30 2024,17:00,EET/+0200,FC Zimbru,3-0,1-0,FC Bălţi,2024-03-30T15:00Z
Phase II,3,Sun Mar 31 2024,18:00,EEST/+0300,FC Milsami,0-0,0-0,FC Sheriff,2024-03-31T15:00Z
Phase II,3,Sun Mar 31 2024,16:00,EEST/+0300,CS Petrocub,3-0,2-0,Dacia Buiucani,2024-03-31T13:00Z
Phase II,4,Sat Apr 6 2024,18:00,EEST/+0300,CS Petrocub,3-0,1-0,FC Milsami,2024-04-06T15:00Z
Phase II,4,Sun Apr 7 2024,18:00,EEST/+0300,FC Sheriff,4-1,3-1,FC Zimbru,2024-04-07T15:00Z
Phase II,4,Sun Apr 7 2024,16:00,EEST/+0300,Dacia Buiucani,1-1,0-0,FC Bălţi,2024-04-07T13:00Z
Phase II,5,Sat Apr 13 2024,18:00,EEST/+0300,FC Sheriff,2-0,1-0,FC Bălţi,2024-04-13T15:00Z
Phase II,5,Sat Apr 13 2024,15:00,EEST/+0300,Dacia Buiucani,1-4,0-0,FC Milsami,2024-04-13T12:00Z
Phase II,5,Sun Apr 14 2024,18:00,EEST/+0300,FC Zimbru,1-1,0-1,CS Petrocub,2024-04-14T15:00Z
Phase II,6,Sat Apr 20 2024,18:00,EEST/+0300,FC Bălţi,0-3,0-1,CS Petrocub,2024-04-20T15:00Z
Phase II,6,Sun Apr 21 2024,18:00,EEST/+0300,FC Zimbru,3-1,1-1,FC Milsami,2024-04-21T15:00Z
Phase II,6,Sun Apr 21 2024,15:00,EEST/+0300,FC Sheriff,3-0,0-0,Dacia Buiucani,2024-04-21T12:00Z
Phase II,7,Sat Apr 27 2024,20:00,EEST/+0300,FC Zimbru,2-0,1-0,Dacia Buiucani,2024-04-27T17:00Z
Phase II,7,Sat Apr 27 2024,18:00,EEST/+0300,FC Milsami,3-0,2-0,FC Bălţi,2024-04-27T15:00Z
Phase II,7,Sun Apr 28 2024,18:00,EEST/+0300,CS Petrocub,2-1,1-0,FC Sheriff,2024-04-28T15:00Z
Phase II,8,Sat May 4 2024,18:00,EEST/+0300,FC Sheriff,2-1,1-0,FC Milsami,2024-05-04T15:00Z
Phase II,8,Sat May 4 2024,20:00,EEST/+0300,FC Bălţi,2-1,2-1,FC Zimbru,2024-05-04T17:00Z
Phase II,8,Sat May 4 2024,16:00,EEST/+0300,CS Petrocub,7-0,3-0,Dacia Buiucani,2024-05-04T13:00Z
Phase II,9,Sat May 11 2024,16:00,EEST/+0300,FC Bălţi,2-2,2-0,Dacia Buiucani,2024-05-11T13:00Z
Phase II,9,Sat May 11 2024,18:00,EEST/+0300,FC Milsami,1-1,0-0,CS Petrocub,2024-05-11T15:00Z
Phase II,9,Sat May 11 2024,20:00,EEST/+0300,FC Zimbru,2-0,1-0,FC Sheriff,2024-05-11T17:00Z
Phase II,10,Sat May 18 2024,20:00,EEST/+0300,CS Petrocub,4-1,1-0,FC Zimbru,2024-05-18T17:00Z
Phase II,10,Sat May 18 2024,20:00,EEST/+0300,FC Milsami,1-1,1-0,Dacia Buiucani,2024-05-18T17:00Z
Phase II,10,Sat May 18 2024,20:00,EEST/+0300,FC Sheriff,2-1,1-0,FC Bălţi,2024-05-18T17:00Z
