Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
,26,Sun Feb 18 2024,18:30,CET/+0100,RSC Anderlecht,4-1,0-1,Sint-Truidense VV,,2024-02-18T17:30Z
,26,Sun Feb 18 2024,19:15,CET/+0100,KAS Eupen,0-2,0-1,KAA Gent,,2024-02-18T18:15Z
,27,Fri Feb 23 2024,20:45,CET/+0100,Sporting Charleroi,0-1,0-0,KRC Genk,,2024-02-23T19:45Z
,27,Sat Feb 24 2024,18:15,CET/+0100,Sint-Truidense VV,1-0,1-0,KVC Westerlo,,2024-02-24T17:15Z
,27,Sat Feb 24 2024,20:45,CET/+0100,KV Mechelen,3-0,1-0,KV Kortrijk,,2024-02-24T19:45Z
,27,Sat Feb 24 2024,16:00,CET/+0100,RWDM Brussels FC,1-1,1-1,Oud-Heverlee Leuven,,2024-02-24T15:00Z
,27,Sun Feb 25 2024,13:30,CET/+0100,Club Brugge KV,1-2,1-0,RSC Anderlecht,,2024-02-25T12:30Z
,27,Sun Feb 25 2024,16:00,CET/+0100,KAA Gent,2-2,2-1,Royal Antwerp FC,,2024-02-25T15:00Z
,27,Sun Feb 25 2024,18:30,CET/+0100,Union Saint-Gilloise,2-1,2-0,Standard Liège,,2024-02-25T17:30Z
,27,Sun Feb 25 2024,19:15,CET/+0100,KAS Eupen,0-2,0-0,Cercle Brugge,,2024-02-25T18:15Z
,28,Fri Mar 1 2024,20:45,CET/+0100,KVC Westerlo,0-1,0-0,Sporting Charleroi,,2024-03-01T19:45Z
,28,Sat Mar 2 2024,18:15,CET/+0100,Oud-Heverlee Leuven,0-2,0-1,Union Saint-Gilloise,,2024-03-02T17:15Z
,28,Sat Mar 2 2024,20:45,CET/+0100,Standard Liège,4-2,1-1,KAA Gent,,2024-03-02T19:45Z
,28,Sat Mar 2 2024,16:00,CET/+0100,Cercle Brugge,2-3,2-2,KV Mechelen,,2024-03-02T15:00Z
,28,Sun Mar 3 2024,13:30,CET/+0100,KRC Genk,0-3,0-1,Club Brugge KV,,2024-03-03T12:30Z
,28,Sun Mar 3 2024,16:00,CET/+0100,Royal Antwerp FC,3-0,0-0,Sint-Truidense VV,,2024-03-03T15:00Z
,28,Sun Mar 3 2024,18:30,CET/+0100,RSC Anderlecht,1-0,1-0,KAS Eupen,,2024-03-03T17:30Z
,28,Sun Mar 3 2024,19:15,CET/+0100,KV Kortrijk,3-2,1-1,RWDM Brussels FC,,2024-03-03T18:15Z
,29,Fri Mar 8 2024,20:45,CET/+0100,KV Mechelen,3-1,2-0,KVC Westerlo,,2024-03-08T19:45Z
,29,Sat Mar 9 2024,16:00,CET/+0100,KV Kortrijk,0-1,0-1,Royal Antwerp FC,,2024-03-09T15:00Z
,29,Sat Mar 9 2024,18:15,CET/+0100,Sporting Charleroi,0-0,0-0,Cercle Brugge,,2024-03-09T17:15Z
,29,Sat Mar 9 2024,20:45,CET/+0100,RWDM Brussels FC,0-3,0-3,RSC Anderlecht,,2024-03-09T19:45Z
,29,Sun Mar 10 2024,16:00,CET/+0100,Club Brugge KV,3-1,1-1,Oud-Heverlee Leuven,,2024-03-10T15:00Z
,29,Sun Mar 10 2024,18:30,CET/+0100,Union Saint-Gilloise,1-1,0-0,KAA Gent,,2024-03-10T17:30Z
,29,Sun Mar 10 2024,19:15,CET/+0100,KAS Eupen,1-0,1-0,Sint-Truidense VV,,2024-03-10T18:15Z
,29,Sun Mar 10 2024,13:30,CET/+0100,KRC Genk,1-0,0-0,Standard Liège,,2024-03-10T12:30Z
,30,Sat Mar 16 2024,20:45,CET/+0100,RSC Anderlecht,0-1,0-0,KV Kortrijk,,2024-03-16T19:45Z
,30,Sat Mar 16 2024,18:15,CET/+0100,Standard Liège,4-0,2-0,KAS Eupen,,2024-03-16T17:15Z
,30,Sun Mar 17 2024,13:30,CET/+0100,Sint-Truidense VV,2-1,0-1,Club Brugge KV,,2024-03-17T12:30Z
,30,Sun Mar 17 2024,16:00,CET/+0100,Royal Antwerp FC,1-1,0-0,Union Saint-Gilloise,,2024-03-17T15:00Z
,30,Sun Mar 17 2024,18:30,CET/+0100,Cercle Brugge,4-0,2-0,RWDM Brussels FC,,2024-03-17T17:30Z
,30,Sun Mar 17 2024,18:30,CET/+0100,KAA Gent,5-0,2-0,Sporting Charleroi,,2024-03-17T17:30Z
,30,Sun Mar 17 2024,18:30,CET/+0100,KVC Westerlo,1-1,0-0,KRC Genk,,2024-03-17T17:30Z
,30,Sun Mar 17 2024,18:30,CET/+0100,Oud-Heverlee Leuven,1-0,0-0,KV Mechelen,,2024-03-17T17:30Z
Europe,1,Fri Mar 29 2024,20:45,CET/+0100,KAA Gent,5-1,1-1,Standard Liège,,2024-03-29T19:45Z
Europe,1,Sat Mar 30 2024,18:15,CET/+0100,Oud-Heverlee Leuven,2-3,0-1,KV Mechelen,,2024-03-30T17:15Z
Championship,1,Sat Mar 30 2024,20:45,CET/+0100,RSC Anderlecht,1-0,0-0,Royal Antwerp FC,,2024-03-30T19:45Z
Europe,1,Sun Mar 31 2024,18:30,CEST/+0200,Sint-Truidense VV,2-0,1-0,KVC Westerlo,,2024-03-31T16:30Z
Championship,1,Mon Apr 1 2024,13:30,CEST/+0200,Cercle Brugge,1-1,1-0,Club Brugge KV,,2024-04-01T11:30Z
Championship,1,Mon Apr 1 2024,18:30,CEST/+0200,KRC Genk,1-0,1-0,Union Saint-Gilloise,,2024-04-01T16:30Z
Europe,2,Fri Apr 5 2024,20:45,CEST/+0200,KV Mechelen,2-3,1-0,Sint-Truidense VV,,2024-04-05T18:45Z
Championship,2,Sat Apr 6 2024,20:45,CEST/+0200,Royal Antwerp FC,0-1,0-1,KRC Genk,,2024-04-06T18:45Z
Playoffs - Relegation,1,Sat Apr 6 2024,16:00,CEST/+0200,Sporting Charleroi,0-0,0-0,RWDM Brussels FC,,2024-04-06T14:00Z
Europe,2,Sat Apr 6 2024,18:15,CEST/+0200,Standard Liège,0-0,0-0,Oud-Heverlee Leuven,,2024-04-06T16:15Z
Championship,2,Sun Apr 7 2024,18:30,CEST/+0200,Club Brugge KV,3-1,1-0,RSC Anderlecht,,2024-04-07T16:30Z
Championship,2,Sun Apr 7 2024,13:30,CEST/+0200,Union Saint-Gilloise,2-3,1-2,Cercle Brugge,,2024-04-07T11:30Z
Europe,2,Sun Apr 7 2024,19:15,CEST/+0200,KVC Westerlo,0-3,0-2,KAA Gent,,2024-04-07T17:15Z
Playoffs - Relegation,1,Sun Apr 7 2024,16:00,CEST/+0200,KAS Eupen,1-1,0-0,KV Kortrijk,,2024-04-07T14:00Z
Europe,3,Fri Apr 12 2024,20:45,CEST/+0200,Sint-Truidense VV,3-3,1-1,Standard Liège,,2024-04-12T18:45Z
Europe,3,Sat Apr 13 2024,18:15,CEST/+0200,KV Mechelen,3-2,0-2,KVC Westerlo,,2024-04-13T16:15Z
Championship,3,Sat Apr 13 2024,20:45,CEST/+0200,KRC Genk,1-1,1-0,Cercle Brugge,,2024-04-13T18:45Z
Playoffs - Relegation,2,Sat Apr 13 2024,16:00,CEST/+0200,RWDM Brussels FC,3-1,1-1,KAS Eupen,,2024-04-13T14:00Z
Europe,3,Sun Apr 14 2024,19:15,CEST/+0200,Oud-Heverlee Leuven,2-1,2-1,KAA Gent,,2024-04-14T17:15Z
Championship,3,Sun Apr 14 2024,13:30,CEST/+0200,Club Brugge KV,3-0,1-0,Royal Antwerp FC,,2024-04-14T11:30Z
Playoffs - Relegation,2,Sun Apr 14 2024,16:00,CEST/+0200,KV Kortrijk,1-2,1-0,Sporting Charleroi,,2024-04-14T14:00Z
Championship,3,Sun Apr 14 2024,18:30,CEST/+0200,RSC Anderlecht,2-1,1-0,Union Saint-Gilloise,,2024-04-14T16:30Z
Europe,4,Sat Apr 20 2024,18:15,CEST/+0200,KVC Westerlo,3-3,1-1,Standard Liège,,2024-04-20T16:15Z
Europe,4,Sat Apr 20 2024,16:00,CEST/+0200,Oud-Heverlee Leuven,1-0,0-0,Sint-Truidense VV,,2024-04-20T14:00Z
Europe,4,Sat Apr 20 2024,20:00,CEST/+0200,KAA Gent,3-1,1-0,KV Mechelen,,2024-04-20T18:00Z
Championship,4,Sat Apr 20 2024,20:45,CEST/+0200,KRC Genk,2-1,1-0,RSC Anderlecht,,2024-04-20T18:45Z
Playoffs - Relegation,3,Sun Apr 21 2024,19:15,CEST/+0200,Sporting Charleroi,1-0,1-0,KAS Eupen,,2024-04-21T17:15Z
Championship,4,Sun Apr 21 2024,18:30,CEST/+0200,Union Saint-Gilloise,1-2,0-0,Club Brugge KV,,2024-04-21T16:30Z
Championship,4,Sun Apr 21 2024,13:30,CEST/+0200,Cercle Brugge,0-1,0-0,Royal Antwerp FC,,2024-04-21T11:30Z
Playoffs - Relegation,3,Sun Apr 21 2024,16:00,CEST/+0200,KV Kortrijk,2-4,1-3,RWDM Brussels FC,,2024-04-21T14:00Z
Europe,5,Tue Apr 23 2024,20:30,CEST/+0200,KVC Westerlo,1-1,1-0,Oud-Heverlee Leuven,,2024-04-23T18:30Z
Europe,5,Tue Apr 23 2024,20:30,CEST/+0200,Sint-Truidense VV,0-2,0-1,KAA Gent,,2024-04-23T18:30Z
Europe,5,Tue Apr 23 2024,20:30,CEST/+0200,Standard Liège,0-0,0-0,KV Mechelen,,2024-04-23T18:30Z
Championship,5,Wed Apr 24 2024,20:30,CEST/+0200,RSC Anderlecht,3-0,2-0,Cercle Brugge,,2024-04-24T18:30Z
Championship,5,Wed Apr 24 2024,20:30,CEST/+0200,Club Brugge KV,4-0,1-0,KRC Genk,,2024-04-24T18:30Z
Championship,5,Thu Apr 25 2024,20:30,CEST/+0200,Royal Antwerp FC,0-3,0-0,Union Saint-Gilloise,,2024-04-25T18:30Z
Playoffs - Relegation,4,Fri Apr 26 2024,20:45,CEST/+0200,KAS Eupen,1-2,0-2,Sporting Charleroi,,2024-04-26T18:45Z
Europe,6,Sat Apr 27 2024,16:00,CEST/+0200,KV Mechelen,3-0,0-0,Oud-Heverlee Leuven,,2024-04-27T14:00Z
Europe,6,Sat Apr 27 2024,20:45,CEST/+0200,KAA Gent,3-2,2-2,KVC Westerlo,,2024-04-27T18:45Z
Europe,6,Sat Apr 27 2024,18:15,CEST/+0200,Standard Liège,1-1,0-1,Sint-Truidense VV,,2024-04-27T16:15Z
Playoffs - Relegation,4,Sun Apr 28 2024,19:15,CEST/+0200,RWDM Brussels FC,0-1,0-1,KV Kortrijk,,2024-04-28T17:15Z
Championship,6,Sun Apr 28 2024,18:30,CEST/+0200,Union Saint-Gilloise,4-1,2-1,Royal Antwerp FC,,2024-04-28T16:30Z
Championship,6,Sun Apr 28 2024,13:30,CEST/+0200,KRC Genk,0-3,0-1,Club Brugge KV,,2024-04-28T11:30Z
Championship,6,Sun Apr 28 2024,16:00,CEST/+0200,Cercle Brugge,1-1,0-1,RSC Anderlecht,,2024-04-28T14:00Z
Europe,7,Fri May 3 2024,20:45,CEST/+0200,KVC Westerlo,2-2,1-1,Sint-Truidense VV,,2024-05-03T18:45Z
Europe,7,Sat May 4 2024,18:15,CEST/+0200,KV Mechelen,2-4,2-3,KAA Gent,,2024-05-04T16:15Z
Playoffs - Relegation,5,Sat May 4 2024,16:00,CEST/+0200,RWDM Brussels FC,1-3,0-3,Sporting Charleroi,,2024-05-04T14:00Z
Championship,7,Sat May 4 2024,20:45,CEST/+0200,Cercle Brugge,4-1,3-1,KRC Genk,,2024-05-04T18:45Z
Championship,7,Sun May 5 2024,13:30,CEST/+0200,Royal Antwerp FC,1-2,0-0,Club Brugge KV,,2024-05-05T11:30Z
Championship,7,Sun May 5 2024,18:30,CEST/+0200,Union Saint-Gilloise,0-0,0-0,RSC Anderlecht,,2024-05-05T16:30Z
Playoffs - Relegation,5,Sun May 5 2024,19:15,CEST/+0200,KV Kortrijk,1-0,1-0,KAS Eupen,,2024-05-05T17:15Z
Europe,7,Sun May 5 2024,16:00,CEST/+0200,Oud-Heverlee Leuven,3-1,0-1,Standard Liège,,2024-05-05T14:00Z
Europe,8,Fri May 10 2024,,,Standard Liège,0-5 (*),,KVC Westerlo,awd.,
Playoffs - Relegation,6,Sat May 11 2024,18:15,CEST/+0200,KAS Eupen,2-0,0-0,RWDM Brussels FC,,2024-05-11T16:15Z
Championship,8,Sat May 11 2024,20:45,CEST/+0200,RSC Anderlecht,2-1,1-0,KRC Genk,,2024-05-11T18:45Z
Playoffs - Relegation,6,Sat May 11 2024,18:15,CEST/+0200,Sporting Charleroi,3-1,2-0,KV Kortrijk,,2024-05-11T16:15Z
Championship,8,Sun May 12 2024,18:30,CEST/+0200,Royal Antwerp FC,1-2,0-2,Cercle Brugge,,2024-05-12T16:30Z
Europe,8,Sun May 12 2024,16:00,CEST/+0200,Sint-Truidense VV,2-1,2-1,KV Mechelen,,2024-05-12T14:00Z
Europe,8,Sun May 12 2024,13:30,CEST/+0200,KAA Gent,0-1,0-1,Oud-Heverlee Leuven,,2024-05-12T11:30Z
Championship,8,Mon May 13 2024,20:30,CEST/+0200,Club Brugge KV,2-2,0-0,Union Saint-Gilloise,,2024-05-13T18:30Z
Europe,9,Fri May 17 2024,20:45,CEST/+0200,Sint-Truidense VV,1-1,0-0,Oud-Heverlee Leuven,,2024-05-17T18:45Z
Europe,9,Sat May 18 2024,20:45,CEST/+0200,Standard Liège,1-4,1-1,KAA Gent,,2024-05-18T18:45Z
Europe,9,Sat May 18 2024,18:15,CEST/+0200,KVC Westerlo,0-2,0-1,KV Mechelen,,2024-05-18T16:15Z
Championship,9,Sun May 19 2024,18:30,CEST/+0200,RSC Anderlecht,0-1,0-1,Club Brugge KV,,2024-05-19T16:30Z
Championship,9,Sun May 19 2024,13:30,CEST/+0200,Cercle Brugge,1-2,1-1,Union Saint-Gilloise,,2024-05-19T11:30Z
Championship,9,Mon May 20 2024,18:30,CEST/+0200,KRC Genk,1-0,1-0,Royal Antwerp FC,,2024-05-20T16:30Z
Europe,10,Sat May 25 2024,20:30,CEST/+0200,KAA Gent,2-0,0-0,Sint-Truidense VV,,2024-05-25T18:30Z
Europe,10,Sat May 25 2024,20:30,CEST/+0200,KV Mechelen,3-2,2-0,Standard Liège,,2024-05-25T18:30Z
Europe,10,Sat May 25 2024,20:30,CEST/+0200,Oud-Heverlee Leuven,1-2,0-2,KVC Westerlo,,2024-05-25T18:30Z
Championship,10,Sun May 26 2024,18:30,CEST/+0200,Royal Antwerp FC,3-1,0-1,RSC Anderlecht,,2024-05-26T16:30Z
Championship,10,Sun May 26 2024,18:30,CEST/+0200,Club Brugge KV,0-0,0-0,Cercle Brugge,,2024-05-26T16:30Z
Championship,10,Sun May 26 2024,18:30,CEST/+0200,Union Saint-Gilloise,2-0,1-0,KRC Genk,,2024-05-26T16:30Z
ECL Playoff,Final,Sun Jun 2 2024,13:30,CEST/+0200,KRC Genk,0-1,0-0,KAA Gent,,2024-06-02T11:30Z
