Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Aug 5 2023,15:00,BST/+0100,Blackpool FC,2-0,2-0,Burton Albion,2023-08-05T14:00Z
1,Sat Aug 5 2023,15:00,BST/+0100,Bolton Wanderers,3-0,1-0,Lincoln City,2023-08-05T14:00Z
1,Sat Aug 5 2023,15:00,BST/+0100,Cambridge United,2-0,2-0,Oxford United,2023-08-05T14:00Z
1,Sat Aug 5 2023,15:00,BST/+0100,Carlisle United,1-1,1-1,Fleetwood Town,2023-08-05T14:00Z
1,Sat Aug 5 2023,15:00,BST/+0100,Charlton Athletic,1-0,1-0,Leyton Orient,2023-08-05T14:00Z
1,Sat Aug 5 2023,15:00,BST/+0100,Derby County,1-2,0-1,Wigan Athletic,2023-08-05T14:00Z
1,Sat Aug 5 2023,15:00,BST/+0100,Barnsley FC,7-0,2-0,Port Vale FC,2023-08-05T14:00Z
1,Sat Aug 5 2023,15:00,BST/+0100,Reading FC,0-1,0-1,Peterborough United,2023-08-05T14:00Z
1,Sat Aug 5 2023,15:00,BST/+0100,Northampton Town,0-1,0-0,Stevenage FC,2023-08-05T14:00Z
1,Sat Aug 5 2023,15:00,BST/+0100,Portsmouth FC,1-1,0-1,Bristol Rovers,2023-08-05T14:00Z
1,Sat Aug 5 2023,15:00,BST/+0100,Shrewsbury Town,1-0,0-0,Cheltenham Town,2023-08-05T14:00Z
1,Sat Aug 5 2023,15:00,BST/+0100,Wycombe Wanderers,0-3,0-2,Exeter City,2023-08-05T14:00Z
2,Sat Aug 12 2023,15:00,BST/+0100,Bristol Rovers,1-1,0-1,Barnsley FC,2023-08-12T14:00Z
2,Sat Aug 12 2023,15:00,BST/+0100,Burton Albion,0-3,0-1,Derby County,2023-08-12T14:00Z
2,Sat Aug 12 2023,15:00,BST/+0100,Cheltenham Town,0-3,0-3,Bolton Wanderers,2023-08-12T14:00Z
2,Sat Aug 12 2023,15:00,BST/+0100,Exeter City,0-0,0-0,Blackpool FC,2023-08-12T14:00Z
2,Sat Aug 12 2023,15:00,BST/+0100,Stevenage FC,2-0,0-0,Shrewsbury Town,2023-08-12T14:00Z
2,Sat Aug 12 2023,15:00,BST/+0100,Fleetwood Town,0-2,0-1,Cambridge United,2023-08-12T14:00Z
2,Sat Aug 12 2023,15:00,BST/+0100,Leyton Orient,0-4,0-2,Portsmouth FC,2023-08-12T14:00Z
2,Sat Aug 12 2023,15:00,BST/+0100,Lincoln City,3-0,0-0,Wycombe Wanderers,2023-08-12T14:00Z
2,Sat Aug 12 2023,15:00,BST/+0100,Oxford United,1-0,0-0,Carlisle United,2023-08-12T14:00Z
2,Sat Aug 12 2023,15:00,BST/+0100,Peterborough United,1-0,1-0,Charlton Athletic,2023-08-12T14:00Z
2,Sat Aug 12 2023,15:00,BST/+0100,Port Vale FC,1-0,0-0,Reading FC,2023-08-12T14:00Z
2,Sat Aug 12 2023,15:00,BST/+0100,Wigan Athletic,2-1,0-1,Northampton Town,2023-08-12T14:00Z
3,Tue Aug 15 2023,19:45,BST/+0100,Blackpool FC,0-0,0-0,Port Vale FC,2023-08-15T18:45Z
3,Tue Aug 15 2023,19:45,BST/+0100,Bolton Wanderers,3-1,3-0,Fleetwood Town,2023-08-15T18:45Z
3,Tue Aug 15 2023,19:45,BST/+0100,Cambridge United,1-2,0-1,Stevenage FC,2023-08-15T18:45Z
3,Tue Aug 15 2023,19:45,BST/+0100,Carlisle United,1-1,0-1,Wigan Athletic,2023-08-15T18:45Z
3,Tue Aug 15 2023,19:45,BST/+0100,Charlton Athletic,1-2,0-0,Bristol Rovers,2023-08-15T18:45Z
3,Tue Aug 15 2023,19:45,BST/+0100,Derby County,1-2,0-1,Oxford United,2023-08-15T18:45Z
3,Tue Aug 15 2023,19:45,BST/+0100,Barnsley FC,1-3,0-0,Peterborough United,2023-08-15T18:45Z
3,Tue Aug 15 2023,19:45,BST/+0100,Northampton Town,2-2,0-1,Lincoln City,2023-08-15T18:45Z
3,Tue Aug 15 2023,19:45,BST/+0100,Shrewsbury Town,2-1,2-0,Burton Albion,2023-08-15T18:45Z
3,Tue Aug 15 2023,19:45,BST/+0100,Wycombe Wanderers,3-2,1-1,Leyton Orient,2023-08-15T18:45Z
3,Tue Aug 15 2023,20:00,BST/+0100,Portsmouth FC,1-0,0-0,Exeter City,2023-08-15T19:00Z
3,Tue Aug 15 2023,20:00,BST/+0100,Reading FC,1-0,1-0,Cheltenham Town,2023-08-15T19:00Z
4,Sat Aug 19 2023,12:30,BST/+0100,Bolton Wanderers,0-4,0-3,Wigan Athletic,2023-08-19T11:30Z
4,Sat Aug 19 2023,15:00,BST/+0100,Blackpool FC,0-0,0-0,Leyton Orient,2023-08-19T14:00Z
4,Sat Aug 19 2023,15:00,BST/+0100,Cambridge United,2-0,0-0,Bristol Rovers,2023-08-19T14:00Z
4,Sat Aug 19 2023,15:00,BST/+0100,Carlisle United,0-2,0-0,Exeter City,2023-08-19T14:00Z
4,Sat Aug 19 2023,15:00,BST/+0100,Charlton Athletic,2-3,1-0,Port Vale FC,2023-08-19T14:00Z
4,Sat Aug 19 2023,15:00,BST/+0100,Derby County,1-0,1-0,Fleetwood Town,2023-08-19T14:00Z
4,Sat Aug 19 2023,15:00,BST/+0100,Barnsley FC,1-3,0-1,Oxford United,2023-08-19T14:00Z
4,Sat Aug 19 2023,15:00,BST/+0100,Reading FC,2-0,1-0,Stevenage FC,2023-08-19T14:00Z
4,Sat Aug 19 2023,15:00,BST/+0100,Northampton Town,1-0,0-0,Peterborough United,2023-08-19T14:00Z
4,Sat Aug 19 2023,15:00,BST/+0100,Portsmouth FC,0-0,0-0,Cheltenham Town,2023-08-19T14:00Z
4,Sat Aug 19 2023,15:00,BST/+0100,Shrewsbury Town,0-1,0-0,Lincoln City,2023-08-19T14:00Z
4,Sat Aug 19 2023,15:00,BST/+0100,Wycombe Wanderers,0-0,0-0,Burton Albion,2023-08-19T14:00Z
5,Sat Aug 26 2023,15:00,BST/+0100,Bristol Rovers,1-2,0-1,Wycombe Wanderers,2023-08-26T14:00Z
5,Sat Aug 26 2023,15:00,BST/+0100,Burton Albion,1-1,0-0,Bolton Wanderers,2023-08-26T14:00Z
5,Sat Aug 26 2023,15:00,BST/+0100,Cheltenham Town,0-1,0-0,Northampton Town,2023-08-26T14:00Z
5,Sat Aug 26 2023,15:00,BST/+0100,Exeter City,2-1,1-1,Reading FC,2023-08-26T14:00Z
5,Sat Aug 26 2023,15:00,BST/+0100,Stevenage FC,0-0,0-0,Portsmouth FC,2023-08-26T14:00Z
5,Sat Aug 26 2023,15:00,BST/+0100,Fleetwood Town,0-1,0-1,Shrewsbury Town,2023-08-26T14:00Z
5,Sat Aug 26 2023,15:00,BST/+0100,Leyton Orient,2-0,1-0,Cambridge United,2023-08-26T14:00Z
5,Sat Aug 26 2023,15:00,BST/+0100,Lincoln City,3-0,2-0,Blackpool FC,2023-08-26T14:00Z
5,Sat Aug 26 2023,15:00,BST/+0100,Oxford United,2-1,1-0,Charlton Athletic,2023-08-26T14:00Z
5,Sat Aug 26 2023,15:00,BST/+0100,Peterborough United,2-4,1-4,Derby County,2023-08-26T14:00Z
5,Sat Aug 26 2023,15:00,BST/+0100,Port Vale FC,1-0,0-0,Carlisle United,2023-08-26T14:00Z
5,Sat Aug 26 2023,15:00,BST/+0100,Wigan Athletic,0-2,0-1,Barnsley FC,2023-08-26T14:00Z
6,Sat Sep 2 2023,15:00,BST/+0100,Blackpool FC,2-1,1-0,Wigan Athletic,2023-09-02T14:00Z
6,Sat Sep 2 2023,15:00,BST/+0100,Bolton Wanderers,2-1,1-1,Derby County,2023-09-02T14:00Z
6,Sat Sep 2 2023,15:00,BST/+0100,Bristol Rovers,1-1,0-0,Lincoln City,2023-09-02T14:00Z
6,Sat Sep 2 2023,15:00,BST/+0100,Burton Albion,0-1,0-0,Exeter City,2023-09-02T14:00Z
6,Sat Sep 2 2023,15:00,BST/+0100,Carlisle United,2-0,0-0,Shrewsbury Town,2023-09-02T14:00Z
6,Sat Sep 2 2023,15:00,BST/+0100,Charlton Athletic,2-1,1-1,Fleetwood Town,2023-09-02T14:00Z
6,Sat Sep 2 2023,15:00,BST/+0100,Cheltenham Town,0-2,0-0,Barnsley FC,2023-09-02T14:00Z
6,Sat Sep 2 2023,15:00,BST/+0100,Leyton Orient,0-3,0-2,Stevenage FC,2023-09-02T14:00Z
6,Sat Sep 2 2023,15:00,BST/+0100,Northampton Town,0-1,0-1,Wycombe Wanderers,2023-09-02T14:00Z
6,Sat Sep 2 2023,15:00,BST/+0100,Oxford United,1-2,0-0,Port Vale FC,2023-09-02T14:00Z
6,Sat Sep 2 2023,15:00,BST/+0100,Portsmouth FC,3-1,2-1,Peterborough United,2023-09-02T14:00Z
6,Mon Sep 4 2023,20:00,BST/+0100,Cambridge United,1-0,0-0,Reading FC,2023-09-04T19:00Z
7,Sat Sep 9 2023,15:00,BST/+0100,Stevenage FC,2-2,1-1,Carlisle United,2023-09-09T14:00Z
7,Sat Sep 9 2023,15:00,BST/+0100,Exeter City,1-2,0-0,Leyton Orient,2023-09-09T14:00Z
8,Sat Sep 16 2023,15:00,BST/+0100,Wigan Athletic,2-1,0-0,Cambridge United,2023-09-16T14:00Z
8,Sat Sep 16 2023,15:00,BST/+0100,Shrewsbury Town,0-2,0-0,Bristol Rovers,2023-09-16T14:00Z
8,Sat Sep 16 2023,15:00,BST/+0100,Port Vale FC,1-0,0-0,Northampton Town,2023-09-16T14:00Z
8,Sat Sep 16 2023,15:00,BST/+0100,Peterborough United,1-1,1-1,Leyton Orient,2023-09-16T14:00Z
8,Sat Sep 16 2023,15:00,BST/+0100,Lincoln City,1-1,0-1,Carlisle United,2023-09-16T14:00Z
8,Sat Sep 16 2023,15:00,BST/+0100,Fleetwood Town,0-3,0-2,Oxford United,2023-09-16T14:00Z
8,Sat Sep 16 2023,15:00,BST/+0100,Stevenage FC,1-1,1-0,Charlton Athletic,2023-09-16T14:00Z
8,Sat Sep 16 2023,15:00,BST/+0100,Reading FC,2-1,0-1,Bolton Wanderers,2023-09-16T14:00Z
