Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,11,Sun Oct 29 2023,18:30,CET/+0100,Audace Cerignola,2-4,0-2,Casertana FC,2023-10-29T17:30Z
,11,Mon Oct 30 2023,20:45,CET/+0100,Benevento Calcio,1-0,1-0,Potenza,2023-10-30T19:45Z
,2,Wed Nov 1 2023,16:15,CET/+0100,Brindisi,0-2,0-0,Calcio Catania,2023-11-01T15:15Z
,3,Wed Nov 1 2023,18:30,CET/+0100,Taranto FC,2-0,2-0,ACR Messina,2023-11-01T17:30Z
,12,Sat Nov 4 2023,18:30,CET/+0100,US Avellino,1-1,0-1,Virtus Francavilla,2023-11-04T17:30Z
,12,Sat Nov 4 2023,18:30,CET/+0100,Latina Calcio,0-0,0-0,FC Crotone,2023-11-04T17:30Z
,12,Sat Nov 4 2023,20:45,CET/+0100,Foggia Calcio,1-1,0-1,Sorrento Calcio,2023-11-04T19:45Z
,12,Sat Nov 4 2023,16:15,CET/+0100,Monterosi FC,1-3,1-2,AZ Picerno,2023-11-04T15:15Z
,12,Sun Nov 5 2023,14:00,CET/+0100,Potenza,1-0,1-0,Calcio Catania,2023-11-05T13:00Z
,12,Sun Nov 5 2023,18:30,CET/+0100,ACR Messina,0-1,0-0,Benevento Calcio,2023-11-05T17:30Z
,12,Sun Nov 5 2023,18:30,CET/+0100,Giugliano,3-0,1-0,Brindisi,2023-11-05T17:30Z
,12,Sun Nov 5 2023,18:30,CET/+0100,Taranto FC,0-2,0-1,SS Juve Stabia,2023-11-05T17:30Z
,12,Sun Nov 5 2023,20:45,CET/+0100,Casertana FC,1-0,1-0,FC Turris,2023-11-05T19:45Z
,12,Mon Nov 6 2023,20:45,CET/+0100,SS Monopoli 1966,2-2,1-0,Audace Cerignola,2023-11-06T19:45Z
,13,Sat Nov 11 2023,20:45,CET/+0100,Virtus Francavilla,2-3,2-2,Casertana FC,2023-11-11T19:45Z
,13,Sun Nov 12 2023,14:00,CET/+0100,FC Crotone,2-1,1-1,Monterosi FC,2023-11-12T13:00Z
,13,Sun Nov 12 2023,14:00,CET/+0100,FC Turris,0-1,0-1,SS Monopoli 1966,2023-11-12T13:00Z
,13,Sun Nov 12 2023,16:15,CET/+0100,ACR Messina,0-3,0-1,Latina Calcio,2023-11-12T15:15Z
,13,Sun Nov 12 2023,18:30,CET/+0100,Audace Cerignola,1-0,0-0,Calcio Catania,2023-11-12T17:30Z
,13,Sun Nov 12 2023,18:30,CET/+0100,Brindisi,0-4,0-2,US Avellino,2023-11-12T17:30Z
,13,Sun Nov 12 2023,18:30,CET/+0100,Sorrento Calcio,1-0,0-0,Taranto FC,2023-11-12T17:30Z
,13,Mon Nov 13 2023,20:45,CET/+0100,Benevento Calcio,2-2,1-0,Giugliano,2023-11-13T19:45Z
,13,Mon Nov 13 2023,20:45,CET/+0100,SS Juve Stabia,0-0,0-0,Foggia Calcio,2023-11-13T19:45Z
,13,Mon Nov 13 2023,20:30,CET/+0100,AZ Picerno,3-1,3-0,Potenza,2023-11-13T19:30Z
,14,Sat Nov 18 2023,14:00,CET/+0100,Calcio Catania,2-1,1-0,FC Turris,2023-11-18T13:00Z
,14,Sat Nov 18 2023,16:15,CET/+0100,Latina Calcio,0-3,0-1,AZ Picerno,2023-11-18T15:15Z
,14,Sat Nov 18 2023,16:15,CET/+0100,Casertana FC,1-1,1-0,FC Crotone,2023-11-18T15:15Z
,14,Sat Nov 18 2023,18:30,CET/+0100,Taranto FC,1-0,0-0,Brindisi,2023-11-18T17:30Z
,14,Sun Nov 19 2023,16:15,CET/+0100,Foggia Calcio,2-0,1-0,ACR Messina,2023-11-19T15:15Z
,14,Sun Nov 19 2023,16:15,CET/+0100,SS Monopoli 1966,3-0,1-0,Benevento Calcio,2023-11-19T15:15Z
,14,Sun Nov 19 2023,16:15,CET/+0100,US Avellino,1-3,1-1,Giugliano,2023-11-19T15:15Z
,14,Sun Nov 19 2023,18:30,CET/+0100,SS Juve Stabia,0-0,0-0,Sorrento Calcio,2023-11-19T17:30Z
,14,Sun Nov 19 2023,18:30,CET/+0100,Potenza,2-2,0-1,Audace Cerignola,2023-11-19T17:30Z
,14,Sun Nov 19 2023,14:00,CET/+0100,Monterosi FC,1-0,0-0,Virtus Francavilla,2023-11-19T13:00Z
,15,Fri Nov 24 2023,20:45,CET/+0100,Foggia Calcio,1-2,0-1,Latina Calcio,2023-11-24T19:45Z
,15,Sat Nov 25 2023,16:15,CET/+0100,ACR Messina,0-1,0-1,SS Juve Stabia,2023-11-25T15:15Z
,15,Sun Nov 26 2023,16:15,CET/+0100,FC Crotone,2-1,1-0,Potenza,2023-11-26T15:15Z
,15,Sun Nov 26 2023,16:15,CET/+0100,Giugliano,0-1,0-0,Calcio Catania,2023-11-26T15:15Z
,15,Sun Nov 26 2023,18:30,CET/+0100,AZ Picerno,2-0,1-0,US Avellino,2023-11-26T17:30Z
,15,Sun Nov 26 2023,18:30,CET/+0100,Sorrento Calcio,2-0,0-0,SS Monopoli 1966,2023-11-26T17:30Z
,15,Sun Nov 26 2023,18:30,CET/+0100,FC Turris,1-1,0-1,Audace Cerignola,2023-11-26T17:30Z
,15,Mon Nov 27 2023,20:45,CET/+0100,Benevento Calcio,2-1,2-0,Monterosi FC,2023-11-27T19:45Z
,15,Mon Nov 27 2023,20:45,CET/+0100,Taranto FC,0-1,0-1,Casertana FC,2023-11-27T19:45Z
,15,Mon Nov 27 2023,20:30,CET/+0100,Virtus Francavilla,2-0,1-0,Brindisi,2023-11-27T19:30Z
,16,Sat Dec 2 2023,16:15,CET/+0100,Monterosi FC,0-2,0-1,ACR Messina,2023-12-02T15:15Z
,16,Sun Dec 3 2023,16:00,CET/+0100,SS Juve Stabia,1-0,1-0,Benevento Calcio,2023-12-03T15:00Z
,16,Sun Dec 3 2023,20:45,CET/+0100,Audace Cerignola,0-1,0-1,AZ Picerno,2023-12-03T19:45Z
,16,Sun Dec 3 2023,20:45,CET/+0100,Brindisi,0-2,0-1,FC Crotone,2023-12-03T19:45Z
,16,Sun Dec 3 2023,20:45,CET/+0100,Calcio Catania,1-1,0-1,Virtus Francavilla,2023-12-03T19:45Z
,16,Sun Dec 3 2023,20:45,CET/+0100,US Avellino,0-0,0-0,FC Turris,2023-12-03T19:45Z
,16,Mon Dec 4 2023,20:45,CET/+0100,Potenza,1-2,1-1,Taranto FC,2023-12-04T19:45Z
,16,Mon Dec 4 2023,20:45,CET/+0100,SS Monopoli 1966,1-3,0-3,Giugliano,2023-12-04T19:45Z
,16,Mon Dec 4 2023,20:45,CET/+0100,Latina Calcio,0-2,0-1,Sorrento Calcio,2023-12-04T19:45Z
,16,Mon Dec 4 2023,20:45,CET/+0100,Casertana FC,2-1,2-0,Foggia Calcio,2023-12-04T19:45Z
,17,Fri Dec 8 2023,17:00,CET/+0100,AZ Picerno,0-0,0-0,Casertana FC,2023-12-08T16:00Z
,17,Sat Dec 9 2023,18:30,CET/+0100,Giugliano,3-1,1-0,Monterosi FC,2023-12-09T17:30Z
,17,Sat Dec 9 2023,20:45,CET/+0100,ACR Messina,1-0,0-0,Calcio Catania,2023-12-09T19:45Z
,17,Sat Dec 9 2023,20:45,CET/+0100,FC Turris,1-1,0-1,Latina Calcio,2023-12-09T19:45Z
,17,Sat Dec 9 2023,18:30,CET/+0100,FC Crotone,1-1,1-1,SS Juve Stabia,2023-12-09T17:30Z
,17,Sun Dec 10 2023,18:30,CET/+0100,Benevento Calcio,0-1,0-1,US Avellino,2023-12-10T17:30Z
,17,Sun Dec 10 2023,18:30,CET/+0100,Foggia Calcio,0-0,0-0,Potenza,2023-12-10T17:30Z
,17,Sun Dec 10 2023,16:15,CET/+0100,Sorrento Calcio,0-2,0-2,Brindisi,2023-12-10T15:15Z
,17,Mon Dec 11 2023,20:30,CET/+0100,Taranto FC,1-0,1-0,SS Monopoli 1966,2023-12-11T19:30Z
,17,Mon Dec 11 2023,20:45,CET/+0100,Virtus Francavilla,3-3,1-2,Audace Cerignola,2023-12-11T19:45Z
,18,Sat Dec 16 2023,18:30,CET/+0100,SS Juve Stabia,3-0,1-0,Virtus Francavilla,2023-12-16T17:30Z
,18,Sat Dec 16 2023,16:15,CET/+0100,Potenza,0-0,0-0,ACR Messina,2023-12-16T15:15Z
,18,Sun Dec 17 2023,18:30,CET/+0100,Monterosi FC,3-3,2-1,FC Turris,2023-12-17T17:30Z
,18,Sun Dec 17 2023,18:30,CET/+0100,SS Monopoli 1966,0-3,0-2,FC Crotone,2023-12-17T17:30Z
,18,Sun Dec 17 2023,18:30,CET/+0100,US Avellino,0-0,0-0,Taranto FC,2023-12-17T17:30Z
,18,Sun Dec 17 2023,20:45,CET/+0100,Brindisi,1-1,0-0,AZ Picerno,2023-12-17T19:45Z
,18,Mon Dec 18 2023,20:45,CET/+0100,Calcio Catania,0-1,0-1,Sorrento Calcio,2023-12-18T19:45Z
,18,Mon Dec 18 2023,20:45,CET/+0100,Latina Calcio,0-0,0-0,Benevento Calcio,2023-12-18T19:45Z
,18,Mon Dec 18 2023,20:45,CET/+0100,Casertana FC,3-1,1-0,Giugliano,2023-12-18T19:45Z
,18,Mon Dec 18 2023,20:45,CET/+0100,Audace Cerignola,2-0,1-0,Foggia Calcio,2023-12-18T19:45Z
,19,Fri Dec 22 2023,18:30,CET/+0100,AZ Picerno,0-2,0-0,SS Juve Stabia,2023-12-22T17:30Z
,19,Fri Dec 22 2023,18:30,CET/+0100,FC Turris,3-1,3-0,Brindisi,2023-12-22T17:30Z
,19,Fri Dec 22 2023,20:45,CET/+0100,ACR Messina,1-1,1-1,SS Monopoli 1966,2023-12-22T19:45Z
,19,Fri Dec 22 2023,20:45,CET/+0100,FC Crotone,0-1,0-1,US Avellino,2023-12-22T19:45Z
,19,Fri Dec 22 2023,20:45,CET/+0100,Taranto FC,2-1,1-1,Latina Calcio,2023-12-22T19:45Z
,19,Sat Dec 23 2023,18:30,CET/+0100,Benevento Calcio,0-4,0-1,Calcio Catania,2023-12-23T17:30Z
,19,Sat Dec 23 2023,18:30,CET/+0100,Foggia Calcio,2-1,2-0,Monterosi FC,2023-12-23T17:30Z
,19,Sat Dec 23 2023,20:45,CET/+0100,Giugliano,0-1,0-1,Audace Cerignola,2023-12-23T19:45Z
,19,Sat Dec 23 2023,20:45,CET/+0100,Virtus Francavilla,0-1,0-1,Potenza,2023-12-23T19:45Z
,19,Sat Dec 23 2023,16:30,CET/+0100,Sorrento Calcio,1-1,0-1,Casertana FC,2023-12-23T15:30Z
,20,Sat Jan 6 2024,14:00,CET/+0100,AZ Picerno,3-0,1-0,Virtus Francavilla,2024-01-06T13:00Z
,20,Sat Jan 6 2024,14:00,CET/+0100,SS Monopoli 1966,1-2,0-0,Casertana FC,2024-01-06T13:00Z
,20,Sat Jan 6 2024,16:15,CET/+0100,Benevento Calcio,3-2,1-0,FC Turris,2024-01-06T15:15Z
,20,Sat Jan 6 2024,16:15,CET/+0100,Foggia Calcio,1-2,1-2,Taranto FC,2024-01-06T15:15Z
,20,Sat Jan 6 2024,16:15,CET/+0100,Latina Calcio,0-5,0-5,US Avellino,2024-01-06T15:15Z
,20,Sun Jan 7 2024,16:15,CET/+0100,Sorrento Calcio,2-0,1-0,Giugliano,2024-01-07T15:15Z
,20,Sun Jan 7 2024,18:30,CET/+0100,Brindisi,0-4,0-2,Potenza,2024-01-07T17:30Z
,20,Sun Jan 7 2024,18:30,CET/+0100,FC Crotone,3-0,1-0,Calcio Catania,2024-01-07T17:30Z
,20,Sun Jan 7 2024,18:30,CET/+0100,SS Juve Stabia,2-2,1-0,Monterosi FC,2024-01-07T17:30Z
,20,Sun Jan 7 2024,14:00,CET/+0100,ACR Messina,1-2,0-0,Audace Cerignola,2024-01-07T13:00Z
,21,Fri Jan 12 2024,20:45,CET/+0100,Taranto FC,1-1,0-0,AZ Picerno,2024-01-12T19:45Z
,21,Fri Jan 12 2024,20:45,CET/+0100,Giugliano,4-1,1-1,Foggia Calcio,2024-01-12T19:45Z
,21,Sat Jan 13 2024,16:15,CET/+0100,Potenza,2-0,1-0,Latina Calcio,2024-01-13T15:15Z
,21,Sat Jan 13 2024,18:30,CET/+0100,FC Turris,0-4,0-2,FC Crotone,2024-01-13T17:30Z
,21,Sat Jan 13 2024,20:45,CET/+0100,Calcio Catania,4-0,1-0,Brindisi,2024-01-13T19:45Z
,21,Sat Jan 13 2024,20:45,CET/+0100,Monterosi FC,2-1,1-0,SS Monopoli 1966,2024-01-13T19:45Z
,21,Sat Jan 13 2024,20:45,CET/+0100,US Avellino,2-2,2-1,SS Juve Stabia,2024-01-13T19:45Z
,21,Sat Jan 13 2024,20:45,CET/+0100,Virtus Francavilla,1-2,0-0,Benevento Calcio,2024-01-13T19:45Z
,21,Sun Jan 14 2024,20:45,CET/+0100,Audace Cerignola,1-2,0-1,Sorrento Calcio,2024-01-14T19:45Z
,21,Sun Jan 14 2024,14:00,CET/+0100,Casertana FC,0-2,0-1,ACR Messina,2024-01-14T13:00Z
,22,Fri Jan 19 2024,20:45,CET/+0100,Latina Calcio,1-0,0-0,Monterosi FC,2024-01-19T19:45Z
,22,Sat Jan 20 2024,20:45,CET/+0100,Brindisi,1-1,0-0,Audace Cerignola,2024-01-20T19:45Z
,22,Sat Jan 20 2024,20:45,CET/+0100,FC Crotone,1-1,0-1,Virtus Francavilla,2024-01-20T19:45Z
,22,Sat Jan 20 2024,20:45,CET/+0100,Foggia Calcio,1-3,1-2,US Avellino,2024-01-20T19:45Z
,22,Sun Jan 21 2024,14:45,CET/+0100,Sorrento Calcio,2-1,0-1,FC Turris,2024-01-21T13:45Z
,22,Sun Jan 21 2024,20:45,CET/+0100,SS Juve Stabia,0-0,0-0,Giugliano,2024-01-21T19:45Z
,22,Sun Jan 21 2024,20:45,CET/+0100,SS Monopoli 1966,1-0,1-0,Potenza,2024-01-21T19:45Z
,22,Sun Jan 21 2024,14:00,CET/+0100,ACR Messina,1-0,0-0,Taranto FC,2024-01-21T13:00Z
,22,Mon Jan 22 2024,20:45,CET/+0100,Benevento Calcio,1-0,0-0,Casertana FC,2024-01-22T19:45Z
,23,Fri Jan 26 2024,20:45,CET/+0100,Virtus Francavilla,1-0,1-0,Foggia Calcio,2024-01-26T19:45Z
