Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Aug 18 2023,20:30,CEST/+0200,Werder Bremen,0-4,0-1,Bayern München,2023-08-18T18:30Z
1,Sat Aug 19 2023,15:30,CEST/+0200,Bayer Leverkusen,3-2,2-1,RB Leipzig,2023-08-19T13:30Z
1,Sat Aug 19 2023,15:30,CEST/+0200,VfL Wolfsburg,2-0,2-0,1. FC Heidenheim 1846,2023-08-19T13:30Z
1,Sat Aug 19 2023,15:30,CEST/+0200,1899 Hoffenheim,1-2,0-2,SC Freiburg,2023-08-19T13:30Z
1,Sat Aug 19 2023,15:30,CEST/+0200,FC Augsburg,4-4,3-3,Bor. Mönchengladbach,2023-08-19T13:30Z
1,Sat Aug 19 2023,15:30,CEST/+0200,VfB Stuttgart,5-0,2-0,VfL Bochum,2023-08-19T13:30Z
1,Sat Aug 19 2023,18:30,CEST/+0200,Borussia Dortmund,1-0,0-0,1. FC Köln,2023-08-19T16:30Z
1,Sun Aug 20 2023,17:30,CEST/+0200,Eintracht Frankfurt,1-0,1-0,SV Darmstadt 98,2023-08-20T15:30Z
1,Sun Aug 20 2023,15:30,CEST/+0200,1. FC Union Berlin,4-1,2-0,1. FSV Mainz 05,2023-08-20T13:30Z
2,Fri Aug 25 2023,20:30,CEST/+0200,RB Leipzig,5-1,0-1,VfB Stuttgart,2023-08-25T18:30Z
2,Sat Aug 26 2023,15:30,CEST/+0200,1. FC Köln,1-2,0-0,VfL Wolfsburg,2023-08-26T13:30Z
2,Sat Aug 26 2023,15:30,CEST/+0200,VfL Bochum,1-1,1-0,Borussia Dortmund,2023-08-26T13:30Z
2,Sat Aug 26 2023,15:30,CEST/+0200,1. FC Heidenheim 1846,2-3,1-0,1899 Hoffenheim,2023-08-26T13:30Z
2,Sat Aug 26 2023,15:30,CEST/+0200,SV Darmstadt 98,1-4,1-3,1. FC Union Berlin,2023-08-26T13:30Z
2,Sat Aug 26 2023,18:30,CEST/+0200,Bor. Mönchengladbach,0-3,0-2,Bayer Leverkusen,2023-08-26T16:30Z
2,Sat Aug 26 2023,15:30,CEST/+0200,SC Freiburg,1-0,0-0,Werder Bremen,2023-08-26T13:30Z
2,Sun Aug 27 2023,17:30,CEST/+0200,Bayern München,3-1,2-0,FC Augsburg,2023-08-27T15:30Z
2,Sun Aug 27 2023,15:30,CEST/+0200,1. FSV Mainz 05,1-1,1-0,Eintracht Frankfurt,2023-08-27T13:30Z
3,Fri Sep 1 2023,20:30,CEST/+0200,Borussia Dortmund,2-2,2-0,1. FC Heidenheim 1846,2023-09-01T18:30Z
3,Sat Sep 2 2023,15:30,CEST/+0200,1899 Hoffenheim,3-1,1-1,VfL Wolfsburg,2023-09-02T13:30Z
