Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,1,Sat Apr 9 2022,11:00,-0300,Ypiranga RS,0-2,0-1,Aparecidense GO,2022-04-09T14:00Z
,1,Sat Apr 9 2022,15:00,-0300,Atlético Cearense CE,0-1,0-0,Campinense PB,2022-04-09T18:00Z
,1,Sat Apr 9 2022,17:00,-0300,Remo PA,2-1,1-0,Vitória BA,2022-04-09T20:00Z
,1,Sat Apr 9 2022,18:00,-0300,Botafogo PB,2-1,1-1,São José RS,2022-04-09T21:00Z
,1,Sat Apr 9 2022,19:00,-0300,Volta Redonda RJ,1-1,0-1,Figueirense SC,2022-04-09T22:00Z
,1,Sun Apr 10 2022,18:00,-0300,Altos PI,1-3,0-3,Botafogo SP,2022-04-10T21:00Z
,1,Sun Apr 10 2022,19:00,-0300,Mirassol SP,2-1,1-1,Ferroviário CE,2022-04-10T22:00Z
,1,Sun Apr 10 2022,16:00,-0300,Floresta CE,1-0,1-0,Confiança SE,2022-04-10T19:00Z
,1,Mon Apr 11 2022,20:00,-0300,Brasil de Pelotas RS,1-1,0-1,Manaus AM,2022-04-11T23:00Z
,2,Sat Apr 16 2022,21:00,-0300,Vitória BA,0-1,0-1,Floresta CE,2022-04-17T00:00Z
,2,Sat Apr 16 2022,11:00,-0300,São José RS,3-1,2-0,Volta Redonda RJ,2022-04-16T14:00Z
,2,Sat Apr 16 2022,16:00,-0300,Confiança SE,0-0,0-0,Ypiranga RS,2022-04-16T19:00Z
,2,Sat Apr 16 2022,17:00,-0300,Ferroviário CE,1-3,0-3,ABC RN,2022-04-16T20:00Z
,2,Sat Apr 16 2022,19:00,-0300,Manaus AM,1-0,0-0,Remo PA,2022-04-16T22:00Z
,2,Sun Apr 17 2022,11:00,-0300,Botafogo SP,2-1,2-0,Botafogo PB,2022-04-17T14:00Z
,2,Sun Apr 17 2022,16:00,-0300,Aparecidense GO,0-1,0-1,Mirassol SP,2022-04-17T19:00Z
,2,Sun Apr 17 2022,17:00,-0300,Campinense PB,2-0,0-0,Brasil de Pelotas RS,2022-04-17T20:00Z
,2,Sun Apr 17 2022,19:00,-0300,Paysandu PA,5-0,2-0,Atlético Cearense CE,2022-04-17T22:00Z
,2,Mon Apr 18 2022,20:00,-0300,Figueirense SC,4-1,2-0,Altos PI,2022-04-18T23:00Z
,1,Wed Apr 20 2022,19:00,-0300,ABC RN,1-1,1-0,Paysandu PA,2022-04-20T22:00Z
,3,Sat Apr 23 2022,16:00,-0300,Botafogo PB,1-0,1-0,Confiança SE,2022-04-23T19:00Z
,3,Sat Apr 23 2022,17:00,-0300,Atlético Cearense CE,0-1,0-1,Ferroviário CE,2022-04-23T20:00Z
,3,Sat Apr 23 2022,19:00,-0300,Remo PA,2-2,0-0,São José RS,2022-04-23T22:00Z
,3,Sat Apr 23 2022,21:00,-0300,ABC RN,1-0,0-0,Campinense PB,2022-04-24T00:00Z
,3,Sat Apr 23 2022,11:00,-0300,Brasil de Pelotas RS,1-1,0-0,Botafogo SP,2022-04-23T14:00Z
,3,Sun Apr 24 2022,11:00,-0300,Volta Redonda RJ,3-1,1-0,Altos PI,2022-04-24T14:00Z
,3,Sun Apr 24 2022,15:00,-0300,Floresta CE,0-0,0-0,Figueirense SC,2022-04-24T18:00Z
,3,Sun Apr 24 2022,16:00,-0300,Manaus AM,1-0,1-0,Aparecidense GO,2022-04-24T19:00Z
,3,Sun Apr 24 2022,18:00,-0300,Ypiranga RS,2-1,1-0,Vitória BA,2022-04-24T21:00Z
,3,Mon Apr 25 2022,20:00,-0300,Mirassol SP,1-1,0-1,Paysandu PA,2022-04-25T23:00Z
,4,Sat Apr 30 2022,17:00,-0300,Paysandu PA,1-1,1-1,Ypiranga RS,2022-04-30T20:00Z
,4,Sat Apr 30 2022,18:00,-0300,Campinense PB,1-1,1-0,Aparecidense GO,2022-04-30T21:00Z
,4,Sat Apr 30 2022,19:00,-0300,Vitória BA,1-0,0-0,Manaus AM,2022-04-30T22:00Z
,4,Sat Apr 30 2022,15:00,-0300,Volta Redonda RJ,4-0,2-0,Atlético Cearense CE,2022-04-30T18:00Z
,4,Sun May 1 2022,11:00,-0300,Figueirense SC,0-2,0-1,Mirassol SP,2022-05-01T14:00Z
,4,Sun May 1 2022,15:00,-0300,Ferroviário CE,1-0,1-0,Botafogo PB,2022-05-01T18:00Z
,4,Sun May 1 2022,17:00,-0300,São José RS,1-1,1-0,Brasil de Pelotas RS,2022-05-01T20:00Z
,4,Sun May 1 2022,19:00,-0300,Confiança SE,1-2,1-1,Remo PA,2022-05-01T22:00Z
,4,Mon May 2 2022,20:00,-0300,Botafogo SP,0-1,0-1,Floresta CE,2022-05-02T23:00Z
,4,Wed May 4 2022,19:00,-0300,Altos PI,2-1,1-1,ABC RN,2022-05-04T22:00Z
,5,Sat May 7 2022,11:00,-0300,Mirassol SP,1-0,0-0,Campinense PB,2022-05-07T14:00Z
,5,Sat May 7 2022,15:00,-0300,Ferroviário CE,2-0,0-0,São José RS,2022-05-07T18:00Z
,5,Sat May 7 2022,17:00,-0300,Manaus AM,0-0,0-0,Confiança SE,2022-05-07T20:00Z
,5,Sat May 7 2022,18:00,-0300,Botafogo PB,2-1,1-0,Altos PI,2022-05-07T21:00Z
,5,Sat May 7 2022,19:00,-0300,Brasil de Pelotas RS,1-0,1-0,Remo PA,2022-05-07T22:00Z
,5,Sun May 8 2022,15:00,-0300,Atlético Cearense CE,1-1,1-0,Figueirense SC,2022-05-08T18:00Z
,5,Sun May 8 2022,17:00,-0300,ABC RN,1-0,0-0,Volta Redonda RJ,2022-05-08T20:00Z
,5,Sun May 8 2022,19:00,-0300,Paysandu PA,4-1,1-1,Botafogo SP,2022-05-08T22:00Z
