Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Jun 3 2022,20:00,-0300,Barracas Central,1-1,1-0,Central Córdoba SdE,2022-06-03T23:00Z
1,Sat Jun 4 2022,14:00,-0300,San Lorenzo,1-1,0-1,Independiente,2022-06-04T17:00Z
1,Sat Jun 4 2022,16:30,-0300,Banfield,1-2,0-2,Newell's Old Boys,2022-06-04T19:30Z
1,Sat Jun 4 2022,19:00,-0300,Patronato de Paraná,1-1,1-1,Vélez Sarsfield,2022-06-04T22:00Z
1,Sat Jun 4 2022,19:00,-0300,Platense,2-1,1-1,Godoy Cruz,2022-06-04T22:00Z
1,Sat Jun 4 2022,21:30,-0300,Racing Club,2-0,0-0,Huracán,2022-06-05T00:30Z
1,Sat Jun 4 2022,12:00,-0300,Atlético Tucumán,1-1,0-1,Colón de Santa Fe,2022-06-04T15:00Z
1,Sun Jun 5 2022,13:00,-0300,Talleres de Córdoba,2-0,1-0,Sarmiento de Junín,2022-06-05T16:00Z
1,Sun Jun 5 2022,13:00,-0300,Unión de Santa Fe,1-2,0-0,Tigre,2022-06-05T16:00Z
1,Sun Jun 5 2022,17:00,-0300,Estudiantes,1-1,1-0,Gimnasia de La Plata,2022-06-05T20:00Z
1,Sun Jun 5 2022,19:30,-0300,Boca Juniors,2-1,2-1,Arsenal de Sarandí,2022-06-05T22:30Z
1,Sun Jun 5 2022,21:30,-0300,Defensa y Justicia,0-0,0-0,River Plate,2022-06-06T00:30Z
1,Mon Jun 6 2022,21:30,-0300,Argentinos Juniors,2-1,1-1,Aldosivi,2022-06-07T00:30Z
1,Mon Jun 6 2022,19:00,-0300,Rosario Central,0-0,0-0,Lanús,2022-06-06T22:00Z
2,Thu Jun 9 2022,20:00,-0300,Newell's Old Boys,0-0,0-0,San Lorenzo,2022-06-09T23:00Z
2,Fri Jun 10 2022,19:00,-0300,Aldosivi,0-1,0-0,Estudiantes,2022-06-10T22:00Z
