Round,Date,Team 1,FT,HT,Team 2
?,(Sat) 19 Jul 2014 (28),Queretaro (1),1-3,?,U.N.A.M.- Pumas (1)
?,(Sat) 19 Jul 2014 (28),Club Tijuana (1),0-1,?,Puebla (1)
?,(Sat) 19 Jul 2014 (28),Cruz Azul (1),0-1,?,Pachuca (1)
?,(Sat) 19 Jul 2014 (28),Veracruz (1),0-1,?,Santos Laguna (1)
?,(Sun) 20 Jul 2014 (28),Monterrey (1),3-1,?,Leones Negros (1)
?,(Sun) 20 Jul 2014 (28),Club Leon (1),1-2,?,Club America (1)
?,(Sun) 20 Jul 2014 (28),Atlas (1),0-0,?,U.A.N.L.- Tigres (1)
?,(Sun) 20 Jul 2014 (28),Toluca (1),0-0,?,Monarcas (1)
?,(Sun) 20 Jul 2014 (28),Guadalajara Chivas (1),1-1,?,Chiapas (1)
?,(Sat) 26 Jul 2014 (29),Monarcas (2),0-2,?,Atlas (2)
?,(Sat) 26 Jul 2014 (29),Santos Laguna (2),1-1,?,Cruz Azul (2)
?,(Sat) 26 Jul 2014 (29),Club America (2),2-1,?,Club Tijuana (2)
?,(Sat) 26 Jul 2014 (29),Puebla (2),0-0,?,Veracruz (2)
?,(Sun) 27 Jul 2014 (29),U.A.N.L.- Tigres (2),4-2,?,Club Leon (2)
?,(Sun) 27 Jul 2014 (29),Pachuca (2),0-1,?,Monterrey (2)
?,(Sun) 27 Jul 2014 (29),Chiapas (2),2-1,?,Toluca (2)
?,(Sun) 27 Jul 2014 (29),U.N.A.M.- Pumas (2),0-1,?,Guadalajara Chivas (2)
?,(Sun) 27 Jul 2014 (29),Leones Negros (2),0-1,?,Queretaro (2)
?,(Sat) 2 Aug 2014 (30),Queretaro (3),2-0,?,Pachuca (3)
?,(Sat) 2 Aug 2014 (30),Club Tijuana (3),1-1,?,U.A.N.L.- Tigres (3)
?,(Sat) 2 Aug 2014 (30),Cruz Azul (3),0-0,?,Veracruz (3)
?,(Sat) 2 Aug 2014 (30),Puebla (3),0-4,?,Club America (3)
?,(Sun) 3 Aug 2014 (30),Monterrey (3),0-0,?,Santos Laguna (3)
?,(Sun) 3 Aug 2014 (30),Club Leon (3),4-0,?,Monarcas (3)
?,(Sun) 3 Aug 2014 (30),Atlas (3),4-2,?,Chiapas (3)
?,(Sun) 3 Aug 2014 (30),Toluca (3),2-1,?,U.N.A.M.- Pumas (3)
?,(Sat) 9 Aug 2014 (31),Monarcas (4),0-0,?,Club Tijuana (4)
?,(Sat) 9 Aug 2014 (31),Veracruz (4),2-1,?,Monterrey (4)
?,(Sat) 9 Aug 2014 (31),Cruz Azul (4),1-0,?,Puebla (4)
?,(Sun) 10 Aug 2014 (31),U.A.N.L.- Tigres (4),0-2,?,Club America (4)
?,(Sun) 10 Aug 2014 (31),Santos Laguna (4),2-3,?,Queretaro (4)
?,(Sun) 10 Aug 2014 (31),Pachuca (4),3-0,?,Guadalajara Chivas (3)
?,(Sun) 10 Aug 2014 (31),Chiapas (4),3-2,?,Club Leon (4)
?,(Sun) 10 Aug 2014 (31),U.N.A.M.- Pumas (4),0-1,?,Atlas (4)
?,(Sun) 10 Aug 2014 (31),Leones Negros (3),0-0,?,Toluca (4)
?,(Fri) 15 Aug 2014 (32),Club Leon (5),2-1,?,U.N.A.M.- Pumas (5)
?,(Sat) 16 Aug 2014 (32),Queretaro (5),0-0,?,Veracruz (5)
?,(Sat) 16 Aug 2014 (32),Club Tijuana (5),2-1,?,Chiapas (5)
?,(Sat) 16 Aug 2014 (32),Club America (5),3-2,?,Monarcas (5)
?,(Sat) 16 Aug 2014 (32),Puebla (5),1-1,?,U.A.N.L.- Tigres (5)
?,(Sun) 17 Aug 2014 (32),Monterrey (5),3-1,?,Cruz Azul (5)
?,(Sun) 17 Aug 2014 (32),Atlas (5),1-0,?,Leones Negros (4)
?,(Sun) 17 Aug 2014 (32),Toluca (5),3-0,?,Pachuca (5)
?,(Sun) 17 Aug 2014 (32),Guadalajara Chivas (4),0-1,?,Santos Laguna (5)
?,(Sat) 23 Aug 2014 (33),Monarcas (6),1-5,?,U.A.N.L.- Tigres (6)
?,(Sat) 23 Aug 2014 (33),Santos Laguna (6),3-0,?,Toluca (6)
?,(Sat) 23 Aug 2014 (33),Cruz Azul (6),2-1,?,Queretaro (6)
?,(Sat) 23 Aug 2014 (33),Veracruz (6),0-0,?,Guadalajara Chivas (5)
?,(Sun) 24 Aug 2014 (33),Monterrey (6),1-0,?,Puebla (6)
?,(Sun) 24 Aug 2014 (33),Pachuca (6),3-1,?,Atlas (6)
?,(Sun) 24 Aug 2014 (33),Chiapas (6),0-0,?,Club America (6)
?,(Sun) 24 Aug 2014 (33),U.N.A.M.- Pumas (6),1-1,?,Club Tijuana (6)
?,(Sun) 24 Aug 2014 (33),Leones Negros (5),1-0,?,Club Leon (6)
?,(Sat) 30 Aug 2014 (34),Queretaro (7),0-1,?,Monterrey (7)
?,(Sat) 30 Aug 2014 (34),Club Tijuana (7),1-1,?,Leones Negros (6)
?,(Sat) 30 Aug 2014 (34),Club America (7),0-1,?,U.N.A.M.- Pumas (7)
?,(Sat) 30 Aug 2014 (34),Puebla (7),3-2,?,Monarcas (7)
?,(Sun) 31 Aug 2014 (34),U.A.N.L.- Tigres (7),0-2,?,Chiapas (7)
?,(Sun) 31 Aug 2014 (34),Club Leon (7),1-2,?,Pachuca (7)
?,(Sun) 31 Aug 2014 (34),Atlas (7),1-1,?,Santos Laguna (7)
?,(Sun) 31 Aug 2014 (34),Toluca (7),2-1,?,Veracruz (7)
?,(Sun) 31 Aug 2014 (34),Guadalajara Chivas (6),0-0,?,Cruz Azul (7)
?,(Sun) 7 Sep 2014 (35),Guadalajara Chivas (7),3-0,?,Leones Negros (7)
?,(Sat) 13 Sep 2014 (36),Queretaro (8),1-1,?,Puebla (8)
?,(Sat) 13 Sep 2014 (36),Veracruz (8),1-1,?,Atlas (8)
?,(Sat) 13 Sep 2014 (36),Santos Laguna (8),2-0,?,Club Leon (8)
?,(Sat) 13 Sep 2014 (36),Cruz Azul (8),1-2,?,Toluca (8)
?,(Sun) 14 Sep 2014 (36),Pachuca (8),1-1,?,Club Tijuana (8)
?,(Sun) 14 Sep 2014 (36),Chiapas (8),1-1,?,Monarcas (8)
?,(Sun) 14 Sep 2014 (36),Leones Negros (8),0-0,?,Club America (8)
?,(Sun) 14 Sep 2014 (36),U.N.A.M.- Pumas (8),2-2,?,U.A.N.L.- Tigres (8)
?,(Sat) 20 Sep 2014 (37),Club Tijuana (9),4-1,?,Santos Laguna (9)
?,(Sat) 20 Sep 2014 (37),Monarcas (9),2-3,?,U.N.A.M.- Pumas (9)
?,(Sat) 20 Sep 2014 (37),Club America (9),2-1,?,Pachuca (9)
?,(Sat) 20 Sep 2014 (37),Puebla (9),1-1,?,Chiapas (9)
?,(Sun) 21 Sep 2014 (37),U.A.N.L.- Tigres (9),1-0,?,Leones Negros (9)
?,(Sun) 21 Sep 2014 (37),Club Leon (9),3-1,?,Veracruz (9)
?,(Sun) 21 Sep 2014 (37),Atlas (9),2-1,?,Cruz Azul (9)
?,(Sun) 21 Sep 2014 (37),Toluca (9),1-0,?,Monterrey (8)
?,(Sun) 21 Sep 2014 (37),Guadalajara Chivas (8),1-4,?,Queretaro (9)
?,(Sat) 27 Sep 2014 (38),Veracruz (10),1-0,?,Club Tijuana (10)
?,(Sat) 27 Sep 2014 (38),Queretaro (10),1-1,?,Toluca (10)
?,(Sat) 27 Sep 2014 (38),Santos Laguna (10),1-4,?,Club America (10)
?,(Sat) 27 Sep 2014 (38),Cruz Azul (10),1-0,?,Club Leon (10)
?,(Sun) 28 Sep 2014 (38),Monterrey (9),2-1,?,Atlas (10)
?,(Sun) 28 Sep 2014 (38),Pachuca (10),2-3,?,U.A.N.L.- Tigres (10)
?,(Sun) 28 Sep 2014 (38),Leones Negros (10),1-2,?,Monarcas (10)
?,(Sun) 28 Sep 2014 (38),U.N.A.M.- Pumas (10),2-2,?,Chiapas (10)
?,(Sun) 28 Sep 2014 (38),Guadalajara Chivas (9),0-0,?,Puebla (10)
?,(Wed) 1 Oct 2014 (39),Club Leon (11),1-3,?,Monterrey (10)
?,(Wed) 1 Oct 2014 (39),Atlas (11),2-1,?,Queretaro (11)
?,(Wed) 1 Oct 2014 (39),U.A.N.L.- Tigres (11),1-1,?,Santos Laguna (11)
?,(Thu) 2 Oct 2014 (39),Puebla (11),1-2,?,U.N.A.M.- Pumas (11)
?,(Thu) 2 Oct 2014 (39),Club America (11),2-0,?,Veracruz (11)
?,(Thu) 2 Oct 2014 (39),Monarcas (11),0-1,?,Pachuca (11)
?,(Thu) 2 Oct 2014 (39),Chiapas (11),1-1,?,Leones Negros (11)
?,(Thu) 2 Oct 2014 (39),Club Tijuana (11),0-0,?,Cruz Azul (11)
?,(Fri) 3 Oct 2014 (39),Toluca (11),3-1,?,Guadalajara Chivas (10)
?,(Sat) 4 Oct 2014 (39),Queretaro (12),1-2,?,Club Leon (12)
?,(Sat) 4 Oct 2014 (39),Cruz Azul (12),4-0,?,Club America (12)
?,(Sat) 4 Oct 2014 (39),Veracruz (12),0-1,?,U.A.N.L.- Tigres (12)
?,(Sun) 5 Oct 2014 (39),Monterrey (11),1-1,?,Club Tijuana (12)
?,(Sun) 5 Oct 2014 (39),Santos Laguna (12),2-2,?,Monarcas (12)
?,(Sun) 5 Oct 2014 (39),Pachuca (12),2-0,?,Chiapas (12)
?,(Sun) 5 Oct 2014 (39),Leones Negros (12),1-0,?,U.N.A.M.- Pumas (12)
?,(Sun) 5 Oct 2014 (39),Toluca (12),1-1,?,Puebla (12)
?,(Sun) 5 Oct 2014 (39),Guadalajara Chivas (11),0-1,?,Atlas (12)
?,(Sat) 18 Oct 2014 (41),Monarcas (13),0-1,?,Veracruz (13)
?,(Sat) 18 Oct 2014 (41),Club Tijuana (13),2-1,?,Queretaro (13)
?,(Sat) 18 Oct 2014 (41),Club America (13),2-0,?,Monterrey (12)
?,(Sat) 18 Oct 2014 (41),Puebla (13),1-1,?,Leones Negros (13)
?,(Sun) 19 Oct 2014 (41),U.A.N.L.- Tigres (13),1-0,?,Cruz Azul (13)
?,(Sun) 19 Oct 2014 (41),Club Leon (13),2-1,?,Guadalajara Chivas (12)
?,(Sun) 19 Oct 2014 (41),Atlas (13),0-2,?,Toluca (13)
?,(Sun) 19 Oct 2014 (41),Chiapas (13),2-0,?,Santos Laguna (13)
?,(Sun) 19 Oct 2014 (41),U.N.A.M.- Pumas (13),1-1,?,Pachuca (13)
?,(Sat) 25 Oct 2014 (42),Queretaro (14),3-2,?,Club America (14)
?,(Sat) 25 Oct 2014 (42),Santos Laguna (14),1-1,?,U.N.A.M.- Pumas (14)
?,(Sat) 25 Oct 2014 (42),Cruz Azul (14),3-1,?,Monarcas (14)
?,(Sat) 25 Oct 2014 (42),Veracruz (14),1-2,?,Chiapas (14)
?,(Sun) 26 Oct 2014 (42),Monterrey (13),2-2,?,U.A.N.L.- Tigres (14)
?,(Sun) 26 Oct 2014 (42),Pachuca (14),0-0,?,Leones Negros (14)
?,(Sun) 26 Oct 2014 (42),Atlas (14),2-1,?,Puebla (14)
?,(Sun) 26 Oct 2014 (42),Toluca (14),2-3,?,Club Leon (14)
?,(Sun) 26 Oct 2014 (42),Guadalajara Chivas (13),3-3,?,Club Tijuana (14)
?,(Sat) 1 Nov 2014 (43),Monarcas (15),2-1,?,Monterrey (14)
?,(Sat) 1 Nov 2014 (43),Club Tijuana (15),0-1,?,Toluca (15)
?,(Sat) 1 Nov 2014 (43),Club America (15),0-0,?,Guadalajara Chivas (14)
?,(Sat) 1 Nov 2014 (43),Puebla (15),1-1,?,Pachuca (15)
?,(Sun) 2 Nov 2014 (43),U.A.N.L.- Tigres (15),1-0,?,Queretaro (15)
?,(Sun) 2 Nov 2014 (43),Club Leon (15),4-0,?,Atlas (15)
?,(Sun) 2 Nov 2014 (43),Chiapas (15),0-0,?,Cruz Azul (15)
?,(Sun) 2 Nov 2014 (43),Leones Negros (15),1-1,?,Santos Laguna (15)
?,(Sun) 2 Nov 2014 (43),U.N.A.M.- Pumas (15),0-0,?,Veracruz (15)
?,(Sat) 8 Nov 2014 (44),Queretaro (16),2-0,?,Monarcas (16)
?,(Sat) 8 Nov 2014 (44),Santos Laguna (16),2-1,?,Pachuca (16)
?,(Sat) 8 Nov 2014 (44),Cruz Azul (16),0-2,?,U.N.A.M.- Pumas (16)
?,(Sat) 8 Nov 2014 (44),Veracruz (16),0-1,?,Leones Negros (16)
?,(Sun) 9 Nov 2014 (44),Monterrey (15),1-2,?,Chiapas (16)
?,(Sun) 9 Nov 2014 (44),Club Leon (16),0-0,?,Puebla (16)
?,(Sun) 9 Nov 2014 (44),Atlas (16),1-1,?,Club Tijuana (16)
?,(Sun) 9 Nov 2014 (44),Toluca (16),2-2,?,Club America (16)
?,(Sun) 9 Nov 2014 (44),Guadalajara Chivas (15),0-0,?,U.A.N.L.- Tigres (16)
?,(Sat) 15 Nov 2014 (45),Monterrey (16),1-0,?,Guadalajara Chivas (16)
?,(Sat) 22 Nov 2014 (46),Monarcas (17),1-2,?,Guadalajara Chivas (17)
?,(Sat) 22 Nov 2014 (46),Club Tijuana (17),3-2,?,Club Leon (17)
?,(Sat) 22 Nov 2014 (46),Club America (17),1-2,?,Atlas (17)
?,(Sat) 22 Nov 2014 (46),Puebla (17),3-3,?,Santos Laguna (17)
