Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
Segunda Etapa,13,Sun Nov 10 2024,,,Universidad Catolica,,,Aucas,
Segunda Etapa,13,Sun Nov 10 2024,,,LDU Quito,,,Independiente del Valle,
Segunda Etapa,13,Sun Nov 10 2024,,,Barcelona,,,Cumbayá,
Segunda Etapa,13,Sun Nov 10 2024,,,Orense SC,,,Técnico Universitario,
Segunda Etapa,13,Sun Nov 10 2024,,,Delfín SC,,,Mushuc Runa,
Segunda Etapa,13,Sun Nov 10 2024,,,Imbabura,,,Deportivo Cuenca,
Segunda Etapa,13,Sun Nov 10 2024,,,El Nacional,,,Libertad de Loja,
Segunda Etapa,13,Sun Nov 10 2024,,,Macará,,,Emelec,
Segunda Etapa,14,Sun Nov 24 2024,,,Técnico Universitario,,,Barcelona,
Segunda Etapa,14,Sun Nov 24 2024,,,Universidad Catolica,,,LDU Quito,
Segunda Etapa,14,Sun Nov 24 2024,,,Mushuc Runa,,,El Nacional,
Segunda Etapa,14,Sun Nov 24 2024,,,Independiente del Valle,,,Macará,
Segunda Etapa,14,Sun Nov 24 2024,,,Aucas,,,Delfín SC,
Segunda Etapa,14,Sun Nov 24 2024,,,Cumbayá,,,Orense SC,
Segunda Etapa,14,Sun Nov 24 2024,,,Deportivo Cuenca,,,Libertad de Loja,
Segunda Etapa,14,Sun Nov 24 2024,,,Emelec,,,Imbabura,
Segunda Etapa,15,Sun Dec 1 2024,,,Macará,,,Universidad Catolica,
Segunda Etapa,15,Sun Dec 1 2024,,,Imbabura,,,Aucas,
Segunda Etapa,15,Sun Dec 1 2024,,,Orense SC,,,Independiente del Valle,
Segunda Etapa,15,Sun Dec 1 2024,,,Delfín SC,,,Cumbayá,
Segunda Etapa,15,Sun Dec 1 2024,,,El Nacional,,,Técnico Universitario,
Segunda Etapa,15,Sun Dec 1 2024,,,Barcelona,,,Mushuc Runa,
Segunda Etapa,15,Sun Dec 1 2024,,,LDU Quito,,,Deportivo Cuenca,
Segunda Etapa,15,Sun Dec 1 2024,,,Libertad de Loja,,,Emelec,
