Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Mar 1 2024,17:00,+0500,Kaysar Kyzylorda,1-3,0-1,FK Aktobe,2024-03-01T12:00Z
1,Fri Mar 1 2024,14:30,+0500,FK Astana,2-0,1-0,FK Zhenis,2024-03-01T09:30Z
1,Sat Mar 2 2024,14:00,+0500,FK Yelimay,0-0,0-0,FK Atyrau,2024-03-02T09:00Z
1,Sat Mar 2 2024,16:30,+0500,FK Ordabasy,5-0,3-0,Shakter Karaganda,2024-03-02T11:30Z
1,Sat Mar 2 2024,19:00,+0500,Tobyl Kostanay,2-0,1-0,FK Turan,2024-03-02T14:00Z
1,Sat Mar 2 2024,14:00,+0500,FK Kairat,2-1,1-0,FK Kyzylzhar,2024-03-02T09:00Z
2,Tue Mar 5 2024,17:00,+0500,Zhetysu Taldykorgan,0-2,0-0,FK Astana,2024-03-05T12:00Z
2,Wed Mar 6 2024,14:30,+0500,Kaysar Kyzylorda,0-3,0-1,FK Kyzylzhar,2024-03-06T09:30Z
2,Wed Mar 6 2024,17:00,+0500,FK Atyrau,1-1,0-0,FK Ordabasy,2024-03-06T12:00Z
2,Wed Mar 6 2024,19:30,+0500,Tobyl Kostanay,4-2,2-1,FK Yelimay,2024-03-06T14:30Z
2,Thu Mar 7 2024,17:00,+0500,FK Turan,0-0,0-0,FK Kairat,2024-03-07T12:00Z
2,Thu Mar 7 2024,14:30,+0500,FK Zhenis,1-0,1-0,Shakter Karaganda,2024-03-07T09:30Z
3,Sat Mar 30 2024,16:30,+0500,FK Atyrau,0-1,0-0,Zhetysu Taldykorgan,2024-03-30T11:30Z
3,Sat Mar 30 2024,14:00,+0500,Shakter Karaganda,0-2,0-2,FK Turan,2024-03-30T09:00Z
3,Sun Mar 31 2024,14:00,+0500,FK Kyzylzhar,0-0,0-0,Tobyl Kostanay,2024-03-31T09:00Z
3,Sun Mar 31 2024,16:30,+0500,FK Astana,0-1,0-0,FK Yelimay,2024-03-31T11:30Z
3,Sun Mar 31 2024,19:00,+0500,FK Ordabasy,1-2,0-1,FK Kairat,2024-03-31T14:00Z
3,Sun Mar 31 2024,14:00,+0500,FK Aktobe,3-0,2-0,FK Zhenis,2024-03-31T09:00Z
4,Sat Apr 6 2024,14:00,+0500,FK Kyzylzhar,4-0,1-0,FK Zhenis,2024-04-06T09:00Z
4,Sat Apr 6 2024,16:30,+0500,FK Yelimay,1-0,0-0,Kaysar Kyzylorda,2024-04-06T11:30Z
4,Sat Apr 6 2024,19:00,+0500,FK Kairat,0-0,0-0,Zhetysu Taldykorgan,2024-04-06T14:00Z
4,Sun Apr 7 2024,16:30,+0500,Shakter Karaganda,1-0,1-0,FK Astana,2024-04-07T11:30Z
4,Sun Apr 7 2024,19:00,+0500,FK Turan,0-1,0-1,FK Ordabasy,2024-04-07T14:00Z
4,Sun Apr 7 2024,14:00,+0500,FK Aktobe,1-1,1-0,FK Atyrau,2024-04-07T09:00Z
5,Sat Apr 20 2024,14:00,+0500,FK Zhenis,1-0,1-0,FK Turan,2024-04-20T09:00Z
5,Sat Apr 20 2024,16:30,+0500,FK Ordabasy,1-1,0-1,FK Kyzylzhar,2024-04-20T11:30Z
5,Sat Apr 20 2024,19:00,+0500,FK Kairat,1-3,0-1,FK Aktobe,2024-04-20T14:00Z
5,Sat Apr 20 2024,14:00,+0500,Kaysar Kyzylorda,1-1,0-0,FK Atyrau,2024-04-20T09:00Z
5,Sun Apr 21 2024,16:30,+0500,FK Astana,2-2,1-1,Tobyl Kostanay,2024-04-21T11:30Z
5,Sun Apr 21 2024,19:00,+0500,Zhetysu Taldykorgan,1-0,1-0,Shakter Karaganda,2024-04-21T14:00Z
6,Sat Apr 27 2024,16:30,+0500,FK Atyrau,2-0,0-0,FK Kyzylzhar,2024-04-27T11:30Z
6,Sat Apr 27 2024,16:30,+0500,FK Turan,0-2,0-2,FK Astana,2024-04-27T11:30Z
6,Sat Apr 27 2024,19:00,+0500,Kaysar Kyzylorda,1-0,0-0,FK Kairat,2024-04-27T14:00Z
6,Sat Apr 27 2024,14:00,+0500,Tobyl Kostanay,1-1,1-0,FK Zhenis,2024-04-27T09:00Z
6,Sun Apr 28 2024,16:30,+0500,Zhetysu Taldykorgan,2-1,1-0,FK Aktobe,2024-04-28T11:30Z
6,Sun Apr 28 2024,14:00,+0500,FK Yelimay,1-1,1-1,FK Ordabasy,2024-04-28T09:00Z
7,Sat May 4 2024,14:00,+0500,FK Kyzylzhar,0-1,0-0,FK Turan,2024-05-04T09:00Z
7,Sat May 4 2024,14:00,+0500,FK Zhenis,1-2,0-0,FK Yelimay,2024-05-04T09:00Z
7,Sat May 4 2024,16:30,+0500,FK Kairat,1-0,0-0,FK Atyrau,2024-05-04T11:30Z
7,Sat May 4 2024,16:30,+0500,Tobyl Kostanay,1-0,1-0,Zhetysu Taldykorgan,2024-05-04T11:30Z
7,Sat May 4 2024,19:00,+0500,FK Aktobe,1-1,0-1,FK Astana,2024-05-04T14:00Z
7,Sun May 5 2024,19:00,+0500,Shakter Karaganda,0-0,0-0,Kaysar Kyzylorda,2024-05-05T14:00Z
8,Sat May 11 2024,17:00,+0500,FK Turan,2-3,1-1,Zhetysu Taldykorgan,2024-05-11T12:00Z
8,Sun May 12 2024,17:00,+0500,FK Yelimay,2-1,1-0,Shakter Karaganda,2024-05-12T12:00Z
8,Sun May 12 2024,19:00,+0500,FK Astana,1-1,0-0,Kaysar Kyzylorda,2024-05-12T14:00Z
8,Sun May 12 2024,19:00,+0500,FK Zhenis,0-2,0-0,FK Kairat,2024-05-12T14:00Z
8,Sun May 12 2024,21:00,+0500,FK Ordabasy,1-0,1-0,Tobyl Kostanay,2024-05-12T16:00Z
8,Sun May 12 2024,17:00,+0500,FK Kyzylzhar,0-2,0-0,FK Aktobe,2024-05-12T12:00Z
9,Sat May 18 2024,17:00,+0500,FK Atyrau,1-0,1-0,FK Astana,2024-05-18T12:00Z
9,Sat May 18 2024,19:00,+0500,FK Aktobe,0-0,0-0,FK Ordabasy,2024-05-18T14:00Z
