Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Apr 13 2024,16:00,EDT/-0400,Forge FC,2-1,0-0,Cavalry FC,2024-04-13T20:00Z
1,Sat Apr 13 2024,19:00,EDT/-0400,Pacific FC,1-0,1-0,HFX Wanderers,2024-04-13T23:00Z
1,Sat Apr 13 2024,13:00,EDT/-0400,Atlético Ottawa,2-1,0-0,York United,2024-04-13T17:00Z
1,Sun Apr 14 2024,19:00,EDT/-0400,Vancouver FC,4-1,1-1,Valour FC,2024-04-14T23:00Z
1,Thu Apr 18 2024,22:00,EDT/-0400,Vancouver FC,2-0,1-0,HFX Wanderers,2024-04-19T02:00Z
1,Fri Apr 19 2024,22:00,EDT/-0400,Pacific FC,2-0,0-0,Valour FC,2024-04-20T02:00Z
1,Sat Apr 20 2024,14:00,EDT/-0400,Atlético Ottawa,1-1,0-0,Cavalry FC,2024-04-20T18:00Z
1,Sun Apr 21 2024,16:00,EDT/-0400,York United,0-3,0-1,Forge FC,2024-04-21T20:00Z
1,Fri Apr 26 2024,19:00,EDT/-0400,York United,3-0,0-0,Vancouver FC,2024-04-26T23:00Z
1,Sat Apr 27 2024,16:00,EDT/-0400,Forge FC,2-1,0-0,Valour FC,2024-04-27T20:00Z
1,Sat Apr 27 2024,13:00,EDT/-0400,HFX Wanderers,1-3,0-1,Atlético Ottawa,2024-04-27T17:00Z
1,Sun Apr 28 2024,17:00,EDT/-0400,Cavalry FC,0-0,0-0,Pacific FC,2024-04-28T21:00Z
2,Fri May 3 2024,21:00,EDT/-0400,Cavalry FC,3-1,2-0,Vancouver FC,2024-05-04T01:00Z
2,Sat May 4 2024,19:00,EDT/-0400,Pacific FC,2-0,1-0,York United,2024-05-04T23:00Z
2,Sun May 5 2024,14:00,EDT/-0400,Atlético Ottawa,2-0,2-0,Valour FC,2024-05-05T18:00Z
2,Fri May 10 2024,19:00,EDT/-0400,York United,3-1,0-1,Valour FC,2024-05-10T23:00Z
2,Sat May 11 2024,17:00,EDT/-0400,Pacific FC,0-0,0-0,Forge FC,2024-05-11T21:00Z
2,Sat May 11 2024,14:00,EDT/-0400,HFX Wanderers,1-1,0-0,Cavalry FC,2024-05-11T18:00Z
2,Sun May 12 2024,19:00,EDT/-0400,Vancouver FC,1-1,0-0,Atlético Ottawa,2024-05-12T23:00Z
2,Fri May 17 2024,22:00,EDT/-0400,Pacific FC,0-1,0-1,Atlético Ottawa,2024-05-18T02:00Z
2,Sat May 18 2024,16:00,EDT/-0400,Forge FC,1-2,0-2,Vancouver FC,2024-05-18T20:00Z
2,Sat May 18 2024,19:00,EDT/-0400,Cavalry FC,2-2,1-0,York United,2024-05-18T23:00Z
2,Mon May 20 2024,15:00,EDT/-0400,HFX Wanderers,1-2,0-0,Valour FC,2024-05-20T19:00Z
2,Fri May 24 2024,19:00,EDT/-0400,York United,2-1,2-0,HFX Wanderers,2024-05-24T23:00Z
2,Sat May 25 2024,18:00,EDT/-0400,Vancouver FC,2-1,1-1,Pacific FC,2024-05-25T22:00Z
2,Sat May 25 2024,15:00,EDT/-0400,Atlético Ottawa,3-0,1-0,Forge FC,2024-05-25T19:00Z
2,Sun May 26 2024,17:00,EDT/-0400,Cavalry FC,1-1,1-1,Valour FC,2024-05-26T21:00Z
3,Sat Jun 1 2024,16:00,EDT/-0400,Forge FC,3-0,2-0,York United,2024-06-01T20:00Z
3,Sat Jun 1 2024,19:00,EDT/-0400,Pacific FC,1-1,1-0,Cavalry FC,2024-06-01T23:00Z
3,Sun Jun 2 2024,17:00,EDT/-0400,Valour FC,2-0,1-0,Vancouver FC,2024-06-02T21:00Z
3,Sun Jun 2 2024,14:00,EDT/-0400,Atlético Ottawa,2-2,0-1,HFX Wanderers,2024-06-02T18:00Z
3,Sat Jun 8 2024,17:00,EDT/-0400,Cavalry FC,1-0,0-0,Forge FC,2024-06-08T21:00Z
3,Sat Jun 8 2024,14:00,EDT/-0400,HFX Wanderers,0-0,0-0,Pacific FC,2024-06-08T18:00Z
3,Sun Jun 9 2024,18:00,EDT/-0400,York United,2-2,2-1,Vancouver FC,2024-06-09T22:00Z
3,Sun Jun 9 2024,13:30,EDT/-0400,Valour FC,0-2,0-0,Atlético Ottawa,2024-06-09T17:30Z
3,Fri Jun 14 2024,20:00,EDT/-0400,Valour FC,2-3,1-2,Pacific FC,2024-06-15T00:00Z
3,Sat Jun 15 2024,16:00,EDT/-0400,HFX Wanderers,2-2,0-0,Forge FC,2024-06-15T20:00Z
3,Sat Jun 15 2024,13:00,EDT/-0400,Atlético Ottawa,1-2,0-1,York United,2024-06-15T17:00Z
3,Sun Jun 16 2024,17:00,EDT/-0400,Vancouver FC,0-0,0-0,Cavalry FC,2024-06-16T21:00Z
3,Wed Jun 19 2024,19:00,EDT/-0400,York United,2-0,1-0,Pacific FC,2024-06-19T23:00Z
3,Fri Jun 21 2024,21:00,EDT/-0400,Cavalry FC,1-1,1-1,Atlético Ottawa,2024-06-22T01:00Z
