Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,P,UTC
,12,Sun Mar 10 2024,16:00,-0300,Guarani SP,1-0,1-0,Red Bull Bragantino,,2024-03-10T19:00Z
,12,Sun Mar 10 2024,16:00,-0300,Ituano SP,2-3,1-2,São Paulo FC,,2024-03-10T19:00Z
,12,Sun Mar 10 2024,16:00,-0300,Mirassol SP,0-2,0-1,São Bernardo FC SP,,2024-03-10T19:00Z
,12,Sun Mar 10 2024,16:00,-0300,Grêmio Novorizontino SP,2-0,1-0,Portuguesa SP,,2024-03-10T19:00Z
,12,Sun Mar 10 2024,16:00,-0300,Santo André SP,1-0,0-0,Ponte Preta,,2024-03-10T19:00Z
,12,Sun Mar 10 2024,16:00,-0300,Água Santa SP,0-0,0-0,Corinthians SP,,2024-03-10T19:00Z
Playoffs,Quarterfinals,Sat Mar 16 2024,18:00,-0300,Palmeiras,5-1,3-0,Ponte Preta,,2024-03-16T21:00Z
Playoffs,Quarterfinals,Sun Mar 17 2024,18:00,-0300,São Paulo FC,1-1,1-1,Grêmio Novorizontino SP,4-5,2024-03-17T21:00Z
Playoffs,Quarterfinals,Sun Mar 17 2024,20:15,-0300,Santos FC,0-0,0-0,Portuguesa SP,4-2,2024-03-17T23:15Z
Playoffs,Quarterfinals,Sun Mar 17 2024,16:00,-0300,Red Bull Bragantino,3-0,1-0,Inter de Limeira SP,,2024-03-17T19:00Z
Playoffs,Semifinals,Wed Mar 27 2024,20:30,-0300,Santos FC,3-1,2-0,Red Bull Bragantino,,2024-03-27T23:30Z
Playoffs,Semifinals,Thu Mar 28 2024,21:35,-0300,Palmeiras,1-0,0-0,Grêmio Novorizontino SP,,2024-03-29T00:35Z
Playoffs,Final,Sun Mar 31 2024,18:00,-0300,Santos FC,1-0,0-0,Palmeiras,,2024-03-31T21:00Z
Playoffs,Final,Sun Apr 7 2024,18:00,-0300,Palmeiras,2-0,1-0,Santos FC,,2024-04-07T21:00Z
