Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Mar 1 2024,21:00,+0400,Dinamo Batumi,1-0,1-0,Kolkheti Poti,2024-03-01T17:00Z
1,Sat Mar 2 2024,19:00,+0400,Dinamo Tbilisi,2-0,2-0,Samgurali Tskhaltubo,2024-03-02T15:00Z
1,Sat Mar 2 2024,20:00,+0400,Torpedo Kutaisi,4-1,3-0,FC Samtredia,2024-03-02T16:00Z
1,Sat Mar 2 2024,18:00,+0400,FC Iberia 1999,1-0,1-0,FC Telavi,2024-03-02T14:00Z
1,Sun Mar 3 2024,18:00,+0400,Dila Gori,2-0,2-0,FC Gagra,2024-03-03T14:00Z
2,Wed Mar 6 2024,14:30,+0400,FC Samtredia,1-1,0-1,Kolkheti Poti,2024-03-06T10:30Z
2,Wed Mar 6 2024,19:00,+0400,Torpedo Kutaisi,2-3,0-1,FC Iberia 1999,2024-03-06T15:00Z
2,Wed Mar 6 2024,20:00,+0400,FC Telavi,4-0,3-0,Dinamo Tbilisi,2024-03-06T16:00Z
2,Thu Mar 7 2024,21:00,+0400,FC Gagra,1-3,1-1,Dinamo Batumi,2024-03-07T17:00Z
2,Thu Mar 7 2024,17:00,+0400,Samgurali Tskhaltubo,0-1,0-0,Dila Gori,2024-03-07T13:00Z
3,Sun Mar 10 2024,18:00,+0400,FC Iberia 1999,2-2,1-1,FC Samtredia,2024-03-10T14:00Z
3,Sun Mar 10 2024,20:00,+0400,Dinamo Tbilisi,1-0,1-0,Torpedo Kutaisi,2024-03-10T16:00Z
3,Mon Mar 11 2024,20:00,+0400,Dila Gori,1-0,1-0,FC Telavi,2024-03-11T16:00Z
3,Mon Mar 11 2024,21:00,+0400,Dinamo Batumi,1-0,1-0,Samgurali Tskhaltubo,2024-03-11T17:00Z
3,Mon Mar 11 2024,15:00,+0400,Kolkheti Poti,2-1,1-1,FC Gagra,2024-03-11T11:00Z
4,Fri Mar 15 2024,19:30,+0400,FC Iberia 1999,1-0,1-0,Dinamo Tbilisi,2024-03-15T15:30Z
4,Fri Mar 15 2024,18:00,+0400,Samgurali Tskhaltubo,1-1,1-1,Kolkheti Poti,2024-03-15T14:00Z
4,Sat Mar 16 2024,19:00,+0400,Torpedo Kutaisi,1-0,1-0,Dila Gori,2024-03-16T15:00Z
4,Sat Mar 16 2024,20:00,+0400,FC Telavi,0-1,0-1,Dinamo Batumi,2024-03-16T16:00Z
4,Sat Mar 16 2024,14:30,+0400,FC Samtredia,1-3,1-2,FC Gagra,2024-03-16T10:30Z
5,Fri Mar 29 2024,19:00,+0400,Dila Gori,3-1,1-1,FC Iberia 1999,2024-03-29T15:00Z
5,Fri Mar 29 2024,20:00,+0400,Kolkheti Poti,3-1,1-1,FC Telavi,2024-03-29T16:00Z
5,Fri Mar 29 2024,21:00,+0400,Dinamo Batumi,3-2,1-2,Torpedo Kutaisi,2024-03-29T17:00Z
5,Sat Mar 30 2024,21:00,+0400,FC Gagra,0-0,0-0,Samgurali Tskhaltubo,2024-03-30T17:00Z
5,Sat Mar 30 2024,19:00,+0400,Dinamo Tbilisi,1-1,0-0,FC Samtredia,2024-03-30T15:00Z
6,Tue Apr 2 2024,21:00,+0400,Torpedo Kutaisi,3-2,1-2,Kolkheti Poti,2024-04-02T17:00Z
6,Tue Apr 2 2024,16:00,+0400,FC Iberia 1999,3-0,2-0,Dinamo Batumi,2024-04-02T12:00Z
6,Wed Apr 3 2024,15:00,+0400,FC Samtredia,2-0,2-0,Samgurali Tskhaltubo,2024-04-03T11:00Z
6,Wed Apr 3 2024,19:00,+0400,FC Telavi,1-0,1-0,FC Gagra,2024-04-03T15:00Z
6,Wed Apr 3 2024,21:00,+0400,Dinamo Tbilisi,2-2,1-0,Dila Gori,2024-04-03T17:00Z
7,Sat Apr 6 2024,20:00,+0400,Kolkheti Poti,1-2,0-1,FC Iberia 1999,2024-04-06T16:00Z
7,Sun Apr 7 2024,20:00,+0400,FC Gagra,0-1,0-1,Torpedo Kutaisi,2024-04-07T16:00Z
7,Sun Apr 7 2024,21:00,+0400,Dila Gori,3-0,2-0,FC Samtredia,2024-04-07T17:00Z
7,Sun Apr 7 2024,19:00,+0400,Samgurali Tskhaltubo,2-1,1-0,FC Telavi,2024-04-07T15:00Z
7,Mon Apr 8 2024,21:00,+0400,Dinamo Batumi,2-0,1-0,Dinamo Tbilisi,2024-04-08T17:00Z
8,Thu Apr 11 2024,19:00,+0400,FC Iberia 1999,3-1,2-1,FC Gagra,2024-04-11T15:00Z
8,Thu Apr 11 2024,21:00,+0400,Torpedo Kutaisi,3-1,0-1,Samgurali Tskhaltubo,2024-04-11T17:00Z
8,Thu Apr 11 2024,16:00,+0400,FC Samtredia,1-2,0-0,FC Telavi,2024-04-11T12:00Z
8,Fri Apr 12 2024,21:00,+0400,Dila Gori,0-0,0-0,Dinamo Batumi,2024-04-12T17:00Z
8,Fri Apr 12 2024,19:00,+0400,Dinamo Tbilisi,0-0,0-0,Kolkheti Poti,2024-04-12T15:00Z
9,Mon Apr 15 2024,19:00,+0400,Samgurali Tskhaltubo,2-3,2-1,FC Iberia 1999,2024-04-15T15:00Z
9,Mon Apr 15 2024,20:00,+0400,FC Telavi,0-0,0-0,Torpedo Kutaisi,2024-04-15T16:00Z
9,Tue Apr 16 2024,20:00,+0400,Kolkheti Poti,1-3,0-2,Dila Gori,2024-04-16T16:00Z
9,Tue Apr 16 2024,21:00,+0400,Dinamo Batumi,3-1,1-1,FC Samtredia,2024-04-16T17:00Z
9,Tue Apr 16 2024,19:00,+0400,FC Gagra,0-2,0-0,Dinamo Tbilisi,2024-04-16T15:00Z
10,Fri Apr 19 2024,20:00,+0400,FC Telavi,0-3,0-1,FC Iberia 1999,2024-04-19T16:00Z
10,Sat Apr 20 2024,19:00,+0400,Samgurali Tskhaltubo,3-1,1-1,Dinamo Tbilisi,2024-04-20T15:00Z
10,Sat Apr 20 2024,21:00,+0400,Kolkheti Poti,2-2,0-2,Dinamo Batumi,2024-04-20T17:00Z
10,Sat Apr 20 2024,15:00,+0400,FC Samtredia,0-0,0-0,Torpedo Kutaisi,2024-04-20T11:00Z
10,Sun Apr 21 2024,20:00,+0400,FC Gagra,0-1,0-1,Dila Gori,2024-04-21T16:00Z
11,Fri Apr 26 2024,19:00,+0400,Kolkheti Poti,2-0,0-0,FC Samtredia,2024-04-26T15:00Z
11,Fri Apr 26 2024,20:00,+0400,Dinamo Tbilisi,0-0,0-0,FC Telavi,2024-04-26T16:00Z
11,Sat Apr 27 2024,20:00,+0400,Dila Gori,1-1,0-1,Samgurali Tskhaltubo,2024-04-27T16:00Z
11,Sat Apr 27 2024,21:00,+0400,Dinamo Batumi,0-1,0-0,FC Gagra,2024-04-27T17:00Z
11,Sat Apr 27 2024,19:00,+0400,FC Iberia 1999,3-3,2-1,Torpedo Kutaisi,2024-04-27T15:00Z
12,Wed May 1 2024,20:00,+0400,FC Gagra,2-0,1-0,Kolkheti Poti,2024-05-01T16:00Z
12,Wed May 1 2024,16:00,+0400,Samgurali Tskhaltubo,0-1,0-0,Dinamo Batumi,2024-05-01T12:00Z
12,Thu May 2 2024,15:00,+0400,FC Samtredia,0-3,0-0,FC Iberia 1999,2024-05-02T11:00Z
12,Thu May 2 2024,20:00,+0400,FC Telavi,0-1,0-0,Dila Gori,2024-05-02T16:00Z
12,Thu May 2 2024,21:00,+0400,Torpedo Kutaisi,0-0,0-0,Dinamo Tbilisi,2024-05-02T17:00Z
13,Fri May 10 2024,19:00,+0400,Dila Gori,1-1,0-1,Torpedo Kutaisi,2024-05-10T15:00Z
13,Fri May 10 2024,20:00,+0400,Kolkheti Poti,3-3,0-2,Samgurali Tskhaltubo,2024-05-10T16:00Z
13,Fri May 10 2024,21:00,+0400,Dinamo Tbilisi,1-0,1-0,FC Iberia 1999,2024-05-10T17:00Z
13,Fri May 10 2024,16:00,+0400,FC Gagra,2-1,1-0,FC Samtredia,2024-05-10T12:00Z
13,Sat May 11 2024,21:00,+0400,Dinamo Batumi,1-1,0-1,FC Telavi,2024-05-11T17:00Z
14,Tue May 14 2024,16:30,+0400,Samgurali Tskhaltubo,2-0,2-0,FC Gagra,2024-05-14T12:30Z
14,Tue May 14 2024,20:00,+0400,FC Iberia 1999,1-4,0-3,Dila Gori,2024-05-14T16:00Z
14,Tue May 14 2024,16:30,+0400,FC Samtredia,0-0,0-0,Dinamo Tbilisi,2024-05-14T12:30Z
14,Wed May 15 2024,20:00,+0400,FC Telavi,1-1,1-1,Kolkheti Poti,2024-05-15T16:00Z
14,Wed May 15 2024,21:00,+0400,Torpedo Kutaisi,1-0,1-0,Dinamo Batumi,2024-05-15T17:00Z
15,Sat May 18 2024,20:00,+0400,Dila Gori,2-1,0-1,Dinamo Tbilisi,2024-05-18T16:00Z
15,Sat May 18 2024,16:30,+0400,Samgurali Tskhaltubo,4-0,4-0,FC Samtredia,2024-05-18T12:30Z
15,Sun May 19 2024,20:00,+0400,Kolkheti Poti,2-5,0-2,Torpedo Kutaisi,2024-05-19T16:00Z
15,Sun May 19 2024,21:00,+0400,Dinamo Batumi,2-3,1-0,FC Iberia 1999,2024-05-19T17:00Z
