Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,1,Sat Apr 20 2024,17:00,-0300,Remo PA,1-2,0-1,Volta Redonda RJ,2024-04-20T20:00Z
,1,Sat Apr 20 2024,19:30,-0300,S.E.R. Caxias RS,0-4,0-3,Athletic MG,2024-04-20T22:30Z
,1,Sat Apr 20 2024,19:30,-0300,Ypiranga RS,3-1,1-0,CSA AL,2024-04-20T22:30Z
,1,Sat Apr 20 2024,17:00,-0300,Tombense MG,1-0,1-0,São José RS,2024-04-20T20:00Z
,1,Sun Apr 21 2024,16:30,-0300,Náutico PE,1-1,0-0,São Bernardo FC SP,2024-04-21T19:30Z
,1,Sun Apr 21 2024,16:30,-0300,Figueirense SC,2-1,2-1,Ferroviário CE,2024-04-21T19:30Z
,1,Sun Apr 21 2024,19:00,-0300,Floresta CE,1-2,0-0,Botafogo PB,2024-04-21T22:00Z
,1,Mon Apr 22 2024,20:00,-0300,Ferroviária SP,1-1,1-0,ABC RN,2024-04-22T23:00Z
,1,Mon Apr 22 2024,20:00,-0300,Confiança SE,1-1,0-0,Londrina PR,2024-04-22T23:00Z
,1,Wed Apr 24 2024,20:00,-0300,Aparecidense GO,2-0,1-0,Sampaio Corrêa MA,2024-04-24T23:00Z
,2,Sat Apr 27 2024,17:00,-0300,Sampaio Corrêa MA,1-1,0-1,Figueirense SC,2024-04-27T20:00Z
,2,Sat Apr 27 2024,17:00,-0300,ABC RN,0-3,0-1,Náutico PE,2024-04-27T20:00Z
,2,Sat Apr 27 2024,19:00,-0300,São Bernardo FC SP,4-2,0-1,Tombense MG,2024-04-27T22:00Z
,2,Sat Apr 27 2024,19:30,-0300,Athletic MG,3-1,1-0,Remo PA,2024-04-27T22:30Z
,2,Sun Apr 28 2024,16:30,-0300,Londrina PR,0-4,0-2,Ypiranga RS,2024-04-28T19:30Z
,2,Sun Apr 28 2024,19:00,-0300,Botafogo PB,1-1,0-0,S.E.R. Caxias RS,2024-04-28T22:00Z
,2,Sun Apr 28 2024,19:30,-0300,Volta Redonda RJ,2-1,2-1,Floresta CE,2024-04-28T22:30Z
,2,Sun Apr 28 2024,16:30,-0300,CSA AL,1-1,1-1,Ferroviária SP,2024-04-28T19:30Z
,2,Mon Apr 29 2024,20:00,-0300,São José RS,1-2,0-2,Confiança SE,2024-04-29T23:00Z
,2,Mon Apr 29 2024,20:00,-0300,Ferroviário CE,2-2,1-2,Aparecidense GO,2024-04-29T23:00Z
,3,Sat May 4 2024,19:30,-0300,Floresta CE,1-4,1-2,Ferroviária SP,2024-05-04T22:30Z
,3,Sat May 4 2024,17:00,-0300,Confiança SE,0-2,0-0,Tombense MG,2024-05-04T20:00Z
,3,Sun May 5 2024,16:30,-0300,Figueirense SC,2-0,0-0,Aparecidense GO,2024-05-05T19:30Z
,3,Sun May 5 2024,16:30,-0300,Botafogo PB,1-0,1-0,Remo PA,2024-05-05T19:30Z
,3,Sun May 5 2024,19:00,-0300,Athletic MG,1-0,0-0,ABC RN,2024-05-05T22:00Z
,3,Mon May 6 2024,20:00,-0300,São Bernardo FC SP,5-0,1-0,Ferroviário CE,2024-05-06T23:00Z
,3,Mon May 6 2024,20:00,-0300,Londrina PR,2-2,0-0,CSA AL,2024-05-06T23:00Z
