Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Mar 9 2024,16:00,EST/-0500,Memphis 901,2-1,2-1,Las Vegas Lights FC,2024-03-09T21:00Z
1,Sat Mar 9 2024,16:00,EST/-0500,New Mexico United,1-0,1-0,Pittsburgh Riverhounds,2024-03-09T21:00Z
1,Sat Mar 9 2024,19:00,EST/-0500,Miami FC,2-0,1-0,Colorado Springs Switchbacks,2024-03-10T00:00Z
1,Sat Mar 9 2024,19:00,EST/-0500,North Carolina FC,0-0,0-0,Charleston Battery,2024-03-10T00:00Z
1,Sat Mar 9 2024,20:30,EST/-0500,San Antonio FC,2-2,1-1,Loudoun United,2024-03-10T01:30Z
1,Sat Mar 9 2024,21:00,EST/-0500,El Paso Locomotive,0-1,0-1,Hartford Athletic,2024-03-10T02:00Z
1,Sat Mar 9 2024,21:30,EST/-0500,Phoenix Rising,0-1,0-0,Birmingham Legion,2024-03-10T02:30Z
1,Sat Mar 9 2024,22:00,EST/-0500,Oakland Roots,2-1,1-1,Indy Eleven,2024-03-10T03:00Z
1,Sat Mar 9 2024,22:00,EST/-0500,Sacramento Republic,2-2,1-1,Orange County SC,2024-03-10T03:00Z
1,Wed Mar 13 2024,21:00,EDT/-0400,El Paso Locomotive,1-1,1-0,Monterey Bay FC,2024-03-14T01:00Z
2,Sat Mar 16 2024,15:00,EDT/-0400,El Paso Locomotive,0-1,0-0,Louisville City FC,2024-03-16T19:00Z
2,Sat Mar 16 2024,16:00,EDT/-0400,Loudoun United,3-1,1-1,North Carolina FC,2024-03-16T20:00Z
2,Sat Mar 16 2024,16:00,EDT/-0400,Memphis 901,1-2,0-2,Indy Eleven,2024-03-16T20:00Z
2,Sat Mar 16 2024,16:00,EDT/-0400,Rhode Island FC,1-1,0-0,New Mexico United,2024-03-16T20:00Z
2,Sat Mar 16 2024,19:00,EDT/-0400,Miami FC,0-1,0-0,Sacramento Republic,2024-03-16T23:00Z
2,Sat Mar 16 2024,19:00,EDT/-0400,Pittsburgh Riverhounds,0-2,0-1,Orange County SC,2024-03-16T23:00Z
2,Sat Mar 16 2024,19:30,EDT/-0400,Tampa Bay Rowdies,2-2,1-0,San Antonio FC,2024-03-16T23:30Z
2,Sat Mar 16 2024,20:00,EDT/-0400,Colorado Springs Switchbacks,1-2,0-1,Detroit City FC,2024-03-17T00:00Z
2,Sat Mar 16 2024,20:00,EDT/-0400,Las Vegas Lights FC,1-3,0-2,FC Tulsa,2024-03-17T00:00Z
2,Sat Mar 16 2024,22:00,EDT/-0400,Monterey Bay FC,1-0,1-0,Phoenix Rising,2024-03-17T02:00Z
2,Sat Mar 16 2024,22:00,EDT/-0400,Oakland Roots,1-1,0-1,Charleston Battery,2024-03-17T02:00Z
3,Sat Mar 23 2024,14:00,EDT/-0400,Hartford Athletic,1-0,1-0,Birmingham Legion,2024-03-23T18:00Z
3,Sat Mar 23 2024,16:00,EDT/-0400,Detroit City FC,2-1,0-1,Loudoun United,2024-03-23T20:00Z
3,Sat Mar 23 2024,16:00,EDT/-0400,Louisville City FC,3-1,1-0,Pittsburgh Riverhounds,2024-03-23T20:00Z
3,Sat Mar 23 2024,19:00,EDT/-0400,Indy Eleven,1-1,1-1,Sacramento Republic,2024-03-23T23:00Z
3,Sat Mar 23 2024,19:00,EDT/-0400,North Carolina FC,1-1,0-0,Tampa Bay Rowdies,2024-03-23T23:00Z
3,Sat Mar 23 2024,19:30,EDT/-0400,Charleston Battery,4-0,1-0,New Mexico United,2024-03-23T23:30Z
3,Sat Mar 23 2024,20:00,EDT/-0400,Las Vegas Lights FC,1-0,1-0,El Paso Locomotive,2024-03-24T00:00Z
3,Sat Mar 23 2024,20:30,EDT/-0400,San Antonio FC,2-0,0-0,Colorado Springs Switchbacks,2024-03-24T00:30Z
3,Sat Mar 23 2024,22:00,EDT/-0400,Orange County SC,2-2,1-2,Miami FC,2024-03-24T02:00Z
3,Sat Mar 23 2024,22:00,EDT/-0400,Phoenix Rising,1-0,0-0,Oakland Roots,2024-03-24T02:00Z
3,Sun Mar 24 2024,18:00,EDT/-0400,Monterey Bay FC,2-2,1-1,Rhode Island FC,2024-03-24T22:00Z
4,Fri Mar 29 2024,19:00,EDT/-0400,North Carolina FC,2-1,2-0,Hartford Athletic,2024-03-29T23:00Z
4,Sat Mar 30 2024,16:00,EDT/-0400,Louisville City FC,5-0,2-0,Birmingham Legion,2024-03-30T20:00Z
4,Sat Mar 30 2024,19:00,EDT/-0400,Indy Eleven,1-2,1-0,Detroit City FC,2024-03-30T23:00Z
4,Sat Mar 30 2024,19:00,EDT/-0400,Miami FC,1-2,1-1,Charleston Battery,2024-03-30T23:00Z
4,Sat Mar 30 2024,19:30,EDT/-0400,Tampa Bay Rowdies,4-1,0-1,Rhode Island FC,2024-03-30T23:30Z
4,Sat Mar 30 2024,20:30,EDT/-0400,San Antonio FC,2-1,1-1,Monterey Bay FC,2024-03-31T00:30Z
4,Sat Mar 30 2024,22:00,EDT/-0400,Oakland Roots,0-3,0-0,Las Vegas Lights FC,2024-03-31T02:00Z
4,Sat Mar 30 2024,22:00,EDT/-0400,Orange County SC,1-0,1-0,FC Tulsa,2024-03-31T02:00Z
4,Sat Mar 30 2024,22:00,EDT/-0400,Sacramento Republic,1-0,0-0,Memphis 901,2024-03-31T02:00Z
4,Sat Mar 30 2024,22:30,EDT/-0400,Phoenix Rising,0-1,0-1,New Mexico United,2024-03-31T02:30Z
5,Fri Apr 5 2024,20:30,EDT/-0400,FC Tulsa,3-3,1-2,Phoenix Rising,2024-04-06T00:30Z
5,Sat Apr 6 2024,14:00,EDT/-0400,Detroit City FC,1-0,1-0,North Carolina FC,2024-04-06T18:00Z
5,Sat Apr 6 2024,14:00,EDT/-0400,Hartford Athletic,3-2,1-0,Miami FC,2024-04-06T18:00Z
5,Sat Apr 6 2024,16:00,EDT/-0400,Louisville City FC,5-3,2-1,Indy Eleven,2024-04-06T20:00Z
5,Sat Apr 6 2024,16:00,EDT/-0400,Memphis 901,0-2,0-0,Orange County SC,2024-04-06T20:00Z
5,Sat Apr 6 2024,19:00,EDT/-0400,Pittsburgh Riverhounds,0-0,0-0,Tampa Bay Rowdies,2024-04-06T23:00Z
5,Sat Apr 6 2024,19:30,EDT/-0400,Rhode Island FC,0-0,0-0,Charleston Battery,2024-04-06T23:30Z
5,Sat Apr 6 2024,20:00,EDT/-0400,Colorado Springs Switchbacks,0-2,0-2,Sacramento Republic,2024-04-07T00:00Z
5,Sat Apr 6 2024,21:00,EDT/-0400,New Mexico United,3-2,1-0,El Paso Locomotive,2024-04-07T01:00Z
5,Sat Apr 6 2024,22:00,EDT/-0400,Oakland Roots,0-1,0-0,Monterey Bay FC,2024-04-07T02:00Z
5,Sat Apr 6 2024,22:30,EDT/-0400,Las Vegas Lights FC,1-0,0-0,San Antonio FC,2024-04-07T02:30Z
5,Sun Apr 7 2024,17:00,EDT/-0400,Birmingham Legion,3-1,0-0,Loudoun United,2024-04-07T21:00Z
6,Tue Apr 9 2024,19:00,EDT/-0400,Charleston Battery,3-2,3-1,Louisville City FC,2024-04-09T23:00Z
6,Thu Apr 11 2024,19:00,EDT/-0400,Miami FC,2-5,0-3,Tampa Bay Rowdies,2024-04-11T23:00Z
6,Sat Apr 13 2024,16:00,EDT/-0400,Loudoun United,2-1,1-1,Memphis 901,2024-04-13T20:00Z
6,Sat Apr 13 2024,19:00,EDT/-0400,Indy Eleven,2-4,2-2,Charleston Battery,2024-04-13T23:00Z
6,Sat Apr 13 2024,19:30,EDT/-0400,Rhode Island FC,0-0,0-0,Pittsburgh Riverhounds,2024-04-13T23:30Z
6,Sat Apr 13 2024,20:30,EDT/-0400,San Antonio FC,0-0,0-0,Orange County SC,2024-04-14T00:30Z
6,Sat Apr 13 2024,21:00,EDT/-0400,El Paso Locomotive,2-3,2-1,Oakland Roots,2024-04-14T01:00Z
6,Sat Apr 13 2024,22:00,EDT/-0400,Monterey Bay FC,3-1,2-1,Las Vegas Lights FC,2024-04-14T02:00Z
6,Sat Apr 13 2024,22:00,EDT/-0400,Sacramento Republic,1-1,1-0,FC Tulsa,2024-04-14T02:00Z
6,Sat Apr 13 2024,22:30,EDT/-0400,Phoenix Rising,1-0,0-0,Colorado Springs Switchbacks,2024-04-14T02:30Z
6,Sun Apr 14 2024,17:00,EDT/-0400,North Carolina FC,1-1,1-1,Birmingham Legion,2024-04-14T21:00Z
7,Sat Apr 20 2024,16:00,EDT/-0400,Detroit City FC,3-1,2-0,Oakland Roots,2024-04-20T20:00Z
7,Sat Apr 20 2024,16:00,EDT/-0400,Loudoun United,0-1,0-0,Louisville City FC,2024-04-20T20:00Z
