Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,P,Comments,UTC
Clausura,6,Wed Aug 21 2024,15:00,-05/-0500,Boca Juniors de Cali,1-4,1-3,Real Cartagena,,,2024-08-21T20:00Z
Clausura,6,Wed Aug 21 2024,16:00,-05/-0500,Real Santander,2-1,1-1,Barranquilla FC,,,2024-08-21T21:00Z
Clausura,6,Wed Aug 21 2024,17:30,-05/-0500,Atlético Huila,2-1,1-0,Atlético FC,,,2024-08-21T22:30Z
Clausura,6,Wed Aug 21 2024,19:30,-05/-0500,Unión Magdalena,1-1,0-1,Cúcuta Deportivo,,,2024-08-22T00:30Z
Clausura,6,Wed Aug 21 2024,15:00,-05/-0500,Bogotá FC,1-2,1-0,Internacional de Palmira,,,2024-08-21T20:00Z
Clausura,6,Thu Aug 22 2024,16:00,-05/-0500,Real Soacha Cundinamarca,1-0,1-0,Tigres FC,,,2024-08-22T21:00Z
Clausura,6,Thu Aug 22 2024,16:00,-05/-0500,Orsomarso SC,0-1,0-1,Deportes Quindío,,,2024-08-22T21:00Z
Clausura,6,Thu Aug 22 2024,19:30,-05/-0500,Llaneros FC,1-0,0-0,Leones FC,,,2024-08-23T00:30Z
Clausura,7,Sun Aug 25 2024,18:00,-05/-0500,Real Cartagena,2-0,1-0,Unión Magdalena,,,2024-08-25T23:00Z
Clausura,7,Mon Aug 26 2024,15:00,-05/-0500,Atlético FC,1-0,0-0,Real Soacha Cundinamarca,,,2024-08-26T20:00Z
Clausura,7,Mon Aug 26 2024,18:00,-05/-0500,Deportes Quindío,2-2,1-2,Bogotá FC,,,2024-08-26T23:00Z
Clausura,7,Mon Aug 26 2024,,,Real Santander,,,Orsomarso SC,,postponed,
Clausura,7,Tue Aug 27 2024,16:00,-05/-0500,Cúcuta Deportivo,1-2,0-0,Atlético Huila,,,2024-08-27T21:00Z
Clausura,7,Tue Aug 27 2024,17:00,-05/-0500,Tigres FC,1-0,0-0,Internacional de Palmira,,,2024-08-27T22:00Z
Clausura,7,Tue Aug 27 2024,17:30,-05/-0500,Leones FC,2-2,0-1,Boca Juniors de Cali,,,2024-08-27T22:30Z
Clausura,7,Tue Aug 27 2024,19:30,-05/-0500,Barranquilla FC,3-2,2-1,Llaneros FC,,,2024-08-28T00:30Z
Clausura,8,Sat Aug 31 2024,15:30,-05/-0500,Orsomarso SC,1-0,0-0,Atlético FC,,,2024-08-31T20:30Z
Clausura,8,Sat Aug 31 2024,17:00,-05/-0500,Unión Magdalena,4-0,2-0,Real Santander,,,2024-08-31T22:00Z
Clausura,8,Sat Aug 31 2024,19:30,-05/-0500,Llaneros FC,2-0,2-0,Tigres FC,,,2024-09-01T00:30Z
Clausura,8,Sat Aug 31 2024,14:00,-05/-0500,Boca Juniors de Cali,0-2,0-1,Real Soacha Cundinamarca,,,2024-08-31T19:00Z
Clausura,8,Sun Sep 1 2024,15:00,-05/-0500,Atlético Huila,2-1,1-1,Leones FC,,,2024-09-01T20:00Z
Clausura,8,Sun Sep 1 2024,15:00,-05/-0500,Internacional de Palmira,1-0,1-0,Barranquilla FC,,,2024-09-01T20:00Z
Clausura,8,Mon Sep 2 2024,19:30,-05/-0500,Real Cartagena,2-0,2-0,Deportes Quindío,,,2024-09-03T00:30Z
Clausura,8,Mon Sep 2 2024,15:00,-05/-0500,Bogotá FC,5-0,3-0,Cúcuta Deportivo,,,2024-09-02T20:00Z
Clausura,9,Wed Sep 4 2024,19:30,-05/-0500,Internacional de Palmira,0-0,0-0,Orsomarso SC,,,2024-09-05T00:30Z
Clausura,9,Wed Sep 4 2024,19:30,-05/-0500,Leones FC,1-1,0-1,Unión Magdalena,,,2024-09-05T00:30Z
Clausura,9,Thu Sep 5 2024,,,Atlético FC,,,Boca Juniors de Cali,,postponed,
Clausura,9,Thu Sep 5 2024,15:30,-05/-0500,Tigres FC,1-0,0-0,Bogotá FC,,,2024-09-05T20:30Z
Clausura,9,Fri Sep 6 2024,,,Real Santander,,,Cúcuta Deportivo,,postponed,
Clausura,9,Fri Sep 6 2024,15:00,-05/-0500,Real Soacha Cundinamarca,1-1,1-0,Llaneros FC,,,2024-09-06T20:00Z
Clausura,9,Fri Sep 6 2024,,,Deportes Quindío,,,Atlético Huila,,postponed,
Clausura,9,Sat Sep 7 2024,20:30,-05/-0500,Barranquilla FC,0-1,0-0,Real Cartagena,,,2024-09-08T01:30Z
Clausura,10,Sun Sep 8 2024,15:00,-05/-0500,Orsomarso SC,1-1,0-1,Leones FC,,,2024-09-08T20:00Z
Clausura,10,Sun Sep 8 2024,15:30,-05/-0500,Boca Juniors de Cali,1-2,0-1,Internacional de Palmira,,,2024-09-08T20:30Z
Clausura,10,Sun Sep 8 2024,18:00,-05/-0500,Atlético Huila,4-0,1-0,Tigres FC,,,2024-09-08T23:00Z
Clausura,10,Mon Sep 9 2024,19:00,-05/-0500,Bogotá FC,1-0,1-0,Real Santander,,,2024-09-10T00:00Z
Clausura,10,Wed Sep 11 2024,16:00,-05/-0500,Cúcuta Deportivo,0-1,0-0,Llaneros FC,,,2024-09-11T21:00Z
Clausura,10,Wed Sep 11 2024,16:00,-05/-0500,Unión Magdalena,1-0,0-0,Real Soacha Cundinamarca,,,2024-09-11T21:00Z
Clausura,10,Wed Sep 11 2024,19:30,-05/-0500,Real Cartagena,(*),,Atlético FC,,abandoned,2024-09-12T00:30Z
Clausura,10,Wed Sep 11 2024,15:00,-05/-0500,Deportes Quindío,1-0,1-0,Barranquilla FC,,,2024-09-11T20:00Z
Clausura,11,Sat Sep 14 2024,15:00,-05/-0500,Real Santander,,,Atlético Huila,,,2024-09-14T20:00Z
Clausura,11,Sat Sep 14 2024,19:00,-05/-0500,Llaneros FC,,,Bogotá FC,,,2024-09-15T00:00Z
Clausura,11,Sun Sep 15 2024,15:00,-05/-0500,Leones FC,,,Cúcuta Deportivo,,,2024-09-15T20:00Z
Clausura,11,Sun Sep 15 2024,15:00,-05/-0500,Tigres FC,,,Boca Juniors de Cali,,,2024-09-15T20:00Z
Clausura,11,Mon Sep 16 2024,17:30,-05/-0500,Internacional de Palmira,,,Deportes Quindío,,,2024-09-16T22:30Z
Clausura,11,Mon Sep 16 2024,17:00,-05/-0500,Barranquilla FC,,,Orsomarso SC,,,2024-09-16T22:00Z
Clausura,11,Tue Sep 17 2024,17:45,-05/-0500,Real Soacha Cundinamarca,,,Real Cartagena,,,2024-09-17T22:45Z
Clausura,11,Tue Sep 17 2024,15:30,-05/-0500,Atlético FC,,,Unión Magdalena,,,2024-09-17T20:30Z
Clausura,12,Sat Sep 21 2024,,,Real Cartagena,,,Leones FC,,,
Clausura,12,Sat Sep 21 2024,,,Cúcuta Deportivo,,,Tigres FC,,,
Clausura,12,Sat Sep 21 2024,,,Boca Juniors de Cali,,,Real Santander,,,
Clausura,12,Sat Sep 21 2024,,,Barranquilla FC,,,Atlético Huila,,,
Clausura,12,Sat Sep 21 2024,,,Orsomarso SC,,,Llaneros FC,,,
Clausura,12,Sat Sep 21 2024,,,Unión Magdalena,,,Internacional de Palmira,,,
Clausura,12,Sat Sep 21 2024,,,Deportes Quindío,,,Atlético FC,,,
Clausura,12,Sat Sep 21 2024,,,Bogotá FC,,,Real Soacha Cundinamarca,,,
Clausura,13,Fri Sep 27 2024,,,Boca Juniors de Cali,,,Orsomarso SC,,,
Clausura,13,Fri Sep 27 2024,,,Real Soacha Cundinamarca,,,Barranquilla FC,,,
Clausura,13,Fri Sep 27 2024,,,Internacional de Palmira,,,Cúcuta Deportivo,,,
Clausura,13,Fri Sep 27 2024,,,Llaneros FC,,,Deportes Quindío,,,
Clausura,13,Fri Sep 27 2024,,,Atlético Huila,,,Unión Magdalena,,,
Clausura,13,Fri Sep 27 2024,,,Real Santander,,,Real Cartagena,,,
Clausura,13,Fri Sep 27 2024,,,Tigres FC,,,Atlético FC,,,
Clausura,13,Fri Sep 27 2024,,,Leones FC,,,Bogotá FC,,,
Clausura,14,Fri Oct 4 2024,,,Unión Magdalena,,,Leones FC,,,
Clausura,14,Fri Oct 4 2024,,,Bogotá FC,,,Tigres FC,,,
Clausura,14,Fri Oct 4 2024,,,Deportes Quindío,,,Boca Juniors de Cali,,,
Clausura,14,Fri Oct 4 2024,,,Cúcuta Deportivo,,,Real Santander,,,
Clausura,14,Fri Oct 4 2024,,,Real Cartagena,,,Barranquilla FC,,,
Clausura,14,Fri Oct 4 2024,,,Orsomarso SC,,,Atlético Huila,,,
Clausura,14,Fri Oct 4 2024,,,Atlético FC,,,Internacional de Palmira,,,
Clausura,14,Fri Oct 4 2024,,,Llaneros FC,,,Real Soacha Cundinamarca,,,
Clausura,15,Sat Oct 12 2024,,,Barranquilla FC,,,Bogotá FC,,,
Clausura,15,Sat Oct 12 2024,,,Real Santander,,,Llaneros FC,,,
Clausura,15,Sat Oct 12 2024,,,Atlético Huila,,,Internacional de Palmira,,,
Clausura,15,Sat Oct 12 2024,,,Cúcuta Deportivo,,,Deportes Quindío,,,
Clausura,15,Sat Oct 12 2024,,,Tigres FC,,,Unión Magdalena,,,
Clausura,15,Sat Oct 12 2024,,,Orsomarso SC,,,Real Cartagena,,,
Clausura,15,Sat Oct 12 2024,,,Boca Juniors de Cali,,,Atlético FC,,,
Clausura,15,Sat Oct 12 2024,,,Leones FC,,,Real Soacha Cundinamarca,,,
Clausura,16,Sat Oct 19 2024,,,Deportes Quindío,,,Leones FC,,,
Clausura,16,Sat Oct 19 2024,,,Real Cartagena,,,Tigres FC,,,
Clausura,16,Sat Oct 19 2024,,,Unión Magdalena,,,Boca Juniors de Cali,,,
Clausura,16,Sat Oct 19 2024,,,Internacional de Palmira,,,Real Santander,,,
Clausura,16,Sat Oct 19 2024,,,Atlético FC,,,Barranquilla FC,,,
Clausura,16,Sat Oct 19 2024,,,Llaneros FC,,,Atlético Huila,,,
Clausura,16,Sat Oct 19 2024,,,Real Soacha Cundinamarca,,,Cúcuta Deportivo,,,
Clausura,16,Sat Oct 19 2024,,,Bogotá FC,,,Orsomarso SC,,,
