Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Wed Feb 21 2024,20:00,EST/-0500,Inter Miami CF,2-0,1-0,Real Salt Lake,2024-02-22T01:00Z
1,Sat Feb 24 2024,14:00,EST/-0500,Columbus Crew,1-0,1-0,Atlanta United FC,2024-02-24T19:00Z
1,Sat Feb 24 2024,16:45,EST/-0500,Los Angeles FC,2-1,1-0,Seattle Sounders,2024-02-24T21:45Z
1,Sat Feb 24 2024,19:30,EST/-0500,Charlotte FC,1-0,1-0,New York City FC,2024-02-25T00:30Z
1,Sat Feb 24 2024,19:30,EST/-0500,D.C. United,3-1,1-0,New England Revolution,2024-02-25T00:30Z
1,Sat Feb 24 2024,19:30,EST/-0500,Orlando City,0-0,0-0,CF Montréal,2024-02-25T00:30Z
1,Sat Feb 24 2024,19:30,EST/-0500,Philadelphia Union,2-2,0-1,Chicago Fire,2024-02-25T00:30Z
1,Sat Feb 24 2024,20:30,EST/-0500,Austin FC,1-2,0-1,Minnesota United FC,2024-02-25T01:30Z
1,Sat Feb 24 2024,20:30,EST/-0500,FC Dallas,2-1,1-1,San Jose Earthquakes,2024-02-25T01:30Z
1,Sat Feb 24 2024,20:30,EST/-0500,Houston Dynamo,1-1,0-0,Sporting Kansas City,2024-02-25T01:30Z
1,Sat Feb 24 2024,20:30,EST/-0500,St. Louis City SC,1-1,0-0,Real Salt Lake,2024-02-25T01:30Z
1,Sat Feb 24 2024,22:30,EST/-0500,Portland Timbers,4-1,4-0,Colorado Rapids,2024-02-25T03:30Z
1,Sun Feb 25 2024,17:00,EST/-0500,Nashville SC,0-0,0-0,New York RB,2024-02-25T22:00Z
1,Sun Feb 25 2024,21:00,EST/-0500,Los Angeles Galaxy,1-1,0-0,Inter Miami CF,2024-02-26T02:00Z
1,Sun Feb 25 2024,14:30,EST/-0500,FC Cincinnati,0-0,0-0,Toronto FC,2024-02-25T19:30Z
2,Sat Mar 2 2024,14:00,EST/-0500,Minnesota United FC,1-1,0-0,Columbus Crew,2024-03-02T19:00Z
2,Sat Mar 2 2024,16:00,EST/-0500,Real Salt Lake,3-0,3-0,Los Angeles FC,2024-03-02T21:00Z
2,Sat Mar 2 2024,16:30,EST/-0500,Inter Miami CF,5-0,3-0,Orlando City,2024-03-02T21:30Z
2,Sat Mar 2 2024,19:30,EST/-0500,Vancouver Whitecaps,1-1,1-1,Charlotte FC,2024-03-03T00:30Z
2,Sat Mar 2 2024,20:30,EST/-0500,Chicago Fire,1-2,1-1,FC Cincinnati,2024-03-03T01:30Z
2,Sat Mar 2 2024,20:30,EST/-0500,FC Dallas,1-2,1-1,CF Montréal,2024-03-03T01:30Z
2,Sat Mar 2 2024,20:30,EST/-0500,Houston Dynamo,1-2,1-1,New York RB,2024-03-03T01:30Z
2,Sat Mar 2 2024,20:30,EST/-0500,Sporting Kansas City,1-1,1-0,Philadelphia Union,2024-03-03T01:30Z
