Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
5,Tue Apr 9 2024,20:00,CST/+0800,Shanghai Shenhua,4-1,2-0,Wuhan Three Towns,2024-04-09T12:00Z
5,Tue Apr 9 2024,18:00,CST/+0800,Nantong Zhiyun,0-3,0-2,Shanghai Port FC,2024-04-09T10:00Z
5,Wed Apr 10 2024,19:00,CST/+0800,Qingdao West Coast,1-3,0-0,Tianjin Jinmen Tiger,2024-04-10T11:00Z
5,Wed Apr 10 2024,19:35,CST/+0800,Cangzhou Mighty Lions,2-0,1-0,Changchun Yatai,2024-04-10T11:35Z
5,Wed Apr 10 2024,19:35,CST/+0800,Chengdu Rongcheng,3-0,1-0,Zhejiang Professional,2024-04-10T11:35Z
5,Wed Apr 10 2024,20:00,CST/+0800,Meizhou Hakka,0-0,0-0,Qingdao Hainiu,2024-04-10T12:00Z
6,Sat Apr 13 2024,19:35,CST/+0800,Shanghai Shenhua,1-1,1-1,Beijing Guoan,2024-04-13T11:35Z
6,Sat Apr 13 2024,15:30,CST/+0800,Henan FC,1-1,0-0,Nantong Zhiyun,2024-04-13T07:30Z
6,Sun Apr 14 2024,15:30,CST/+0800,Changchun Yatai,1-2,1-0,Chengdu Rongcheng,2024-04-14T07:30Z
6,Sun Apr 14 2024,19:00,CST/+0800,Tianjin Jinmen Tiger,0-0,0-0,Meizhou Hakka,2024-04-14T11:00Z
6,Sun Apr 14 2024,19:35,CST/+0800,Cangzhou Mighty Lions,3-2,0-2,Qingdao West Coast,2024-04-14T11:35Z
6,Sun Apr 14 2024,19:35,CST/+0800,Qingdao Hainiu,2-0,1-0,Zhejiang Professional,2024-04-14T11:35Z
6,Sun Apr 14 2024,19:35,CST/+0800,Shanghai Port FC,4-3,2-3,Shandong Taishan,2024-04-14T11:35Z
6,Sun Apr 14 2024,20:00,CST/+0800,Shenzhen Peng City,1-1,0-0,Wuhan Three Towns,2024-04-14T12:00Z
7,Fri Apr 19 2024,20:00,CST/+0800,Zhejiang Professional,3-2,1-1,Tianjin Jinmen Tiger,2024-04-19T12:00Z
7,Sat Apr 20 2024,19:00,CST/+0800,Chengdu Rongcheng,3-1,1-1,Shenzhen Peng City,2024-04-20T11:00Z
7,Sat Apr 20 2024,19:35,CST/+0800,Wuhan Three Towns,0-0,0-0,Changchun Yatai,2024-04-20T11:35Z
7,Sat Apr 20 2024,20:00,CST/+0800,Nantong Zhiyun,0-2,0-1,Shanghai Shenhua,2024-04-20T12:00Z
7,Sat Apr 20 2024,15:30,CST/+0800,Shandong Taishan,4-1,3-0,Cangzhou Mighty Lions,2024-04-20T07:30Z
7,Sun Apr 21 2024,20:00,CST/+0800,Beijing Guoan,4-1,1-0,Qingdao West Coast,2024-04-21T12:00Z
7,Sun Apr 21 2024,19:00,CST/+0800,Henan FC,1-0,0-0,Qingdao Hainiu,2024-04-21T11:00Z
8,Fri Apr 26 2024,20:00,CST/+0800,Chengdu Rongcheng,0-1,0-1,Shandong Taishan,2024-04-26T12:00Z
8,Fri Apr 26 2024,18:00,CST/+0800,Qingdao West Coast,0-2,0-2,Nantong Zhiyun,2024-04-26T10:00Z
8,Fri Apr 26 2024,19:00,CST/+0800,Shenzhen Peng City,1-3,0-3,Qingdao Hainiu,2024-04-26T11:00Z
8,Fri Apr 26 2024,19:35,CST/+0800,Cangzhou Mighty Lions,2-3,0-1,Henan FC,2024-04-26T11:35Z
8,Fri Apr 26 2024,19:35,CST/+0800,Changchun Yatai,0-1,0-0,Meizhou Hakka,2024-04-26T11:35Z
8,Fri Apr 26 2024,19:35,CST/+0800,Wuhan Three Towns,2-1,1-1,Tianjin Jinmen Tiger,2024-04-26T11:35Z
8,Fri Apr 26 2024,19:35,CST/+0800,Zhejiang Professional,1-2,0-1,Beijing Guoan,2024-04-26T11:35Z
8,Sat Apr 27 2024,19:35,CST/+0800,Shanghai Port FC,1-1,0-0,Shanghai Shenhua,2024-04-27T11:35Z
9,Tue Apr 30 2024,18:00,CST/+0800,Shandong Taishan,3-1,1-1,Nantong Zhiyun,2024-04-30T10:00Z
9,Tue Apr 30 2024,19:35,CST/+0800,Tianjin Jinmen Tiger,0-1,0-0,Beijing Guoan,2024-04-30T11:35Z
9,Tue Apr 30 2024,20:00,CST/+0800,Meizhou Hakka,1-1,0-1,Qingdao West Coast,2024-04-30T12:00Z
9,Tue Apr 30 2024,20:00,CST/+0800,Zhejiang Professional,4-1,3-1,Henan FC,2024-04-30T12:00Z
9,Wed May 1 2024,15:30,CST/+0800,Changchun Yatai,1-1,0-0,Shenzhen Peng City,2024-05-01T07:30Z
9,Wed May 1 2024,19:35,CST/+0800,Chengdu Rongcheng,2-2,1-1,Wuhan Three Towns,2024-05-01T11:35Z
9,Wed May 1 2024,18:00,CST/+0800,Qingdao Hainiu,0-5,0-2,Shanghai Port FC,2024-05-01T10:00Z
9,Wed May 1 2024,20:00,CST/+0800,Shanghai Shenhua,4-0,1-0,Cangzhou Mighty Lions,2024-05-01T12:00Z
10,Sat May 4 2024,20:00,CST/+0800,Henan FC,1-2,1-0,Tianjin Jinmen Tiger,2024-05-04T12:00Z
10,Sat May 4 2024,19:35,CST/+0800,Qingdao West Coast,0-0,0-0,Shandong Taishan,2024-05-04T11:35Z
10,Sun May 5 2024,18:00,CST/+0800,Shanghai Shenhua,4-0,2-0,Zhejiang Professional,2024-05-05T10:00Z
10,Sun May 5 2024,15:30,CST/+0800,Nantong Zhiyun,2-3,1-1,Changchun Yatai,2024-05-05T07:30Z
10,Sun May 5 2024,20:00,CST/+0800,Shenzhen Peng City,0-6,0-3,Shanghai Port FC,2024-05-05T12:00Z
10,Sun May 5 2024,19:00,CST/+0800,Meizhou Hakka,1-1,0-1,Cangzhou Mighty Lions,2024-05-05T11:00Z
10,Sun May 5 2024,19:35,CST/+0800,Beijing Guoan,2-1,2-0,Chengdu Rongcheng,2024-05-05T11:35Z
10,Sun May 5 2024,19:35,CST/+0800,Wuhan Three Towns,1-0,1-0,Qingdao Hainiu,2024-05-05T11:35Z
11,Fri May 10 2024,19:00,CST/+0800,Qingdao Hainiu,2-2,0-0,Nantong Zhiyun,2024-05-10T11:00Z
11,Fri May 10 2024,19:35,CST/+0800,Chengdu Rongcheng,4-2,3-2,Henan FC,2024-05-10T11:35Z
11,Fri May 10 2024,20:00,CST/+0800,Shanghai Port FC,5-2,3-1,Changchun Yatai,2024-05-10T12:00Z
11,Sat May 11 2024,19:00,CST/+0800,Tianjin Jinmen Tiger,0-0,0-0,Shanghai Shenhua,2024-05-11T11:00Z
11,Sat May 11 2024,19:35,CST/+0800,Wuhan Three Towns,1-2,0-1,Shandong Taishan,2024-05-11T11:35Z
11,Sat May 11 2024,20:00,CST/+0800,Beijing Guoan,3-2,0-2,Meizhou Hakka,2024-05-11T12:00Z
11,Sun May 12 2024,20:00,CST/+0800,Shenzhen Peng City,1-2,1-1,Qingdao West Coast,2024-05-12T12:00Z
11,Sun May 12 2024,19:35,CST/+0800,Cangzhou Mighty Lions,0-1,0-0,Zhejiang Professional,2024-05-12T11:35Z
12,Wed May 15 2024,19:35,CST/+0800,Shanghai Shenhua,2-0,0-0,Qingdao Hainiu,2024-05-15T11:35Z
12,Thu May 16 2024,19:35,CST/+0800,Shandong Taishan,3-2,2-1,Shenzhen Peng City,2024-05-16T11:35Z
12,Fri May 17 2024,19:35,CST/+0800,Cangzhou Mighty Lions,2-4,0-1,Tianjin Jinmen Tiger,2024-05-17T11:35Z
12,Fri May 17 2024,19:00,CST/+0800,Zhejiang Professional,5-2,3-1,Nantong Zhiyun,2024-05-17T11:00Z
12,Fri May 17 2024,20:00,CST/+0800,Changchun Yatai,3-2,1-1,Beijing Guoan,2024-05-17T12:00Z
12,Fri May 17 2024,19:35,CST/+0800,Henan FC,2-3,1-2,Wuhan Three Towns,2024-05-17T11:35Z
12,Fri May 17 2024,19:35,CST/+0800,Meizhou Hakka,1-4,0-1,Chengdu Rongcheng,2024-05-17T11:35Z
12,Sat May 18 2024,19:35,CST/+0800,Qingdao West Coast,3-5,1-3,Shanghai Port FC,2024-05-18T11:35Z
13,Tue May 21 2024,19:00,CST/+0800,Meizhou Hakka,0-0,0-0,Shenzhen Peng City,2024-05-21T11:00Z
13,Tue May 21 2024,19:35,CST/+0800,Henan FC,1-2,0-2,Shanghai Shenhua,2024-05-21T11:35Z
13,Tue May 21 2024,19:35,CST/+0800,Qingdao Hainiu,1-1,0-0,Beijing Guoan,2024-05-21T11:35Z
13,Tue May 21 2024,20:00,CST/+0800,Tianjin Jinmen Tiger,1-1,1-0,Shandong Taishan,2024-05-21T12:00Z
13,Tue May 21 2024,20:00,CST/+0800,Nantong Zhiyun,1-1,0-0,Cangzhou Mighty Lions,2024-05-21T12:00Z
13,Tue May 21 2024,19:35,CST/+0800,Zhejiang Professional,3-1,2-1,Wuhan Three Towns,2024-05-21T11:35Z
13,Wed May 22 2024,20:00,CST/+0800,Shanghai Port FC,2-0,0-0,Chengdu Rongcheng,2024-05-22T12:00Z
13,Wed May 22 2024,19:35,CST/+0800,Qingdao West Coast,2-2,0-2,Changchun Yatai,2024-05-22T11:35Z
14,Sat May 25 2024,20:00,CST/+0800,Wuhan Three Towns,0-1,0-0,Meizhou Hakka,2024-05-25T12:00Z
14,Sat May 25 2024,19:35,CST/+0800,Shandong Taishan,3-0,3-0,Zhejiang Professional,2024-05-25T11:35Z
14,Sun May 26 2024,18:00,CST/+0800,Shenzhen Peng City,0-1,0-1,Shanghai Shenhua,2024-05-26T10:00Z
14,Sun May 26 2024,19:00,CST/+0800,Beijing Guoan,5-2,2-1,Nantong Zhiyun,2024-05-26T11:00Z
14,Sun May 26 2024,19:00,CST/+0800,Qingdao Hainiu,3-1,2-0,Tianjin Jinmen Tiger,2024-05-26T11:00Z
14,Sun May 26 2024,19:35,CST/+0800,Changchun Yatai,0-0,0-0,Henan FC,2024-05-26T11:35Z
14,Sun May 26 2024,20:00,CST/+0800,Shanghai Port FC,4-1,1-1,Cangzhou Mighty Lions,2024-05-26T12:00Z
14,Sun May 26 2024,19:35,CST/+0800,Chengdu Rongcheng,7-0,3-0,Qingdao West Coast,2024-05-26T11:35Z
15,Fri Jun 14 2024,20:00,CST/+0800,Tianjin Jinmen Tiger,0-3,0-2,Shanghai Port FC,2024-06-14T12:00Z
15,Fri Jun 14 2024,19:35,CST/+0800,Meizhou Hakka,0-0,0-0,Shandong Taishan,2024-06-14T11:35Z
15,Fri Jun 14 2024,20:00,CST/+0800,Nantong Zhiyun,0-1,0-0,Shenzhen Peng City,2024-06-14T12:00Z
15,Sat Jun 15 2024,20:00,CST/+0800,Henan FC,2-1,0-1,Beijing Guoan,2024-06-15T12:00Z
15,Sat Jun 15 2024,19:35,CST/+0800,Zhejiang Professional,3-1,0-1,Changchun Yatai,2024-06-15T11:35Z
15,Sun Jun 16 2024,20:00,CST/+0800,Qingdao West Coast,0-1,0-1,Wuhan Three Towns,2024-06-16T12:00Z
15,Sun Jun 16 2024,19:00,CST/+0800,Cangzhou Mighty Lions,0-1,0-1,Qingdao Hainiu,2024-06-16T11:00Z
15,Sun Jun 16 2024,19:35,CST/+0800,Shanghai Shenhua,1-1,1-1,Chengdu Rongcheng,2024-06-16T11:35Z
7,Tue Jun 18 2024,19:35,CST/+0800,Meizhou Hakka,1-2,0-0,Shanghai Port FC,2024-06-18T11:35Z
16,Tue Jun 25 2024,19:00,CST/+0800,Henan FC,1-0,0-0,Qingdao West Coast,2024-06-25T11:00Z
16,Tue Jun 25 2024,19:35,CST/+0800,Nantong Zhiyun,1-1,1-0,Tianjin Jinmen Tiger,2024-06-25T11:35Z
16,Tue Jun 25 2024,19:35,CST/+0800,Shenzhen Peng City,3-2,0-1,Zhejiang Professional,2024-06-25T11:35Z
16,Tue Jun 25 2024,20:00,CST/+0800,Wuhan Three Towns,0-2,0-2,Shanghai Port FC,2024-06-25T12:00Z
16,Wed Jun 26 2024,19:35,CST/+0800,Changchun Yatai,2-2,1-2,Shandong Taishan,2024-06-26T11:35Z
16,Wed Jun 26 2024,19:35,CST/+0800,Qingdao Hainiu,1-5,1-2,Chengdu Rongcheng,2024-06-26T11:35Z
16,Wed Jun 26 2024,20:00,CST/+0800,Beijing Guoan,4-0,2-0,Cangzhou Mighty Lions,2024-06-26T12:00Z
16,Wed Jun 26 2024,19:00,CST/+0800,Shanghai Shenhua,3-0,1-0,Meizhou Hakka,2024-06-26T11:00Z
17,Sat Jun 29 2024,19:35,CST/+0800,Shanghai Port FC,3-1,1-1,Zhejiang Professional,2024-06-29T11:35Z
17,Sat Jun 29 2024,19:35,CST/+0800,Tianjin Jinmen Tiger,3-0,1-0,Shenzhen Peng City,2024-06-29T11:35Z
17,Sat Jun 29 2024,19:00,CST/+0800,Wuhan Three Towns,1-2,0-1,Nantong Zhiyun,2024-06-29T11:00Z
17,Sun Jun 30 2024,18:00,CST/+0800,Qingdao West Coast,0-1,0-0,Shanghai Shenhua,2024-06-30T10:00Z
17,Sun Jun 30 2024,19:35,CST/+0800,Changchun Yatai,5-0,2-0,Qingdao Hainiu,2024-06-30T11:35Z
17,Sun Jun 30 2024,19:35,CST/+0800,Chengdu Rongcheng,4-0,2-0,Cangzhou Mighty Lions,2024-06-30T11:35Z
17,Sun Jun 30 2024,19:35,CST/+0800,Meizhou Hakka,0-3,0-0,Henan FC,2024-06-30T11:35Z
17,Sun Jun 30 2024,20:00,CST/+0800,Beijing Guoan,2-0,2-0,Shandong Taishan,2024-06-30T12:00Z
18,Fri Jul 5 2024,19:35,CST/+0800,Henan FC,0-1,0-1,Shanghai Port FC,2024-07-05T11:35Z
18,Sat Jul 6 2024,19:35,CST/+0800,Shanghai Shenhua,6-0,3-0,Shandong Taishan,2024-07-06T11:35Z
18,Sat Jul 6 2024,20:00,CST/+0800,Cangzhou Mighty Lions,1-1,1-1,Shenzhen Peng City,2024-07-06T12:00Z
18,Sat Jul 6 2024,19:00,CST/+0800,Tianjin Jinmen Tiger,2-2,2-0,Changchun Yatai,2024-07-06T11:00Z
18,Sun Jul 7 2024,19:00,CST/+0800,Nantong Zhiyun,0-1,0-0,Chengdu Rongcheng,2024-07-07T11:00Z
18,Sun Jul 7 2024,19:35,CST/+0800,Beijing Guoan,1-2,0-1,Wuhan Three Towns,2024-07-07T11:35Z
18,Sun Jul 7 2024,19:35,CST/+0800,Qingdao Hainiu,3-1,3-1,Qingdao West Coast,2024-07-07T11:35Z
18,Sun Jul 7 2024,20:00,CST/+0800,Zhejiang Professional,4-0,3-0,Meizhou Hakka,2024-07-07T12:00Z
19,Fri Jul 12 2024,19:35,CST/+0800,Shanghai Port FC,5-1,3-1,Beijing Guoan,2024-07-12T11:35Z
19,Fri Jul 12 2024,20:00,CST/+0800,Chengdu Rongcheng,2-1,1-1,Tianjin Jinmen Tiger,2024-07-12T12:00Z
19,Fri Jul 12 2024,19:35,CST/+0800,Cangzhou Mighty Lions,1-1,1-1,Wuhan Three Towns,2024-07-12T11:35Z
19,Sat Jul 13 2024,19:35,CST/+0800,Meizhou Hakka,2-1,0-1,Nantong Zhiyun,2024-07-13T11:35Z
19,Sat Jul 13 2024,19:35,CST/+0800,Shandong Taishan,1-1,1-1,Qingdao Hainiu,2024-07-13T11:35Z
19,Sat Jul 13 2024,20:00,CST/+0800,Shanghai Shenhua,3-2,1-1,Changchun Yatai,2024-07-13T12:00Z
19,Sat Jul 13 2024,20:00,CST/+0800,Shenzhen Peng City,0-0,0-0,Henan FC,2024-07-13T12:00Z
19,Sat Jul 13 2024,14:30,CST/+0800,Qingdao West Coast,5-2,1-2,Zhejiang Professional,2024-07-13T06:30Z
24,Sat Jul 20 2024,19:35,CST/+0800,Wuhan Three Towns,1-1,0-0,Chengdu Rongcheng,2024-07-20T11:35Z
24,Sun Jul 21 2024,19:35,CST/+0800,Shenzhen Peng City,2-1,0-1,Changchun Yatai,2024-07-21T11:35Z
24,Sun Jul 21 2024,19:35,CST/+0800,Henan FC,2-1,2-1,Zhejiang Professional,2024-07-21T11:35Z
24,Sun Jul 21 2024,19:00,CST/+0800,Nantong Zhiyun,0-2,0-1,Shandong Taishan,2024-07-21T11:00Z
24,Sun Jul 21 2024,18:00,CST/+0800,Qingdao West Coast,3-3,3-1,Meizhou Hakka,2024-07-21T10:00Z
24,Sun Jul 21 2024,19:35,CST/+0800,Shanghai Port FC,5-0,0-0,Qingdao Hainiu,2024-07-21T11:35Z
24,Sun Jul 21 2024,19:35,CST/+0800,Beijing Guoan,2-0,0-0,Tianjin Jinmen Tiger,2024-07-21T11:35Z
24,Mon Jul 22 2024,19:35,CST/+0800,Cangzhou Mighty Lions,0-5,0-2,Shanghai Shenhua,2024-07-22T11:35Z
20,Fri Jul 26 2024,19:35,CST/+0800,Shanghai Port FC,8-1,4-0,Nantong Zhiyun,2024-07-26T11:35Z
20,Fri Jul 26 2024,20:00,CST/+0800,Shenzhen Peng City,1-0,0-0,Beijing Guoan,2024-07-26T12:00Z
20,Sat Jul 27 2024,19:00,CST/+0800,Changchun Yatai,1-0,0-0,Cangzhou Mighty Lions,2024-07-27T11:00Z
20,Sat Jul 27 2024,19:35,CST/+0800,Tianjin Jinmen Tiger,2-1,1-0,Qingdao West Coast,2024-07-27T11:35Z
20,Sun Jul 28 2024,19:35,CST/+0800,Qingdao Hainiu,4-2,2-1,Meizhou Hakka,2024-07-28T11:35Z
20,Sun Jul 28 2024,19:35,CST/+0800,Zhejiang Professional,1-3,1-1,Chengdu Rongcheng,2024-07-28T11:35Z
20,Sun Jul 28 2024,20:00,CST/+0800,Henan FC,1-0,1-0,Shandong Taishan,2024-07-28T12:00Z
20,Mon Jul 29 2024,19:35,CST/+0800,Wuhan Three Towns,0-2,0-1,Shanghai Shenhua,2024-07-29T11:35Z
21,Fri Aug 2 2024,19:35,CST/+0800,Qingdao West Coast,1-1,0-0,Cangzhou Mighty Lions,2024-08-02T11:35Z
21,Sat Aug 3 2024,20:00,CST/+0800,Chengdu Rongcheng,4-0,3-0,Changchun Yatai,2024-08-03T12:00Z
21,Sat Aug 3 2024,19:35,CST/+0800,Meizhou Hakka,3-2,1-0,Tianjin Jinmen Tiger,2024-08-03T11:35Z
21,Sat Aug 3 2024,20:00,CST/+0800,Wuhan Three Towns,4-1,3-0,Shenzhen Peng City,2024-08-03T12:00Z
21,Sat Aug 3 2024,19:35,CST/+0800,Shandong Taishan,0-1,0-0,Shanghai Port FC,2024-08-03T11:35Z
21,Sat Aug 3 2024,19:00,CST/+0800,Zhejiang Professional,4-3,2-1,Qingdao Hainiu,2024-08-03T11:00Z
21,Sun Aug 4 2024,20:00,CST/+0800,Nantong Zhiyun,1-1,1-0,Henan FC,2024-08-04T12:00Z
21,Sun Aug 4 2024,19:35,CST/+0800,Beijing Guoan,2-1,1-0,Shanghai Shenhua,2024-08-04T11:35Z
22,Fri Aug 9 2024,19:35,CST/+0800,Cangzhou Mighty Lions,3-1,0-1,Shandong Taishan,2024-08-09T11:35Z
22,Fri Aug 9 2024,19:35,CST/+0800,Shanghai Port FC,7-2,4-1,Meizhou Hakka,2024-08-09T11:35Z
22,Fri Aug 9 2024,19:35,CST/+0800,Shenzhen Peng City,0-3,0-3,Chengdu Rongcheng,2024-08-09T11:35Z
22,Sat Aug 10 2024,19:00,CST/+0800,Qingdao Hainiu,0-2,0-0,Henan FC,2024-08-10T11:00Z
22,Sat Aug 10 2024,19:35,CST/+0800,Changchun Yatai,2-0,2-0,Wuhan Three Towns,2024-08-10T11:35Z
22,Sat Aug 10 2024,20:00,CST/+0800,Shanghai Shenhua,5-1,3-0,Nantong Zhiyun,2024-08-10T12:00Z
22,Sun Aug 11 2024,20:00,CST/+0800,Tianjin Jinmen Tiger,3-2,2-0,Zhejiang Professional,2024-08-11T12:00Z
22,Sun Aug 11 2024,19:35,CST/+0800,Qingdao West Coast,2-2,0-1,Beijing Guoan,2024-08-11T11:35Z
23,Fri Aug 16 2024,20:00,CST/+0800,Nantong Zhiyun,0-3,0-1,Qingdao West Coast,2024-08-16T12:00Z
23,Fri Aug 16 2024,19:35,CST/+0800,Tianjin Jinmen Tiger,1-0,0-0,Wuhan Three Towns,2024-08-16T11:35Z
23,Fri Aug 16 2024,19:00,CST/+0800,Henan FC,0-2,0-1,Cangzhou Mighty Lions,2024-08-16T11:00Z
23,Fri Aug 16 2024,20:00,CST/+0800,Beijing Guoan,0-0,0-0,Zhejiang Professional,2024-08-16T12:00Z
23,Sat Aug 17 2024,19:35,CST/+0800,Shanghai Shenhua,3-1,0-1,Shanghai Port FC,2024-08-17T11:35Z
23,Sat Aug 17 2024,19:35,CST/+0800,Meizhou Hakka,2-1,2-0,Changchun Yatai,2024-08-17T11:35Z
23,Sat Aug 17 2024,19:00,CST/+0800,Qingdao Hainiu,1-0,1-0,Shenzhen Peng City,2024-08-17T11:00Z
23,Sat Aug 17 2024,20:00,CST/+0800,Shandong Taishan,3-0,1-0,Chengdu Rongcheng,2024-08-17T12:00Z
25,Fri Sep 13 2024,19:35,CST/+0800,Zhejiang Professional,,,Shanghai Shenhua,2024-09-13T11:35Z
25,Fri Sep 13 2024,20:00,CST/+0800,Shandong Taishan,,,Qingdao West Coast,2024-09-13T12:00Z
25,Fri Sep 13 2024,19:00,CST/+0800,Shanghai Port FC,,,Shenzhen Peng City,2024-09-13T11:00Z
25,Sat Sep 14 2024,19:35,CST/+0800,Chengdu Rongcheng,,,Beijing Guoan,2024-09-14T11:35Z
25,Sat Sep 14 2024,19:35,CST/+0800,Tianjin Jinmen Tiger,,,Henan FC,2024-09-14T11:35Z
25,Sat Sep 14 2024,19:35,CST/+0800,Changchun Yatai,,,Nantong Zhiyun,2024-09-14T11:35Z
25,Sat Sep 14 2024,20:00,CST/+0800,Cangzhou Mighty Lions,,,Meizhou Hakka,2024-09-14T12:00Z
25,Sun Sep 15 2024,20:00,CST/+0800,Qingdao Hainiu,,,Wuhan Three Towns,2024-09-15T12:00Z
26,Fri Sep 20 2024,19:35,CST/+0800,Meizhou Hakka,,,Beijing Guoan,2024-09-20T11:35Z
26,Sat Sep 21 2024,18:00,CST/+0800,Changchun Yatai,,,Shanghai Port FC,2024-09-21T10:00Z
26,Sat Sep 21 2024,19:35,CST/+0800,Henan FC,,,Chengdu Rongcheng,2024-09-21T11:35Z
26,Sat Sep 21 2024,19:35,CST/+0800,Shandong Taishan,,,Wuhan Three Towns,2024-09-21T11:35Z
26,Sat Sep 21 2024,20:00,CST/+0800,Shanghai Shenhua,,,Tianjin Jinmen Tiger,2024-09-21T12:00Z
26,Sun Sep 22 2024,19:00,CST/+0800,Nantong Zhiyun,,,Qingdao Hainiu,2024-09-22T11:00Z
26,Sun Sep 22 2024,20:00,CST/+0800,Zhejiang Professional,,,Cangzhou Mighty Lions,2024-09-22T12:00Z
26,Sun Sep 22 2024,15:30,CST/+0800,Qingdao West Coast,,,Shenzhen Peng City,2024-09-22T07:30Z
27,Sat Sep 28 2024,15:30,CST/+0800,Qingdao Hainiu,,,Shanghai Shenhua,2024-09-28T07:30Z
27,Sat Sep 28 2024,18:00,CST/+0800,Shanghai Port FC,,,Qingdao West Coast,2024-09-28T10:00Z
