Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
Apertura,7,Sun Mar 10 2024,17:00,-03/-0300,Deportivo Merlo,1-1,0-1,Villa San Carlos,,2024-03-10T20:00Z
Apertura,8,Fri Mar 15 2024,20:00,-03/-0300,San Martín de Burzaco,1-0,1-0,Villa Dálmine,,2024-03-15T23:00Z
Apertura,8,Sat Mar 16 2024,15:30,-03/-0300,Argentino de Merlo,0-1,0-1,CA Los Andes,,2024-03-16T18:30Z
Apertura,8,Sat Mar 16 2024,15:30,-03/-0300,Armenio,2-1,0-0,Argentino de Quilmes,,2024-03-16T18:30Z
Apertura,8,Sat Mar 16 2024,15:30,-03/-0300,UAI Urquiza,4-1,1-0,Acassuso,,2024-03-16T18:30Z
Apertura,8,Sat Mar 16 2024,15:35,-03/-0300,Colegiales de Munro,2-1,1-0,Excursionistas,,2024-03-16T18:35Z
Apertura,8,Sat Mar 16 2024,15:30,-03/-0300,Villa San Carlos,2-2,1-1,Laferrere,,2024-03-16T18:30Z
Apertura,8,Sun Mar 17 2024,15:30,-03/-0300,Dock Sud,0-0,0-0,Sacachispas,,2024-03-17T18:30Z
Apertura,8,Sun Mar 17 2024,15:30,-03/-0300,Sportivo Italiano,2-2,2-0,Cañuelas,,2024-03-17T18:30Z
Apertura,8,Sun Mar 17 2024,15:30,-03/-0300,Liniers de La Matanza,2-0,1-0,Ferrocarril Midland,,2024-03-17T18:30Z
Apertura,8,Sun Mar 17 2024,15:30,-03/-0300,Flandria,0-2,0-1,Deportivo Merlo,,2024-03-17T18:30Z
Apertura,8,Tue Mar 19 2024,20:10,-03/-0300,Comunicaciones de Buenos Aires,1-1,0-0,Fénix,,2024-03-19T23:10Z
Apertura,9,Sat Mar 23 2024,15:30,-03/-0300,Sacachispas,1-4,0-2,Colegiales de Munro,,2024-03-23T18:30Z
Apertura,9,Sat Mar 23 2024,15:30,-03/-0300,Excursionistas,1-1,0-0,UAI Urquiza,,2024-03-23T18:30Z
Apertura,9,Sat Mar 23 2024,13:30,-03/-0300,CA Los Andes,0-0,0-0,Sportivo Italiano,,2024-03-23T16:30Z
Apertura,9,Sat Mar 23 2024,15:30,-03/-0300,Cañuelas,2-1,1-1,Villa San Carlos,,2024-03-23T18:30Z
Apertura,9,Sat Mar 23 2024,15:00,-03/-0300,Deportivo Merlo,3-0,1-0,Dock Sud,,2024-03-23T18:00Z
Apertura,9,Mon Mar 25 2024,15:30,-03/-0300,Villa Dálmine,1-1,0-1,Armenio,,2024-03-25T18:30Z
Apertura,9,Mon Mar 25 2024,15:30,-03/-0300,Acassuso,1-0,1-0,San Martín de Burzaco,,2024-03-25T18:30Z
Apertura,9,Mon Mar 25 2024,15:30,-03/-0300,Fénix,2-1,1-1,Liniers de La Matanza,,2024-03-25T18:30Z
Apertura,9,Tue Mar 26 2024,19:00,-03/-0300,Ferrocarril Midland,0-1,0-1,Argentino de Merlo,,2024-03-26T22:00Z
Apertura,9,Wed Mar 27 2024,15:30,-03/-0300,Laferrere,1-1,0-1,Flandria,,2024-03-27T18:30Z
Apertura,10,Sat Mar 30 2024,16:40,-03/-0300,San Martín de Burzaco,1-1,1-1,Excursionistas,,2024-03-30T19:40Z
Apertura,10,Sat Mar 30 2024,15:30,-03/-0300,Sportivo Italiano,2-2,1-1,Ferrocarril Midland,,2024-03-30T18:30Z
Apertura,10,Sat Mar 30 2024,15:30,-03/-0300,Acassuso,1-0,0-0,Villa Dálmine,,2024-03-30T18:30Z
Apertura,10,Sat Mar 30 2024,15:30,-03/-0300,Comunicaciones de Buenos Aires,0-0,0-0,Armenio,,2024-03-30T18:30Z
Apertura,10,Sat Mar 30 2024,15:30,-03/-0300,Colegiales de Munro,2-0,0-0,Deportivo Merlo,,2024-03-30T18:30Z
Apertura,10,Sat Mar 30 2024,15:30,-03/-0300,UAI Urquiza,1-0,0-0,Sacachispas,,2024-03-30T18:30Z
Apertura,10,Sat Mar 30 2024,15:30,-03/-0300,Argentino de Merlo,0-0,0-0,Fénix,,2024-03-30T18:30Z
Apertura,10,Mon Apr 1 2024,15:30,-03/-0300,Dock Sud,1-0,0-0,Laferrere,,2024-04-01T18:30Z
Apertura,10,Mon Apr 1 2024,15:30,-03/-0300,Flandria,1-2,1-0,Cañuelas,,2024-04-01T18:30Z
Apertura,10,Tue Apr 2 2024,15:30,-03/-0300,Liniers de La Matanza,0-1,0-1,Argentino de Quilmes,,2024-04-02T18:30Z
Apertura,7,Wed Apr 3 2024,15:30,-03/-0300,Fénix,1-1,0-1,Armenio,,2024-04-03T18:30Z
Apertura,1,Thu Apr 4 2024,13:30,-03/-0300,Cañuelas,1-3,1-1,Ferrocarril Midland,,2024-04-04T16:30Z
Apertura,7,Thu Apr 4 2024,15:30,-03/-0300,Laferrere,1-0,1-0,Sportivo Italiano,,2024-04-04T18:30Z
Apertura,11,Fri Apr 5 2024,15:30,-03/-0300,Sacachispas,2-0,0-0,San Martín de Burzaco,,2024-04-05T18:30Z
Apertura,11,Sat Apr 6 2024,15:30,-03/-0300,Deportivo Merlo,1-1,1-0,UAI Urquiza,,2024-04-06T18:30Z
Apertura,11,Sat Apr 6 2024,15:30,-03/-0300,CA Los Andes,3-1,3-1,Flandria,,2024-04-06T18:30Z
Apertura,11,Sat Apr 6 2024,15:30,-03/-0300,Excursionistas,2-1,2-0,Acassuso,,2024-04-06T18:30Z
Apertura,11,Sun Apr 7 2024,13:00,-03/-0300,Armenio,0-0,0-0,Liniers de La Matanza,,2024-04-07T16:00Z
Apertura,11,Sun Apr 7 2024,15:30,-03/-0300,Villa Dálmine,1-1,0-0,Comunicaciones de Buenos Aires,,2024-04-07T18:30Z
Apertura,11,Mon Apr 8 2024,19:00,-03/-0300,Ferrocarril Midland,1-0,0-0,Villa San Carlos,,2024-04-08T22:00Z
Apertura,11,Mon Apr 8 2024,15:00,-03/-0300,Laferrere,2-2,0-2,Colegiales de Munro,,2024-04-08T18:00Z
Apertura,11,Mon Apr 8 2024,15:30,-03/-0300,Argentino de Quilmes,1-0,0-0,Argentino de Merlo,,2024-04-08T18:30Z
Apertura,11,Mon Apr 8 2024,15:30,-03/-0300,Cañuelas,2-1,1-0,Dock Sud,,2024-04-08T18:30Z
Apertura,11,Tue Apr 9 2024,15:30,-03/-0300,Fénix,1-1,0-0,Sportivo Italiano,,2024-04-09T18:30Z
Apertura,12,Sat Apr 13 2024,15:30,-03/-0300,Villa San Carlos,0-1,0-0,Fénix,,2024-04-13T18:30Z
Apertura,12,Sat Apr 13 2024,15:30,-03/-0300,Liniers de La Matanza,1-0,1-0,Comunicaciones de Buenos Aires,,2024-04-13T18:30Z
Apertura,12,Sat Apr 13 2024,15:30,-03/-0300,Excursionistas,2-2,2-0,Villa Dálmine,,2024-04-13T18:30Z
Apertura,12,Sat Apr 13 2024,15:30,-03/-0300,UAI Urquiza,1-1,0-0,Laferrere,,2024-04-13T18:30Z
Apertura,12,Sat Apr 13 2024,15:30,-03/-0300,Dock Sud,3-1,1-1,CA Los Andes,,2024-04-13T18:30Z
Apertura,12,Sat Apr 13 2024,15:30,-03/-0300,Flandria,2-1,1-0,Ferrocarril Midland,,2024-04-13T18:30Z
Apertura,12,Sat Apr 13 2024,15:30,-03/-0300,Argentino de Merlo,1-4,0-4,Armenio,,2024-04-13T18:30Z
Apertura,12,Sun Apr 14 2024,18:30,-03/-0300,San Martín de Burzaco,1-2,1-1,Deportivo Merlo,,2024-04-14T21:30Z
Apertura,12,Sun Apr 14 2024,16:40,-03/-0300,Colegiales de Munro,4-0,1-0,Cañuelas,,2024-04-14T19:40Z
Apertura,12,Sun Apr 14 2024,15:30,-03/-0300,Sportivo Italiano,1-1,0-1,Argentino de Quilmes,,2024-04-14T18:30Z
Apertura,13,Sat Apr 20 2024,17:05,-03/-0300,Comunicaciones de Buenos Aires,1-1,0-1,Argentino de Merlo,,2024-04-20T20:05Z
Apertura,13,Sat Apr 20 2024,15:30,-03/-0300,Cañuelas,0-2,0-2,UAI Urquiza,,2024-04-20T18:30Z
Apertura,13,Sat Apr 20 2024,15:30,-03/-0300,Armenio,2-1,1-0,Sportivo Italiano,,2024-04-20T18:30Z
Apertura,13,Sat Apr 20 2024,15:30,-03/-0300,Deportivo Merlo,0-0,0-0,Acassuso,,2024-04-20T18:30Z
Apertura,13,Sun Apr 21 2024,15:30,-03/-0300,Fénix,1-2,0-2,Flandria,,2024-04-21T18:30Z
Apertura,13,Sun Apr 21 2024,15:30,-03/-0300,Sacachispas,0-3,0-1,Excursionistas,,2024-04-21T18:30Z
Apertura,13,Sun Apr 21 2024,18:15,-03/-0300,Ferrocarril Midland,1-0,0-0,Dock Sud,,2024-04-21T21:15Z
Apertura,13,Sun Apr 21 2024,11:00,-03/-0300,Villa Dálmine,1-0,1-0,Liniers de La Matanza,,2024-04-21T14:00Z
Apertura,13,Sun Apr 21 2024,13:00,-03/-0300,CA Los Andes,1-0,0-0,Colegiales de Munro,,2024-04-21T16:00Z
Apertura,13,Sun Apr 21 2024,15:30,-03/-0300,Argentino de Quilmes,3-0,1-0,Villa San Carlos,,2024-04-21T18:30Z
Apertura,13,Tue Apr 23 2024,15:30,-03/-0300,Laferrere,2-0,0-0,San Martín de Burzaco,,2024-04-23T18:30Z
Apertura,12,Wed Apr 24 2024,15:30,-03/-0300,Acassuso,2-1,0-1,Sacachispas,,2024-04-24T18:30Z
Apertura,14,Fri Apr 26 2024,21:10,-03/-0300,Excursionistas,3-1,1-0,Deportivo Merlo,,2024-04-27T00:10Z
Apertura,14,Sat Apr 27 2024,20:05,-03/-0300,Colegiales de Munro,1-1,0-1,Ferrocarril Midland,,2024-04-27T23:05Z
Apertura,14,Sat Apr 27 2024,15:30,-03/-0300,Argentino de Merlo,1-0,1-0,Liniers de La Matanza,,2024-04-27T18:30Z
Apertura,14,Sat Apr 27 2024,15:30,-03/-0300,San Martín de Burzaco,1-0,1-0,Cañuelas,,2024-04-27T18:30Z
Apertura,14,Sat Apr 27 2024,15:30,-03/-0300,UAI Urquiza,1-1,0-1,CA Los Andes,,2024-04-27T18:30Z
Apertura,14,Sat Apr 27 2024,15:30,-03/-0300,Dock Sud,2-2,1-1,Fénix,,2024-04-27T18:30Z
Apertura,14,Sat Apr 27 2024,15:30,-03/-0300,Villa San Carlos,0-1,0-1,Armenio,,2024-04-27T18:30Z
Apertura,14,Sat Apr 27 2024,15:30,-03/-0300,Sportivo Italiano,1-3,0-0,Comunicaciones de Buenos Aires,,2024-04-27T18:30Z
Apertura,14,Sun Apr 28 2024,15:30,-03/-0300,Acassuso,1-1,1-1,Laferrere,,2024-04-28T18:30Z
Apertura,14,Sun Apr 28 2024,15:30,-03/-0300,Flandria,0-0,0-0,Argentino de Quilmes,,2024-04-28T18:30Z
Apertura,14,Mon Apr 29 2024,15:30,-03/-0300,Sacachispas,1-1,0-1,Villa Dálmine,,2024-04-29T18:30Z
Apertura,15,Fri May 3 2024,20:05,-03/-0300,CA Los Andes,2-1,1-0,San Martín de Burzaco,,2024-05-03T23:05Z
Apertura,15,Sat May 4 2024,15:30,-03/-0300,Argentino de Quilmes,1-1,1-1,Dock Sud,,2024-05-04T18:30Z
Apertura,15,Sat May 4 2024,15:30,-03/-0300,Cañuelas,0-1,0-1,Acassuso,,2024-05-04T18:30Z
Apertura,15,Sat May 4 2024,15:30,-03/-0300,Comunicaciones de Buenos Aires,1-0,0-0,Villa San Carlos,,2024-05-04T18:30Z
Apertura,15,Sat May 4 2024,17:00,-03/-0300,Ferrocarril Midland,5-1,3-0,UAI Urquiza,,2024-05-04T20:00Z
Apertura,15,Sun May 5 2024,15:30,-03/-0300,Villa Dálmine,0-0,0-0,Argentino de Merlo,,2024-05-05T18:30Z
Apertura,15,Sun May 5 2024,15:30,-03/-0300,Deportivo Merlo,1-0,1-0,Sacachispas,,2024-05-05T18:30Z
Apertura,15,Sun May 5 2024,12:30,-03/-0300,Armenio,2-0,0-0,Flandria,,2024-05-05T15:30Z
Apertura,15,Sun May 5 2024,15:30,-03/-0300,Laferrere,2-3,0-2,Excursionistas,,2024-05-05T18:30Z
Apertura,15,Sun May 5 2024,15:30,-03/-0300,Liniers de La Matanza,2-0,1-0,Sportivo Italiano,,2024-05-05T18:30Z
Apertura,15,Mon May 6 2024,15:30,-03/-0300,Fénix,0-3,0-1,Colegiales de Munro,,2024-05-06T18:30Z
Apertura,16,Fri May 10 2024,20:05,-03/-0300,Excursionistas,2-0,1-0,Cañuelas,,2024-05-10T23:05Z
Apertura,16,Sat May 11 2024,15:30,-03/-0300,Villa San Carlos,2-0,0-0,Liniers de La Matanza,,2024-05-11T18:30Z
Apertura,16,Sat May 11 2024,15:30,-03/-0300,Sportivo Italiano,1-1,0-0,Argentino de Merlo,,2024-05-11T18:30Z
Apertura,16,Sat May 11 2024,11:00,-03/-0300,Dock Sud,1-2,1-1,Armenio,,2024-05-11T14:00Z
Apertura,16,Sat May 11 2024,15:30,-03/-0300,UAI Urquiza,1-1,0-1,Fénix,,2024-05-11T18:30Z
Apertura,16,Sat May 11 2024,15:30,-03/-0300,Colegiales de Munro,1-0,1-0,Argentino de Quilmes,,2024-05-11T18:30Z
Apertura,16,Sun May 12 2024,15:30,-03/-0300,Flandria,2-0,2-0,Comunicaciones de Buenos Aires,,2024-05-12T18:30Z
Apertura,16,Sun May 12 2024,15:30,-03/-0300,Acassuso,0-2,0-1,CA Los Andes,,2024-05-12T18:30Z
Apertura,16,Sun May 12 2024,15:30,-03/-0300,Deportivo Merlo,1-0,0-0,Villa Dálmine,,2024-05-12T18:30Z
Apertura,16,Sun May 12 2024,15:30,-03/-0300,San Martín de Burzaco,1-1,0-1,Ferrocarril Midland,,2024-05-12T18:30Z
Apertura,16,Mon May 13 2024,15:30,-03/-0300,Sacachispas,2-1,2-0,Laferrere,,2024-05-13T18:30Z
Apertura,17,Fri May 17 2024,15:30,-03/-0300,Argentino de Quilmes,3-1,1-1,UAI Urquiza,,2024-05-17T18:30Z
Apertura,17,Sat May 18 2024,15:30,-03/-0300,Cañuelas,1-2,1-1,Sacachispas,,2024-05-18T18:30Z
Apertura,17,Sat May 18 2024,15:30,-03/-0300,Armenio,0-1,0-1,Colegiales de Munro,,2024-05-18T18:30Z
Apertura,17,Sat May 18 2024,15:30,-03/-0300,Villa Dálmine,2-0,1-0,Sportivo Italiano,,2024-05-18T18:30Z
Apertura,17,Sat May 18 2024,15:30,-03/-0300,Argentino de Merlo,2-1,0-1,Villa San Carlos,,2024-05-18T18:30Z
Apertura,17,Sat May 18 2024,15:30,-03/-0300,Liniers de La Matanza,0-1,0-0,Flandria,,2024-05-18T18:30Z
Apertura,17,Sat May 18 2024,15:30,-03/-0300,CA Los Andes,1-0,1-0,Excursionistas,,2024-05-18T18:30Z
Apertura,17,Sat May 18 2024,16:45,-03/-0300,Comunicaciones de Buenos Aires,1-2,0-0,Dock Sud,,2024-05-18T19:45Z
Apertura,17,Sun May 19 2024,15:30,-03/-0300,Fénix,1-1,0-0,San Martín de Burzaco,,2024-05-19T18:30Z
Apertura,17,Sun May 19 2024,17:00,-03/-0300,Ferrocarril Midland,3-0,0-0,Acassuso,,2024-05-19T20:00Z
Apertura,17,Sun May 19 2024,12:00,-03/-0300,Laferrere,1-0,0-0,Deportivo Merlo,,2024-05-19T15:00Z
Apertura,10,Wed May 22 2024,15:30,-03/-0300,Villa San Carlos,3-1,2-0,CA Los Andes,,2024-05-22T18:30Z
Apertura,9,Wed May 22 2024,15:30,-03/-0300,Argentino de Quilmes,1-1,1-0,Comunicaciones de Buenos Aires,,2024-05-22T18:30Z
Apertura,18,Fri May 24 2024,21:10,-03/-0300,Excursionistas,1-1,0-0,Ferrocarril Midland,,2024-05-25T00:10Z
Apertura,18,Sat May 25 2024,15:30,-03/-0300,Laferrere,0-0,0-0,Villa Dálmine,,2024-05-25T18:30Z
Apertura,18,Sat May 25 2024,15:30,-03/-0300,Deportivo Merlo,1-1,0-1,Cañuelas,,2024-05-25T18:30Z
Apertura,18,Sat May 25 2024,15:30,-03/-0300,Acassuso,2-4,0-0,Fénix,,2024-05-25T18:30Z
Apertura,18,Sat May 25 2024,15:30,-03/-0300,UAI Urquiza,1-1,1-1,Armenio,,2024-05-25T18:30Z
Apertura,18,Sat May 25 2024,15:30,-03/-0300,Flandria,0-1,0-0,Argentino de Merlo,,2024-05-25T18:30Z
Apertura,18,Sat May 25 2024,15:30,-03/-0300,Villa San Carlos,2-2,0-0,Sportivo Italiano,,2024-05-25T18:30Z
Apertura,18,Sun May 26 2024,13:30,-03/-0300,Colegiales de Munro,2-1,1-0,Comunicaciones de Buenos Aires,,2024-05-26T16:30Z
Apertura,18,Sun May 26 2024,12:00,-03/-0300,Dock Sud,2-1,1-0,Liniers de La Matanza,,2024-05-26T15:00Z
Apertura,18,Mon May 27 2024,20:00,-03/-0300,San Martín de Burzaco,0-0,0-0,Argentino de Quilmes,,2024-05-27T23:00Z
Apertura,18,Mon May 27 2024,15:30,-03/-0300,Sacachispas,0-3,0-0,CA Los Andes,,2024-05-27T18:30Z
Apertura,19,Sat Jun 1 2024,15:30,-03/-0300,Villa Dálmine,0-0,0-0,Villa San Carlos,,2024-06-01T18:30Z
Apertura,19,Sat Jun 1 2024,15:30,-03/-0300,Argentino de Merlo,0-1,0-0,Dock Sud,,2024-06-01T18:30Z
Apertura,19,Sat Jun 1 2024,15:30,-03/-0300,Armenio,3-1,1-0,San Martín de Burzaco,,2024-06-01T18:30Z
Apertura,19,Sat Jun 1 2024,15:30,-03/-0300,Argentino de Quilmes,1-0,1-0,Acassuso,,2024-06-01T18:30Z
