Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Feb 16 2024,19:45,GMT/+0000,Derry City,2-1,0-0,Drogheda United,2024-02-16T19:45Z
1,Fri Feb 16 2024,19:45,GMT/+0000,Galway United,0-1,0-1,St Patrick's Athletic,2024-02-16T19:45Z
1,Fri Feb 16 2024,19:45,GMT/+0000,Waterford FC,1-1,1-0,Shelbourne FC,2024-02-16T19:45Z
1,Fri Feb 16 2024,19:45,GMT/+0000,Shamrock Rovers,1-1,0-1,Dundalk FC,2024-02-16T19:45Z
1,Fri Feb 16 2024,19:45,GMT/+0000,Bohemian FC,2-2,1-2,Sligo Rovers,2024-02-16T19:45Z
2,Fri Feb 23 2024,19:45,GMT/+0000,Drogheda United,1-4,1-2,Waterford FC,2024-02-23T19:45Z
2,Fri Feb 23 2024,19:45,GMT/+0000,Dundalk FC,0-2,0-2,Galway United,2024-02-23T19:45Z
2,Fri Feb 23 2024,19:45,GMT/+0000,Shelbourne FC,2-1,2-0,Shamrock Rovers,2024-02-23T19:45Z
2,Fri Feb 23 2024,19:45,GMT/+0000,St Patrick's Athletic,0-1,0-0,Bohemian FC,2024-02-23T19:45Z
2,Sat Feb 24 2024,19:45,GMT/+0000,Sligo Rovers,0-0,0-0,Derry City,2024-02-24T19:45Z
3,Fri Mar 1 2024,19:45,GMT/+0000,Derry City,2-1,0-0,St Patrick's Athletic,2024-03-01T19:45Z
3,Fri Mar 1 2024,19:45,GMT/+0000,Galway United,2-1,0-1,Waterford FC,2024-03-01T19:45Z
3,Fri Mar 1 2024,19:45,GMT/+0000,Sligo Rovers,0-1,0-1,Shelbourne FC,2024-03-01T19:45Z
4,Mon Mar 4 2024,19:45,GMT/+0000,Waterford FC,3-1,2-1,St Patrick's Athletic,2024-03-04T19:45Z
4,Mon Mar 4 2024,19:45,GMT/+0000,Drogheda United,2-1,1-0,Bohemian FC,2024-03-04T19:45Z
4,Mon Mar 4 2024,19:45,GMT/+0000,Dundalk FC,0-5,0-4,Sligo Rovers,2024-03-04T19:45Z
4,Mon Mar 4 2024,19:45,GMT/+0000,Shelbourne FC,1-0,1-0,Galway United,2024-03-04T19:45Z
4,Mon Mar 4 2024,19:45,GMT/+0000,Shamrock Rovers,2-2,0-0,Derry City,2024-03-04T19:45Z
5,Fri Mar 8 2024,19:45,GMT/+0000,Galway United,0-0,0-0,Drogheda United,2024-03-08T19:45Z
5,Fri Mar 8 2024,19:45,GMT/+0000,St Patrick's Athletic,1-0,1-0,Dundalk FC,2024-03-08T19:45Z
5,Fri Mar 8 2024,19:45,GMT/+0000,Bohemian FC,0-2,0-0,Shelbourne FC,2024-03-08T19:45Z
5,Fri Mar 8 2024,19:45,GMT/+0000,Derry City,3-0,2-0,Waterford FC,2024-03-08T19:45Z
5,Sat Mar 9 2024,19:45,GMT/+0000,Sligo Rovers,0-0,0-0,Shamrock Rovers,2024-03-09T19:45Z
6,Fri Mar 15 2024,19:45,GMT/+0000,St Patrick's Athletic,1-2,0-0,Shelbourne FC,2024-03-15T19:45Z
6,Fri Mar 15 2024,19:45,GMT/+0000,Bohemian FC,2-1,1-0,Derry City,2024-03-15T19:45Z
6,Fri Mar 15 2024,19:45,GMT/+0000,Dundalk FC,0-0,0-0,Waterford FC,2024-03-15T19:45Z
6,Fri Mar 15 2024,19:45,GMT/+0000,Galway United,0-1,0-0,Shamrock Rovers,2024-03-15T19:45Z
6,Sat Mar 16 2024,19:45,GMT/+0000,Sligo Rovers,3-1,2-0,Drogheda United,2024-03-16T19:45Z
7,Fri Mar 29 2024,19:45,GMT/+0000,Shamrock Rovers,3-1,0-0,Bohemian FC,2024-03-29T19:45Z
7,Fri Mar 29 2024,19:45,GMT/+0000,Waterford FC,0-1,0-0,Sligo Rovers,2024-03-29T19:45Z
7,Fri Mar 29 2024,19:45,GMT/+0000,Derry City,0-1,0-0,Galway United,2024-03-29T19:45Z
7,Fri Mar 29 2024,19:45,GMT/+0000,Drogheda United,0-0,0-0,St Patrick's Athletic,2024-03-29T19:45Z
7,Fri Mar 29 2024,19:45,GMT/+0000,Shelbourne FC,2-1,0-0,Dundalk FC,2024-03-29T19:45Z
8,Mon Apr 1 2024,17:00,IST/+0100,Waterford FC,1-2,0-0,Shamrock Rovers,2024-04-01T16:00Z
8,Mon Apr 1 2024,13:00,IST/+0100,Dundalk FC,0-0,0-0,Drogheda United,2024-04-01T12:00Z
8,Mon Apr 1 2024,17:00,IST/+0100,Shelbourne FC,0-0,0-0,Derry City,2024-04-01T16:00Z
8,Mon Apr 1 2024,17:00,IST/+0100,St Patrick's Athletic,3-0,2-0,Sligo Rovers,2024-04-01T16:00Z
8,Mon Apr 1 2024,19:45,IST/+0100,Galway United,0-2,0-1,Bohemian FC,2024-04-01T18:45Z
9,Fri Apr 5 2024,19:45,IST/+0100,Drogheda United,2-2,1-1,Shelbourne FC,2024-04-05T18:45Z
9,Fri Apr 5 2024,19:45,IST/+0100,St Patrick's Athletic,2-1,0-1,Shamrock Rovers,2024-04-05T18:45Z
9,Fri Apr 5 2024,19:45,IST/+0100,Bohemian FC,0-1,0-1,Waterford FC,2024-04-05T18:45Z
9,Fri Apr 5 2024,19:45,IST/+0100,Derry City,4-1,1-0,Dundalk FC,2024-04-05T18:45Z
10,Fri Apr 12 2024,19:45,IST/+0100,Waterford FC,0-0,0-0,Galway United,2024-04-12T18:45Z
10,Fri Apr 12 2024,20:00,IST/+0100,Shamrock Rovers,3-0,1-0,Sligo Rovers,2024-04-12T19:00Z
