Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
1,Sat Apr 13 2024,18:30,-0300,Criciúma - SC,1-1,1-0,Juventude - RS,,2024-04-13T21:30Z
1,Sat Apr 13 2024,21:00,-0300,Fluminense RJ,2-2,1-0,Red Bull Bragantino,,2024-04-14T00:00Z
1,Sat Apr 13 2024,21:00,-0300,São Paulo FC,1-2,0-0,Fortaleza - CE,,2024-04-14T00:00Z
1,Sat Apr 13 2024,18:30,-0300,Internacional,2-1,0-0,Bahia - BA,,2024-04-13T21:30Z
1,Sun Apr 14 2024,16:00,-0300,Vasco da Gama - RJ,2-1,2-0,Grêmio Porto Alegre,,2024-04-14T19:00Z
1,Sun Apr 14 2024,16:00,-0300,Corinthians SP,0-0,0-0,Atlético Mineiro,,2024-04-14T19:00Z
1,Sun Apr 14 2024,16:00,-0300,Athletico Paranaense,4-0,3-0,Cuiabá - MT,,2024-04-14T19:00Z
1,Sun Apr 14 2024,16:00,-0300,Atlético Goianiense,1-2,0-1,Flamengo RJ,,2024-04-14T19:00Z
1,Sun Apr 14 2024,17:00,-0300,Cruzeiro,3-2,1-1,Botafogo - RJ,,2024-04-14T20:00Z
1,Sun Apr 14 2024,18:30,-0300,Vitória - BA,0-1,0-1,Palmeiras,,2024-04-14T21:30Z
2,Tue Apr 16 2024,21:30,-0300,Bahia - BA,2-1,1-1,Fluminense RJ,,2024-04-17T00:30Z
2,Wed Apr 17 2024,19:00,-0300,Red Bull Bragantino,2-1,1-0,Vasco da Gama - RJ,,2024-04-17T22:00Z
2,Wed Apr 17 2024,19:00,-0300,Grêmio Porto Alegre,2-0,1-0,Athletico Paranaense,,2024-04-17T22:00Z
2,Wed Apr 17 2024,20:00,-0300,Atlético Mineiro,1-1,1-0,Criciúma - SC,,2024-04-17T23:00Z
2,Wed Apr 17 2024,20:00,-0300,Fortaleza - CE,1-1,1-0,Cruzeiro,,2024-04-17T23:00Z
2,Wed Apr 17 2024,20:00,-0300,Juventude - RS,2-0,0-0,Corinthians SP,,2024-04-17T23:00Z
2,Wed Apr 17 2024,20:00,-0300,Palmeiras,0-1,0-1,Internacional,,2024-04-17T23:00Z
2,Wed Apr 17 2024,21:30,-0300,Flamengo RJ,2-1,1-0,São Paulo FC,,2024-04-18T00:30Z
2,Thu Apr 18 2024,21:30,-0300,Botafogo - RJ,1-0,1-0,Atlético Goianiense,,2024-04-19T00:30Z
3,Sat Apr 20 2024,21:00,-0300,Atlético Mineiro,3-0,3-0,Cruzeiro,,2024-04-21T00:00Z
3,Sat Apr 20 2024,16:00,-0300,Fluminense RJ,2-1,1-0,Vasco da Gama - RJ,,2024-04-20T19:00Z
3,Sat Apr 20 2024,18:30,-0300,Red Bull Bragantino,1-0,1-0,Corinthians SP,,2024-04-20T21:30Z
3,Sat Apr 20 2024,18:30,-0300,Grêmio Porto Alegre,1-0,1-0,Cuiabá - MT,,2024-04-20T21:30Z
3,Sun Apr 21 2024,16:00,-0300,Athletico Paranaense,1-0,0-0,Internacional,,2024-04-21T19:00Z
3,Sun Apr 21 2024,16:00,-0300,Palmeiras,0-0,0-0,Flamengo RJ,,2024-04-21T19:00Z
3,Sun Apr 21 2024,16:00,-0300,Vitória - BA,2-2,1-0,Bahia - BA,,2024-04-21T19:00Z
3,Sun Apr 21 2024,18:30,-0300,Atlético Goianiense,0-3,0-1,São Paulo FC,,2024-04-21T21:30Z
3,Sun Apr 21 2024,18:30,-0300,Botafogo - RJ,5-1,2-0,Juventude - RS,,2024-04-21T21:30Z
4,Sat Apr 27 2024,18:30,-0300,Cuiabá - MT,0-3,0-1,Atlético Mineiro,,2024-04-27T21:30Z
4,Sat Apr 27 2024,16:00,-0300,Vasco da Gama - RJ,0-4,0-1,Criciúma - SC,,2024-04-27T19:00Z
4,Sat Apr 27 2024,21:00,-0300,Bahia - BA,1-0,1-0,Grêmio Porto Alegre,,2024-04-28T00:00Z
4,Sun Apr 28 2024,11:00,-0300,Flamengo RJ,0-2,0-0,Botafogo - RJ,,2024-04-28T14:00Z
4,Sun Apr 28 2024,20:00,-0300,Internacional,1-1,0-0,Atlético Goianiense,,2024-04-28T23:00Z
4,Sun Apr 28 2024,18:30,-0300,Juventude - RS,1-1,1-0,Athletico Paranaense,,2024-04-28T21:30Z
4,Sun Apr 28 2024,16:00,-0300,Corinthians SP,3-0,2-0,Fluminense RJ,,2024-04-28T19:00Z
4,Sun Apr 28 2024,16:00,-0300,Cruzeiro,3-1,0-0,Vitória - BA,,2024-04-28T19:00Z
4,Sun Apr 28 2024,18:30,-0300,Fortaleza - CE,1-1,1-1,Red Bull Bragantino,,2024-04-28T21:30Z
4,Mon Apr 29 2024,20:00,-0300,São Paulo FC,0-0,0-0,Palmeiras,,2024-04-29T23:00Z
5,Sat May 4 2024,18:30,-0300,Red Bull Bragantino,1-1,1-0,Flamengo RJ,,2024-05-04T21:30Z
5,Sat May 4 2024,21:00,-0300,Corinthians SP,0-0,0-0,Fortaleza - CE,,2024-05-05T00:00Z
5,Sat May 4 2024,16:00,-0300,Fluminense RJ,2-2,1-0,Atlético Mineiro,,2024-05-04T19:00Z
5,Sun May 5 2024,18:30,-0300,Cuiabá - MT,0-2,0-1,Palmeiras,,2024-05-05T21:30Z
5,Sun May 5 2024,18:30,-0300,Botafogo - RJ,1-2,0-1,Bahia - BA,,2024-05-05T21:30Z
5,Sun May 5 2024,16:00,-0300,Athletico Paranaense,1-0,1-0,Vasco da Gama - RJ,,2024-05-05T19:00Z
5,Sun May 5 2024,16:00,-0300,Vitória - BA,1-3,0-1,São Paulo FC,,2024-05-05T19:00Z
6,Sat May 11 2024,16:00,-0300,Flamengo RJ,2-0,1-0,Corinthians SP,,2024-05-11T19:00Z
6,Sun May 12 2024,18:30,-0300,Bahia - BA,1-0,1-0,Red Bull Bragantino,,2024-05-12T21:30Z
6,Sun May 12 2024,16:00,-0300,Fortaleza - CE,1-1,1-1,Botafogo - RJ,,2024-05-12T19:00Z
6,Sun May 12 2024,16:00,-0300,Atlético Goianiense,0-1,0-0,Cruzeiro,,2024-05-12T19:00Z
6,Sun May 12 2024,18:30,-0300,Vasco da Gama - RJ,2-1,0-0,Vitória - BA,,2024-05-12T21:30Z
6,Sun May 12 2024,16:00,-0300,Palmeiras,0-2,0-1,Athletico Paranaense,,2024-05-12T19:00Z
6,Sun May 12 2024,,,Atlético Mineiro,,,Grêmio Porto Alegre,postponed,
6,Mon May 13 2024,20:00,-0300,São Paulo FC,2-1,1-1,Fluminense RJ,,2024-05-13T23:00Z
7,Sat Jun 1 2024,18:30,-0300,Cuiabá - MT,0-1,0-0,Internacional,,2024-06-01T21:30Z
