Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Sep 12 2020,15:00,BST/+0100,Barrow AFC,1-1,1-0,Stevenage FC,2020-09-12T14:00Z
1,Sat Sep 12 2020,15:00,BST/+0100,Bolton Wanderers,0-1,0-0,Forest Green Rovers,2020-09-12T14:00Z
1,Sat Sep 12 2020,15:00,BST/+0100,Bradford City,0-0,0-0,Colchester United,2020-09-12T14:00Z
1,Sat Sep 12 2020,15:00,BST/+0100,Cambridge United,3-0,2-0,Carlisle United,2020-09-12T14:00Z
1,Sat Sep 12 2020,15:00,BST/+0100,Cheltenham Town,1-2,1-0,Morecambe FC,2020-09-12T14:00Z
1,Sat Sep 12 2020,15:00,BST/+0100,Walsall FC,1-0,0-0,Grimsby Town,2020-09-12T14:00Z
1,Sat Sep 12 2020,15:00,BST/+0100,Mansfield Town,0-0,0-0,Tranmere Rovers,2020-09-12T14:00Z
1,Sat Sep 12 2020,15:00,BST/+0100,Oldham Athletic,0-1,0-0,Leyton Orient,2020-09-12T14:00Z
1,Sat Sep 12 2020,15:00,BST/+0100,Port Vale FC,2-0,1-0,Crawley Town,2020-09-12T14:00Z
1,Sat Sep 12 2020,15:00,BST/+0100,Salford City,2-2,1-2,Exeter City,2020-09-12T14:00Z
1,Sat Sep 12 2020,15:00,BST/+0100,Scunthorpe United,1-1,0-1,Newport County,2020-09-12T14:00Z
1,Sat Sep 12 2020,15:00,BST/+0100,Southend United,0-4,0-2,Harrogate Town,2020-09-12T14:00Z
2,Sat Sep 19 2020,13:00,BST/+0100,Carlisle United,2-0,2-0,Southend United,2020-09-19T12:00Z
2,Sat Sep 19 2020,15:00,BST/+0100,Colchester United,2-0,1-0,Bolton Wanderers,2020-09-19T14:00Z
2,Sat Sep 19 2020,15:00,BST/+0100,Crawley Town,1-0,1-0,Scunthorpe United,2020-09-19T14:00Z
2,Sat Sep 19 2020,15:00,BST/+0100,Exeter City,0-2,0-1,Port Vale FC,2020-09-19T14:00Z
2,Sat Sep 19 2020,15:00,BST/+0100,Morecambe FC,0-5,0-3,Cambridge United,2020-09-19T14:00Z
2,Sat Sep 19 2020,15:00,BST/+0100,Stevenage FC,3-0,0-0,Oldham Athletic,2020-09-19T14:00Z
2,Sat Sep 19 2020,15:00,BST/+0100,Forest Green Rovers,2-2,0-0,Bradford City,2020-09-19T14:00Z
2,Sat Sep 19 2020,15:00,BST/+0100,Grimsby Town,0-4,0-1,Salford City,2020-09-19T14:00Z
2,Sat Sep 19 2020,15:00,BST/+0100,Harrogate Town,2-2,2-1,Walsall FC,2020-09-19T14:00Z
2,Sat Sep 19 2020,15:00,BST/+0100,Leyton Orient,2-2,0-0,Mansfield Town,2020-09-19T14:00Z
2,Sat Sep 19 2020,15:00,BST/+0100,Newport County,2-1,1-1,Barrow AFC,2020-09-19T14:00Z
2,Sat Sep 19 2020,15:00,BST/+0100,Tranmere Rovers,0-3,0-3,Cheltenham Town,2020-09-19T14:00Z
3,Sat Sep 26 2020,15:00,BST/+0100,Barrow AFC,1-1,0-1,Colchester United,2020-09-26T14:00Z
3,Sat Sep 26 2020,15:00,BST/+0100,Bolton Wanderers,0-2,0-0,Newport County,2020-09-26T14:00Z
3,Sat Sep 26 2020,15:00,BST/+0100,Bradford City,2-1,0-1,Stevenage FC,2020-09-26T14:00Z
3,Sat Sep 26 2020,15:00,BST/+0100,Cambridge United,0-0,0-0,Tranmere Rovers,2020-09-26T14:00Z
3,Sat Sep 26 2020,15:00,BST/+0100,Mansfield Town,1-2,1-1,Exeter City,2020-09-26T14:00Z
3,Sat Sep 26 2020,15:00,BST/+0100,Oldham Athletic,2-3,1-2,Crawley Town,2020-09-26T14:00Z
3,Sat Sep 26 2020,15:00,BST/+0100,Port Vale FC,0-0,0-0,Harrogate Town,2020-09-26T14:00Z
3,Sat Sep 26 2020,15:00,BST/+0100,Salford City,0-0,0-0,Forest Green Rovers,2020-09-26T14:00Z
3,Sat Sep 26 2020,15:00,BST/+0100,Scunthorpe United,1-0,1-0,Carlisle United,2020-09-26T14:00Z
3,Sat Sep 26 2020,15:00,BST/+0100,Southend United,1-2,1-0,Morecambe FC,2020-09-26T14:00Z
4,Sat Oct 3 2020,15:00,BST/+0100,Tranmere Rovers,2-0,1-0,Scunthorpe United,2020-10-03T14:00Z
4,Sat Oct 3 2020,15:00,BST/+0100,Leyton Orient,0-2,0-2,Cheltenham Town,2020-10-03T14:00Z
4,Sat Oct 3 2020,15:00,BST/+0100,Carlisle United,1-0,1-0,Barrow AFC,2020-10-03T14:00Z
4,Sat Oct 3 2020,15:00,BST/+0100,Colchester United,3-3,2-0,Oldham Athletic,2020-10-03T14:00Z
4,Sat Oct 3 2020,15:00,BST/+0100,Crawley Town,1-1,1-0,Southend United,2020-10-03T14:00Z
4,Sat Oct 3 2020,15:00,BST/+0100,Exeter City,2-0,2-0,Cambridge United,2020-10-03T14:00Z
4,Sat Oct 3 2020,15:00,BST/+0100,Morecambe FC,1-0,0-0,Port Vale FC,2020-10-03T14:00Z
4,Sat Oct 3 2020,15:00,BST/+0100,Stevenage FC,0-1,0-1,Salford City,2020-10-03T14:00Z
4,Sat Oct 3 2020,15:00,BST/+0100,Forest Green Rovers,1-1,0-1,Walsall FC,2020-10-03T14:00Z
4,Sat Oct 3 2020,15:00,BST/+0100,Harrogate Town,1-2,0-1,Bolton Wanderers,2020-10-03T14:00Z
4,Sat Oct 3 2020,15:00,BST/+0100,Newport County,2-1,0-0,Mansfield Town,2020-10-03T14:00Z
5,Sat Oct 10 2020,15:00,BST/+0100,Scunthorpe United,1-4,1-2,Forest Green Rovers,2020-10-10T14:00Z
5,Sat Oct 10 2020,15:00,BST/+0100,Southend United,2-2,1-1,Exeter City,2020-10-10T14:00Z
5,Sat Oct 10 2020,15:00,BST/+0100,Salford City,2-2,2-0,Tranmere Rovers,2020-10-10T14:00Z
5,Sat Oct 10 2020,15:00,BST/+0100,Barrow AFC,1-1,1-0,Leyton Orient,2020-10-10T14:00Z
5,Sat Oct 10 2020,15:00,BST/+0100,Bolton Wanderers,0-0,0-0,Grimsby Town,2020-10-10T14:00Z
5,Sat Oct 10 2020,15:00,BST/+0100,Cambridge United,2-1,1-0,Newport County,2020-10-10T14:00Z
5,Sat Oct 10 2020,15:00,BST/+0100,Cheltenham Town,2-0,1-0,Crawley Town,2020-10-10T14:00Z
5,Sat Oct 10 2020,15:00,BST/+0100,Walsall FC,1-1,0-1,Colchester United,2020-10-10T14:00Z
5,Sat Oct 10 2020,15:00,BST/+0100,Mansfield Town,0-0,0-0,Stevenage FC,2020-10-10T14:00Z
5,Sat Oct 10 2020,15:00,BST/+0100,Oldham Athletic,2-3,0-1,Morecambe FC,2020-10-10T14:00Z
5,Sat Oct 10 2020,15:00,BST/+0100,Port Vale FC,0-1,0-0,Carlisle United,2020-10-10T14:00Z
5,Mon Oct 12 2020,19:45,BST/+0100,Bradford City,0-1,0-0,Harrogate Town,2020-10-12T18:45Z
3,Tue Oct 13 2020,19:00,BST/+0100,Walsall FC,2-1,1-1,Leyton Orient,2020-10-13T18:00Z
3,Tue Oct 13 2020,19:00,BST/+0100,Cheltenham Town,1-3,1-2,Grimsby Town,2020-10-13T18:00Z
6,Sat Oct 17 2020,17:30,BST/+0100,Leyton Orient,2-3,1-2,Grimsby Town,2020-10-17T16:30Z
6,Sat Oct 17 2020,15:00,BST/+0100,Bolton Wanderers,1-2,1-1,Oldham Athletic,2020-10-17T14:00Z
6,Sat Oct 17 2020,15:00,BST/+0100,Carlisle United,3-2,2-1,Colchester United,2020-10-17T14:00Z
6,Sat Oct 17 2020,15:00,BST/+0100,Crawley Town,4-0,0-0,Morecambe FC,2020-10-17T14:00Z
6,Sat Oct 17 2020,15:00,BST/+0100,Walsall FC,0-0,0-0,Exeter City,2020-10-17T14:00Z
6,Sat Oct 17 2020,15:00,BST/+0100,Forest Green Rovers,1-0,1-0,Stevenage FC,2020-10-17T14:00Z
6,Sat Oct 17 2020,15:00,BST/+0100,Harrogate Town,1-0,1-0,Barrow AFC,2020-10-17T14:00Z
6,Sat Oct 17 2020,15:00,BST/+0100,Mansfield Town,1-3,0-2,Bradford City,2020-10-17T14:00Z
6,Sat Oct 17 2020,15:00,BST/+0100,Newport County,1-0,1-0,Tranmere Rovers,2020-10-17T14:00Z
6,Sat Oct 17 2020,15:00,BST/+0100,Port Vale FC,1-0,0-0,Salford City,2020-10-17T14:00Z
