Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Sep 12 2020,18:30,CEST/+0200,Granada CF,2-0,0-0,Athletic Bilbao,2020-09-12T16:30Z
1,Sat Sep 12 2020,21:00,CEST/+0200,Cádiz CF,0-2,0-1,CA Osasuna,2020-09-12T19:00Z
1,Sat Sep 12 2020,16:00,CEST/+0200,SD Eibar,0-0,0-0,RC Celta,2020-09-12T14:00Z
1,Sun Sep 13 2020,14:00,CEST/+0200,CD Alavés,0-1,0-0,Real Betis,2020-09-13T12:00Z
1,Sun Sep 13 2020,16:00,CEST/+0200,Real Valladolid,1-1,1-0,Real Sociedad,2020-09-13T14:00Z
1,Sun Sep 13 2020,18:30,CEST/+0200,Villarreal CF,1-1,0-1,SD Huesca,2020-09-13T16:30Z
1,Sun Sep 13 2020,21:00,CEST/+0200,Valencia CF,4-2,2-2,Levante UD,2020-09-13T19:00Z
2,Sat Sep 19 2020,18:30,CEST/+0200,Getafe CF,1-0,0-0,CA Osasuna,2020-09-19T16:30Z
2,Sat Sep 19 2020,16:00,CEST/+0200,Villarreal CF,2-1,0-0,SD Eibar,2020-09-19T14:00Z
2,Sat Sep 19 2020,21:00,CEST/+0200,RC Celta,2-1,1-0,Valencia CF,2020-09-19T19:00Z
2,Sun Sep 20 2020,18:30,CEST/+0200,Real Betis,2-0,2-0,Real Valladolid,2020-09-20T16:30Z
2,Sun Sep 20 2020,18:30,CEST/+0200,Granada CF,2-1,1-1,CD Alavés,2020-09-20T16:30Z
2,Sun Sep 20 2020,21:00,CEST/+0200,Real Sociedad,0-0,0-0,Real Madrid,2020-09-20T19:00Z
2,Sun Sep 20 2020,16:00,CEST/+0200,SD Huesca,0-2,0-1,Cádiz CF,2020-09-20T14:00Z
3,Sat Sep 26 2020,21:00,CEST/+0200,Real Betis,2-3,2-1,Real Madrid,2020-09-26T19:00Z
3,Sat Sep 26 2020,18:30,CEST/+0200,Elche CF,0-3,0-0,Real Sociedad,2020-09-26T16:30Z
3,Sat Sep 26 2020,16:00,CEST/+0200,Valencia CF,1-1,1-0,SD Huesca,2020-09-26T14:00Z
3,Sat Sep 26 2020,13:00,CEST/+0200,CD Alavés,0-0,0-0,Getafe CF,2020-09-26T11:00Z
