Round,Date,Time,Team 1,FT,HT,Team 2
1,Fri Aug 21 2020,19:00,Girondins Bordeaux,0-0,0-0,FC Nantes
1,Sat Aug 22 2020,21:00,Lille OSC,1-1,1-0,Stade Rennais
1,Sat Aug 22 2020,17:00,Dijon FCO,0-1,0-1,Angers SCO
1,Sun Aug 23 2020,15:00,FC Lorient,3-1,0-1,RC Strasbourg
1,Sun Aug 23 2020,15:00,Nîmes Olympique,4-0,2-0,Stade Brestois
1,Sun Aug 23 2020,17:00,OGC Nice,2-1,1-1,RC Lens
1,Sun Aug 23 2020,13:00,AS Monaco,2-2,1-2,Stade Reims
2,Fri Aug 28 2020,21:00,Olympique Lyon,4-1,3-1,Dijon FCO
2,Sat Aug 29 2020,17:00,Stade Rennais,2-1,1-0,Montpellier HSC
2,Sat Aug 29 2020,21:00,RC Strasbourg,0-2,0-1,OGC Nice
2,Sun Aug 30 2020,15:00,AS Saint-Étienne,2-0,1-0,FC Lorient
2,Sun Aug 30 2020,21:00,Stade Brestois,2-3,1-2,Olympique Marseille
2,Sun Aug 30 2020,15:00,Angers SCO,0-2,0-2,Girondins Bordeaux
2,Sun Aug 30 2020,13:00,Stade Reims,0-1,0-1,Lille OSC
2,Sun Aug 30 2020,15:00,FC Metz,0-1,0-1,AS Monaco
2,Sun Aug 30 2020,15:00,FC Nantes,2-1,2-0,Nîmes Olympique
2,Thu Sep 10 2020,21:00,RC Lens,1-0,0-0,Paris Saint-Germain
3,Fri Sep 11 2020,21:00,Girondins Bordeaux,0-0,0-0,Olympique Lyon
3,Sat Sep 12 2020,17:00,Montpellier HSC,3-1,1-0,OGC Nice
3,Sat Sep 12 2020,21:00,AS Saint-Étienne,2-0,0-0,RC Strasbourg
3,Sun Sep 13 2020,15:00,Dijon FCO,0-2,0-1,Stade Brestois
3,Sun Sep 13 2020,17:00,AS Monaco,2-1,1-0,FC Nantes
3,Sun Sep 13 2020,15:00,Nîmes Olympique,2-4,1-2,Stade Rennais
3,Sun Sep 13 2020,13:00,Lille OSC,1-0,0-0,FC Metz
3,Sun Sep 13 2020,15:00,Angers SCO,1-0,0-0,Stade Reims
3,Sun Sep 13 2020,21:00,Paris Saint-Germain,0-1,0-1,Olympique Marseille
3,Sun Sep 13 2020,15:00,FC Lorient,2-3,1-2,RC Lens
1,Tue Sep 15 2020,21:00,Montpellier HSC,2-1,1-0,Olympique Lyon
1,Wed Sep 16 2020,21:00,Paris Saint-Germain,1-0,0-0,FC Metz
1,Thu Sep 17 2020,21:00,Olympique Marseille,0-2,0-1,AS Saint-Étienne
4,Fri Sep 18 2020,21:00,Olympique Lyon,0-0,0-0,Nîmes Olympique
4,Sat Sep 19 2020,17:00,RC Lens,2-1,0-0,Girondins Bordeaux
4,Sat Sep 19 2020,21:00,Stade Rennais,2-1,0-1,AS Monaco
4,Sun Sep 20 2020,13:00,OGC Nice,0-3,0-2,Paris Saint-Germain
4,Sun Sep 20 2020,15:00,Stade Brestois,3-2,2-1,FC Lorient
4,Sun Sep 20 2020,15:00,FC Metz,2-1,1-1,Stade Reims
4,Sun Sep 20 2020,15:00,Montpellier HSC,4-1,2-1,Angers SCO
4,Sun Sep 20 2020,15:00,RC Strasbourg,1-0,0-0,Dijon FCO
4,Sun Sep 20 2020,17:00,FC Nantes,2-2,0-1,AS Saint-Étienne
4,Sun Sep 20 2020,21:00,Olympique Marseille,1-1,0-0,Lille OSC
5,Fri Sep 25 2020,21:00,Lille OSC,2-0,1-0,FC Nantes
5,Sat Sep 26 2020,21:00,Olympique Marseille,1-1,0-0,FC Metz
5,Sat Sep 26 2020,17:00,AS Saint-Étienne,0-3,0-1,Stade Rennais
5,Sun Sep 27 2020,13:00,Girondins Bordeaux,0-0,0-0,OGC Nice
5,Sun Sep 27 2020,15:00,Angers SCO,3-2,1-2,Stade Brestois
5,Sun Sep 27 2020,15:00,Dijon FCO,2-2,1-0,Montpellier HSC
5,Sun Sep 27 2020,15:00,AS Monaco,3-2,2-0,RC Strasbourg
5,Sun Sep 27 2020,15:00,Nîmes Olympique,1-1,0-1,RC Lens
5,Sun Sep 27 2020,17:00,FC Lorient,1-1,0-0,Olympique Lyon
5,Sun Sep 27 2020,21:00,Stade Reims,0-2,0-1,Paris Saint-Germain
6,Fri Oct 2 2020,21:00,Paris Saint-Germain,6-1,2-0,Angers SCO
6,Sat Oct 3 2020,21:00,OGC Nice,2-1,1-1,FC Nantes
6,Sat Oct 3 2020,17:00,RC Lens,2-0,1-0,AS Saint-Étienne
6,Sun Oct 4 2020,13:00,Montpellier HSC,0-1,0-0,Nîmes Olympique
6,Sun Oct 4 2020,15:00,Girondins Bordeaux,3-0,2-0,Dijon FCO
6,Sun Oct 4 2020,15:00,Stade Brestois,1-0,1-0,AS Monaco
6,Sun Oct 4 2020,15:00,FC Metz,3-1,1-1,FC Lorient
6,Sun Oct 4 2020,15:00,RC Strasbourg,0-3,0-1,Lille OSC
6,Sun Oct 4 2020,17:00,Stade Rennais,2-2,2-1,Stade Reims
6,Sun Oct 4 2020,21:00,Olympique Lyon,1-1,1-1,Olympique Marseille
7,Fri Oct 16 2020,19:00,Dijon FCO,1-1,0-1,Stade Rennais
7,Fri Oct 16 2020,21:00,Nîmes Olympique,0-4,0-1,Paris Saint-Germain
7,Sat Oct 17 2020,21:00,Olympique Marseille,3-1,1-0,Girondins Bordeaux
7,Sat Oct 17 2020,17:00,Stade Reims,1-3,1-0,FC Lorient
7,Sun Oct 18 2020,13:00,RC Strasbourg,2-3,1-3,Olympique Lyon
7,Sun Oct 18 2020,15:00,Angers SCO,1-1,1-1,FC Metz
7,Sun Oct 18 2020,15:00,AS Monaco,1-1,0-0,Montpellier HSC
7,Sun Oct 18 2020,15:00,FC Nantes,3-1,2-0,Stade Brestois
7,Sun Oct 18 2020,17:00,AS Saint-Étienne,1-3,0-2,OGC Nice
7,Sun Oct 18 2020,21:00,Lille OSC,4-0,1-0,RC Lens
8,Fri Oct 23 2020,21:00,Stade Rennais,1-2,1-1,Angers SCO
8,Sat Oct 24 2020,17:00,FC Lorient,0-1,0-0,Olympique Marseille
8,Sat Oct 24 2020,21:00,Paris Saint-Germain,4-0,2-0,Dijon FCO
8,Sun Oct 25 2020,15:00,Girondins Bordeaux,2-0,0-0,Nîmes Olympique
8,Sun Oct 25 2020,15:00,Stade Brestois,0-3,0-2,RC Strasbourg
8,Sun Oct 25 2020,15:00,FC Metz,2-0,1-0,AS Saint-Étienne
8,Sun Oct 25 2020,15:00,Montpellier HSC,0-4,0-3,Stade Reims
8,Sun Oct 25 2020,17:00,OGC Nice,1-1,0-0,Lille OSC
8,Sun Oct 25 2020,21:00,Olympique Lyon,4-1,4-0,AS Monaco
9,Sat Oct 31 2020,17:00,Stade Rennais,2-1,0-0,Stade Brestois
9,Sat Oct 31 2020,21:00,FC Nantes,0-3,0-0,Paris Saint-Germain
9,Sun Nov 1 2020,21:00,Lille OSC,1-1,1-1,Olympique Lyon
9,Sun Nov 1 2020,13:00,AS Saint-Étienne,0-1,0-1,Montpellier HSC
9,Sun Nov 1 2020,15:00,Angers SCO,0-3,0-2,OGC Nice
9,Sun Nov 1 2020,15:00,Dijon FCO,0-0,0-0,FC Lorient
9,Sun Nov 1 2020,15:00,Nîmes Olympique,0-1,0-1,FC Metz
9,Sun Nov 1 2020,15:00,Stade Reims,2-1,2-1,RC Strasbourg
9,Sun Nov 1 2020,17:00,AS Monaco,4-0,3-0,Girondins Bordeaux
10,Fri Nov 6 2020,21:00,RC Strasbourg,0-1,0-0,Olympique Marseille
10,Sat Nov 7 2020,17:00,Girondins Bordeaux,0-2,0-0,Montpellier HSC
10,Sat Nov 7 2020,21:00,Paris Saint-Germain,3-0,2-0,Stade Rennais
10,Sun Nov 8 2020,17:00,OGC Nice,1-2,0-1,AS Monaco
10,Sun Nov 8 2020,21:00,Olympique Lyon,2-1,0-1,AS Saint-Étienne
10,Sun Nov 8 2020,13:00,Stade Brestois,3-2,3-1,Lille OSC
10,Sun Nov 8 2020,15:00,RC Lens,4-4,1-0,Stade Reims
10,Sun Nov 8 2020,15:00,FC Lorient,0-2,0-0,FC Nantes
10,Sun Nov 8 2020,15:00,FC Metz,1-1,1-1,Dijon FCO
10,Sun Nov 8 2020,15:00,Nîmes Olympique,1-5,0-2,Angers SCO
11,Fri Nov 20 2020,21:00,AS Monaco,3-2,0-2,Paris Saint-Germain
11,Fri Nov 20 2020,19:00,Stade Rennais,0-1,0-1,Girondins Bordeaux
11,Sat Nov 21 2020,17:00,Stade Brestois,4-1,4-1,AS Saint-Étienne
11,Sun Nov 22 2020,21:00,Lille OSC,4-0,1-0,FC Lorient
11,Sun Nov 22 2020,15:00,Montpellier HSC,4-3,3-3,RC Strasbourg
11,Sun Nov 22 2020,13:00,FC Nantes,1-1,1-1,FC Metz
11,Sun Nov 22 2020,15:00,Dijon FCO,0-1,0-1,RC Lens
11,Sun Nov 22 2020,17:00,Angers SCO,0-1,0-0,Olympique Lyon
11,Sun Nov 22 2020,15:00,Stade Reims,0-1,0-0,Nîmes Olympique
8,Wed Nov 25 2020,19:00,RC Lens,1-1,1-0,FC Nantes
12,Fri Nov 27 2020,21:00,RC Strasbourg,1-1,1-0,Stade Rennais
12,Sat Nov 28 2020,17:00,Olympique Marseille,3-1,2-0,FC Nantes
12,Sat Nov 28 2020,21:00,Paris Saint-Germain,2-2,2-1,Girondins Bordeaux
12,Sun Nov 29 2020,17:00,OGC Nice,1-3,0-2,Dijon FCO
12,Sun Nov 29 2020,21:00,AS Saint-Étienne,1-1,1-0,Lille OSC
12,Sun Nov 29 2020,13:00,Olympique Lyon,3-0,1-0,Stade Reims
12,Sun Nov 29 2020,15:00,RC Lens,1-3,1-1,Angers SCO
12,Sun Nov 29 2020,15:00,FC Lorient,0-1,0-0,Montpellier HSC
12,Sun Nov 29 2020,15:00,FC Metz,0-2,0-1,Stade Brestois
12,Sun Nov 29 2020,15:00,AS Monaco,3-0,1-0,Nîmes Olympique
13,Fri Dec 4 2020,21:00,Nîmes Olympique,0-2,0-0,Olympique Marseille
13,Sat Dec 5 2020,17:00,Stade Rennais,0-2,0-1,RC Lens
13,Sat Dec 5 2020,21:00,Montpellier HSC,1-3,1-1,Paris Saint-Germain
13,Sun Dec 6 2020,21:00,FC Metz,1-3,0-1,Olympique Lyon
13,Sun Dec 6 2020,15:00,Girondins Bordeaux,1-0,0-0,Stade Brestois
13,Sun Dec 6 2020,13:00,Lille OSC,2-1,0-0,AS Monaco
13,Sun Dec 6 2020,15:00,Angers SCO,2-0,1-0,FC Lorient
13,Sun Dec 6 2020,17:00,Stade Reims,0-0,0-0,OGC Nice
13,Sun Dec 6 2020,15:00,Dijon FCO,0-0,0-0,AS Saint-Étienne
13,Sun Dec 6 2020,15:00,FC Nantes,0-4,0-2,RC Strasbourg
