Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Sat Sep 12 2020,18:15,CEST/+0200,CD Leganés,1-0,0-0,UD Las Palmas,2020-09-12T16:15Z
1,Sat Sep 12 2020,18:15,CEST/+0200,Sporting Gijón,1-0,0-0,UD Logroñés,2020-09-12T16:15Z
1,Sat Sep 12 2020,21:00,CEST/+0200,Espanyol Barcelona,3-0,2-0,Albacete,2020-09-12T19:00Z
1,Sat Sep 12 2020,16:00,CEST/+0200,SD Ponferradina,1-2,1-1,CD Castellón,2020-09-12T14:00Z
1,Sun Sep 13 2020,12:00,CEST/+0200,Real Oviedo,0-0,0-0,FC Cartagena,2020-09-13T10:00Z
1,Sun Sep 13 2020,16:00,CEST/+0200,RCD Mallorca,0-1,0-0,Rayo Vallecano,2020-09-13T14:00Z
1,Sun Sep 13 2020,18:15,CEST/+0200,CD Mirandés,0-0,0-0,AD Alcorcón,2020-09-13T16:15Z
1,Sun Sep 13 2020,18:15,CEST/+0200,CF Fuenlabrada,2-0,0-0,CD Lugo,2020-09-13T16:15Z
1,Sun Sep 13 2020,21:00,CEST/+0200,CD Tenerife,2-0,1-0,Málaga CF,2020-09-13T19:00Z
2,Sat Sep 19 2020,21:00,CEST/+0200,Rayo Vallecano,2-1,0-1,CE Sabadell,2020-09-19T19:00Z
2,Sat Sep 19 2020,18:15,CEST/+0200,CD Castellón,0-1,0-1,Málaga CF,2020-09-19T16:15Z
2,Sat Sep 19 2020,16:00,CEST/+0200,CD Mirandés,1-1,0-0,Real Oviedo,2020-09-19T14:00Z
2,Sat Sep 19 2020,18:15,CEST/+0200,AD Alcorcón,2-0,0-0,CD Tenerife,2020-09-19T16:15Z
2,Sun Sep 20 2020,18:15,CEST/+0200,FC Cartagena,0-1,0-0,Sporting Gijón,2020-09-20T16:15Z
2,Sun Sep 20 2020,12:00,CEST/+0200,CD Lugo,2-1,0-1,CD Leganés,2020-09-20T10:00Z
2,Sun Sep 20 2020,16:00,CEST/+0200,Espanyol Barcelona,0-0,0-0,RCD Mallorca,2020-09-20T14:00Z
2,Sun Sep 20 2020,18:15,CEST/+0200,Albacete,0-2,0-1,SD Ponferradina,2020-09-20T16:15Z
2,Sun Sep 20 2020,20:30,CEST/+0200,UD Las Palmas,3-3,1-0,CF Fuenlabrada,2020-09-20T18:30Z
3,Sat Sep 26 2020,18:15,CEST/+0200,Sporting Gijón,2-0,0-0,Girona FC,2020-09-26T16:15Z
3,Sat Sep 26 2020,20:30,CEST/+0200,CF Fuenlabrada,1-0,0-0,Albacete,2020-09-26T18:30Z
3,Sat Sep 26 2020,18:15,CEST/+0200,Málaga CF,1-0,1-0,AD Alcorcón,2020-09-26T16:15Z
3,Sat Sep 26 2020,16:00,CEST/+0200,Real Zaragoza,2-2,1-1,UD Las Palmas,2020-09-26T14:00Z
3,Sat Sep 26 2020,18:15,CEST/+0200,UD Logroñés,1-1,0-0,CD Castellón,2020-09-26T16:15Z
3,Sun Sep 27 2020,20:30,CEST/+0200,CD Leganés,3-1,3-0,FC Cartagena,2020-09-27T18:30Z
3,Sun Sep 27 2020,18:15,CEST/+0200,Real Oviedo,0-2,0-0,Espanyol Barcelona,2020-09-27T16:15Z
3,Sun Sep 27 2020,18:15,CEST/+0200,CD Tenerife,1-2,1-1,CD Mirandés,2020-09-27T16:15Z
3,Sun Sep 27 2020,18:15,CEST/+0200,SD Ponferradina,3-0,3-0,Rayo Vallecano,2020-09-27T16:15Z
3,Sun Sep 27 2020,12:00,CEST/+0200,CD Lugo,0-2,0-2,UD Almería,2020-09-27T10:00Z
3,Sun Sep 27 2020,16:00,CEST/+0200,RCD Mallorca,1-0,0-0,CE Sabadell,2020-09-27T14:00Z
4,Sat Oct 3 2020,21:00,CEST/+0200,Rayo Vallecano,4-0,2-0,Málaga CF,2020-10-03T19:00Z
4,Sat Oct 3 2020,18:15,CEST/+0200,RCD Mallorca,2-0,1-0,CD Tenerife,2020-10-03T16:15Z
4,Sat Oct 3 2020,18:15,CEST/+0200,Albacete,1-1,0-1,Real Oviedo,2020-10-03T16:15Z
4,Sat Oct 3 2020,16:00,CEST/+0200,CD Mirandés,0-1,0-0,SD Ponferradina,2020-10-03T14:00Z
4,Sat Oct 3 2020,16:00,CEST/+0200,AD Alcorcón,0-3,0-0,Real Zaragoza,2020-10-03T14:00Z
4,Sat Oct 3 2020,20:30,CEST/+0200,UD Las Palmas,2-1,0-0,UD Logroñés,2020-10-03T18:30Z
4,Sun Oct 4 2020,20:30,CEST/+0200,FC Cartagena,2-1,1-0,CD Lugo,2020-10-04T18:30Z
4,Sun Oct 4 2020,18:15,CEST/+0200,CD Castellón,2-0,1-0,CD Leganés,2020-10-04T16:15Z
4,Sun Oct 4 2020,16:00,CEST/+0200,CE Sabadell,0-1,0-0,Espanyol Barcelona,2020-10-04T14:00Z
4,Sun Oct 4 2020,18:15,CEST/+0200,UD Almería,0-1,0-0,Sporting Gijón,2020-10-04T16:15Z
4,Sun Oct 4 2020,12:00,CEST/+0200,Girona FC,0-1,0-1,CF Fuenlabrada,2020-10-04T10:00Z
