Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Sep 18 2020,18:30,CEST/+0200,Jahn Regensburg,1-1,0-1,1. FC Nürnberg,2020-09-18T16:30Z
1,Fri Sep 18 2020,18:30,CEST/+0200,Hamburger SV,2-1,1-0,Fortuna Düsseldorf,2020-09-18T16:30Z
1,Sat Sep 19 2020,13:00,CEST/+0200,SV Sandhausen,3-2,2-1,SV Darmstadt 98,2020-09-19T11:00Z
1,Sat Sep 19 2020,13:00,CEST/+0200,Würzburger Kickers,0-3,0-0,Erzgebirge Aue,2020-09-19T11:00Z
1,Sat Sep 19 2020,13:00,CEST/+0200,Hannover 96,2-0,1-0,Karlsruher SC,2020-09-19T11:00Z
1,Sun Sep 20 2020,13:30,CEST/+0200,Holstein Kiel,1-0,0-0,SC Paderborn 07,2020-09-20T11:30Z
1,Sun Sep 20 2020,13:30,CEST/+0200,SpVgg Greuther Fürth,1-1,1-1,VfL Osnabrück,2020-09-20T11:30Z
1,Sun Sep 20 2020,13:30,CEST/+0200,1. FC Heidenheim 1846,2-0,1-0,Eintracht Braunschweig,2020-09-20T11:30Z
1,Mon Sep 21 2020,20:30,CEST/+0200,VfL Bochum,2-2,1-0,FC St. Pauli,2020-09-21T18:30Z
2,Fri Sep 25 2020,18:30,CEST/+0200,VfL Osnabrück,2-1,1-0,Hannover 96,2020-09-25T16:30Z
2,Fri Sep 25 2020,18:30,CEST/+0200,Erzgebirge Aue,1-1,1-1,SpVgg Greuther Fürth,2020-09-25T16:30Z
2,Sat Sep 26 2020,13:00,CEST/+0200,SV Darmstadt 98,0-0,0-0,Jahn Regensburg,2020-09-26T11:00Z
2,Sat Sep 26 2020,13:00,CEST/+0200,Eintracht Braunschweig,0-0,0-0,Holstein Kiel,2020-09-26T11:00Z
2,Sat Sep 26 2020,13:00,CEST/+0200,Fortuna Düsseldorf,1-0,0-0,Würzburger Kickers,2020-09-26T11:00Z
2,Sun Sep 27 2020,13:30,CEST/+0200,Karlsruher SC,0-1,0-1,VfL Bochum,2020-09-27T11:30Z
2,Sun Sep 27 2020,13:30,CEST/+0200,1. FC Nürnberg,1-0,0-0,SV Sandhausen,2020-09-27T11:30Z
2,Sun Sep 27 2020,13:30,CEST/+0200,FC St. Pauli,4-2,2-0,1. FC Heidenheim 1846,2020-09-27T11:30Z
2,Mon Sep 28 2020,20:30,CEST/+0200,SC Paderborn 07,3-4,3-2,Hamburger SV,2020-09-28T18:30Z
3,Fri Oct 2 2020,18:30,CEST/+0200,SV Sandhausen,1-0,1-0,FC St. Pauli,2020-10-02T16:30Z
3,Fri Oct 2 2020,18:30,CEST/+0200,VfL Bochum,0-0,0-0,VfL Osnabrück,2020-10-02T16:30Z
3,Sat Oct 3 2020,13:00,CEST/+0200,Hannover 96,4-1,0-0,Eintracht Braunschweig,2020-10-03T11:00Z
3,Sat Oct 3 2020,13:00,CEST/+0200,Jahn Regensburg,1-0,1-0,Karlsruher SC,2020-10-03T11:00Z
3,Sat Oct 3 2020,13:00,CEST/+0200,1. FC Heidenheim 1846,0-0,0-0,SC Paderborn 07,2020-10-03T11:00Z
