Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
28,Sun Sep 25 2005,18:10,-0300,Palmeiras,3-1,1-0,Goiás GO,,2005-09-25T21:10Z
28,Sun Sep 25 2005,16:00,-0300,Ponte Preta,2-3,2-1,Cruzeiro,,2005-09-25T19:00Z
28,Sun Sep 25 2005,16:00,-0300,Coritiba PR,2-0,0-0,Vasco da Gama RJ,,2005-09-25T19:00Z
29,Sat Oct 1 2005,17:00,-0300,Paysandu PA,3-1,2-1,Figueirense SC,,2005-10-01T20:00Z
29,Sat Oct 1 2005,16:00,-0300,Paraná Clube,3-2,1-1,Coritiba PR,,2005-10-01T19:00Z
29,Sat Oct 1 2005,16:00,-0300,Goiás GO,4-1,1-0,Ponte Preta,,2005-10-01T19:00Z
29,Sat Oct 1 2005,16:00,-0300,Cruzeiro,2-0,0-0,Juventude RS,,2005-10-01T19:00Z
29,Sat Oct 1 2005,18:10,-0300,Santos FC,0-0,0-0,Fortaleza CE,,2005-10-01T21:10Z
29,Sat Oct 1 2005,18:10,-0300,São Caetano SP,3-1,2-0,Atlético Mineiro,,2005-10-01T21:10Z
29,Sun Oct 2 2005,16:00,-0300,Vasco da Gama RJ,0-0,0-0,Palmeiras,,2005-10-02T19:00Z
29,Sun Oct 2 2005,16:00,-0300,Internacional,2-2,2-0,Fluminense RJ,,2005-10-02T19:00Z
29,Sun Oct 2 2005,16:00,-0300,Corinthians SP,3-2,3-2,Brasiliense DF,,2005-10-02T19:00Z
29,Sun Oct 2 2005,18:10,-0300,Athletico Paranaense,2-0,2-0,Flamengo RJ,,2005-10-02T21:10Z
29,Sun Oct 2 2005,18:10,-0300,Botafogo RJ,1-1,0-1,São Paulo FC,,2005-10-02T21:10Z
30,Tue Oct 4 2005,20:30,-0300,Atlético Mineiro,0-1,0-1,Paraná Clube,,2005-10-04T23:30Z
30,Tue Oct 4 2005,20:30,-0300,Coritiba PR,0-2,0-2,Goiás GO,,2005-10-04T23:30Z
30,Tue Oct 4 2005,20:30,-0300,Ponte Preta,3-2,1-1,Juventude RS,,2005-10-04T23:30Z
30,Tue Oct 4 2005,20:30,-0300,Santos FC,2-0,0-0,São Caetano SP,,2005-10-04T23:30Z
30,Wed Oct 5 2005,20:30,-0300,Fortaleza CE,1-4,0-3,Athletico Paranaense,,2005-10-05T23:30Z
30,Wed Oct 5 2005,21:50,-0300,Brasiliense DF,2-3,1-3,Flamengo RJ,,2005-10-06T00:50Z
30,Wed Oct 5 2005,21:50,-0300,Internacional,3-0,2-0,São Paulo FC,,2005-10-06T00:50Z
30,Wed Oct 5 2005,20:30,-0300,Vasco da Gama RJ,3-3,1-1,Cruzeiro,,2005-10-05T23:30Z
30,Wed Oct 5 2005,20:30,-0300,Palmeiras,5-3,1-1,Paysandu PA,,2005-10-05T23:30Z
30,Wed Oct 5 2005,19:30,-0300,Figueirense SC,1-0,1-0,Botafogo RJ,,2005-10-05T22:30Z
30,Wed Oct 5 2005,21:50,-0300,Fluminense RJ,0-2,0-0,Corinthians SP,,2005-10-06T00:50Z
31,Sat Oct 8 2005,18:10,-0300,Juventude RS,3-1,0-0,Santos FC,,2005-10-08T21:10Z
31,Sat Oct 8 2005,16:00,-0300,Botafogo RJ,1-2,0-1,Palmeiras,,2005-10-08T19:00Z
31,Sat Oct 8 2005,18:10,-0300,Goiás GO,4-3,3-2,Vasco da Gama RJ,,2005-10-08T21:10Z
31,Sat Oct 8 2005,16:00,-0300,Corinthians SP,3-0,1-0,Fortaleza CE,,2005-10-08T19:00Z
31,Sat Oct 8 2005,18:10,-0300,Cruzeiro,4-0,3-0,Figueirense SC,,2005-10-08T21:10Z
31,Sat Oct 8 2005,16:00,-0300,Paraná Clube,6-1,1-0,Fluminense RJ,,2005-10-08T19:00Z
31,Tue Oct 11 2005,20:30,-0300,Flamengo RJ,1-2,0-1,Atlético Mineiro,,2005-10-11T23:30Z
31,Tue Oct 11 2005,20:30,-0300,Athletico Paranaense,4-0,2-0,Brasiliense DF,,2005-10-11T23:30Z
31,Tue Oct 11 2005,20:30,-0300,São Caetano SP,1-1,0-0,Internacional,,2005-10-11T23:30Z
31,Tue Oct 11 2005,20:30,-0300,Paysandu PA,2-1,0-0,Coritiba PR,,2005-10-11T23:30Z
31,Tue Oct 11 2005,20:30,-0300,São Paulo FC,3-2,2-1,Ponte Preta,,2005-10-11T23:30Z
19,Wed Oct 12 2005,16:00,-0300,Cruzeiro,2-2,1-1,Botafogo RJ,,2005-10-12T19:00Z
18,Wed Oct 12 2005,16:00,-0300,Vasco da Gama RJ,3-3,0-1,Figueirense SC,,2005-10-12T19:00Z
20,Wed Oct 12 2005,16:00,-0300,Juventude RS,3-4,2-0,Fluminense RJ,,2005-10-12T19:00Z
16,Thu Oct 13 2005,20:30,-0300,Santos FC,2-3,1-1,Corinthians SP,,2005-10-13T23:30Z
32,Sat Oct 15 2005,16:00,-0300,Brasiliense DF,1-0,0-0,Juventude RS,,2005-10-15T19:00Z
32,Sat Oct 15 2005,16:00,-0300,Fortaleza CE,1-2,0-0,Paysandu PA,,2005-10-15T19:00Z
32,Sat Oct 15 2005,18:10,-0300,Coritiba PR,1-2,1-1,Athletico Paranaense,,2005-10-15T21:10Z
32,Sat Oct 15 2005,16:00,-0300,Fluminense RJ,3-2,1-1,Botafogo RJ,,2005-10-15T19:00Z
32,Sat Oct 15 2005,18:10,-0300,Figueirense SC,2-0,2-0,Paraná Clube,,2005-10-15T21:10Z
32,Sun Oct 16 2005,16:00,-0200,Flamengo RJ,1-6,1-3,São Paulo FC,,2005-10-16T18:00Z
32,Sun Oct 16 2005,16:00,-0200,Palmeiras,1-1,1-1,Corinthians SP,,2005-10-16T18:00Z
32,Sun Oct 16 2005,16:00,-0200,Atlético Mineiro,0-1,0-1,Cruzeiro,,2005-10-16T18:00Z
32,Sun Oct 16 2005,16:00,-0200,Internacional,3-1,1-0,Vasco da Gama RJ,,2005-10-16T18:00Z
32,Sun Oct 16 2005,18:10,-0200,Ponte Preta,1-2,0-1,São Caetano SP,,2005-10-16T20:10Z
32,Sun Oct 16 2005,18:10,-0200,Santos FC,1-1,1-1,Goiás GO,,2005-10-16T20:10Z
10,Wed Oct 19 2005,21:50,-0200,Ponte Preta,2-0,1-0,São Paulo FC,,2005-10-19T23:50Z
14,Wed Oct 19 2005,20:30,-0200,Juventude RS,2-2,0-2,Figueirense SC,,2005-10-19T22:30Z
3,Wed Oct 19 2005,20:30,-0200,Vasco da Gama RJ,1-0,0-0,Botafogo RJ,,2005-10-19T22:30Z
12,Wed Oct 19 2005,21:50,-0200,Paysandu PA,4-1,0-1,Cruzeiro,,2005-10-19T23:50Z
33,Fri Oct 21 2005,20:30,-0200,São Caetano SP,2-2,2-1,Fluminense RJ,,2005-10-21T22:30Z
33,Fri Oct 21 2005,20:30,-0200,Brasiliense DF,1-2,0-0,Goiás GO,,2005-10-21T22:30Z
33,Sat Oct 22 2005,18:10,-0200,Cruzeiro,4-3,1-2,Paysandu PA,,2005-10-22T20:10Z
33,Sat Oct 22 2005,20:30,-0200,Botafogo RJ,2-0,1-0,Coritiba PR,,2005-10-22T22:30Z
33,Sat Oct 22 2005,18:10,-0200,Figueirense SC,4-0,1-0,Ponte Preta,,2005-10-22T20:10Z
33,Sat Oct 22 2005,16:00,-0200,Corinthians SP,1-0,1-0,Paraná Clube,,2005-10-22T18:00Z
33,Sat Oct 22 2005,16:00,-0200,Vasco da Gama RJ,2-1,2-0,Flamengo RJ,,2005-10-22T18:00Z
33,Sat Oct 22 2005,16:00,-0200,Athletico Paranaense,2-0,2-0,Atlético Mineiro,,2005-10-22T18:00Z
33,Sat Oct 22 2005,16:00,-0200,Fortaleza CE,1-1,0-1,Palmeiras,,2005-10-22T18:00Z
33,Sat Oct 22 2005,18:10,-0200,Juventude RS,2-1,0-1,Internacional,,2005-10-22T20:10Z
33,Sat Oct 22 2005,20:30,-0200,São Paulo FC,1-2,0-0,Santos FC,,2005-10-22T22:30Z
24,Mon Oct 24 2005,20:30,-0200,São Paulo FC,1-1,0-1,Corinthians SP,,2005-10-24T22:30Z
25,Mon Oct 24 2005,20:30,-0200,Fluminense RJ,1-1,0-1,Brasiliense DF,,2005-10-24T22:30Z
34,Tue Oct 25 2005,20:30,-0200,Goiás GO,0-1,0-0,Internacional,,2005-10-25T22:30Z
34,Tue Oct 25 2005,20:30,-0200,Coritiba PR,0-3,0-2,Cruzeiro,,2005-10-25T22:30Z
34,Wed Oct 26 2005,20:30,-0200,Palmeiras,2-2,1-1,Figueirense SC,,2005-10-26T22:30Z
34,Wed Oct 26 2005,20:30,-0200,Atlético Mineiro,2-3,0-0,Fortaleza CE,,2005-10-26T22:30Z
34,Wed Oct 26 2005,21:45,-0200,Juventude RS,2-2,2-0,Flamengo RJ,,2005-10-26T23:45Z
34,Wed Oct 26 2005,21:45,-0200,Vasco da Gama RJ,1-3,1-3,Santos FC,,2005-10-26T23:45Z
34,Thu Oct 27 2005,20:30,-0200,São Paulo FC,1-2,1-0,Brasiliense DF,,2005-10-27T22:30Z
34,Thu Oct 27 2005,20:30,-0200,Fluminense RJ,4-1,1-1,Athletico Paranaense,,2005-10-27T22:30Z
34,Thu Oct 27 2005,20:30,-0200,Ponte Preta,0-1,0-0,Botafogo RJ,,2005-10-27T22:30Z
34,Thu Oct 27 2005,20:30,-0200,Paysandu PA,0-2,0-1,Corinthians SP,,2005-10-27T22:30Z
21,Fri Oct 28 2005,20:30,-0200,Internacional,3-2,2-0,Coritiba PR,,2005-10-28T22:30Z
34,Fri Oct 28 2005,16:00,-0200,Paraná Clube,1-3,0-3,São Caetano SP,,2005-10-28T18:00Z
35,Sat Oct 29 2005,17:00,-0200,Fortaleza CE,1-1,0-0,Goiás GO,,2005-10-29T19:00Z
35,Sat Oct 29 2005,16:00,-0200,Figueirense SC,4-3,1-1,Juventude RS,,2005-10-29T18:00Z
35,Sun Oct 30 2005,16:00,-0200,Athletico Paranaense,2-1,1-0,Paraná Clube,,2005-10-30T18:00Z
35,Sun Oct 30 2005,16:00,-0200,Corinthians SP,1-1,0-1,Vasco da Gama RJ,,2005-10-30T18:00Z
35,Sun Oct 30 2005,16:00,-0200,Santos FC,1-2,1-1,Cruzeiro,,2005-10-30T18:00Z
35,Sun Oct 30 2005,16:00,-0200,Atlético Mineiro,1-3,1-0,Palmeiras,,2005-10-30T18:00Z
35,Sun Oct 30 2005,18:10,-0200,São Caetano SP,0-1,0-0,São Paulo FC,,2005-10-30T20:10Z
35,Sun Oct 30 2005,18:10,-0200,Fluminense RJ,4-3,1-2,Ponte Preta,,2005-10-30T20:10Z
35,Sun Oct 30 2005,18:10,-0200,Brasiliense DF,0-0,0-0,Botafogo RJ,,2005-10-30T20:10Z
35,Mon Oct 31 2005,20:30,-0200,Flamengo RJ,2-1,1-1,Coritiba PR,,2005-10-31T22:30Z
35,Mon Oct 31 2005,20:30,-0200,Internacional,1-0,1-0,Paysandu PA,,2005-10-31T22:30Z
36,Wed Nov 2 2005,20:30,-0200,Juventude RS,2-0,1-0,Fortaleza CE,,2005-11-02T22:30Z
36,Wed Nov 2 2005,20:30,-0200,São Paulo FC,2-2,1-2,Atlético Mineiro,,2005-11-02T22:30Z
36,Wed Nov 2 2005,21:45,-0200,Ponte Preta,2-1,0-1,Santos FC,,2005-11-02T23:45Z
36,Wed Nov 2 2005,21:45,-0200,Goiás GO,1-2,0-1,Fluminense RJ,,2005-11-02T23:45Z
36,Wed Nov 2 2005,21:45,-0200,Cruzeiro,2-1,1-0,Corinthians SP,,2005-11-02T23:45Z
36,Thu Nov 3 2005,20:30,-0200,Paraná Clube,3-1,1-0,Internacional,,2005-11-03T22:30Z
36,Thu Nov 3 2005,20:30,-0200,Botafogo RJ,1-0,1-0,São Caetano SP,,2005-11-03T22:30Z
36,Thu Nov 3 2005,20:30,-0200,Palmeiras,0-1,0-1,Flamengo RJ,,2005-11-03T22:30Z
36,Thu Nov 3 2005,20:30,-0200,Vasco da Gama RJ,2-1,1-0,Athletico Paranaense,,2005-11-03T22:30Z
36,Thu Nov 3 2005,21:30,-0200,Paysandu PA,2-1,0-0,Brasiliense DF,,2005-11-03T23:30Z
36,Thu Nov 3 2005,19:30,-0200,Coritiba PR,4-1,2-0,Figueirense SC,,2005-11-03T21:30Z
37,Sat Nov 5 2005,16:00,-0200,São Paulo FC,3-1,2-0,Juventude RS,,2005-11-05T18:00Z
37,Sat Nov 5 2005,18:10,-0200,Fortaleza CE,3-1,2-0,Cruzeiro,,2005-11-05T20:10Z
37,Sun Nov 6 2005,16:00,-0200,Corinthians SP,7-1,3-1,Santos FC,,2005-11-06T18:00Z
37,Sun Nov 6 2005,16:00,-0200,Internacional,2-1,1-0,Ponte Preta,,2005-11-06T18:00Z
37,Sun Nov 6 2005,16:00,-0200,Paraná Clube,2-0,0-0,Paysandu PA,,2005-11-06T18:00Z
37,Sun Nov 6 2005,16:00,-0200,São Caetano SP,1-2,1-1,Vasco da Gama RJ,,2005-11-06T18:00Z
37,Sun Nov 6 2005,16:00,-0200,Flamengo RJ,3-1,0-1,Botafogo RJ,,2005-11-06T18:00Z
37,Sun Nov 6 2005,18:10,-0200,Fluminense RJ,2-0,1-0,Figueirense SC,,2005-11-06T20:10Z
37,Sun Nov 6 2005,18:10,-0200,Brasiliense DF,1-1,1-1,Coritiba PR,,2005-11-06T20:10Z
37,Sun Nov 6 2005,18:10,-0200,Athletico Paranaense,4-0,2-0,Palmeiras,,2005-11-06T20:10Z
37,Sun Nov 6 2005,18:10,-0200,Atlético Mineiro,1-2,1-1,Goiás GO,,2005-11-06T20:10Z
38,Sat Nov 12 2005,18:10,-0200,Palmeiras,2-1,0-0,São Paulo FC,,2005-11-12T20:10Z
38,Sat Nov 12 2005,18:10,-0200,Botafogo RJ,2-0,1-0,Paraná Clube,,2005-11-12T20:10Z
38,Sat Nov 12 2005,18:10,-0200,Figueirense SC,1-0,1-0,Fortaleza CE,,2005-11-12T20:10Z
38,Sat Nov 12 2005,18:10,-0200,Paysandu PA,0-2,0-0,Atlético Mineiro,,2005-11-12T20:10Z
38,Sun Nov 13 2005,16:00,-0200,Goiás GO,4-2,3-2,Athletico Paranaense,,2005-11-13T18:00Z
38,Sun Nov 13 2005,16:00,-0200,Coritiba PR,0-1,0-1,Corinthians SP,,2005-11-13T18:00Z
38,Sun Nov 13 2005,18:10,-0200,Santos FC,0-4,0-2,Internacional,,2005-11-13T20:10Z
38,Sun Nov 13 2005,18:10,-0200,Juventude RS,3-1,2-0,São Caetano SP,,2005-11-13T20:10Z
38,Sun Nov 13 2005,18:10,-0200,Vasco da Gama RJ,2-0,1-0,Fluminense RJ,,2005-11-13T20:10Z
38,Sun Nov 13 2005,18:10,-0200,Cruzeiro,1-0,1-0,Brasiliense DF,,2005-11-13T20:10Z
38,Sun Nov 13 2005,16:00,-0200,Ponte Preta,2-2,1-1,Flamengo RJ,,2005-11-13T18:00Z
39,Wed Nov 16 2005,19:30,-0200,Palmeiras,3-2,0-0,Juventude RS,,2005-11-16T21:30Z
39,Wed Nov 16 2005,19:30,-0200,Flamengo RJ,3-0,3-0,Fortaleza CE,,2005-11-16T21:30Z
39,Wed Nov 16 2005,20:30,-0200,Goiás GO,3-0,2-0,São Paulo FC,,2005-11-16T22:30Z
39,Wed Nov 16 2005,20:30,-0200,Internacional,1-0,0-0,Brasiliense DF,,2005-11-16T22:30Z
39,Wed Nov 16 2005,21:45,-0200,Santos FC,0-0,0-0,Paraná Clube,,2005-11-16T23:45Z
39,Wed Nov 16 2005,21:45,-0200,Figueirense SC,5-1,1-1,Vasco da Gama RJ,,2005-11-16T23:45Z
39,Wed Nov 16 2005,21:45,-0200,São Caetano SP,1-0,1-0,Corinthians SP,,2005-11-16T23:45Z
39,Thu Nov 17 2005,20:30,-0200,Cruzeiro,1-2,1-1,Athletico Paranaense,,2005-11-17T22:30Z
39,Thu Nov 17 2005,20:30,-0200,Fluminense RJ,0-2,0-0,Atlético Mineiro,,2005-11-17T22:30Z
39,Thu Nov 17 2005,21:30,-0200,Paysandu PA,2-0,1-0,Botafogo RJ,,2005-11-17T23:30Z
39,Thu Nov 17 2005,20:30,-0200,Coritiba PR,2-1,1-0,Ponte Preta,,2005-11-17T22:30Z
40,Sat Nov 19 2005,16:00,-0200,Juventude RS,2-1,1-1,Goiás GO,,2005-11-19T18:00Z
40,Sat Nov 19 2005,18:10,-0200,Brasiliense DF,1-0,1-0,Santos FC,,2005-11-19T20:10Z
40,Sat Nov 19 2005,16:00,-0200,São Paulo FC,4-2,2-2,Figueirense SC,,2005-11-19T18:00Z
40,Sun Nov 20 2005,16:00,-0200,Corinthians SP,1-1,1-0,Internacional,,2005-11-20T18:00Z
40,Sun Nov 20 2005,16:00,-0200,Athletico Paranaense,2-2,0-0,São Caetano SP,,2005-11-20T18:00Z
40,Sun Nov 20 2005,16:00,-0200,Vasco da Gama RJ,4-0,0-0,Paysandu PA,,2005-11-20T18:00Z
40,Sun Nov 20 2005,16:00,-0200,Paraná Clube,0-1,0-0,Flamengo RJ,,2005-11-20T18:00Z
40,Sun Nov 20 2005,16:00,-0200,Atlético Mineiro,1-0,1-0,Coritiba PR,,2005-11-20T18:00Z
40,Sun Nov 20 2005,18:10,-0200,Fortaleza CE,5-1,3-0,Fluminense RJ,,2005-11-20T20:10Z
40,Sun Nov 20 2005,18:10,-0200,Botafogo RJ,2-1,1-1,Cruzeiro,,2005-11-20T20:10Z
40,Sun Nov 20 2005,18:10,-0200,Ponte Preta,2-6,1-1,Palmeiras,,2005-11-20T20:10Z
41,Sun Nov 27 2005,16:00,-0200,Fortaleza CE,1-0,0-0,São Paulo FC,,2005-11-27T18:00Z
41,Sun Nov 27 2005,16:00,-0200,Fluminense RJ,1-2,1-0,Juventude RS,,2005-11-27T18:00Z
41,Sun Nov 27 2005,16:00,-0200,Brasiliense DF,0-2,0-1,Figueirense SC,,2005-11-27T18:00Z
41,Sun Nov 27 2005,16:00,-0200,Corinthians SP,3-1,1-1,Ponte Preta,,2005-11-27T18:00Z
41,Sun Nov 27 2005,16:00,-0200,Athletico Paranaense,3-2,0-0,Paysandu PA,,2005-11-27T18:00Z
41,Sun Nov 27 2005,16:00,-0200,Atlético Mineiro,0-0,0-0,Vasco da Gama RJ,,2005-11-27T18:00Z
41,Sun Nov 27 2005,16:00,-0200,São Caetano SP,1-1,0-0,Coritiba PR,,2005-11-27T18:00Z
41,Sun Nov 27 2005,16:00,-0200,Santos FC,2-1,1-0,Botafogo RJ,,2005-11-27T18:00Z
41,Sun Nov 27 2005,16:00,-0200,Paraná Clube,2-0,1-0,Cruzeiro,,2005-11-27T18:00Z
41,Sun Nov 27 2005,16:00,-0200,Internacional,2-1,1-1,Palmeiras,,2005-11-27T18:00Z
41,Sun Nov 27 2005,16:00,-0200,Flamengo RJ,0-0,0-0,Goiás GO,,2005-11-27T18:00Z
42,Sun Dec 4 2005,16:00,-0200,Figueirense SC,3-1,1-0,Santos FC,,2005-12-04T18:00Z
42,Sun Dec 4 2005,16:00,-0200,Coritiba PR,1-0,1-0,Internacional,,2005-12-04T18:00Z
42,Sun Dec 4 2005,16:00,-0200,Vasco da Gama RJ,3-1,2-0,Paraná Clube,,2005-12-04T18:00Z
42,Sun Dec 4 2005,16:00,-0200,Cruzeiro,1-3,0-1,São Caetano SP,,2005-12-04T18:00Z
42,Sun Dec 4 2005,16:00,-0200,Botafogo RJ,2-0,1-0,Fortaleza CE,,2005-12-04T18:00Z
42,Sun Dec 4 2005,16:00,-0200,Paysandu PA,1-4,1-1,Flamengo RJ,,2005-12-04T18:00Z
42,Sun Dec 4 2005,16:00,-0200,São Paulo FC,3-1,3-0,Athletico Paranaense,,2005-12-04T18:00Z
42,Sun Dec 4 2005,16:00,-0200,Palmeiras,3-2,0-1,Fluminense RJ,,2005-12-04T18:00Z
42,Sun Dec 4 2005,16:00,-0200,Juventude RS,1-3,1-0,Atlético Mineiro,,2005-12-04T18:00Z
42,Sun Dec 4 2005,16:00,-0200,Goiás GO,3-2,1-0,Corinthians SP,,2005-12-04T18:00Z
42,Sun Dec 4 2005,16:00,-0200,Ponte Preta,3-1,2-0,Brasiliense DF,,2005-12-04T18:00Z
