Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Aug 13 2021,21:00,CEST/+0200,Valencia CF,1-0,1-0,Getafe CF,2021-08-13T19:00Z
1,Sat Aug 14 2021,19:30,CEST/+0200,RCD Mallorca,1-1,1-0,Real Betis,2021-08-14T17:30Z
1,Sat Aug 14 2021,22:00,CEST/+0200,CA Osasuna,0-0,0-0,Espanyol Barcelona,2021-08-14T20:00Z
1,Sat Aug 14 2021,22:00,CEST/+0200,CD Alavés,1-4,0-0,Real Madrid,2021-08-14T20:00Z
1,Sat Aug 14 2021,19:30,CEST/+0200,Cádiz CF,1-1,0-1,Levante UD,2021-08-14T17:30Z
1,Sun Aug 15 2021,17:30,CEST/+0200,RC Celta,1-2,0-1,Atlético Madrid,2021-08-15T15:30Z
1,Sun Aug 15 2021,20:00,CEST/+0200,FC Barcelona,4-2,2-0,Real Sociedad,2021-08-15T18:00Z
1,Sun Aug 15 2021,22:15,CEST/+0200,Sevilla FC,3-0,1-0,Rayo Vallecano,2021-08-15T20:15Z
1,Mon Aug 16 2021,22:00,CEST/+0200,Elche CF,0-0,0-0,Athletic Bilbao,2021-08-16T20:00Z
1,Mon Aug 16 2021,20:00,CEST/+0200,Villarreal CF,0-0,0-0,Granada CF,2021-08-16T18:00Z
2,Fri Aug 20 2021,21:00,CEST/+0200,Real Betis,1-1,1-1,Cádiz CF,2021-08-20T19:00Z
2,Sat Aug 21 2021,17:00,CEST/+0200,CD Alavés,0-1,0-0,RCD Mallorca,2021-08-21T15:00Z
2,Sat Aug 21 2021,19:30,CEST/+0200,Espanyol Barcelona,0-0,0-0,Villarreal CF,2021-08-21T17:30Z
2,Sat Aug 21 2021,19:30,CEST/+0200,Granada CF,1-1,1-0,Valencia CF,2021-08-21T17:30Z
2,Sat Aug 21 2021,22:00,CEST/+0200,Athletic Bilbao,1-1,0-0,FC Barcelona,2021-08-21T20:00Z
2,Sun Aug 22 2021,19:30,CEST/+0200,Atlético Madrid,1-0,1-0,Elche CF,2021-08-22T17:30Z
2,Sun Aug 22 2021,22:00,CEST/+0200,Levante UD,3-3,0-1,Real Madrid,2021-08-22T20:00Z
2,Sun Aug 22 2021,17:00,CEST/+0200,Real Sociedad,1-0,0-0,Rayo Vallecano,2021-08-22T15:00Z
2,Mon Aug 23 2021,22:00,CEST/+0200,CA Osasuna,0-0,0-0,RC Celta,2021-08-23T20:00Z
2,Mon Aug 23 2021,20:00,CEST/+0200,Getafe CF,0-1,0-0,Sevilla FC,2021-08-23T18:00Z
3,Fri Aug 27 2021,22:15,CEST/+0200,Valencia CF,3-0,2-0,CD Alavés,2021-08-27T20:15Z
3,Fri Aug 27 2021,20:00,CEST/+0200,RCD Mallorca,1-0,1-0,Espanyol Barcelona,2021-08-27T18:00Z
3,Sat Aug 28 2021,17:00,CEST/+0200,RC Celta,0-1,0-1,Athletic Bilbao,2021-08-28T15:00Z
3,Sat Aug 28 2021,19:30,CEST/+0200,Elche CF,1-1,1-1,Sevilla FC,2021-08-28T17:30Z
3,Sat Aug 28 2021,19:30,CEST/+0200,Real Sociedad,1-0,1-0,Levante UD,2021-08-28T17:30Z
3,Sat Aug 28 2021,22:00,CEST/+0200,Real Betis,0-1,0-0,Real Madrid,2021-08-28T20:00Z
3,Sun Aug 29 2021,19:30,CEST/+0200,Cádiz CF,2-3,1-0,CA Osasuna,2021-08-29T17:30Z
3,Sun Aug 29 2021,19:30,CEST/+0200,Rayo Vallecano,4-0,3-0,Granada CF,2021-08-29T17:30Z
3,Sun Aug 29 2021,22:00,CEST/+0200,Atlético Madrid,2-2,0-0,Villarreal CF,2021-08-29T20:00Z
3,Sun Aug 29 2021,17:00,CEST/+0200,FC Barcelona,2-1,2-1,Getafe CF,2021-08-29T15:00Z
4,Sat Sep 11 2021,21:00,CEST/+0200,Athletic Bilbao,2-0,0-0,RCD Mallorca,2021-09-11T19:00Z
4,Sat Sep 11 2021,18:30,CEST/+0200,Levante UD,1-1,1-0,Rayo Vallecano,2021-09-11T16:30Z
4,Sun Sep 12 2021,14:00,CEST/+0200,Espanyol Barcelona,1-2,1-0,Atlético Madrid,2021-09-12T12:00Z
4,Sun Sep 12 2021,16:15,CEST/+0200,CA Osasuna,1-4,1-1,Valencia CF,2021-09-12T14:15Z
4,Sun Sep 12 2021,18:30,CEST/+0200,Cádiz CF,0-2,0-0,Real Sociedad,2021-09-12T16:30Z
4,Sun Sep 12 2021,21:00,CEST/+0200,Real Madrid,5-2,1-2,RC Celta,2021-09-12T19:00Z
