Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Jul 23 2021,20:30,CEST/+0200,FC Schalke 04,1-3,1-0,Hamburger SV,2021-07-23T18:30Z
1,Sat Jul 24 2021,13:30,CEST/+0200,SV Darmstadt 98,0-2,0-1,Jahn Regensburg,2021-07-24T11:30Z
1,Sat Jul 24 2021,13:30,CEST/+0200,1. FC Heidenheim 1846,0-0,0-0,SC Paderborn 07,2021-07-24T11:30Z
1,Sat Jul 24 2021,13:30,CEST/+0200,Dynamo Dresden,3-0,1-0,FC Ingolstadt 04,2021-07-24T11:30Z
1,Sat Jul 24 2021,13:30,CEST/+0200,Hansa Rostock,1-3,0-2,Karlsruher SC,2021-07-24T11:30Z
1,Sat Jul 24 2021,20:30,CEST/+0200,Werder Bremen,1-1,0-0,Hannover 96,2021-07-24T18:30Z
1,Sun Jul 25 2021,13:30,CEST/+0200,1. FC Nürnberg,0-0,0-0,Erzgebirge Aue,2021-07-25T11:30Z
1,Sun Jul 25 2021,13:30,CEST/+0200,SV Sandhausen,0-2,0-0,Fortuna Düsseldorf,2021-07-25T11:30Z
1,Sun Jul 25 2021,13:30,CEST/+0200,FC St. Pauli,3-0,1-0,Holstein Kiel,2021-07-25T11:30Z
2,Fri Jul 30 2021,18:30,CEST/+0200,Karlsruher SC,3-0,1-0,SV Darmstadt 98,2021-07-30T16:30Z
2,Fri Jul 30 2021,18:30,CEST/+0200,SC Paderborn 07,2-2,1-0,1. FC Nürnberg,2021-07-30T16:30Z
2,Sat Jul 31 2021,13:30,CEST/+0200,Jahn Regensburg,3-0,1-0,SV Sandhausen,2021-07-31T11:30Z
2,Sat Jul 31 2021,13:30,CEST/+0200,FC Ingolstadt 04,1-2,0-0,1. FC Heidenheim 1846,2021-07-31T11:30Z
2,Sat Jul 31 2021,20:30,CEST/+0200,Fortuna Düsseldorf,2-3,0-1,Werder Bremen,2021-07-31T18:30Z
2,Sat Jul 31 2021,13:30,CEST/+0200,Hannover 96,0-3,0-1,Hansa Rostock,2021-07-31T11:30Z
2,Sun Aug 1 2021,13:30,CEST/+0200,Hamburger SV,1-1,1-0,Dynamo Dresden,2021-08-01T11:30Z
2,Sun Aug 1 2021,13:30,CEST/+0200,Erzgebirge Aue,0-0,0-0,FC St. Pauli,2021-08-01T11:30Z
2,Sun Aug 1 2021,13:30,CEST/+0200,Holstein Kiel,0-3,0-2,FC Schalke 04,2021-08-01T11:30Z
3,Fri Aug 13 2021,18:30,CEST/+0200,FC Schalke 04,1-1,1-0,Erzgebirge Aue,2021-08-13T16:30Z
3,Fri Aug 13 2021,18:30,CEST/+0200,FC St. Pauli,3-2,1-1,Hamburger SV,2021-08-13T16:30Z
3,Sat Aug 14 2021,13:30,CEST/+0200,1. FC Nürnberg,2-0,0-0,Fortuna Düsseldorf,2021-08-14T11:30Z
3,Sat Aug 14 2021,13:30,CEST/+0200,SV Sandhausen,0-0,0-0,Karlsruher SC,2021-08-14T11:30Z
3,Sat Aug 14 2021,20:30,CEST/+0200,Dynamo Dresden,2-0,0-0,Hannover 96,2021-08-14T18:30Z
3,Sat Aug 14 2021,13:30,CEST/+0200,Holstein Kiel,0-3,0-2,Jahn Regensburg,2021-08-14T11:30Z
3,Sun Aug 15 2021,13:30,CEST/+0200,SV Darmstadt 98,6-1,4-0,FC Ingolstadt 04,2021-08-15T11:30Z
3,Sun Aug 15 2021,13:30,CEST/+0200,1. FC Heidenheim 1846,1-1,0-0,Hansa Rostock,2021-08-15T11:30Z
3,Sun Aug 15 2021,13:30,CEST/+0200,Werder Bremen,1-4,0-3,SC Paderborn 07,2021-08-15T11:30Z
