Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,7,Sun Sep 12 2021,14:30,CEST/+0200,LASK,0-2,0-0,Austria Wien,2021-09-12T12:30Z
,8,Sat Sep 18 2021,17:00,CEST/+0200,SV Ried,3-3,0-2,Wolfsberger AC,2021-09-18T15:00Z
,8,Sat Sep 18 2021,17:00,CEST/+0200,Austria Wien,0-0,0-0,SCR Altach,2021-09-18T15:00Z
,8,Sat Sep 18 2021,17:00,CEST/+0200,FC Admira Wacker,1-1,1-0,TSV Hartberg,2021-09-18T15:00Z
,8,Sun Sep 19 2021,14:30,CEST/+0200,Sturm Graz,5-0,2-0,WSG Tirol,2021-09-19T12:30Z
,8,Sun Sep 19 2021,17:00,CEST/+0200,RB Salzburg,2-0,0-0,Rapid Wien,2021-09-19T15:00Z
,8,Sun Sep 19 2021,14:30,CEST/+0200,SK Austria Klagenfurt,1-1,0-1,LASK,2021-09-19T12:30Z
,9,Sat Sep 25 2021,17:00,CEST/+0200,Wolfsberger AC,0-2,0-1,RB Salzburg,2021-09-25T15:00Z
,9,Sat Sep 25 2021,17:00,CEST/+0200,WSG Tirol,4-2,3-0,SV Ried,2021-09-25T15:00Z
,9,Sat Sep 25 2021,17:00,CEST/+0200,SCR Altach,0-4,0-1,SK Austria Klagenfurt,2021-09-25T15:00Z
,9,Sun Sep 26 2021,14:30,CEST/+0200,LASK,3-1,0-1,FC Admira Wacker,2021-09-26T12:30Z
,9,Sun Sep 26 2021,17:00,CEST/+0200,Rapid Wien,0-3,0-1,Sturm Graz,2021-09-26T15:00Z
,9,Sun Sep 26 2021,14:30,CEST/+0200,TSV Hartberg,3-4,2-3,Austria Wien,2021-09-26T12:30Z
,10,Sat Oct 2 2021,17:00,CEST/+0200,SV Ried,1-1,1-0,SK Austria Klagenfurt,2021-10-02T15:00Z
,10,Sat Oct 2 2021,17:00,CEST/+0200,Wolfsberger AC,1-0,1-0,Austria Wien,2021-10-02T15:00Z
,10,Sat Oct 2 2021,17:00,CEST/+0200,FC Admira Wacker,2-0,1-0,SCR Altach,2021-10-02T15:00Z
,10,Sun Oct 3 2021,14:30,CEST/+0200,TSV Hartberg,3-2,2-0,Sturm Graz,2021-10-03T12:30Z
,10,Sun Oct 3 2021,17:00,CEST/+0200,RB Salzburg,3-1,2-0,LASK,2021-10-03T15:00Z
,10,Sun Oct 3 2021,14:30,CEST/+0200,Rapid Wien,5-2,1-1,WSG Tirol,2021-10-03T12:30Z
,11,Sat Oct 16 2021,17:00,CEST/+0200,Austria Wien,2-2,1-1,FC Admira Wacker,2021-10-16T15:00Z
,11,Sat Oct 16 2021,17:00,CEST/+0200,SK Austria Klagenfurt,1-1,0-1,Rapid Wien,2021-10-16T15:00Z
,11,Sat Oct 16 2021,17:00,CEST/+0200,SCR Altach,1-1,1-1,RB Salzburg,2021-10-16T15:00Z
,11,Sun Oct 17 2021,14:30,CEST/+0200,WSG Tirol,2-2,1-1,TSV Hartberg,2021-10-17T12:30Z
,11,Sun Oct 17 2021,17:00,CEST/+0200,Sturm Graz,1-0,1-0,SV Ried,2021-10-17T15:00Z
,11,Sun Oct 17 2021,14:30,CEST/+0200,LASK,0-1,0-0,Wolfsberger AC,2021-10-17T12:30Z
,12,Sat Oct 23 2021,17:00,CEST/+0200,FC Admira Wacker,0-1,0-0,WSG Tirol,2021-10-23T15:00Z
,12,Sat Oct 23 2021,17:00,CEST/+0200,Austria Wien,4-1,2-1,SV Ried,2021-10-23T15:00Z
,12,Sat Oct 23 2021,17:00,CEST/+0200,Wolfsberger AC,2-1,1-0,SK Austria Klagenfurt,2021-10-23T15:00Z
,12,Sun Oct 24 2021,14:30,CEST/+0200,LASK,0-1,0-0,SCR Altach,2021-10-24T12:30Z
,12,Sun Oct 24 2021,17:00,CEST/+0200,RB Salzburg,4-1,2-0,Sturm Graz,2021-10-24T15:00Z
,12,Sun Oct 24 2021,14:30,CEST/+0200,TSV Hartberg,1-1,0-1,Rapid Wien,2021-10-24T12:30Z
,13,Sat Oct 30 2021,17:00,CEST/+0200,SK Austria Klagenfurt,3-3,2-2,FC Admira Wacker,2021-10-30T15:00Z
,13,Sat Oct 30 2021,17:00,CEST/+0200,SCR Altach,0-2,0-1,TSV Hartberg,2021-10-30T15:00Z
,13,Sat Oct 30 2021,17:00,CEST/+0200,SV Ried,2-2,1-0,RB Salzburg,2021-10-30T15:00Z
,13,Sun Oct 31 2021,14:30,CET/+0100,Sturm Graz,0-3,0-1,Wolfsberger AC,2021-10-31T13:30Z
,13,Sun Oct 31 2021,17:00,CET/+0100,Rapid Wien,3-2,1-1,LASK,2021-10-31T16:00Z
,13,Sun Oct 31 2021,14:30,CET/+0100,WSG Tirol,1-1,0-0,Austria Wien,2021-10-31T13:30Z
,14,Sat Nov 6 2021,17:00,CET/+0100,FC Admira Wacker,1-2,1-0,SV Ried,2021-11-06T16:00Z
,14,Sat Nov 6 2021,17:00,CET/+0100,Austria Wien,0-1,0-0,RB Salzburg,2021-11-06T16:00Z
,14,Sat Nov 6 2021,17:00,CET/+0100,TSV Hartberg,0-2,0-2,SK Austria Klagenfurt,2021-11-06T16:00Z
,14,Sun Nov 7 2021,17:00,CET/+0100,Wolfsberger AC,4-1,3-1,Rapid Wien,2021-11-07T16:00Z
,14,Sun Nov 7 2021,14:30,CET/+0100,LASK,3-0,1-0,WSG Tirol,2021-11-07T13:30Z
,15,Sat Nov 20 2021,17:00,CET/+0100,Rapid Wien,1-0,0-0,SCR Altach,2021-11-20T16:00Z
,15,Sat Nov 20 2021,17:00,CET/+0100,RB Salzburg,0-0,0-0,FC Admira Wacker,2021-11-20T16:00Z
,15,Sat Nov 20 2021,17:00,CET/+0100,SV Ried,1-0,1-0,TSV Hartberg,2021-11-20T16:00Z
,15,Sun Nov 21 2021,14:30,CET/+0100,WSG Tirol,5-1,2-1,Wolfsberger AC,2021-11-21T13:30Z
,15,Sun Nov 21 2021,14:30,CET/+0100,SK Austria Klagenfurt,0-0,0-0,Austria Wien,2021-11-21T13:30Z
,15,Sun Nov 21 2021,17:00,CET/+0100,Sturm Graz,3-3,1-3,LASK,2021-11-21T16:00Z
,16,Sat Nov 27 2021,17:00,CET/+0100,FC Admira Wacker,0-1,0-0,Wolfsberger AC,2021-11-27T16:00Z
,16,Sat Nov 27 2021,17:00,CET/+0100,SCR Altach,0-3,0-1,WSG Tirol,2021-11-27T16:00Z
,16,Sat Nov 27 2021,17:00,CET/+0100,SK Austria Klagenfurt,2-1,1-0,RB Salzburg,2021-11-27T16:00Z
,16,Sun Nov 28 2021,17:00,CET/+0100,SV Ried,2-2,1-1,Rapid Wien,2021-11-28T16:00Z
,16,Sun Nov 28 2021,14:30,CET/+0100,Austria Wien,2-1,0-0,Sturm Graz,2021-11-28T13:30Z
,16,Sun Nov 28 2021,14:30,CET/+0100,TSV Hartberg,2-1,0-0,LASK,2021-11-28T13:30Z
,14,Wed Dec 1 2021,19:00,CET/+0100,SCR Altach,0-1,0-1,Sturm Graz,2021-12-01T18:00Z
,17,Sat Dec 4 2021,17:00,CET/+0100,WSG Tirol,0-1,0-0,SK Austria Klagenfurt,2021-12-04T16:00Z
,17,Sat Dec 4 2021,17:00,CET/+0100,RB Salzburg,2-1,0-1,TSV Hartberg,2021-12-04T16:00Z
,17,Sat Dec 4 2021,17:00,CET/+0100,Sturm Graz,1-1,1-1,FC Admira Wacker,2021-12-04T16:00Z
,17,Sun Dec 5 2021,17:00,CET/+0100,Wolfsberger AC,3-0,1-0,SCR Altach,2021-12-05T16:00Z
,17,Sun Dec 5 2021,17:00,CET/+0100,Rapid Wien,1-1,1-1,Austria Wien,2021-12-05T16:00Z
,17,Sun Dec 5 2021,14:30,CET/+0100,LASK,1-0,1-0,SV Ried,2021-12-05T13:30Z
,18,Sat Dec 11 2021,17:00,CET/+0100,RB Salzburg,5-0,1-0,WSG Tirol,2021-12-11T16:00Z
,18,Sat Dec 11 2021,17:00,CET/+0100,SV Ried,2-1,1-0,SCR Altach,2021-12-11T16:00Z
,18,Sat Dec 11 2021,17:00,CET/+0100,TSV Hartberg,2-2,1-2,Wolfsberger AC,2021-12-11T16:00Z
,18,Sun Dec 12 2021,14:30,CET/+0100,SK Austria Klagenfurt,0-3,0-2,Sturm Graz,2021-12-12T13:30Z
,18,Sun Dec 12 2021,17:00,CET/+0100,Austria Wien,2-3,2-2,LASK,2021-12-12T16:00Z
,18,Sun Dec 12 2021,14:30,CET/+0100,FC Admira Wacker,1-2,1-1,Rapid Wien,2021-12-12T13:30Z
,19,Fri Feb 11 2022,19:30,CET/+0100,Rapid Wien,1-2,1-0,RB Salzburg,2022-02-11T18:30Z
,19,Sat Feb 12 2022,17:00,CET/+0100,WSG Tirol,2-2,1-1,Sturm Graz,2022-02-12T16:00Z
,19,Sat Feb 12 2022,17:00,CET/+0100,SCR Altach,0-2,0-2,Austria Wien,2022-02-12T16:00Z
,19,Sat Feb 12 2022,17:00,CET/+0100,Wolfsberger AC,2-1,1-1,SV Ried,2022-02-12T16:00Z
,19,Sun Feb 13 2022,17:00,CET/+0100,LASK,2-2,1-0,SK Austria Klagenfurt,2022-02-13T16:00Z
,19,Sun Feb 13 2022,14:30,CET/+0100,TSV Hartberg,1-1,0-1,FC Admira Wacker,2022-02-13T13:30Z
,20,Sat Feb 19 2022,17:00,CET/+0100,FC Admira Wacker,0-3,0-2,LASK,2022-02-19T16:00Z
,20,Sat Feb 19 2022,17:00,CET/+0100,SV Ried,3-2,3-0,WSG Tirol,2022-02-19T16:00Z
,20,Sat Feb 19 2022,17:00,CET/+0100,Austria Wien,2-0,1-0,TSV Hartberg,2022-02-19T16:00Z
,20,Sun Feb 20 2022,14:30,CET/+0100,RB Salzburg,2-0,0-0,Wolfsberger AC,2022-02-20T13:30Z
,20,Sun Feb 20 2022,14:30,CET/+0100,SK Austria Klagenfurt,2-0,2-0,SCR Altach,2022-02-20T13:30Z
,20,Sun Feb 20 2022,17:00,CET/+0100,Sturm Graz,2-2,1-1,Rapid Wien,2022-02-20T16:00Z
,21,Sat Feb 26 2022,17:00,CET/+0100,SCR Altach,0-2,0-1,FC Admira Wacker,2022-02-26T16:00Z
,21,Sun Feb 27 2022,17:00,CET/+0100,Austria Wien,1-0,0-0,Wolfsberger AC,2022-02-27T16:00Z
,21,Sun Feb 27 2022,17:00,CET/+0100,WSG Tirol,0-2,0-2,Rapid Wien,2022-02-27T16:00Z
,21,Sun Feb 27 2022,17:00,CET/+0100,Sturm Graz,3-0,0-0,TSV Hartberg,2022-02-27T16:00Z
,21,Sun Feb 27 2022,17:00,CET/+0100,SK Austria Klagenfurt,1-1,1-0,SV Ried,2022-02-27T16:00Z
,21,Wed Mar 2 2022,20:30,CET/+0100,LASK,0-0,0-0,RB Salzburg,2022-03-02T19:30Z
,22,Sat Mar 5 2022,17:00,CET/+0100,RB Salzburg,4-0,3-0,SCR Altach,2022-03-05T16:00Z
,22,Sun Mar 6 2022,17:00,CET/+0100,FC Admira Wacker,1-2,1-0,Austria Wien,2022-03-06T16:00Z
,22,Sun Mar 6 2022,17:00,CET/+0100,Wolfsberger AC,1-0,0-0,LASK,2022-03-06T16:00Z
,22,Sun Mar 6 2022,17:00,CET/+0100,SV Ried,2-2,0-0,Sturm Graz,2022-03-06T16:00Z
,22,Sun Mar 6 2022,17:00,CET/+0100,Rapid Wien,3-0,1-0,SK Austria Klagenfurt,2022-03-06T16:00Z
,22,Sun Mar 6 2022,17:00,CET/+0100,TSV Hartberg,0-1,0-1,WSG Tirol,2022-03-06T16:00Z
Playoffs - Relegation,23,Sat Mar 12 2022,17:00,CET/+0100,FC Admira Wacker,2-0,1-0,SV Ried,2022-03-12T16:00Z
Playoffs - Relegation,23,Sat Mar 12 2022,17:00,CET/+0100,SCR Altach,0-0,0-0,TSV Hartberg,2022-03-12T16:00Z
Playoffs - Championship,23,Sun Mar 13 2022,17:00,CET/+0100,RB Salzburg,1-0,0-0,Sturm Graz,2022-03-13T16:00Z
Playoffs - Championship,23,Sun Mar 13 2022,14:30,CET/+0100,Austria Wien,2-1,1-1,Wolfsberger AC,2022-03-13T13:30Z
Playoffs - Championship,23,Sun Mar 13 2022,14:30,CET/+0100,SK Austria Klagenfurt,1-3,1-2,Rapid Wien,2022-03-13T13:30Z
Playoffs - Relegation,23,Sun Mar 13 2022,14:30,CET/+0100,LASK,6-0,3-0,WSG Tirol,2022-03-13T13:30Z
Playoffs - Relegation,24,Sat Mar 19 2022,17:00,CET/+0100,SV Ried,1-2,1-0,SCR Altach,2022-03-19T16:00Z
Playoffs - Relegation,24,Sat Mar 19 2022,17:00,CET/+0100,WSG Tirol,0-0,0-0,FC Admira Wacker,2022-03-19T16:00Z
Playoffs - Championship,24,Sun Mar 20 2022,14:30,CET/+0100,Sturm Graz,3-1,2-1,SK Austria Klagenfurt,2022-03-20T13:30Z
Playoffs - Championship,24,Sun Mar 20 2022,14:30,CET/+0100,Wolfsberger AC,1-4,0-3,RB Salzburg,2022-03-20T13:30Z
Playoffs - Relegation,24,Sun Mar 20 2022,14:30,CET/+0100,TSV Hartberg,0-0,0-0,LASK,2022-03-20T13:30Z
Playoffs - Championship,24,Sun Mar 20 2022,17:00,CET/+0100,Rapid Wien,1-1,1-1,Austria Wien,2022-03-20T16:00Z
Playoffs - Relegation,25,Sat Apr 2 2022,17:00,CEST/+0200,SCR Altach,2-2,0-1,FC Admira Wacker,2022-04-02T15:00Z
Playoffs - Relegation,25,Sat Apr 2 2022,17:00,CEST/+0200,TSV Hartberg,0-1,0-1,WSG Tirol,2022-04-02T15:00Z
Playoffs - Relegation,25,Sat Apr 2 2022,17:00,CEST/+0200,LASK,0-2,0-2,SV Ried,2022-04-02T15:00Z
Playoffs - Championship,25,Sun Apr 3 2022,14:30,CEST/+0200,Wolfsberger AC,0-2,0-1,Sturm Graz,2022-04-03T12:30Z
Playoffs - Championship,25,Sun Apr 3 2022,17:00,CEST/+0200,RB Salzburg,2-1,1-0,Rapid Wien,2022-04-03T15:00Z
Playoffs - Championship,25,Sun Apr 3 2022,14:30,CEST/+0200,Austria Wien,1-1,0-1,SK Austria Klagenfurt,2022-04-03T12:30Z
Playoffs - Relegation,26,Sat Apr 9 2022,17:00,CEST/+0200,SV Ried,0-0,0-0,TSV Hartberg,2022-04-09T15:00Z
Playoffs - Relegation,26,Sat Apr 9 2022,17:00,CEST/+0200,FC Admira Wacker,1-1,0-1,LASK,2022-04-09T15:00Z
Playoffs - Relegation,26,Sat Apr 9 2022,17:00,CEST/+0200,WSG Tirol,0-3,0-2,SCR Altach,2022-04-09T15:00Z
Playoffs - Championship,26,Sun Apr 10 2022,17:00,CEST/+0200,Sturm Graz,1-0,0-0,Austria Wien,2022-04-10T15:00Z
Playoffs - Championship,26,Sun Apr 10 2022,14:30,CEST/+0200,Rapid Wien,2-1,1-0,Wolfsberger AC,2022-04-10T12:30Z
Playoffs - Championship,26,Sun Apr 10 2022,14:30,CEST/+0200,SK Austria Klagenfurt,0-6,0-1,RB Salzburg,2022-04-10T12:30Z
Playoffs - Relegation,27,Sat Apr 16 2022,17:00,CEST/+0200,SV Ried,2-3,1-1,WSG Tirol,2022-04-16T15:00Z
Playoffs - Relegation,27,Sat Apr 16 2022,17:00,CEST/+0200,SCR Altach,0-0,0-0,LASK,2022-04-16T15:00Z
Playoffs - Relegation,27,Sat Apr 16 2022,17:00,CEST/+0200,TSV Hartberg,1-2,0-2,FC Admira Wacker,2022-04-16T15:00Z
Playoffs - Championship,27,Sun Apr 17 2022,14:30,CEST/+0200,Austria Wien,1-2,0-0,RB Salzburg,2022-04-17T12:30Z
Playoffs - Championship,27,Sun Apr 17 2022,17:00,CEST/+0200,Wolfsberger AC,1-2,1-2,SK Austria Klagenfurt,2022-04-17T15:00Z
Playoffs - Championship,27,Sun Apr 17 2022,14:30,CEST/+0200,Sturm Graz,2-1,1-0,Rapid Wien,2022-04-17T12:30Z
Playoffs - Relegation,28,Sat Apr 23 2022,17:00,CEST/+0200,FC Admira Wacker,1-3,0-2,TSV Hartberg,2022-04-23T15:00Z
Playoffs - Relegation,28,Sat Apr 23 2022,17:00,CEST/+0200,WSG Tirol,2-0,0-0,SV Ried,2022-04-23T15:00Z
Playoffs - Relegation,28,Sat Apr 23 2022,17:00,CEST/+0200,LASK,2-1,2-0,SCR Altach,2022-04-23T15:00Z
Playoffs - Championship,28,Sun Apr 24 2022,14:30,CEST/+0200,RB Salzburg,5-0,3-0,Austria Wien,2022-04-24T12:30Z
Playoffs - Championship,28,Sun Apr 24 2022,14:30,CEST/+0200,SK Austria Klagenfurt,2-3,1-1,Wolfsberger AC,2022-04-24T12:30Z
Playoffs - Championship,28,Sun Apr 24 2022,17:00,CEST/+0200,Rapid Wien,1-1,0-0,Sturm Graz,2022-04-24T15:00Z
Playoffs - Relegation,29,Tue Apr 26 2022,18:30,CEST/+0200,SV Ried,1-1,0-0,FC Admira Wacker,2022-04-26T16:30Z
Playoffs - Relegation,29,Tue Apr 26 2022,18:30,CEST/+0200,WSG Tirol,4-0,3-0,LASK,2022-04-26T16:30Z
Playoffs - Relegation,29,Tue Apr 26 2022,18:30,CEST/+0200,TSV Hartberg,4-0,0-0,SCR Altach,2022-04-26T16:30Z
Playoffs - Championship,29,Wed Apr 27 2022,18:30,CEST/+0200,Rapid Wien,2-2,0-0,SK Austria Klagenfurt,2022-04-27T16:30Z
Playoffs - Championship,29,Wed Apr 27 2022,18:30,CEST/+0200,Sturm Graz,2-1,1-1,RB Salzburg,2022-04-27T16:30Z
Playoffs - Championship,29,Wed Apr 27 2022,18:30,CEST/+0200,Wolfsberger AC,1-1,0-0,Austria Wien,2022-04-27T16:30Z
Playoffs - Relegation,30,Sat May 7 2022,17:00,CEST/+0200,SCR Altach,1-1,0-1,SV Ried,2022-05-07T15:00Z
Playoffs - Relegation,30,Sat May 7 2022,17:00,CEST/+0200,FC Admira Wacker,1-1,0-0,WSG Tirol,2022-05-07T15:00Z
Playoffs - Relegation,30,Sat May 7 2022,17:00,CEST/+0200,LASK,3-3,2-2,TSV Hartberg,2022-05-07T15:00Z
Playoffs - Championship,30,Sun May 8 2022,17:00,CEST/+0200,Austria Wien,1-1,0-1,Rapid Wien,2022-05-08T15:00Z
Playoffs - Championship,30,Sun May 8 2022,14:30,CEST/+0200,SK Austria Klagenfurt,1-2,0-0,Sturm Graz,2022-05-08T12:30Z
Playoffs - Championship,30,Sun May 8 2022,14:30,CEST/+0200,RB Salzburg,4-0,3-0,Wolfsberger AC,2022-05-08T12:30Z
Playoffs - Relegation,31,Sat May 14 2022,17:00,CEST/+0200,FC Admira Wacker,0-3,0-0,SCR Altach,2022-05-14T15:00Z
Playoffs - Relegation,31,Sat May 14 2022,17:00,CEST/+0200,WSG Tirol,4-2,1-0,TSV Hartberg,2022-05-14T15:00Z
Playoffs - Relegation,31,Sat May 14 2022,17:00,CEST/+0200,SV Ried,1-1,1-0,LASK,2022-05-14T15:00Z
Playoffs - Championship,31,Sun May 15 2022,17:00,CEST/+0200,Rapid Wien,0-1,0-1,RB Salzburg,2022-05-15T15:00Z
Playoffs - Championship,31,Sun May 15 2022,17:00,CEST/+0200,Sturm Graz,1-4,0-3,Wolfsberger AC,2022-05-15T15:00Z
Playoffs - Championship,31,Sun May 15 2022,17:00,CEST/+0200,SK Austria Klagenfurt,1-2,0-1,Austria Wien,2022-05-15T15:00Z
Playoffs - Relegation,32,Fri May 20 2022,19:00,CEST/+0200,LASK,3-1,3-0,FC Admira Wacker,2022-05-20T17:00Z
Playoffs - Relegation,32,Fri May 20 2022,19:00,CEST/+0200,TSV Hartberg,1-1,1-0,SV Ried,2022-05-20T17:00Z
Playoffs - Relegation,32,Fri May 20 2022,19:00,CEST/+0200,SCR Altach,2-1,1-0,WSG Tirol,2022-05-20T17:00Z
Playoffs - Championship,32,Sat May 21 2022,17:00,CEST/+0200,RB Salzburg,1-1,0-0,SK Austria Klagenfurt,2022-05-21T15:00Z
Playoffs - Championship,32,Sat May 21 2022,17:00,CEST/+0200,Austria Wien,4-2,2-1,Sturm Graz,2022-05-21T15:00Z
Playoffs - Championship,32,Sat May 21 2022,17:00,CEST/+0200,Wolfsberger AC,2-1,0-1,Rapid Wien,2022-05-21T15:00Z
Europa League Finals,Semifinals,Mon May 23 2022,19:00,CEST/+0200,WSG Tirol,2-1,2-0,LASK,2022-05-23T17:00Z
Europa League Finals,Final,Thu May 26 2022,17:00,CEST/+0200,WSG Tirol,1-2,1-2,Rapid Wien,2022-05-26T15:00Z
Europa League Finals,Final,Sun May 29 2022,17:00,CEST/+0200,Rapid Wien,2-0,1-0,WSG Tirol,2022-05-29T15:00Z
